rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
32,1246763.158,1246763.158,0.000,1.000,1246763.158,1246763.158,0.000,0.874,0.874,0.000,121690657.895,85.311,121690657.895,85.330,0.000,0.000,4.2949672960000,4.2949672960000,0.000,3444.894,3444.894,71303168.000,71303168.000,57.1906280262575,180.000,396.129,1246367.029,31.773,80.677,0.553,0.125,0.125,MatMul,GPU-0, 0:(128x4096) 1:(4096x4096)->(128x4096) -t f16 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine1/xw_plus_b/MatMul_grad/MatMul,0,-0.6196817240127143,2.5408031973033527,35684,1245500,1209816,1281184,1217750.0,1254500.0,1268750.0,1276000;1198000;1209000;1292000;1295000;1234000;1289000;1269000;1306000;1213000,63994552,63994552,65270552,65270552,612067552;612067552;613265552;613265552;986335552;986335552;987544552;987544552;1412517552;1412517552;1413809552;1413809552;1782897552;1782897552;1784192552;1784192552;2156965552;2156965552;2158199552;2158199552;2530861552;2530861552;2532150552;2532150552;2904243552;2904243552;2905512552;2905512552;3274047552;3274047552;3275353552;3275353552;3647894552;3647894552;3649107552;3649107552;4018788552;4018788552;4020061552;4020061552;4395467552;4395467552;4396734552;4396734552;4774247552;4774247552;4775513552;4775513552;5151385552;5151385552;5152676552;5152676552;5528704552;5528704552;5529904552;5529904552;5904313552;5904313552;5905555552;5905555552;6284532552;6284532552;6285802552;6285802552;6658737552;6658737552;6659903552;6659903552;7089182552;7089182552;7090425552;7090425552;7462883552;7462883552;7464147552;7464147552
33,1158868.421,1158868.421,0.000,1.000,1158868.421,1158868.421,0.000,0.812,0.813,0.000,122849526.316,86.123,122849526.316,86.142,0.000,0.000,0.0537477120000,0.0537477120000,0.000,46.379,46.379,123011072.000,123011072.000,106.1475744487590,180.000,683.395,1158185.026,58.971,1.086,0.293,0.763,0.293,MaxPool,GPU-0, 0:(128x64x55x55)->(128x64x27x27) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool0/MaxPool,0,2.360658347726681,9.430324383562226,78130,1168738,1090608,1246868,1121000.0,1161000.0,1187750.0,1194000;1134000;1136000;1209000;1119000;1165000;1484000;1197000;1077000;1147000,23291552,23291552,24485552,24485552,573810552;573810552;574944552;574944552;945672552;945672552;946808552;946808552;1369515552;1369515552;1370724552;1370724552;1742990552;1742990552;1744109552;1744109552;2117752552;2117752552;2118917552;2118917552;2488978552;2488978552;2490462552;2490462552;2862411552;2862411552;2863608552;2863608552;3233632552;3233632552;3234709552;3234709552;3607451552;3607451552;3608598552;3608598552;3978824552;3978824552;3979948552;3979948552;4353425552;4353425552;4354615552;4354615552;4732423552;4732423552;4733612552;4733612552;5109633552;5109633552;5110752552;5110752552;5488411552;5488411552;5489546552;5489546552;5862968552;5862968552;5864135552;5864135552;6241811552;6241811552;6242999552;6242999552;6618711552;6618711552;6619822552;6619822552;7049111552;7049111552;7050231552;7050231552;7420272552;7420272552;7421460552;7421460552
34,1158052.632,1158052.632,0.000,1.000,1158052.632,1158052.632,0.000,0.812,0.812,0.000,124007578.947,86.935,124007578.947,86.954,0.000,0.000,0.0179159040000,0.0179159040000,0.000,15.471,15.471,214990848.000,214990848.000,185.6485984638458,180.000,1194.394,1156858.238,103.138,0.362,0.000,0.768,0.000,ReluGrad,GPU-0, 0:(128x192x27x27) 1:(128x192x27x27)->(128x192x27x27) -t f16,tower_0/v/gradients/tower_0/v/cg/conv1/Relu_grad/ReluGrad,0,0.19486366063554536,2.4094604205229495,25515,1158524,1133008,1184039,1141250.0,1164000.0,1175750.0,1176000;1187000;1165000;1164000;1217000;1187000;1149000;1176000;1195000;1166000,131211552,131211552,132387552,132387552,679633552;679633552;680820552;680820552;1052814552;1052814552;1053979552;1053979552;1479552552;1479552552;1480716552;1480716552;1851470552;1851470552;1852687552;1852687552;2224301552;2224301552;2225488552;2225488552;2597868552;2597868552;2599017552;2599017552;2971618552;2971618552;2972794552;2972794552;3342067552;3342067552;3343262552;3343262552;3714486552;3714486552;3715652552;3715652552;4085927552;4085927552;4087102552;4087102552;4462966552;4462966552;4464108552;4464108552;4840674552;4840674552;4841823552;4841823552;5218651552;5218651552;5219827552;5219827552;5595414552;5595414552;5596579552;5596579552;5970703552;5970703552;5971844552;5971844552;6351069552;6351069552;6352218552;6352218552;6727024552;6727024552;6728188552;6728188552;7155820552;7155820552;7156962552;7156962552;7529403552;7529403552;7530545552;7530545552
35,1149763.158,1149763.158,0.000,1.000,1149763.158,1149763.158,0.000,0.806,0.806,0.000,125157342.105,87.741,125157342.105,87.761,0.000,0.000,0.0179159040000,0.0179159040000,0.000,15.582,15.582,143328000.000,143328000.000,124.6587168982170,180.000,796.267,1148966.891,69.255,0.365,0.208,0.763,0.208,BiasAdd,GPU-0, 0:(128x192x27x27) 1:(192)->(128x192x27x27) -t f16 -data_format NHWC,tower_0/v/cg/conv1/BiasAdd,0,5.617093602078257,34.55208408540168,287223,1199762,912539,1486985,1130000.0,1145500.0,1173000.0,1178000;1116000;1115000;1180000;1167000;1148000;1170000;1165000;1122000;1132000,29933552,29933552,31111552,31111552,579622552;579622552;580738552;580738552;952824552;952824552;953939552;953939552;1376760552;1376760552;1377940552;1377940552;1749991552;1749991552;1751158552;1751158552;2123727552;2123727552;2124875552;2124875552;2496667552;2496667552;2497837552;2497837552;2869459552;2869459552;2870624552;2870624552;3240143552;3240143552;3241265552;3241265552;3614416552;3614416552;3615548552;3615548552;3985722552;3985722552;3986855552;3986855552;4360800552;4360800552;4361984552;4361984552;4740088552;4740088552;4741269552;4741269552;5116011552;5116011552;5117131552;5117131552;5495345552;5495345552;5496456552;5496456552;5870260552;5870260552;5871403552;5871403552;6249028552;6249028552;6250186552;6250186552;6625712552;6625712552;6626854552;6626854552;7055789552;7055789552;7056927552;7056927552;7428119552;7428119552;7429293552;7429293552
36,1139578.947,1139578.947,0.000,1.000,1139578.947,1139578.947,0.000,0.799,0.799,0.000,126296921.053,88.540,126296921.053,88.560,0.000,0.000,4.2949672960000,4.2949672960000,0.000,3768.907,3768.907,71303168.000,71303168.000,62.5697483835211,180.000,396.129,1139182.819,34.761,88.265,0.481,0.054,0.054,MatMul,GPU-0, 0:(128x4096) 1:(4096x4096)->(128x4096) -t f16 -tr_a 0 -tr_b 0,tower_0/v/cg/affine1/xw_plus_b/MatMul,0,2.1000264347360282,7.849851416820959,83176,1150476,1067300,1233652,1098000.0,1137500.0,1168000.0,1175000;1097000;1107000;1230000;1076000;1137000;1167000;1175000;1114000;1114000,58447552,58447552,59622552,59622552,606806552;606806552;607903552;607903552;981022552;981022552;982129552;982129552;1406895552;1406895552;1408125552;1408125552;1777674552;1777674552;1778750552;1778750552;2151559552;2151559552;2152696552;2152696552;2525319552;2525319552;2526486552;2526486552;2898705552;2898705552;2899880552;2899880552;3268798552;3268798552;3269912552;3269912552;3642564552;3642564552;3643678552;3643678552;4013525552;4013525552;4014607552;4014607552;4389958552;4389958552;4391126552;4391126552;4768738552;4768738552;4769906552;4769906552;5144611552;5144611552;5145686552;5145686552;5523415552;5523415552;5524513552;5524513552;5898893552;5898893552;5900031552;5900031552;6279017552;6279017552;6280184552;6280184552;6653366552;6653366552;6654432552;6654432552;7083756552;7083756552;7084884552;7084884552;7457365552;7457365552;7458533552;7458533552
37,540118.421,540118.421,0.000,2.000,1080236.842,1080236.842,0.000,0.757,0.757,0.000,127377157.895,89.297,127377157.895,89.317,0.000,0.000,0.0083066880000,0.0166133760000,0.000,15.379,15.379,99680256.000,199360512.000,184.5525946064460,180.000,1107.558,1079129.284,102.529,0.360,0.000,0.717,0.000,ReluGrad,GPU-0, 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f16,tower_0/v/gradients/tower_0/v/cg/conv3/Relu_grad/ReluGrad;tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad,0,0.06320038658876896,3.170487600354529,10679,540286,529607,550965,532000.0,541000.0,546000.0,546000;551000;540000;540000;567000;550000;541000;546000;555000;541000,99451552,99451552,99997552,99997552,647791552;647791552;648342552;648342552;1021487552;1021487552;1022027552;1022027552;1448194552;1448194552;1448734552;1448734552;1819041552;1819041552;1819608552;1819608552;2192507552;2192507552;2193057552;2193057552;2566586552;2566586552;2567127552;2567127552;2939975552;2939975552;2940521552;2940521552;3310139552;3310139552;3310694552;3310694552;3683145552;3683145552;3683686552;3683686552;4054401552;4054401552;4054947552;4054947552;4431046552;4431046552;4431587552;4431587552;4809619552;4809619552;4810153552;4810153552;5187121552;5187121552;5187667552;5187667552;5564080552;5564080552;5564621552;5564621552;5939668552;5939668552;5940209552;5940209552;6319938552;6319938552;6320472552;6320472552;6694611552;6694611552;6695152552;6695152552;7124670552;7124670552;7125222552;7125222552;7498501552;7498501552;7499033552;7499033552
38,523750.000,523750.000,0.000,2.000,1047500.000,1047500.000,0.000,0.734,0.735,0.000,128424657.895,90.032,128424657.895,90.052,0.000,0.000,0.0083066880000,0.0166133760000,0.000,15.860,15.860,66455040.000,132910080.000,126.8831312649165,180.000,738.389,1046761.611,70.491,0.371,0.180,0.695,0.180,BiasAdd,GPU-0, 0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f16 -data_format NHWC,tower_0/v/cg/conv3/BiasAdd;tower_0/v/cg/conv2/BiasAdd,0,0.0362537064388944,1.6394839815225235,14058,523798,509739,537856,511500.0,524500.0,538000.0,544000;519000;513000;550000;507000;528000;538000;543000;525000;518000,47728552,47728552,48272552,48272552,596589552;596589552;597108552;597108552;970749552;970749552;971262552;971262552;1396092552;1396092552;1396642552;1396642552;1767563552;1767563552;1768070552;1768070552;2141102552;2141102552;2141630552;2141630552;2514671552;2514671552;2515209552;2515209552;2887992552;2887992552;2888535552;2888535552;3258306552;3258306552;3258831552;3258831552;3632255552;3632255552;3632773552;3632773552;4003142552;4003142552;4003652552;4003652552;4379293552;4379293552;4379833552;4379833552;4758094552;4758094552;4758635552;4758635552;5134464552;5134464552;5134969552;5134969552;5513195552;5513195552;5513711552;5513711552;5888429552;5888429552;5888955552;5888955552;6268042552;6268042552;6268581552;6268581552;6643277552;6643277552;6643786552;6643786552;7073638552;7073638552;7074141552;7074141552;7446148552;7446148552;7446691552;7446691552
39,918000.000,918000.000,0.000,1.000,918000.000,918000.000,0.000,0.644,0.644,0.000,129342657.895,90.675,129342657.895,90.695,0.000,0.000,0.1132462070000,0.1132462070000,0.000,123.362,123.362,150994948.000,150994948.000,164.4825141612200,180.000,838.861,917161.139,91.379,2.889,0.023,0.593,0.023,L2Loss,GPU-0, 0:(9216x4096)->(1) -t f32,tower_0/v/l2_loss/L2Loss_10,0,6.015000225250694,38.059446363572285,52190,926000,873810,978190,916250.0,918000.0,919000.0,921000;918000;919000;917000;916000;917000;916000;919000;920000;918000,6480552,6480552,8095552,8095552,560509552;560509552;561440552;561440552;931305552;931305552;932236552;932236552;1354585552;1354585552;1355514552;1355514552;1728483552;1728483552;1729414552;1729414552;2100020552;2100020552;2100949552;2100949552;2474409552;2474409552;2475339552;2475339552;2847376552;2847376552;2848307552;2848307552;3220069552;3220069552;3221004552;3221004552;3593158552;3593158552;3594091552;3594091552;3964076552;3964076552;3965014552;3965014552;4338981552;4338981552;4339911552;4339911552;4717718552;4717718552;4718650552;4718650552;5095786552;5095786552;5096713552;5096713552;5471809552;5471809552;5472741552;5472741552;5846930552;5846930552;5847863552;5847863552;6224607552;6224607552;6225536552;6225536552;6605013552;6605013552;6605942552;6605942552;7032616552;7032616552;7033544552;7033544552;7405541552;7405541552;7406482552;7406482552
40,895815.789,895815.789,0.000,1.000,895815.789,895815.789,0.000,0.628,0.628,0.000,130238473.684,91.303,130238473.684,91.324,0.000,0.000,0.0247807360000,0.0247807360000,0.000,27.663,27.663,99123456.000,99123456.000,110.6516062395347,180.000,550.686,895265.104,61.473,0.648,0.211,0.593,0.211,BiasAddGrad,GPU-0, 0:(128x64x55x55)->(64) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv0/BiasAdd_grad/BiasAddGrad,0,0.059248708968357114,2.041363526412348,16479,896000,879521,912479,885000.0,895000.0,906000.0,906000;916000;911000;896000;930000;920000;893000;904000;917000;900000,146038552,146038552,146944552,146944552,694512552;694512552;695428552;695428552;1067564552;1067564552;1068475552;1068475552;1494293552;1494293552;1495189552;1495189552;1866707552;1866707552;1867637552;1867637552;2239229552;2239229552;2240149552;2240149552;2612548552;2612548552;2613441552;2613441552;2986430552;2986430552;2987334552;2987334552;3357044552;3357044552;3357961552;3357961552;3729252552;3729252552;3730152552;3730152552;4100695552;4100695552;4101577552;4101577552;4477607552;4477607552;4478492552;4478492552;4855426552;4855426552;4856332552;4856332552;5233485552;5233485552;5234394552;5234394552;5610189552;5610189552;5611086552;5611086552;5985295552;5985295552;5986189552;5986189552;6365720552;6365720552;6366613552;6366613552;6742668552;6742668552;6743567552;6743567552;7170425552;7170425552;7171312552;7171312552;7544007552;7544007552;7544892552;7544892552
41,829026.316,829026.316,0.000,1.000,829026.316,829026.316,0.000,0.581,0.581,0.000,131067500.000,91.884,131067500.000,91.905,0.000,0.000,0.0117964800000,0.0117964800000,0.000,14.229,14.229,49020928.000,49020928.000,59.1307260895788,180.000,272.338,828753.977,32.850,0.333,0.361,0.550,0.361,MaxPoolGrad,GPU-0, 0:(128x256x13x13) 1:(128x256x6x6) 2:(128x256x6x6)->(128x256x13x13) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad,0,3.778127611568057,20.620444128804635,42006,834667,792661,876672,809000.0,830500.0,840750.0,846000;860000;840000;836000;868000;876000;850000;892000;855000;833000,82910552,82910552,83756552,83756552,631232552;631232552;632092552;632092552;1005093552;1005093552;1005933552;1005933552;1431776552;1431776552;1432612552;1432612552;1802181552;1802181552;1803049552;1803049552;2175896552;2175896552;2176772552;2176772552;2550131552;2550131552;2550981552;2550981552;2923438552;2923438552;2924330552;2924330552;3293476552;3293476552;3294331552;3294331552;3666771552;3666771552;3667604552;3667604552;4037910552;4037910552;4038733552;4038733552;4414642552;4414642552;4415475552;4415475552;4793349552;4793349552;4794169552;4794169552;5170644552;5170644552;5171481552;5171481552;5547738552;5547738552;5548554552;5548554552;5923280552;5923280552;5924110552;5924110552;6303647552;6303647552;6304471552;6304471552;6677961552;6677961552;6678773552;6678773552;7108104552;7108104552;7108945552;7108945552;7482309552;7482309552;7483121552;7483121552
42,773289.474,773289.474,0.000,1.000,773289.474,773289.474,0.000,0.542,0.542,0.000,131840789.474,92.427,131840789.474,92.447,0.000,0.000,0.0373800960000,0.0373800960000,0.000,48.339,48.339,88276992.000,88276992.000,114.1577572230730,180.000,490.428,772799.046,63.421,1.132,0.171,0.509,0.171,MaxPool,GPU-0, 0:(128x192x27x27)->(128x192x13x13) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool1/MaxPool,0,4.592272954108922,27.201913772494674,56275,780024,723749,836299,751250.0,777000.0,797000.0,801000;762000;763000;1107000;751000;783000;800000;804000;725000;770000,31661552,31661552,32462552,32462552,581272552;581272552;582034552;582034552;954645552;954645552;955408552;955408552;1378486552;1378486552;1379593552;1379593552;1752129552;1752129552;1752880552;1752880552;2125417552;2125417552;2126200552;2126200552;2498388552;2498388552;2499188552;2499188552;2871635552;2871635552;2872439552;2872439552;3242362552;3242362552;3243087552;3243087552;3616549552;3616549552;3617319552;3617319552;3987921552;3987921552;3988676552;3988676552;4362990552;4362990552;4363790552;4363790552;4741814552;4741814552;4742613552;4742613552;5118359552;5118359552;5119110552;5119110552;5497460552;5497460552;5498222552;5498222552;5872409552;5872409552;5873192552;5873192552;6251202552;6251202552;6252001552;6252001552;6627854552;6627854552;6628601552;6628601552;7057740552;7057740552;7058491552;7058491552;7429843552;7429843552;7430642552;7430642552
43,754710.526,754710.526,0.000,1.000,754710.526,754710.526,0.000,0.529,0.529,0.000,132595500.000,92.956,132595500.000,92.976,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,134217728.000,134217728.000,177.8400106000907,180.000,745.654,753964.872,98.800,0.000,0.000,0.000,0.000,Cast,GPU-0, 0:(4096x4096)->(4096x4096) -DstT f32 -SrcT f16,tower_0/v/gradients/tower_0/v/cg/affine1/Cast_grad/Cast,0,5.231000938506968,31.76067896240993,30445,759095,728650,789541,751000.0,754000.0,759000.0,769000;755000;751000;756000;752000;763000;763000;756000;750000;754000,65691552,65691552,66460552,66460552,613682552;613682552;614437552;614437552;987962552;987962552;988713552;988713552;1414229552;1414229552;1414985552;1414985552;1784610552;1784610552;1785362552;1785362552;2158618552;2158618552;2159381552;2159381552;2532570552;2532570552;2533333552;2533333552;2905937552;2905937552;2906693552;2906693552;3275775552;3275775552;3276525552;3276525552;3649522552;3649522552;3650276552;3650276552;4020483552;4020483552;4021225552;4021225552;4397152552;4397152552;4397905552;4397905552;4775933552;4775933552;4776678552;4776678552;5153096552;5153096552;5153848552;5153848552;5530322552;5530322552;5531078552;5531078552;5905980552;5905980552;5906734552;5906734552;6286223552;6286223552;6286963552;6286963552;6660320552;6660320552;6661073552;6661073552;7090843552;7090843552;7091572552;7091572552;7464858552;7464858552;7465649552;7465649552
44,678947.368,678947.368,0.000,1.000,678947.368,678947.368,0.000,0.476,0.476,0.000,133274447.368,93.432,133274447.368,93.452,0.000,0.000,0.0247808000000,0.0247808000000,0.000,36.499,36.499,198246400.000,198246400.000,291.9908217054264,180.000,1101.369,677846.000,162.217,0.855,0.000,0.448,0.000,Relu,GPU-0, 0:(128x64x55x55)->(128x64x55x55) -t f16,tower_0/v/cg/conv0/Relu,0,5.951858121461755,37.54804147833316,46790,686143,639352,732933,677250.0,679000.0,680000.0,678000;685000;682000;679000;671000;680000;671000;685000;679000;679000,22574552,22574552,23252552,23252552,573086552;573086552;573771552;573771552;944952552;944952552;945634552;945634552;1368796552;1368796552;1369475552;1369475552;1742280552;1742280552;1742951552;1742951552;2117031552;2117031552;2117711552;2117711552;2488268552;2488268552;2488939552;2488939552;2861690552;2861690552;2862375552;2862375552;3232914552;3232914552;3233593552;3233593552;3606734552;3606734552;3607413552;3607413552;3978108552;3978108552;3978786552;3978786552;4352714552;4352714552;4353386552;4353386552;4731709552;4731709552;4732385552;4732385552;5108917552;5108917552;5109591552;5109591552;5487696552;5487696552;5488374552;5488374552;5862252552;5862252552;5862930552;5862930552;6241095552;6241095552;6241772552;6241772552;6617990552;6617990552;6618673552;6618673552;7048394552;7048394552;7049073552;7049073552;7419558552;7419558552;7420235552;7420235552
45,666763.158,666763.158,0.000,1.000,666763.158,666763.158,0.000,0.467,0.468,0.000,133941210.526,93.899,133941210.526,93.920,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,134217728.000,134217728.000,201.2974568417729,180.000,745.654,666017.504,111.832,0.000,0.000,0.000,0.000,Cast,GPU-0, 0:(4096x4096)->(4096x4096) -DstT f16 -SrcT f32,tower_0/v/cg/affine1/Cast,0,5.809054773211847,36.417793863308724,23800,670167,646367,693967,664250.0,667000.0,668750.0,819000;667000;664000;669000;674000;659000;672000;667000;667000;666000,5244552,5244552,6063552,6063552,559186552;559186552;559853552;559853552;930545552;930545552;931209552;931209552;1353818552;1353818552;1354487552;1354487552;1727705552;1727705552;1728379552;1728379552;2099245552;2099245552;2099904552;2099904552;2473582552;2473582552;2474254552;2474254552;2846621552;2846621552;2847288552;2847288552;3219266552;3219266552;3219933552;3219933552;3592400552;3592400552;3593066552;3593066552;3962995552;3962995552;3963661552;3963661552;4338210552;4338210552;4338877552;4338877552;4716909552;4716909552;4717576552;4717576552;5095018552;5095018552;5095684552;5095684552;5471023552;5471023552;5471689552;5471689552;5846164552;5846164552;5846833552;5846833552;6223825552;6223825552;6224491552;6224491552;6604247552;6604247552;6604913552;6604913552;7031836552;7031836552;7032499552;7032499552;7403139552;7403139552;7403801552;7403801552
46,609684.211,609684.211,0.000,1.000,609684.211,609684.211,0.000,0.427,0.428,0.000,134550894.737,94.326,134550894.737,94.348,0.000,0.000,0.0179157120000,0.0179157120000,0.000,29.385,29.385,71664384.000,71664384.000,117.5434475138121,180.000,398.135,609286.075,65.302,0.688,0.127,0.403,0.127,BiasAddGrad,GPU-0, 0:(128x192x27x27)->(192) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv1/BiasAdd_grad/BiasAddGrad,0,-0.0201018093978774,2.725227826146901,11689,609762,598073,621451,603250.0,609000.0,616750.0,618000;624000;614000;612000;637000;624000;603000;617000;621000;609000,136998552,136998552,137616552,137616552,685463552;685463552;686087552;686087552;1058587552;1058587552;1059201552;1059201552;1485331552;1485331552;1485943552;1485943552;1857399552;1857399552;1858036552;1858036552;2230134552;2230134552;2230758552;2230758552;2603600552;2603600552;2604203552;2604203552;2977414552;2977414552;2978031552;2978031552;3347922552;3347922552;3348543552;3348543552;3720254552;3720254552;3720863552;3720863552;4091712552;4091712552;4092328552;4092328552;4468687552;4468687552;4469293552;4469293552;4846407552;4846407552;4847016552;4847016552;5224450552;5224450552;5225066552;5225066552;5601175552;5601175552;5601791552;5601791552;5976408552;5976408552;5977013552;5977013552;6356790552;6356790552;6357397552;6357397552;6732820552;6732820552;6733434552;6733434552;7161524552;7161524552;7162128552;7162128552;7535139552;7535139552;7535743552;7535743552
47,303026.316,303026.316,0.000,2.000,606052.632,606052.632,0.000,0.425,0.425,0.000,135156947.368,94.751,135156947.368,94.772,0.000,0.000,0.0083063040000,0.0166126080000,0.000,27.411,27.411,33228288.000,66456576.000,109.6547932262267,180.000,369.203,605683.428,60.919,0.642,0.145,0.401,0.145,BiasAddGrad,GPU-0, 0:(128x384x13x13)->(384) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv2/BiasAdd_grad/BiasAddGrad;tower_0/v/gradients/tower_0/v/cg/conv3/BiasAdd_grad/BiasAddGrad,0,0.039130777378965836,2.7674348114933593,6367,303036,296669,309403,299000.0,303000.0,307000.0,308000;311000;306000;305000;318000;312000;296000;309000;310000;304000,123489552,123489552,123797552,123797552,671844552;671844552;672155552;672155552;1045147552;1045147552;1045453552;1045453552;1471891552;1471891552;1472196552;1472196552;1843524552;1843524552;1843842552;1843842552;2216503552;2216503552;2216815552;2216815552;2590264552;2590264552;2590560552;2590560552;2963843552;2963843552;2964152552;2964152552;3334264552;3334264552;3334574552;3334574552;3706831552;3706831552;3707135552;3707135552;4078220552;4078220552;4078527552;4078527552;4455369552;4455369552;4455671552;4455671552;4833084552;4833084552;4833385552;4833385552;5210936552;5210936552;5211243552;5211243552;5587751552;5587751552;5588054552;5588054552;5963151552;5963151552;5963450552;5963450552;6343459552;6343459552;6343761552;6343761552;6718605552;6718605552;6718907552;6718907552;7148281552;7148281552;7148580552;7148580552;7521867552;7521867552;7522164552;7522164552
48,488500.000,488500.000,0.000,1.000,488500.000,488500.000,0.000,0.342,0.343,0.000,135645447.368,95.094,135645447.368,95.115,0.000,0.000,0.0179159040000,0.0179159040000,0.000,36.675,36.675,143327232.000,143327232.000,293.4027267144319,180.000,796.262,487703.738,163.002,0.859,0.000,0.322,0.000,Relu,GPU-0, 0:(128x192x27x27)->(128x192x27x27) -t f16,tower_0/v/cg/conv1/Relu,0,5.7576468069438205,35.84915516279131,26968,493024,466055,519992,487000.0,489000.0,490000.0,489000;485000;487000;487000;484000;488000;485000;491000;484000;488000,31137552,31137552,31626552,31626552,580758552;580758552;581243552;581243552;954093552;954093552;954580552;954580552;1377967552;1377967552;1378454552;1378454552;1751610552;1751610552;1752094552;1752094552;2124899552;2124899552;2125387552;2125387552;2497868552;2497868552;2498353552;2498353552;2871108552;2871108552;2871599552;2871599552;3241414552;3241414552;3241898552;3241898552;3616025552;3616025552;3616513552;3616513552;3987107552;3987107552;3987594552;3987594552;4362467552;4362467552;4362954552;4362954552;4741294552;4741294552;4741778552;4741778552;5117624552;5117624552;5118111552;5118111552;5496935552;5496935552;5497426552;5497426552;5871883552;5871883552;5872372552;5872372552;6250670552;6250670552;6251160552;6251160552;6627325552;6627325552;6627813552;6627813552;7057204552;7057204552;7057693552;7057693552;7429319552;7429319552;7429805552;7429805552
49,223960.526,223960.526,0.000,2.000,447921.053,447921.053,0.000,0.314,0.314,0.000,136093368.421,95.408,136093368.421,95.429,0.000,0.000,0.0083066880000,0.0166133760000,0.000,37.090,37.090,66453504.000,132907008.000,296.7197170554021,180.000,738.372,447182.680,164.844,0.869,0.000,0.296,0.000,Relu,GPU-0, 0:(128x384x13x13)->(128x384x13x13) -t f16,tower_0/v/cg/conv3/Relu;tower_0/v/cg/conv2/Relu,0,8.813909094691237,79.75782478638966,30580,227333,196753,257914,223000.0,224000.0,225000.0,224000;225000;224000;222000;227000;227000;223000;223000;222000;224000,48295552,48295552,48519552,48519552,597130552;597130552;597355552;597355552;971286552;971286552;971510552;971510552;1396665552;1396665552;1396887552;1396887552;1768093552;1768093552;1768320552;1768320552;2141654552;2141654552;2141881552;2141881552;2515233552;2515233552;2515456552;2515456552;2888558552;2888558552;2888781552;2888781552;3258856552;3258856552;3259078552;3259078552;3632795552;3632795552;3633019552;3633019552;4003674552;4003674552;4003896552;4003896552;4379856552;4379856552;4380082552;4380082552;4758658552;4758658552;4758884552;4758884552;5134994552;5134994552;5135218552;5135218552;5513735552;5513735552;5513958552;5513958552;5888978552;5888978552;5889200552;5889200552;6268611552;6268611552;6268834552;6268834552;6643816552;6643816552;6644041552;6644041552;7074164552;7074164552;7074389552;7074389552;7446713552;7446713552;7446938552;7446938552
