rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
85,40684.211,40684.211,0.000,1.000,40684.211,40684.211,0.000,0.029,0.029,0.000,141966368.421,99.525,141966368.421,99.547,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,2097160.000,2097160.000,51.5472703751617,180.000,11.651,40672.560,28.637,0.000,0.019,0.027,0.019,RandomUniform,GPU-0, 0:(2)->(128x4096) -t i32 -t f16 -seed i: 123 -seed2 i: 191,tower_0/v/cg/dropout0_1/dropout/dropout/random_uniform/RandomUniform,0,-0.1328264503704108,1.8428544608347968,1936,40643,38707,42579,39000.0,41000.0,42750.0,43000;40000;39000;44000;40000;41000;43000;43000;37000;41000,1170552,1170552,1213552,1213552,552349552;552349552;552389552;552389552;925591552;925591552;925630552;925630552;1348162552;1348162552;1348206552;1348206552;1723056552;1723056552;1723096552;1723096552;2096723552;2096723552;2096764552;2096764552;2468573552;2468573552;2468616552;2468616552;2842109552;2842109552;2842152552;2842152552;3214262552;3214262552;3214299552;3214299552;3587424552;3587424552;3587465552;3587465552;3958938552;3958938552;3958977552;3958977552;4333227552;4333227552;4333270552;4333270552;4711864552;4711864552;4711907552;4711907552;5090015552;5090015552;5090054552;5090054552;5468458552;5468458552;5468498552;5468498552;5842990552;5842990552;5843031552;5843031552;6221350552;6221350552;6221393552;6221393552;6599159552;6599159552;6599197552;6599197552;7029423552;7029423552;7029462552;7029462552;7399832552;7399832552;7399874552;7399874552
86,39236.842,39236.842,0.000,1.000,39236.842,39236.842,0.000,0.028,0.028,0.000,142005605.263,99.553,142005605.263,99.575,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,2097160.000,2097160.000,53.4487458081824,180.000,11.651,39225.191,29.694,0.000,0.018,0.026,0.018,RandomUniform,GPU-0, 0:(2)->(128x4096) -t i32 -t f16 -seed i: 123 -seed2 i: 161,tower_0/v/cg/dropout0/dropout/dropout/random_uniform/RandomUniform,0,-0.21524450178680368,2.4534005211198826,1788,39214,37426,41002,38000.0,39000.0,40750.0,43000;39000;39000;42000;38000;40000;41000;42000;36000;39000,1246552,1246552,1289552,1289552,552426552;552426552;552465552;552465552;925668552;925668552;925707552;925707552;1348235552;1348235552;1348277552;1348277552;1723130552;1723130552;1723168552;1723168552;2096812552;2096812552;2096852552;2096852552;2468645552;2468645552;2468686552;2468686552;2842199552;2842199552;2842241552;2842241552;3214335552;3214335552;3214371552;3214371552;3587498552;3587498552;3587537552;3587537552;3959011552;3959011552;3959049552;3959049552;4333299552;4333299552;4333340552;4333340552;4711936552;4711936552;4711977552;4711977552;5090087552;5090087552;5090124552;5090124552;5468547552;5468547552;5468585552;5468585552;5843060552;5843060552;5843100552;5843100552;6221431552;6221431552;6221472552;6221472552;6599227552;6599227552;6599265552;6599265552;7030479552;7030479552;7030517552;7030517552;7399905552;7399905552;7399946552;7399946552
87,19565.789,19565.789,0.000,2.000,39131.579,39131.579,0.000,0.027,0.027,0.000,142044736.842,99.580,142044736.842,99.602,0.000,0.000,0.0000000010000,0.0000000020000,0.000,0.000,0.000,4194304.000,8388608.000,214.3692696704775,180.000,46.603,39084.976,119.094,0.000,0.000,0.026,0.000,Floor,GPU-0, 0:(128x4096)->(128x4096) -t f16,tower_0/v/cg/dropout0_1/dropout/dropout/Floor;tower_0/v/cg/dropout0/dropout/dropout/Floor,0,0.06983165306322726,2.6885805398759985,666,19548,18882,20214,19000.0,20000.0,20000.0,20000;21000;20000;20000;20000;20000;21000;20000;20000;20000,18997552,18997552,19017552,19017552,571282552;571282552;571303552;571303552;942894552;942894552;942914552;942914552;1366404552;1366404552;1366424552;1366424552;1740505552;1740505552;1740525552;1740525552;2115220552;2115220552;2115240552;2115240552;2486413552;2486413552;2486434552;2486434552;2859564552;2859564552;2859584552;2859584552;3230933552;3230933552;3230953552;3230953552;3604932552;3604932552;3604952552;3604952552;3976314552;3976314552;3976333552;3976333552;4350863552;4350863552;4350883552;4350883552;4729830552;4729830552;4729851552;4729851552;5107134552;5107134552;5107154552;5107154552;5485873552;5485873552;5485893552;5485893552;5860451552;5860451552;5860471552;5860471552;6239229552;6239229552;6239249552;6239249552;6616198552;6616198552;6616218552;6616218552;7046604552;7046604552;7046624552;7046624552;7417658552;7417658552;7417678552;7417678552
88,37578.947,37578.947,0.000,1.000,37578.947,37578.947,0.000,0.026,0.026,0.000,142082315.789,99.606,142082315.789,99.629,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,7077888.000,7077888.000,188.3471596638655,180.000,39.322,37539.626,104.637,0.000,0.000,0.025,0.000,Cast,GPU-0, 0:(3x3x384x256)->(3x3x384x256) -DstT f32 -SrcT f16,tower_0/v/gradients/Cast_4_grad/Cast,0,0.6384287203933052,2.182501669883405,697,37619,36922,38316,37000.0,37500.0,38000.0,39000;38000;38000;37000;38000;37000;37000;37000;38000;37000,100045552,100045552,100084552,100084552,648388552;648388552;648426552;648426552;1022076552;1022076552;1022114552;1022114552;1448784552;1448784552;1448821552;1448821552;1819654552;1819654552;1819692552;1819692552;2193106552;2193106552;2193143552;2193143552;2567176552;2567176552;2567213552;2567213552;2940569552;2940569552;2940606552;2940606552;3310742552;3310742552;3310780552;3310780552;3683735552;3683735552;3683772552;3683772552;4054996552;4054996552;4055033552;4055033552;4431635552;4431635552;4431672552;4431672552;4810201552;4810201552;4810238552;4810238552;5187714552;5187714552;5187752552;5187752552;5564677552;5564677552;5564714552;5564714552;5940256552;5940256552;5940293552;5940293552;6320521552;6320521552;6320559552;6320559552;6695203552;6695203552;6695241552;6695241552;7125269552;7125269552;7125308552;7125308552;7499082552;7499082552;7499119552;7499119552
89,18381.579,18381.579,0.000,2.000,36763.158,36763.158,0.000,0.026,0.026,0.000,142119078.947,99.632,142119078.947,99.654,0.000,0.000,0.0005242880000,0.0010485760000,0.000,28.522,28.522,4194308.000,8388616.000,228.1799627773801,180.000,46.603,36716.554,126.767,0.668,0.000,0.024,0.000,Add,GPU-0, 0:(1) 1:(128x4096)->(128x4096) -t f16,tower_0/v/cg/dropout0_1/dropout/dropout/add;tower_0/v/cg/dropout0/dropout/dropout/add,0,-0.21620075383070295,2.4004739379041884,757,18369,17612,19126,18000.0,18000.0,19000.0,19000;18000;18000;20000;18000;19000;19000;20000;18000;18000,12879552,12879552,12898552,12898552,565542552;565542552;565560552;565560552;937156552;937156552;937174552;937174552;1359912552;1359912552;1359932552;1359932552;1734708552;1734708552;1734726552;1734726552;2108594552;2108594552;2108613552;2108613552;2480256552;2480256552;2480275552;2480275552;2853440552;2853440552;2853460552;2853460552;3225559552;3225559552;3225577552;3225577552;3598821552;3598821552;3598839552;3598839552;3970374552;3970374552;3970392552;3970392552;4344775552;4344775552;4344794552;4344794552;4723460552;4723460552;4723480552;4723480552;5101487552;5101487552;5101505552;5101505552;5479846552;5479846552;5479864552;5479864552;5854513552;5854513552;5854531552;5854531552;6232855552;6232855552;6232874552;6232874552;6610598552;6610598552;6610615552;6610615552;7040690552;7040690552;7040708552;7040708552;7411292552;7411292552;7411311552;7411311552
90,32157.895,32157.895,0.000,1.000,32157.895,32157.895,0.000,0.023,0.023,0.000,142151236.842,99.655,142151236.842,99.677,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,7077888.000,7077888.000,220.0979901800327,180.000,39.322,32118.573,122.277,0.000,0.000,0.021,0.000,Cast,GPU-0, 0:(3x3x384x256)->(3x3x384x256) -DstT f16 -SrcT f32,Cast_4,0,0.1851950312516681,3.2197231949979224,521,32143,31622,32664,32000.0,32000.0,32000.0,32000;32000;32000;33000;33000;32000;32000;32000;31000;33000,12778552,12778552,12810552,12810552,565442552;565442552;565474552;565474552;937052552;937052552;937084552;937084552;1359810552;1359810552;1359843552;1359843552;1734606552;1734606552;1734639552;1734639552;2108401552;2108401552;2108433552;2108433552;2480153552;2480153552;2480185552;2480185552;2853246552;2853246552;2853278552;2853278552;3225459552;3225459552;3225490552;3225490552;3598718552;3598718552;3598751552;3598751552;3970273552;3970273552;3970305552;3970305552;4344673552;4344673552;4344705552;4344705552;4723357552;4723357552;4723389552;4723389552;5101384552;5101384552;5101417552;5101417552;5479652552;5479652552;5479684552;5479684552;5854410552;5854410552;5854442552;5854442552;6232659552;6232659552;6232691552;6232691552;6610496552;6610496552;6610527552;6610527552;7040495552;7040495552;7040527552;7040527552;7411188552;7411188552;7411220552;7411220552
91,30789.474,30789.474,0.000,1.000,30789.474,30789.474,0.000,0.022,0.022,0.000,142182026.316,99.676,142182026.316,99.698,0.000,0.000,0.0026542070000,0.0026542070000,0.000,86.205,86.205,3538948.000,3538948.000,114.9401914529915,180.000,19.661,30769.813,63.856,2.019,0.007,0.020,0.007,L2Loss,GPU-0, 0:(3x3x384x256)->(1) -t f32,tower_0/v/l2_loss/L2Loss_8,0,-0.5097540211131671,2.7995023140057533,989,30738,29749,31727,30000.0,31000.0,31000.0,28000;31000;31000;30000;30000;32000;31000;32000;29000;31000,12716552,12716552,12756552,12756552,565379552;565379552;565421552;565421552;936985552;936985552;937029552;937029552;1359746552;1359746552;1359789552;1359789552;1734544552;1734544552;1734586552;1734586552;2108337552;2108337552;2108381552;2108381552;2480090552;2480090552;2480133552;2480133552;2853182552;2853182552;2853226552;2853226552;3225397552;3225397552;3225439552;3225439552;3598655552;3598655552;3598698552;3598698552;3970209552;3970209552;3970252552;3970252552;4344609552;4344609552;4344652552;4344652552;4723294552;4723294552;4723338552;4723338552;5101322552;5101322552;5101364552;5101364552;5479590552;5479590552;5479633552;5479633552;5854347552;5854347552;5854389552;5854389552;6232595552;6232595552;6232639552;6232639552;6610433552;6610433552;6610474552;6610474552;7040431552;7040431552;7040475552;7040475552;7411125552;7411125552;7411168552;7411168552
92,14013.158,14013.158,0.000,2.000,28026.316,28026.316,0.000,0.020,0.020,0.000,142210052.632,99.696,142210052.632,99.718,0.000,0.000,0.0003072000000,0.0006144000000,0.000,21.922,21.922,2457604.000,4915208.000,175.3783136150234,180.000,27.307,27999.009,97.432,0.513,0.000,0.019,0.000,Mul,GPU-0, 0:(5x5x64x192) 1:(1)->(5x5x64x192) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_2_grad/mul;tower_0/v/mul_4,0,0.3356906208461639,1.4744999400365177,1997,13964,11968,15961,12000.0,13000.0,16000.0,17000;12000;17000;15000;12000;15000;12000;17000;16000;17000,7928552,7928552,7945552,7945552,557886552;557886552;557898552;557898552;929171552;929171552;929188552;929188552;1352911552;1352911552;1352926552;1352926552;1727676552;1727676552;1727688552;1727688552;2106575552;2106575552;2106590552;2106590552;2473199552;2473199552;2473211552;2473211552;2845628552;2845628552;2845645552;2845645552;3218427552;3218427552;3218443552;3218443552;3591118552;3591118552;3591135552;3591135552;3968691552;3968691552;3968707552;3968707552;4337021552;4337021552;4337032552;4337032552;4716064552;4716064552;4716079552;4716079552;5093691552;5093691552;5093708552;5093708552;5478633552;5478633552;5478649552;5478649552;5853044552;5853044552;5853060552;5853060552;6231614552;6231614552;6231629552;6231629552;6603039552;6603039552;6603055552;6603055552;7039461552;7039461552;7039477552;7039477552;7405171552;7405171552;7405188552;7405188552
93,27868.421,27868.421,0.000,1.000,27868.421,27868.421,0.000,0.020,0.020,0.000,142237921.053,99.715,142237921.053,99.738,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,5308416.000,5308416.000,190.4814050991501,180.000,29.491,27838.930,105.823,0.000,0.000,0.019,0.000,Cast,GPU-0, 0:(3x3x192x384)->(3x3x192x384) -DstT f32 -SrcT f16,tower_0/v/gradients/Cast_2_grad/Cast,0,-0.0713720114828007,3.042965695530684,550,27881,27331,28431,28000.0,28000.0,28000.0,27000;28000;28000;28000;28000;28000;28000;28000;28000;28000,131042552,131042552,131069552,131069552,679462552;679462552;679490552;679490552;1052645552;1052645552;1052673552;1052673552;1479380552;1479380552;1479408552;1479408552;1851299552;1851299552;1851327552;1851327552;2224130552;2224130552;2224158552;2224158552;2597698552;2597698552;2597726552;2597726552;2971448552;2971448552;2971476552;2971476552;3341896552;3341896552;3341924552;3341924552;3714317552;3714317552;3714345552;3714345552;4085755552;4085755552;4085783552;4085783552;4462795552;4462795552;4462822552;4462822552;4840505552;4840505552;4840533552;4840533552;5218480552;5218480552;5218508552;5218508552;5595245552;5595245552;5595272552;5595272552;5970532552;5970532552;5970560552;5970560552;6350898552;6350898552;6350926552;6350926552;6726850552;6726850552;6726878552;6726878552;7155650552;7155650552;7155678552;7155678552;7529233552;7529233552;7529260552;7529260552
94,26157.895,26157.895,0.000,1.000,26157.895,26157.895,0.000,0.018,0.018,0.000,142264078.947,99.734,142264078.947,99.756,0.000,0.000,0.0019906550000,0.0019906550000,0.000,76.101,76.101,2654212.000,2654212.000,101.4688692152917,180.000,14.746,26143.149,56.372,1.782,0.007,0.017,0.007,L2Loss,GPU-0, 0:(3x3x192x384)->(1) -t f32,tower_0/v/l2_loss/L2Loss_4,0,-0.005289484070368795,2.083237203310044,794,26167,25373,26960,26000.0,26000.0,27000.0,26000;25000;25000;26000;26000;26000;26000;27000;25000;26000,12345552,12345552,12384552,12384552,565031552;565031552;565068552;565068552;936266552;936266552;936310552;936310552;1359394552;1359394552;1359432552;1359432552;1733852552;1733852552;1733894552;1733894552;2106687552;2106687552;2106726552;2106726552;2479734552;2479734552;2479772552;2479772552;2852350552;2852350552;2852389552;2852389552;3225050552;3225050552;3225087552;3225087552;3598301552;3598301552;3598340552;3598340552;3969784552;3969784552;3969826552;3969826552;4344254552;4344254552;4344294552;4344294552;4722941552;4722941552;4722978552;4722978552;5100967552;5100967552;5101006552;5101006552;5478750552;5478750552;5478790552;5478790552;5853650552;5853650552;5853971552;5853971552;6231732552;6231732552;6232058552;6232058552;6610082552;6610082552;6610120552;6610120552;7039580552;7039580552;7039896552;7039896552;7410769552;7410769552;7410807552;7410807552
95,24947.368,24947.368,0.000,1.000,24947.368,24947.368,0.000,0.017,0.017,0.000,142289026.316,99.751,142289026.316,99.774,0.000,0.000,0.0003072000000,0.0003072000000,0.000,12.314,12.314,3686400.000,3686400.000,147.7670886075949,180.000,20.480,24926.888,82.093,0.288,0.002,0.017,0.002,AddN,GPU-0, 0:(5x5x64x192) 1:(5x5x64x192)->(5x5x64x192) -N i: 2 -t f32,tower_0/v/gradients/AddN_13,0,-1.7046846281526278,9.696712018140571,463,24929,24466,25391,25000.0,25000.0,25000.0,25000;25000;25000;25000;25000;25000;25000;25000;25000;25000,145983552,145983552,146008552,146008552,694458552;694458552;694483552;694483552;1067509552;1067509552;1067534552;1067534552;1494238552;1494238552;1494263552;1494263552;1866652552;1866652552;1866677552;1866677552;2239174552;2239174552;2239199552;2239199552;2612494552;2612494552;2612519552;2612519552;2986375552;2986375552;2986400552;2986400552;3356989552;3356989552;3357014552;3357014552;3729197552;3729197552;3729222552;3729222552;4100640552;4100640552;4100665552;4100665552;4477551552;4477551552;4477576552;4477576552;4855372552;4855372552;4855397552;4855397552;5233430552;5233430552;5233455552;5233455552;5610134552;5610134552;5610159552;5610159552;5985241552;5985241552;5985266552;5985266552;6365665552;6365665552;6365690552;6365690552;6742610552;6742610552;6742635552;6742635552;7170370552;7170370552;7170395552;7170395552;7543952552;7543952552;7543977552;7543977552
96,24342.105,24342.105,0.000,1.000,24342.105,24342.105,0.000,0.017,0.017,0.000,142313368.421,99.768,142313368.421,99.791,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,5308416.000,5308416.000,218.0754681081081,180.000,29.491,24312.614,121.153,0.000,0.000,0.016,0.000,Cast,GPU-0, 0:(3x3x192x384)->(3x3x192x384) -DstT f16 -SrcT f32,Cast_2,0,6.0239699517938465,38.13144370843409,169221,50500,-118721,219721,23000.0,24000.0,24000.0,26000;24000;23000;24000;24000;1121000;23000;24000;23000;24000,12407552,12407552,12433552,12433552,565089552;565089552;565113552;565113552;936336552;936336552;936359552;936359552;1359452552;1359452552;1359476552;1359476552;1733917552;1733917552;1733941552;1733941552;2106748552;2106748552;2107869552;2107869552;2479795552;2479795552;2479818552;2479818552;2852410552;2852410552;2852434552;2852434552;3225110552;3225110552;3225133552;3225133552;3598360552;3598360552;3598384552;3598384552;3969849552;3969849552;3969873552;3969873552;4344315552;4344315552;4344338552;4344338552;4723000552;4723000552;4723024552;4723024552;5101026552;5101026552;5101050552;5101050552;5478811552;5478811552;5478834552;5478834552;5854023552;5854023552;5854052552;5854052552;6232089552;6232089552;6232117552;6232117552;6610140552;6610140552;6610163552;6610163552;7039928552;7039928552;7039956552;7039956552;7410830552;7410830552;7410853552;7410853552
97,23605.263,23605.263,0.000,1.000,23605.263,23605.263,0.000,0.017,0.017,0.000,142336973.684,99.785,142336973.684,99.807,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,3686404.000,3686404.000,156.1687313266444,180.000,20.480,23584.783,86.760,0.000,0.001,0.016,0.001,ApplyGradientDescent,GPU-0, 0:(5x5x64x192) 1:(1) 2:(5x5x64x192)->(5x5x64x192) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent,0,-0.011042230603952086,1.874852462585034,539,23619,23080,24158,23000.0,24000.0,24000.0,24000;24000;24000;23000;24000;24000;24000;24000;24000;24000,154153552,154153552,154177552,154177552,702687552;702687552;702711552;702711552;1075623552;1075623552;1075647552;1075647552;1502328552;1502328552;1502351552;1502351552;1875079552;1875079552;1875103552;1875103552;2247422552;2247422552;2247446552;2247446552;2620491552;2620491552;2620515552;2620515552;2994549552;2994549552;2994573552;2994573552;3365264552;3365264552;3365288552;3365288552;3737285552;3737285552;3737309552;3737309552;4108596552;4108596552;4108620552;4108620552;4485496552;4485496552;4485519552;4485519552;4863471552;4863471552;4863494552;4863494552;5241603552;5241603552;5241626552;5241626552;5618185552;5618185552;5618208552;5618208552;5993219552;5993219552;5993242552;5993242552;6373694552;6373694552;6373718552;6373718552;6750716552;6750716552;6750739552;6750739552;7178335552;7178335552;7178359552;7178359552;7551904552;7551904552;7551927552;7551927552
98,19657.895,19657.895,0.000,1.000,19657.895,19657.895,0.000,0.014,0.014,0.000,142356631.579,99.799,142356631.579,99.821,0.000,0.000,0.0009215990000,0.0009215990000,0.000,46.882,46.882,1228804.000,1228804.000,62.5094404283802,180.000,6.827,19651.068,34.727,1.098,0.008,0.013,0.008,L2Loss,GPU-0, 0:(5x5x64x192)->(1) -t f32,tower_0/v/l2_loss/L2Loss_2,0,-0.536024749395468,3.1960777162146257,909,19619,18710,20528,19000.0,20000.0,20000.0,19000;19000;21000;20000;19000;19000;20000;21000;20000;18000,12195552,12195552,12228552,12228552,564900552;564900552;564931552;564931552;936082552;936082552;936123552;936123552;1359260552;1359260552;1359292552;1359292552;1733504552;1733504552;1733547552;1733547552;2106493552;2106493552;2106523552;2106523552;2479554552;2479554552;2479588552;2479588552;2852187552;2852187552;2852220552;2852220552;3224638552;3224638552;3224937552;3224937552;3597879552;3597879552;3597909552;3597909552;3969236552;3969236552;3969351552;3969351552;4343819552;4343819552;4344141552;4344141552;4722804552;4722804552;4722836552;4722836552;5100827552;5100827552;5100858552;5100858552;5478416552;5478416552;5478575552;5478575552;5852794552;5852794552;5853094552;5853094552;6231514552;6231514552;6231549552;6231549552;6609945552;6609945552;6609975552;6609975552;7039363552;7039363552;7039399552;7039399552;7410630552;7410630552;7410662552;7410662552
99,13842.105,13842.105,0.000,1.000,13842.105,13842.105,0.000,0.010,0.010,0.000,142370473.684,99.808,142370473.684,99.831,0.000,0.000,0.0001271270000,0.0001271270000,0.000,9.184,9.184,516516.000,516516.000,37.3148441064639,180.000,2.870,13839.236,20.730,0.215,0.007,0.009,0.007,BiasAddGrad,GPU-0, 0:(128x1001)->(1001) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b_grad/BiasAddGrad,0,0.1294011398901083,2.2775453514739215,647,13857,13211,14504,13000.0,14000.0,14000.0,14000;14000;14000;15000;14000;15000;14000;14000;13000;13000,60702552,60702552,60716552,60716552,608929552;608929552;608943552;608943552;983172552;983172552;983186552;983186552;1409206552;1409206552;1409221552;1409221552;1779771552;1779771552;1779785552;1779785552;2153752552;2153752552;2153767552;2153767552;2527561552;2527561552;2527575552;2527575552;2900956552;2900956552;2900970552;2900970552;3270939552;3270939552;3270952552;3270952552;3644721552;3644721552;3644734552;3644734552;4015640552;4015640552;4015653552;4015653552;4392198552;4392198552;4392213552;4392213552;4770978552;4770978552;4770992552;4770992552;5146731552;5146731552;5146744552;5146744552;5525559552;5525559552;5525573552;5525573552;5901088552;5901088552;5901101552;5901101552;6281260552;6281260552;6281274552;6281274552;6655459552;6655459552;6655472552;6655472552;7085952552;7085952552;7085966552;7085966552;7459610552;7459610552;7459625552;7459625552
100,13473.684,13473.684,0.000,1.000,13473.684,13473.684,0.000,0.009,0.009,0.000,142383947.368,99.818,142383947.368,99.840,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,2457600.000,2457600.000,182.4000000000000,180.000,13.653,13460.031,101.333,0.000,0.000,0.009,0.000,Cast,GPU-0, 0:(5x5x64x192)->(5x5x64x192) -DstT f32 -SrcT f16,tower_0/v/gradients/Cast_1_grad/Cast,0,0.08903947091472399,2.416108851781709,594,13476,12882,14070,13000.0,13000.0,14000.0,14000;14000;13000;13000;14000;13000;14000;13000;14000;13000,144172552,144172552,144186552,144186552,692632552;692632552;692646552;692646552;1065715552;1065715552;1065728552;1065728552;1492444552;1492444552;1492457552;1492457552;1864781552;1864781552;1864795552;1864795552;2237348552;2237348552;2237361552;2237361552;2610721552;2610721552;2610735552;2610735552;2984565552;2984565552;2984578552;2984578552;3355156552;3355156552;3355170552;3355170552;3727406552;3727406552;3727419552;3727419552;4098853552;4098853552;4098867552;4098867552;4475785552;4475785552;4475799552;4475799552;4853578552;4853578552;4853592552;4853592552;5231621552;5231621552;5231635552;5231635552;5608337552;5608337552;5608351552;5608351552;5983475552;5983475552;5983488552;5983488552;6363890552;6363890552;6363903552;6363903552;6740791552;6740791552;6740806552;6740806552;7168605552;7168605552;7168618552;7168618552;7542188552;7542188552;7542202552;7542202552
101,6342.105,6342.105,0.000,2.000,12684.211,12684.211,0.000,0.009,0.009,0.000,142396631.579,99.827,142396631.579,99.849,0.000,0.000,0.0000122870000,0.0000245740000,0.000,1.937,1.937,16388.000,32776.000,2.5840000000000,180.000,0.182,12684.028,1.436,0.045,0.008,0.008,0.008,L2Loss,GPU-0, 0:(4096)->(1) -t f32,tower_0/v/l2_loss/L2Loss_13;tower_0/v/l2_loss/L2Loss_11,0,1.5007429409165844,6.457184996110074,558,6381,5823,6939,6000.0,6000.0,7000.0,7000;7000;6000;7000;6000;6000;7000;7000;6000;6000,3802552,3802552,3809552,3809552,558256552;558256552;558263552;558263552;929656552;929656552;929662552;929662552;1352839552;1352839552;1352846552;1352846552;1727078552;1727078552;1727084552;1727084552;2098736552;2098736552;2098742552;2098742552;2472608552;2472608552;2472615552;2472615552;2846111552;2846111552;2846118552;2846118552;3218281552;3218281552;3218287552;3218287552;3591871552;3591871552;3591877552;3591877552;3961557552;3961557552;3961564552;3961564552;4337305552;4337305552;4337312552;4337312552;4715909552;4715909552;4715915552;4715915552;5094492552;5094492552;5094498552;5094498552;5470347552;5470347552;5470353552;5470353552;5843641552;5843641552;5843647552;5843647552;6223317552;6223317552;6223323552;6223323552;6603292552;6603292552;6603299552;6603299552;7031333552;7031333552;7031339552;7031339552;7400527552;7400527552;7400534552;7400534552
102,6236.842,6236.842,0.000,2.000,12473.684,12473.684,0.000,0.009,0.009,0.000,142409105.263,99.835,142409105.263,99.858,0.000,0.000,0.0005242880000,0.0010485760000,0.000,84.063,84.063,4194304.000,8388608.000,672.5044388185654,180.000,46.603,12427.081,373.614,1.969,0.000,0.008,0.000,Relu,GPU-0, 0:(128x4096)->(128x4096) -t f16,tower_0/v/cg/affine1/affine1;tower_0/v/cg/affine0/affine0,0,4.089225027931643,20.44870308267788,1497,6393,4896,7890,6000.0,6000.0,6000.0,7000;6000;6000;7000;6000;7000;6000;6000;6000;5000,59704552,59704552,59711552,59711552,607983552;607983552;607989552;607989552;982209552;982209552;982215552;982215552;1408206552;1408206552;1408213552;1408213552;1778827552;1778827552;1778833552;1778833552;2152776552;2152776552;2152783552;2152783552;2526568552;2526568552;2526574552;2526574552;2899961552;2899961552;2899967552;2899967552;3269991552;3269991552;3269997552;3269997552;3643756552;3643756552;3643761552;3643761552;4014687552;4014687552;4014693552;4014693552;4391208552;4391208552;4391214552;4391214552;4769987552;4769987552;4769993552;4769993552;5145772552;5145772552;5145778552;5145778552;5524601552;5524601552;5524607552;5524607552;5900111552;5900111552;5900117552;5900117552;6280264552;6280264552;6280271552;6280271552;6654517552;6654517552;6654523552;6654523552;7084966552;7084966552;7084972552;7084972552;7458617552;7458617552;7458623552;7458623552
103,10500.000,10500.000,0.000,1.000,10500.000,10500.000,0.000,0.007,0.007,0.000,142419605.263,99.843,142419605.263,99.865,0.000,0.000,0.0001281280000,0.0001281280000,0.000,12.203,12.203,1029028.000,1029028.000,98.0026666666667,180.000,5.717,10494.283,54.446,0.286,0.003,0.007,0.003,BiasAdd,GPU-0, 0:(128x1001) 1:(1001)->(128x1001) -t f16 -data_format NHWC,tower_0/v/cg/affine2/xw_plus_b,0,0.0,0.9529478458049885,506,10500,9994,11006,10000.0,10500.0,11000.0,10000;10000;11000;11000;10000;10000;11000;11000;10000;10000,60191552,60191552,60201552,60201552,608444552;608444552;608454552;608454552;982672552;982672552;982683552;982683552;1408695552;1408695552;1408706552;1408706552;1779281552;1779281552;1779291552;1779291552;2153249552;2153249552;2153259552;2153259552;2527050552;2527050552;2527061552;2527061552;2900447552;2900447552;2900458552;2900458552;3270446552;3270446552;3270456552;3270456552;3644223552;3644223552;3644233552;3644233552;4015141552;4015141552;4015151552;4015151552;4391690552;4391690552;4391701552;4391701552;4770469552;4770469552;4770480552;4770480552;5146229552;5146229552;5146239552;5146239552;5525063552;5525063552;5525073552;5525073552;5900585552;5900585552;5900596552;5900596552;6280749552;6280749552;6280760552;6280760552;6654970552;6654970552;6654980552;6654980552;7085444552;7085444552;7085455552;7085455552;7459100552;7459100552;7459111552;7459111552
