Op,Node name in TensorFlow model graph,RunMetadata Device,Total time for all kernel launches (microseconds),t0,t1,t2,t3
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,907000,1552507693885754000,1552507693885754000,1552507693886661000,1552507693886661000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,592000,1552507693886674000,1552507693886674000,1552507693887266000,1552507693887266000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,3962000,1552507693887280000,1552507693887280000,1552507693891242000,1552507693891242000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,177000,1552507693891254000,1552507693891254000,1552507693891431000,1552507693891431000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,128000,1552507693891446000,1552507693891446000,1552507693891574000,1552507693891574000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,27000,1552507693924738000,1552507693924738000,1552507693924765000,1552507693924765000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,497000,1552507693924802000,1552507693924802000,1552507693925299000,1552507693925299000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1450000,1552507693925316000,1552507693925316000,1552507693926766000,1552507693926766000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1902000,1552507693926780000,1552507693926780000,1552507693928682000,1552507693928682000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,330000,1552507693928697000,1552507693928697000,1552507693929027000,1552507693929027000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,3000,1552507693812126000,1552507693812126000,1552507693812129000,1552507693812129000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,2000,1552507693812143000,1552507693812143000,1552507693812145000,1552507693812145000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,5000,1552507693806537000,1552507693806537000,1552507693806542000,1552507693806542000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,2000,1552507693806583000,1552507693806583000,1552507693806585000,1552507693806585000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,5477000,1552507693806607000,1552507693806607000,1552507693812084000,1552507693812084000
L2Loss,tower_0/v/l2_loss/L2Loss_6,/device:GPU:0/stream:all,38000,1552507693806079000,1552507693806079000,1552507693806117000,1552507693806117000
L2Loss,tower_0/v/l2_loss/L2Loss_6,/device:GPU:0/stream:all,3000,1552507693806129000,1552507693806129000,1552507693806132000,1552507693806132000
L2Loss,tower_0/v/l2_loss/L2Loss_8,/device:GPU:0/stream:all,27000,1552507693806276000,1552507693806276000,1552507693806303000,1552507693806303000
L2Loss,tower_0/v/l2_loss/L2Loss_8,/device:GPU:0/stream:all,3000,1552507693806315000,1552507693806315000,1552507693806318000,1552507693806318000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,71000,1552507693879319000,1552507693879319000,1552507693879390000,1552507693879390000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,636000,1552507693879422000,1552507693879422000,1552507693880058000,1552507693880058000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,111000,1552507693880071000,1552507693880071000,1552507693880182000,1552507693880182000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,4337000,1552507693880198000,1552507693880198000,1552507693884535000,1552507693884535000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,909000,1552507693884549000,1552507693884549000,1552507693885458000,1552507693885458000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,51000,1552507693824758000,1552507693824758000,1552507693824809000,1552507693824809000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,204000,1552507693824841000,1552507693824841000,1552507693825045000,1552507693825045000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,741000,1552507693825060000,1552507693825060000,1552507693825801000,1552507693825801000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,348000,1552507693825813000,1552507693825813000,1552507693826161000,1552507693826161000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,2759000,1552507693826180000,1552507693826180000,1552507693828939000,1552507693828939000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,662000,1552507693828955000,1552507693828955000,1552507693829617000,1552507693829617000
