949.9777777777778	MEMCPY-0	edge_61_loss_scale	read	MEMCPYHtoD	0.0ms 0TOps 0GBs(Transfer)->(4 bytes)
949.9777777777778	MEMCPY-0	edge_499_average_loss	Mean	MEMCPYDtoH	0.0ms 0TOps 0GBs(Transfer)->(4 bytes)
610.6920634920635	MEMCPY-0	tower_0	v	gradients	tower_0	v	mul_1_grad	Mul	Snapshot	MEMCPYDtoD	0.0ms 0TOps 0GBs(Transfer)->(4 bytes)
9007.288888888892	GPU-0	tower_0	v	cg	affine0	xw_plus_b	0.0ms 0TOps 123GBs 0:(128x4096) 1:(4096)->(128x4096)
417530.1555555556	GPU-0	tower_0	v	cg	mpool0	MaxPool	1.2ms 0TOps 106GBs 0:(128x64x55x55)->(128x64x27x27)
2067.933333333333	GPU-0	tower_0	v	mul_15	0.0ms 0TOps 14GBs 0:(4096) 1:(1)->(4096)
1799.9555555555555	CPU-0	_retval_average_loss	Mean_0_0	0.0ms 0TOps 0GBs 0:(1)->(none)
1324.9997658079626	CPU-0	main_fetch_group	_43	0.0ms 0TOps 0GBs 0:(none)->(1)
1913.6222222222223	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv4	Cast_grad	Cast	0.0ms 0TOps 1GBs 0:(256)->(256) -DstT f32 -SrcT f16
2147.111111111111	GPU-0	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	Sum	0.0ms 0TOps 0GBs 0:(128) 1:(1)->(1)
2012.2000000000003	GPU-0	tower_0	v	gradients	AddN_12	0.0ms 0TOps 1GBs 0:(192) 1:(192)->(192) -N i: 2
1723.5555555555554	GPU-0	tower_0	v	l2_loss	L2Loss_1	0.0ms 0TOps 0GBs 0:(64)->(1)
1895.7111111111114	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv0	biases	ApplyGradientDescent	0.0ms 0TOps 0GBs 0:(64) 1:(1) 2:(64)->(64)
10104.37777777778	GPU-0	tower_0	v	l2_loss	L2Loss_4	0.0ms 0TOps 101GBs 0:(3x3x192x384)->(1)
181064.53333333338	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv1	BiasAdd_grad	BiasAddGrad	0.6ms 0TOps 118GBs 0:(128x192x27x27)->(192)
2424.9555555555557	GPU-0	tower_0	v	truediv_11	0.0ms 0TOps 0GBs 0:(1)->(1)
71557.26666666669	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv4	BiasAdd_grad	BiasAddGrad	0.2ms 0TOps 108GBs 0:(128x256x13x13)->(256)
2174.3777777777777	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv3	biases	ApplyGradientDescent	0.0ms 0TOps 2GBs 0:(384) 1:(1) 2:(384)->(384)
1944.977777777778	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv1	conv2d	kernel	ApplyGradientDescent	0.0ms 0TOps 156GBs 0:(5x5x64x192) 1:(1) 2:(5x5x64x192)->(5x5x64x192)
27058.13333333333	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine1	xw_plus_b_grad	BiasAddGrad	0.0ms 0TOps 52GBs 0:(128x4096)->(4096)
2212.1777777777775	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv1	biases	ApplyGradientDescent	0.0ms 0TOps 1GBs 0:(192) 1:(1) 2:(192)->(192)
9174.999765807963	CPU-0	global_step	0.0ms 0TOps 0GBs 0:(none)->(1)
1372.1555555555558	GPU-0	tower_0	v	cg	conv0	Cast	0.0ms 0TOps 0GBs 0:(64)->(64) -DstT f16 -SrcT f32
200728.37777777808	GPU-0	tower_0	v	gradients	tower_0	v	l2_loss	L2Loss_10_grad	mul	2.0ms 0TOps 153GBs 0:(9216x4096) 1:(1)->(9216x4096)
1205133.653395784	GPU-0	tower_0	v	cg	conv0	conv2d	Conv2D	5.7ms 3TOps 31GBs 0:(128x3x227x227) 1:(11x11x3x64)->(128x64x55x55)
24685.266666666663	GPU-0	tower_0	v	gradients	AddN_1	0.3ms 0TOps 157GBs 0:(4096x1001) 1:(4096x1001)->(4096x1001) -N i: 2
