Op,Node name in TensorFlow model graph,RunMetadata Device,Total time for all kernel launches (microseconds),t0,t1,t2,t3
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,922000,1552507681310611000,1552507681310611000,1552507681311533000,1552507681311533000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,592000,1552507681311548000,1552507681311548000,1552507681312140000,1552507681312140000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,3933000,1552507681312156000,1552507681312156000,1552507681316089000,1552507681316089000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,171000,1552507681316102000,1552507681316102000,1552507681316273000,1552507681316273000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,125000,1552507681316290000,1552507681316290000,1552507681316415000,1552507681316415000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,27000,1552507681349160000,1552507681349160000,1552507681349187000,1552507681349187000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,498000,1552507681349225000,1552507681349225000,1552507681349723000,1552507681349723000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1451000,1552507681349740000,1552507681349740000,1552507681351191000,1552507681351191000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1858000,1552507681351205000,1552507681351205000,1552507681353063000,1552507681353063000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,330000,1552507681353078000,1552507681353078000,1552507681353408000,1552507681353408000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,2000,1552507681236222000,1552507681236222000,1552507681236224000,1552507681236224000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,3000,1552507681236240000,1552507681236240000,1552507681236243000,1552507681236243000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,4000,1552507681230246000,1552507681230246000,1552507681230250000,1552507681230250000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,3000,1552507681230307000,1552507681230307000,1552507681230310000,1552507681230310000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,5822000,1552507681230341000,1552507681230341000,1552507681236163000,1552507681236163000
L2Loss,tower_0/v/l2_loss/L2Loss_6,/device:GPU:0/stream:all,38000,1552507681229757000,1552507681229757000,1552507681229795000,1552507681229795000
L2Loss,tower_0/v/l2_loss/L2Loss_6,/device:GPU:0/stream:all,3000,1552507681229807000,1552507681229807000,1552507681229810000,1552507681229810000
L2Loss,tower_0/v/l2_loss/L2Loss_8,/device:GPU:0/stream:all,28000,1552507681229955000,1552507681229955000,1552507681229983000,1552507681229983000
L2Loss,tower_0/v/l2_loss/L2Loss_8,/device:GPU:0/stream:all,3000,1552507681229995000,1552507681229995000,1552507681229998000,1552507681229998000
