Node	Time
1000.0	MEMCPY-0	edge_61_loss_scale	read	MEMCPYHtoD	0.0ms 0TOps 0GBs(Transfer)->(4 bytes)
1000.0	MEMCPY-0	edge_499_average_loss	Mean	MEMCPYDtoH	0.0ms 0TOps 0GBs(Transfer)->(4 bytes)
642.8571428571429	MEMCPY-0	tower_0	v	gradients	tower_0	v	mul_1_grad	Mul	Snapshot	MEMCPYDtoD	0.0ms 0TOps 0GBs(Transfer)->(4 bytes)
34105.26315789474	GPU-0	tower_0	v	cg	affine0	xw_plus_b	0.0ms 0TOps 123GBs 0:(128x4096) 1:(4096)->(128x4096)
1158868.4210526317	GPU-0	tower_0	v	cg	mpool0	MaxPool	1.2ms 0TOps 106GBs 0:(128x64x55x55)->(128x64x27x27)
49605.26315789474	GPU-0	Cast_3	0.0ms 0TOps 214GBs 0:(3x3x384x384)->(3x3x384x384) -DstT f16 -SrcT f32
2368.4210526315787	GPU-0	tower_0	v	mul_15	0.0ms 0TOps 14GBs 0:(4096) 1:(1)->(4096)
1894.7368421052631	CPU-0	_retval_average_loss	Mean_0_0	0.0ms 0TOps 0GBs 0:(1)->(none)
6342.105263157895	GPU-0	tower_0	v	cg	affine1	affine1	0.0ms 0TOps 661GBs 0:(128x4096)->(128x4096)
1394.7368421052631	CPU-0	main_fetch_group	_43	0.0ms 0TOps 0GBs 0:(none)->(1)
2026.3157894736842	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv4	Cast_grad	Cast	0.0ms 0TOps 1GBs 0:(256)->(256) -DstT f32 -SrcT f16
2263.157894736842	GPU-0	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	Sum	0.0ms 0TOps 0GBs 0:(128) 1:(1)->(1)
2131.5789473684213	GPU-0	tower_0	v	gradients	AddN_12	0.0ms 0TOps 1GBs 0:(192) 1:(192)->(192) -N i: 2
1815.7894736842104	GPU-0	tower_0	v	l2_loss	L2Loss_1	0.0ms 0TOps 0GBs 0:(64)->(1)
3184.21052631579	GPU-0	tower_0	v	Cast	0.0ms 0TOps 322GBs 0:(128x1001)->(128x1001) -DstT f32 -SrcT f16
2000.0	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv0	biases	ApplyGradientDescent	0.0ms 0TOps 0GBs 0:(64) 1:(1) 2:(64)->(64)
26157.894736842107	GPU-0	tower_0	v	l2_loss	L2Loss_4	0.0ms 0TOps 101GBs 0:(3x3x192x384)->(1)
609684.2105263158	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv1	BiasAdd_grad	BiasAddGrad	0.6ms 0TOps 118GBs 0:(128x192x27x27)->(192)
2552.6315789473683	GPU-0	tower_0	v	truediv_11	0.0ms 0TOps 0GBs 0:(1)->(1)
678947.3684210526	GPU-0	tower_0	v	cg	conv0	Relu	0.7ms 0TOps 292GBs 0:(128x64x55x55)->(128x64x55x55)
204868.42105263157	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv4	BiasAdd_grad	BiasAddGrad	0.2ms 0TOps 108GBs 0:(128x256x13x13)->(256)
2315.7894736842104	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv3	biases	ApplyGradientDescent	0.0ms 0TOps 2GBs 0:(384) 1:(1) 2:(384)->(384)
20000.0	GPU-0	tower_0	v	cg	dropout0_1	dropout	dropout	Floor	0.0ms 0TOps 210GBs 0:(128x4096)->(128x4096)
23605.263157894737	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv1	conv2d	kernel	ApplyGradientDescent	0.0ms 0TOps 156GBs 0:(5x5x64x192) 1:(1) 2:(5x5x64x192)->(5x5x64x192)
