Op,Node name in TensorFlow model graph,RunMetadata Device,Total time for all kernel launches (microseconds),t0,t1,t2,t3
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,905000,1552507687382629000,1552507687382629000,1552507687383534000,1552507687383534000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,590000,1552507687383550000,1552507687383550000,1552507687384140000,1552507687384140000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,3880000,1552507687384155000,1552507687384155000,1552507687388035000,1552507687388035000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,171000,1552507687388047000,1552507687388047000,1552507687388218000,1552507687388218000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,124000,1552507687388234000,1552507687388234000,1552507687388358000,1552507687388358000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,26000,1552507687420242000,1552507687420242000,1552507687420268000,1552507687420268000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,497000,1552507687420307000,1552507687420307000,1552507687420804000,1552507687420804000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1435000,1552507687420821000,1552507687420821000,1552507687422256000,1552507687422256000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1812000,1552507687422270000,1552507687422270000,1552507687424082000,1552507687424082000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,330000,1552507687424096000,1552507687424096000,1552507687424426000,1552507687424426000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,2000,1552507687308146000,1552507687308146000,1552507687308148000,1552507687308148000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,3000,1552507687308165000,1552507687308165000,1552507687308168000,1552507687308168000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,4000,1552507687302216000,1552507687302216000,1552507687302220000,1552507687302220000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,3000,1552507687302262000,1552507687302262000,1552507687302265000,1552507687302265000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,5800000,1552507687302286000,1552507687302286000,1552507687308086000,1552507687308086000
L2Loss,tower_0/v/l2_loss/L2Loss_6,/device:GPU:0/stream:all,38000,1552507687301759000,1552507687301759000,1552507687301797000,1552507687301797000
