Time rank,Op,Compute utilization % (=100%*(ops/time)/(peak GOps/sec)),Bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),Time for 1 occ (ns),Analytical memory time (ns; for peak GB/sec bandwidth),Num ops per 1 occ (MAC=2ops),Achieved GOps/sec,Num bytes (if 32b data),Achieved bandwidth GB/sec,Op config,Device,GPU time for 1 occ,CPU time for 1 occ,Time for 1 occ,Occurence,GPU time for all occ,CPU time for all occ,Time for all occ,GPU time for all occ (as % of GPU batch time),CPU time for all occ (as % of CPU batch time),Time for all occ (as % of batch time),Cumulative GPU time (as % of GPU batch time),Cumulative CPU time (as % of CPU batch time),Cumulative time (as % of batch time),GPU GOps computed,CPU GOps computed,Total GOps computed,GPU op memory for all occ (% total for GPU),CPU op memory for all occ (% total for CPU),Op memory for all occ (% total),Cumulative GPU op memory (%),Cumulative CPU op memory (%),Cumulative total op memory (%),GPU bytes,CPU bytes,Total bytes,Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Layer in TensorFlow model,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
37,L2Loss,2.889,91.379,918000.000,838860.822,113246207,123.362,150994948,164.483, 0:(9216x4096)->(1) -t f32,GPU-0,918000.000,0.000,918000.000,1.00,918000.0,0.0,918000.0,0.643716,0.000000,0.643562,87.980142,0.000000,87.959062,113246207.000000,0,113246207.000000,1.740525,0.000000,1.740525,57.023861,0.000000,57.023861,150994948.000000,0,150994948.000000,0.023303,0.592792,0.023303,tower_0/v/l2_loss/L2Loss_10,0,6.015000225250694,38.059446363572285,52190,926000,873810,978190,916250.0,918000.0,919000.0,921000;918000;919000;917000;916000;917000;916000;919000;920000;918000,6480552,6480552,8095552,8095552,560509552;560509552;561440552;561440552;931305552;931305552;932236552;932236552;1354585552;1354585552;1355514552;1355514552;1728483552;1728483552;1729414552;1729414552;2100020552;2100020552;2100949552;2100949552;2474409552;2474409552;2475339552;2475339552;2847376552;2847376552;2848307552;2848307552;3220069552;3220069552;3221004552;3221004552;3593158552;3593158552;3594091552;3594091552;3964076552;3964076552;3965014552;3965014552;4338981552;4338981552;4339911552;4339911552;4717718552;4717718552;4718650552;4718650552;5095786552;5095786552;5096713552;5096713552;5471809552;5471809552;5472741552;5472741552;5846930552;5846930552;5847863552;5847863552;6224607552;6224607552;6225536552;6225536552;6605013552;6605013552;6605942552;6605942552;7032616552;7032616552;7033544552;7033544552;7405541552;7405541552;7406482552;7406482552
38,BiasAddGrad,0.648,61.473,895815.789,550685.867,24780736,27.663,99123456,110.652, 0:(128x64x55x55)->(64) -t f16 -data_format NHWC,GPU-0,895815.789,0.000,895815.789,1.00,895815.7894736843,0.0,895815.7894736843,0.628160,0.000000,0.628010,88.608302,0.000000,88.587072,24780736.000000,0,24780736.000000,1.142600,0.000000,1.142600,71.375271,0.000000,71.375271,99123456.000000,0,99123456.000000,0.210553,0.592540,0.210553,tower_0/v/gradients/tower_0/v/cg/conv0/BiasAdd_grad/BiasAddGrad,0,0.059248708968357114,2.041363526412348,16479,896000,879521,912479,885000.0,895000.0,906000.0,906000;916000;911000;896000;930000;920000;893000;904000;917000;900000,146038552,146038552,146944552,146944552,694512552;694512552;695428552;695428552;1067564552;1067564552;1068475552;1068475552;1494293552;1494293552;1495189552;1495189552;1866707552;1866707552;1867637552;1867637552;2239229552;2239229552;2240149552;2240149552;2612548552;2612548552;2613441552;2613441552;2986430552;2986430552;2987334552;2987334552;3357044552;3357044552;3357961552;3357961552;3729252552;3729252552;3730152552;3730152552;4100695552;4100695552;4101577552;4101577552;4477607552;4477607552;4478492552;4478492552;4855426552;4855426552;4856332552;4856332552;5233485552;5233485552;5234394552;5234394552;5610189552;5610189552;5611086552;5611086552;5985295552;5985295552;5986189552;5986189552;6365720552;6365720552;6366613552;6366613552;6742668552;6742668552;6743567552;6743567552;7170425552;7170425552;7171312552;7171312552;7544007552;7544007552;7544892552;7544892552
39,Mul,0.450,85.341,873736.842,745654.067,16777216,19.202,134217732,153.613, 0:(4096x4096) 1:(1)->(4096x4096) -t f32,GPU-0,873736.842,0.000,873736.842,1.00,873736.8421052633,0.0,873736.8421052633,0.612678,0.000000,0.612532,89.220980,0.000000,89.199604,16777216.000000,0,16777216.000000,1.547133,0.000000,1.547133,61.875281,0.000000,61.875281,134217732.000000,0,134217732.000000,0.059164,0.579149,0.059164,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_12_grad/mul,0,5.934968154535129,37.42154187960463,25026,877429,852403,902455,871250.0,874000.0,875750.0,875000;874000;875000;877000;870000;872000;869000;875000;871000;875000,3888552,3888552,4763552,4763552,554728552;554728552;555602552;555602552;927927552;927927552;928802552;928802552;1350873552;1350873552;1351750552;1351750552;1725648552;1725648552;1726518552;1726518552;2097000552;2097000552;2097872552;2097872552;2471178552;2471178552;2472047552;2472047552;2844393552;2844393552;2845268552;2845268552;3216850552;3216850552;3217721552;3217721552;3589878552;3589878552;3590753552;3590753552;3961641552;3961641552;3962517552;3962517552;4335589552;4335589552;4336463552;4336463552;4714480552;4714480552;4715349552;4715349552;5092443552;5092443552;5093320552;5093320552;5468910552;5468910552;5469780552;5469780552;5851355552;5851355552;5852390552;5852390552;6221576552;6221576552;6222450552;6222450552;6601596552;6601596552;6602473552;6602473552;7029540552;7029540552;7030415552;7030415552;7403904552;7403904552;7404776552;7404776552
40,Mul,0.450,85.390,873236.842,745654.067,16777216,19.213,134217732,153.701, 0:(4096x4096) 1:(1)->(4096x4096) -t f32,GPU-0,873236.842,0.000,873236.842,1.00,873236.8421052633,0.0,873236.8421052633,0.612328,0.000000,0.612181,89.833308,0.000000,89.811785,16777216.000000,0,16777216.000000,1.547133,0.000000,1.547133,63.422414,0.000000,63.422414,134217732.000000,0,134217732.000000,0.058831,0.578817,0.058831,tower_0/v/mul_14,0,1.4154564657920483,6.166846477941581,2769,873452,870683,876222,872000.0,873000.0,874000.0,872000;872000;874000;877000;878000;870000;877000;874000;879000;872000,68006552,68006552,68878552,68878552,615980552;615980552;616852552;616852552;990263552;990263552;991137552;991137552;1416542552;1416542552;1417419552;1417419552;1786918552;1786918552;1787796552;1787796552;2160926552;2160926552;2161796552;2161796552;2534891552;2534891552;2535768552;2535768552;2908247552;2908247552;2909121552;2909121552;3278086552;3278086552;3278965552;3278965552;3651825552;3651825552;3652697552;3652697552;4022778552;4022778552;4023653552;4023653552;4399461552;4399461552;4400335552;4400335552;4778229552;4778229552;4779103552;4779103552;5155404552;5155404552;5156280552;5156280552;5532628552;5532628552;5533502552;5533502552;5908299552;5908299552;5909172552;5909172552;6288531552;6288531552;6289403552;6289403552;6662642552;6662642552;6663516552;6663516552;7093116552;7093116552;7093988552;7093988552;7467207552;7467207552;7468080552;7468080552
41,MaxPoolGrad,0.333,32.850,829026.316,272338.489,11796480,14.229,49020928,59.131, 0:(128x256x13x13) 1:(128x256x6x6) 2:(128x256x6x6)->(128x256x13x13) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,GPU-0,829026.316,0.000,829026.316,1.00,829026.3157894737,0.0,829026.3157894737,0.581327,0.000000,0.581187,90.414635,0.000000,90.392972,11796480.000000,0,11796480.000000,0.565066,0.000000,0.565066,91.668788,0.000000,91.668787,49020928.000000,0,49020928.000000,0.361208,0.550193,0.361208,tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad,0,3.778127611568057,20.620444128804635,42006,834667,792661,876672,809000.0,830500.0,840750.0,846000;860000;840000;836000;868000;876000;850000;892000;855000;833000,82910552,82910552,83756552,83756552,631232552;631232552;632092552;632092552;1005093552;1005093552;1005933552;1005933552;1431776552;1431776552;1432612552;1432612552;1802181552;1802181552;1803049552;1803049552;2175896552;2175896552;2176772552;2176772552;2550131552;2550131552;2550981552;2550981552;2923438552;2923438552;2924330552;2924330552;3293476552;3293476552;3294331552;3294331552;3666771552;3666771552;3667604552;3667604552;4037910552;4037910552;4038733552;4038733552;4414642552;4414642552;4415475552;4415475552;4793349552;4793349552;4794169552;4794169552;5170644552;5170644552;5171481552;5171481552;5547738552;5547738552;5548554552;5548554552;5923280552;5923280552;5924110552;5924110552;6303647552;6303647552;6304471552;6304471552;6677961552;6677961552;6678773552;6678773552;7108104552;7108104552;7108945552;7108945552;7482309552;7482309552;7483121552;7483121552
42,MaxPool,1.132,63.421,773289.474,490427.733,37380096,48.339,88276992,114.158, 0:(128x192x27x27)->(128x192x13x13) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,GPU-0,773289.474,0.000,773289.474,1.00,773289.4736842106,0.0,773289.4736842106,0.542243,0.000000,0.542113,90.956878,0.000000,90.935085,37380096.000000,0,37380096.000000,1.017573,0.000000,1.017573,75.739615,0.000000,75.739615,88276992.000000,0,88276992.000000,0.171194,0.508871,0.171194,tower_0/v/cg/mpool1/MaxPool,0,4.592272954108922,27.201913772494674,56275,780024,723749,836299,751250.0,777000.0,797000.0,801000;762000;763000;1107000;751000;783000;800000;804000;725000;770000,31661552,31661552,32462552,32462552,581272552;581272552;582034552;582034552;954645552;954645552;955408552;955408552;1378486552;1378486552;1379593552;1379593552;1752129552;1752129552;1752880552;1752880552;2125417552;2125417552;2126200552;2126200552;2498388552;2498388552;2499188552;2499188552;2871635552;2871635552;2872439552;2872439552;3242362552;3242362552;3243087552;3243087552;3616549552;3616549552;3617319552;3617319552;3987921552;3987921552;3988676552;3988676552;4362990552;4362990552;4363790552;4363790552;4741814552;4741814552;4742613552;4742613552;5118359552;5118359552;5119110552;5119110552;5497460552;5497460552;5498222552;5498222552;5872409552;5872409552;5873192552;5873192552;6251202552;6251202552;6252001552;6252001552;6627854552;6627854552;6628601552;6628601552;7057740552;7057740552;7058491552;7058491552;7429843552;7429843552;7430642552;7430642552
43,Cast,0.000,98.800,754710.526,745654.044,1,0.000,134217728,177.840, 0:(4096x4096)->(4096x4096) -DstT f32 -SrcT f16,GPU-0,754710.526,0.000,754710.526,1.00,754710.5263157894,0.0,754710.5263157894,0.529215,0.000000,0.529088,91.486093,0.000000,91.464173,1.000000,0,1.000000,1.547133,0.000000,1.547133,64.969547,0.000000,64.969547,134217728.000000,0,134217728.000000,0.000000,0.000000,0.000000,tower_0/v/gradients/tower_0/v/cg/affine1/Cast_grad/Cast,0,5.231000938506968,31.76067896240993,30445,759095,728650,789541,751000.0,754000.0,759000.0,769000;755000;751000;756000;752000;763000;763000;756000;750000;754000,65691552,65691552,66460552,66460552,613682552;613682552;614437552;614437552;987962552;987962552;988713552;988713552;1414229552;1414229552;1414985552;1414985552;1784610552;1784610552;1785362552;1785362552;2158618552;2158618552;2159381552;2159381552;2532570552;2532570552;2533333552;2533333552;2905937552;2905937552;2906693552;2906693552;3275775552;3275775552;3276525552;3276525552;3649522552;3649522552;3650276552;3650276552;4020483552;4020483552;4021225552;4021225552;4397152552;4397152552;4397905552;4397905552;4775933552;4775933552;4776678552;4776678552;5153096552;5153096552;5153848552;5153848552;5530322552;5530322552;5531078552;5531078552;5905980552;5905980552;5906734552;5906734552;6286223552;6286223552;6286963552;6286963552;6660320552;6660320552;6661073552;6661073552;7090843552;7090843552;7091572552;7091572552;7464858552;7464858552;7465649552;7465649552
44,Relu,0.855,162.217,678947.368,1101368.889,24780800,36.499,198246400,291.991, 0:(128x64x55x55)->(128x64x55x55) -t f16,GPU-0,678947.368,0.000,678947.368,1.00,678947.3684210526,0.0,678947.3684210526,0.476089,0.000000,0.475975,91.962182,0.000000,91.940148,24780800.000000,0,24780800.000000,2.285194,0.000000,2.285194,42.045692,0.000000,42.045692,198246400.000000,0,198246400.000000,0.000000,0.448106,0.000000,tower_0/v/cg/conv0/Relu,0,5.951858121461755,37.54804147833316,46790,686143,639352,732933,677250.0,679000.0,680000.0,678000;685000;682000;679000;671000;680000;671000;685000;679000;679000,22574552,22574552,23252552,23252552,573086552;573086552;573771552;573771552;944952552;944952552;945634552;945634552;1368796552;1368796552;1369475552;1369475552;1742280552;1742280552;1742951552;1742951552;2117031552;2117031552;2117711552;2117711552;2488268552;2488268552;2488939552;2488939552;2861690552;2861690552;2862375552;2862375552;3232914552;3232914552;3233593552;3233593552;3606734552;3606734552;3607413552;3607413552;3978108552;3978108552;3978786552;3978786552;4352714552;4352714552;4353386552;4353386552;4731709552;4731709552;4732385552;4732385552;5108917552;5108917552;5109591552;5109591552;5487696552;5487696552;5488374552;5488374552;5862252552;5862252552;5862930552;5862930552;6241095552;6241095552;6241772552;6241772552;6617990552;6617990552;6618673552;6618673552;7048394552;7048394552;7049073552;7049073552;7419558552;7419558552;7420235552;7420235552
45,Cast,0.000,111.832,666763.158,745654.044,1,0.000,134217728,201.297, 0:(4096x4096)->(4096x4096) -DstT f16 -SrcT f32,GPU-0,666763.158,0.000,666763.158,1.00,666763.1578947369,0.0,666763.1578947369,0.467545,0.000000,0.467433,92.429727,0.000000,92.407581,1.000000,0,1.000000,1.547133,0.000000,1.547133,66.516681,0.000000,66.516680,134217728.000000,0,134217728.000000,0.000000,0.000000,0.000000,tower_0/v/cg/affine1/Cast,0,5.809054773211847,36.417793863308724,23800,670167,646367,693967,664250.0,667000.0,668750.0,819000;667000;664000;669000;674000;659000;672000;667000;667000;666000,5244552,5244552,6063552,6063552,559186552;559186552;559853552;559853552;930545552;930545552;931209552;931209552;1353818552;1353818552;1354487552;1354487552;1727705552;1727705552;1728379552;1728379552;2099245552;2099245552;2099904552;2099904552;2473582552;2473582552;2474254552;2474254552;2846621552;2846621552;2847288552;2847288552;3219266552;3219266552;3219933552;3219933552;3592400552;3592400552;3593066552;3593066552;3962995552;3962995552;3963661552;3963661552;4338210552;4338210552;4338877552;4338877552;4716909552;4716909552;4717576552;4717576552;5095018552;5095018552;5095684552;5095684552;5471023552;5471023552;5471689552;5471689552;5846164552;5846164552;5846833552;5846833552;6223825552;6223825552;6224491552;6224491552;6604247552;6604247552;6604913552;6604913552;7031836552;7031836552;7032499552;7032499552;7403139552;7403139552;7403801552;7403801552
46,BiasAddGrad,0.688,65.302,609684.211,398135.467,17915712,29.385,71664384,117.543, 0:(128x192x27x27)->(192) -t f16 -data_format NHWC,GPU-0,609684.211,0.000,609684.211,1.00,609684.2105263158,0.0,609684.2105263158,0.427520,0.000000,0.427418,92.857247,0.000000,92.834999,17915712.000000,0,17915712.000000,0.826078,0.000000,0.826078,79.047302,0.000000,79.047301,71664384.000000,0,71664384.000000,0.126935,0.403106,0.126935,tower_0/v/gradients/tower_0/v/cg/conv1/BiasAdd_grad/BiasAddGrad,0,-0.0201018093978774,2.725227826146901,11689,609762,598073,621451,603250.0,609000.0,616750.0,618000;624000;614000;612000;637000;624000;603000;617000;621000;609000,136998552,136998552,137616552,137616552,685463552;685463552;686087552;686087552;1058587552;1058587552;1059201552;1059201552;1485331552;1485331552;1485943552;1485943552;1857399552;1857399552;1858036552;1858036552;2230134552;2230134552;2230758552;2230758552;2603600552;2603600552;2604203552;2604203552;2977414552;2977414552;2978031552;2978031552;3347922552;3347922552;3348543552;3348543552;3720254552;3720254552;3720863552;3720863552;4091712552;4091712552;4092328552;4092328552;4468687552;4468687552;4469293552;4469293552;4846407552;4846407552;4847016552;4847016552;5224450552;5224450552;5225066552;5225066552;5601175552;5601175552;5601791552;5601791552;5976408552;5976408552;5977013552;5977013552;6356790552;6356790552;6357397552;6357397552;6732820552;6732820552;6733434552;6733434552;7161524552;7161524552;7162128552;7162128552;7535139552;7535139552;7535743552;7535743552
47,ReluGrad,0.360,102.362,541000.000,553779.200,8306688,15.354,99680256,184.252, 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f16,GPU-0,541000.000,0.000,541000.000,1.00,541000.0,0.0,541000.0,0.379358,0.000000,0.379267,93.236605,0.000000,93.214266,8306688.000000,0,8306688.000000,1.149018,0.000000,1.149018,69.083653,0.000000,69.083652,99680256.000000,0,99680256.000000,0.000000,0.358938,0.000000,tower_0/v/gradients/tower_0/v/cg/conv3/Relu_grad/ReluGrad,0,0.524407970338739,3.0598897902874937,9561,541357,531796,550918,534000.0,541000.0,546000.0,546000;551000;540000;540000;567000;550000;541000;546000;555000;541000,99451552,99451552,99997552,99997552,647791552;647791552;648342552;648342552;1021487552;1021487552;1022027552;1022027552;1448194552;1448194552;1448734552;1448734552;1819041552;1819041552;1819608552;1819608552;2192507552;2192507552;2193057552;2193057552;2566586552;2566586552;2567127552;2567127552;2939975552;2939975552;2940521552;2940521552;3310139552;3310139552;3310694552;3310694552;3683145552;3683145552;3683686552;3683686552;4054401552;4054401552;4054947552;4054947552;4431046552;4431046552;4431587552;4431587552;4809619552;4809619552;4810153552;4810153552;5187121552;5187121552;5187667552;5187667552;5564080552;5564080552;5564621552;5564621552;5939668552;5939668552;5940209552;5940209552;6319938552;6319938552;6320472552;6320472552;6694611552;6694611552;6695152552;6695152552;7124670552;7124670552;7125222552;7125222552;7498501552;7498501552;7499033552;7499033552
48,ReluGrad,0.361,102.697,539236.842,553779.200,8306688,15.405,99680256,184.854, 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f16,GPU-0,539236.842,0.000,539236.842,1.00,539236.8421052631,0.0,539236.8421052631,0.378122,0.000000,0.378031,93.614726,0.000000,93.592297,8306688.000000,0,8306688.000000,1.149018,0.000000,1.149018,70.232671,0.000000,70.232671,99680256.000000,0,99680256.000000,0.000000,0.357765,0.000000,tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad,0,-0.10027811294438038,2.8039445772108063,11709,539214,527505,550923,531250.0,541000.0,546000.0,546000;550000;541000;542000;565000;550000;540000;546000;555000;541000,117687552,117687552,118233552,118233552,666026552;666026552;666576552;666576552;1039432552;1039432552;1039973552;1039973552;1466137552;1466137552;1466679552;1466679552;1837631552;1837631552;1838196552;1838196552;2210679552;2210679552;2211229552;2211229552;2584522552;2584522552;2585062552;2585062552;2958062552;2958062552;2958608552;2958608552;3328435552;3328435552;3328990552;3328990552;3701080552;3701080552;3701621552;3701621552;4072472552;4072472552;4073018552;4073018552;4448976552;4448976552;4449508552;4449508552;4827406552;4827406552;4827941552;4827941552;5205186552;5205186552;5205732552;5205732552;5582020552;5582020552;5582562552;5582562552;5957478552;5957478552;5958009552;5958009552;6337753552;6337753552;6338287552;6338287552;6712854552;6712854552;6713396552;6713396552;7142608552;7142608552;7143139552;7143139552;7516195552;7516195552;7516727552;7516727552
49,BiasAdd,0.371,70.482,523815.789,369194.667,8306688,15.858,66455040,126.867, 0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f16 -data_format NHWC,GPU-0,523815.789,0.000,523815.789,1.00,523815.7894736842,0.0,523815.7894736842,0.367308,0.000000,0.367220,93.982034,0.000000,93.959517,8306688.000000,0,8306688.000000,0.766030,0.000000,0.766030,83.052642,0.000000,83.052642,66455040.000000,0,66455040.000000,0.090035,0.347497,0.090035,tower_0/v/cg/conv2/BiasAdd,0,0.009449041600483684,1.6269283883074437,14236,523786,509550,538022,512250.0,523000.0,538000.0,541000;514000;512000;550000;504000;529000;538000;543000;517000;524000,37632552,37632552,38173552,38173552,586950552;586950552;587464552;587464552;961088552;961088552;961600552;961600552;1385126552;1385126552;1385676552;1385676552;1757746552;1757746552;1758250552;1758250552;2131247552;2131247552;2131776552;2131776552;2504346552;2504346552;2504884552;2504884552;2877897552;2877897552;2878440552;2878440552;3248112552;3248112552;3248629552;3248629552;3622510552;3622510552;3623034552;3623034552;3993558552;3993558552;3994068552;3994068552;4368944552;4368944552;4369487552;4369487552;4748036552;4748036552;4748574552;4748574552;5124568552;5124568552;5125084552;5125084552;5503508552;5503508552;5504026552;5504026552;5878256552;5878256552;5878787552;5878787552;6257480552;6257480552;6258021552;6258021552;6633461552;6633461552;6633959552;6633959552;7064093552;7064093552;7064601552;7064601552;7436079552;7436079552;7436619552;7436619552
50,BiasAdd,0.371,70.499,523684.211,369194.667,8306688,15.862,66455040,126.899, 0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f16 -data_format NHWC,GPU-0,523684.211,0.000,523684.211,1.00,523684.2105263158,0.0,523684.2105263158,0.367216,0.000000,0.367128,94.349250,0.000000,94.326645,8306688.000000,0,8306688.000000,0.766030,0.000000,0.766030,83.818672,0.000000,83.818672,66455040.000000,0,66455040.000000,0.089950,0.347409,0.089950,tower_0/v/cg/conv3/BiasAdd,0,0.06285997805544628,1.5713233137804596,14051,523810,509759,537860,510500.0,525500.0,537750.0,544000;519000;513000;550000;507000;528000;538000;543000;525000;518000,47728552,47728552,48272552,48272552,596589552;596589552;597108552;597108552;970749552;970749552;971262552;971262552;1396092552;1396092552;1396642552;1396642552;1767563552;1767563552;1768070552;1768070552;2141102552;2141102552;2141630552;2141630552;2514671552;2514671552;2515209552;2515209552;2887992552;2887992552;2888535552;2888535552;3258306552;3258306552;3258831552;3258831552;3632255552;3632255552;3632773552;3632773552;4003142552;4003142552;4003652552;4003652552;4379293552;4379293552;4379833552;4379833552;4758094552;4758094552;4758635552;4758635552;5134464552;5134464552;5134969552;5134969552;5513195552;5513195552;5513711552;5513711552;5888429552;5888429552;5888955552;5888955552;6268042552;6268042552;6268581552;6268581552;6643277552;6643277552;6643786552;6643786552;7073638552;7073638552;7074141552;7074141552;7446148552;7446148552;7446691552;7446691552
51,Relu,0.859,163.002,488500.000,796262.400,17915904,36.675,143327232,293.403, 0:(128x192x27x27)->(128x192x27x27) -t f16,GPU-0,488500.000,0.000,488500.000,1.00,488500.0,0.0,488500.0,0.342544,0.000000,0.342462,94.691794,0.000000,94.669107,17915904.000000,0,17915904.000000,1.652139,0.000000,1.652139,60.328148,0.000000,60.328147,143327232.000000,0,143327232.000000,0.000000,0.322397,0.000000,tower_0/v/cg/conv1/Relu,0,5.7576468069438205,35.84915516279131,26968,493024,466055,519992,487000.0,489000.0,490000.0,489000;485000;487000;487000;484000;488000;485000;491000;484000;488000,31137552,31137552,31626552,31626552,580758552;580758552;581243552;581243552;954093552;954093552;954580552;954580552;1377967552;1377967552;1378454552;1378454552;1751610552;1751610552;1752094552;1752094552;2124899552;2124899552;2125387552;2125387552;2497868552;2497868552;2498353552;2498353552;2871108552;2871108552;2871599552;2871599552;3241414552;3241414552;3241898552;3241898552;3616025552;3616025552;3616513552;3616513552;3987107552;3987107552;3987594552;3987594552;4362467552;4362467552;4362954552;4362954552;4741294552;4741294552;4741778552;4741778552;5117624552;5117624552;5118111552;5118111552;5496935552;5496935552;5497426552;5497426552;5871883552;5871883552;5872372552;5872372552;6250670552;6250670552;6251160552;6251160552;6627325552;6627325552;6627813552;6627813552;7057204552;7057204552;7057693552;7057693552;7429319552;7429319552;7429805552;7429805552
52,L2Loss,2.851,90.181,413421.053,372827.044,50331647,121.744,67108868,162.326, 0:(4096x4096)->(1) -t f32,GPU-0,413421.053,0.000,413421.053,1.00,413421.0526315789,0.0,413421.0526315789,0.289897,0.000000,0.289828,94.981692,0.000000,94.958935,50331647.000000,0,50331647.000000,0.773567,0.000000,0.773567,82.286612,0.000000,82.286612,67108868.000000,0,67108868.000000,0.013967,0.267074,0.013967,tower_0/v/l2_loss/L2Loss_12,0,6.0171513063984445,38.07676537048941,33750,418571,384821,452322,413000.0,413000.0,414000.0,414000;415000;414000;415000;412000;413000;413000;414000;413000;413000,4792552,4792552,5221552,5221552,558549552;558549552;559135552;559135552;930082552;930082552;930512552;930512552;1353350552;1353350552;1353785552;1353785552;1727143552;1727143552;1727656552;1727656552;2098796552;2098796552;2099222552;2099222552;2472763552;2472763552;2473275552;2473275552;2846172552;2846172552;2846599552;2846599552;3218773552;3218773552;3219205552;3219205552;3591950552;3591950552;3592376552;3592376552;3962545552;3962545552;3962973552;3962973552;4337717552;4337717552;4338148552;4338148552;4716414552;4716414552;4716853552;4716853552;5094565552;5094565552;5094993552;5094993552;5470564552;5470564552;5470992552;5470992552;5845709552;5845709552;5846141552;5846141552;6223378552;6223378552;6223803552;6223803552;6603755552;6603755552;6604190552;6604190552;7031389552;7031389552;7031814552;7031814552;7402685552;7402685552;7403114552;7403114552
53,ReluGrad,0.359,102.074,361684.211,369186.133,5537792,15.311,66453504,183.733, 0:(128x256x13x13) 1:(128x256x13x13)->(128x256x13x13) -t f16,GPU-0,361684.211,0.000,361684.211,1.00,361684.2105263158,0.0,361684.2105263158,0.253619,0.000000,0.253558,95.235311,0.000000,95.212493,5537792.000000,0,5537792.000000,0.766012,0.000000,0.766012,84.584684,0.000000,84.584684,66453504.000000,0,66453504.000000,0.000000,0.239970,0.000000,tower_0/v/gradients/tower_0/v/cg/conv4/Relu_grad/ReluGrad,0,5.463831013311525,33.655272985331145,25705,365405,339700,391110,356250.0,361000.0,365000.0,365000;365000;362000;361000;377000;369000;361000;365000;371000;361000,86722552,86722552,87087552,87087552,635053552;635053552;635418552;635418552;1008900552;1008900552;1009262552;1009262552;1435576552;1435576552;1435937552;1435937552;1806018552;1806018552;1806395552;1806395552;2179740552;2179740552;2180109552;2180109552;2553947552;2553947552;2554308552;2554308552;2927292552;2927292552;2927657552;2927657552;3297299552;3297299552;3297670552;3297670552;3670566552;3670566552;3670927552;3670927552;4041694552;4041694552;4042060552;4042060552;4418436552;4418436552;4418798552;4418798552;4797128552;4797128552;4797485552;4797485552;5174447552;5174447552;5174812552;5174812552;5551511552;5551511552;5551867552;5551867552;5927078552;5927078552;5927439552;5927439552;6307430552;6307430552;6307787552;6307787552;6681732552;6681732552;6682094552;6682094552;7111912552;7111912552;7112280552;7112280552;7486077552;7486077552;7486432552;7486432552
54,BiasAdd,0.370,70.270,350263.158,246129.778,5537792,15.810,44303360,126.486, 0:(128x256x13x13) 1:(256)->(128x256x13x13) -t f16 -data_format NHWC,GPU-0,350263.158,0.000,350263.158,1.00,350263.15789473685,0.0,350263.15789473685,0.245610,0.000000,0.245551,95.480921,0.000000,95.458044,5537792.000000,0,5537792.000000,0.510687,0.000000,0.510687,92.179475,0.000000,92.179474,44303360.000000,0,44303360.000000,0.060725,0.232365,0.060725,tower_0/v/cg/conv4/BiasAdd,0,-0.12603884177363964,1.7562706323048427,9695,350167,340472,359862,344000.0,351000.0,359250.0,363000;346000;346000;365000;336000;352000;357000;364000;340000;348000,54645552,54645552,55008552,55008552,603216552;603216552;603562552;603562552;977396552;977396552;977742552;977742552;1403055552;1403055552;1403420552;1403420552;1774138552;1774138552;1774474552;1774474552;2147869552;2147869552;2148221552;2148221552;2521545552;2521545552;2521902552;2521902552;2894910552;2894910552;2895274552;2895274552;3265176552;3265176552;3265516552;3265516552;3638940552;3638940552;3639288552;3639288552;4009979552;4009979552;4010323552;4010323552;4386180552;4386180552;4386541552;4386541552;4764957552;4764957552;4765320552;4765320552;5141063552;5141063552;5141400552;5141400552;5519819552;5519819552;5520164552;5520164552;5895193552;5895193552;5895544552;5895544552;6275230552;6275230552;6275591552;6275591552;6649848552;6649848552;6650184552;6650184552;7080213552;7080213552;7080548552;7080548552;7453029552;7453029552;7453389552;7453389552
