Op,Node name in TensorFlow model graph,RunMetadata Device,Total time for all kernel launches (microseconds),t0,t1,t2,t3
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,907000,1552507683175082000,1552507683175082000,1552507683175989000,1552507683175989000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,591000,1552507683176004000,1552507683176004000,1552507683176595000,1552507683176595000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,3935000,1552507683176609000,1552507683176609000,1552507683180544000,1552507683180544000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,179000,1552507683180557000,1552507683180557000,1552507683180736000,1552507683180736000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,128000,1552507683180752000,1552507683180752000,1552507683180880000,1552507683180880000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,27000,1552507683214254000,1552507683214254000,1552507683214281000,1552507683214281000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,499000,1552507683214321000,1552507683214321000,1552507683214820000,1552507683214820000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1450000,1552507683214837000,1552507683214837000,1552507683216287000,1552507683216287000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,1853000,1552507683216302000,1552507683216302000,1552507683218155000,1552507683218155000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,326000,1552507683218169000,1552507683218169000,1552507683218495000,1552507683218495000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,3000,1552507683100674000,1552507683100674000,1552507683100677000,1552507683100677000
AddN,tower_0/v/l2_loss/AddN,/device:GPU:0/stream:all,2000,1552507683100691000,1552507683100691000,1552507683100693000,1552507683100693000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,5000,1552507683094737000,1552507683094737000,1552507683094742000,1552507683094742000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,3000,1552507683094784000,1552507683094784000,1552507683094787000,1552507683094787000
Conv2D,tower_0/v/cg/conv0/conv2d/Conv2D,/device:GPU:0/stream:all,5823000,1552507683094808000,1552507683094808000,1552507683100631000,1552507683100631000
L2Loss,tower_0/v/l2_loss/L2Loss_6,/device:GPU:0/stream:all,38000,1552507683094278000,1552507683094278000,1552507683094316000,1552507683094316000
L2Loss,tower_0/v/l2_loss/L2Loss_6,/device:GPU:0/stream:all,3000,1552507683094328000,1552507683094328000,1552507683094331000,1552507683094331000
L2Loss,tower_0/v/l2_loss/L2Loss_8,/device:GPU:0/stream:all,28000,1552507683094474000,1552507683094474000,1552507683094502000,1552507683094502000
L2Loss,tower_0/v/l2_loss/L2Loss_8,/device:GPU:0/stream:all,3000,1552507683094514000,1552507683094514000,1552507683094517000,1552507683094517000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,71000,1552507683168695000,1552507683168695000,1552507683168766000,1552507683168766000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,640000,1552507683168797000,1552507683168797000,1552507683169437000,1552507683169437000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,110000,1552507683169448000,1552507683169448000,1552507683169558000,1552507683169558000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,4290000,1552507683169573000,1552507683169573000,1552507683173863000,1552507683173863000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,910000,1552507683173877000,1552507683173877000,1552507683174787000,1552507683174787000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,54000,1552507683113694000,1552507683113694000,1552507683113748000,1552507683113748000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,218000,1552507683113780000,1552507683113780000,1552507683113998000,1552507683113998000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,747000,1552507683114011000,1552507683114011000,1552507683114758000,1552507683114758000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,355000,1552507683114771000,1552507683114771000,1552507683115126000,1552507683115126000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,2929000,1552507683115145000,1552507683115145000,1552507683118074000,1552507683118074000
Conv2D,tower_0/v/cg/conv2/conv2d/Conv2D,/device:GPU:0/stream:all,688000,1552507683118089000,1552507683118089000,1552507683118777000,1552507683118777000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,55000,1552507683199601000,1552507683199601000,1552507683199656000,1552507683199656000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,778000,1552507683199686000,1552507683199686000,1552507683200464000,1552507683200464000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,686000,1552507683200478000,1552507683200478000,1552507683201164000,1552507683201164000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,3086000,1552507683201181000,1552507683201181000,1552507683204267000,1552507683204267000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,353000,1552507683204680000,1552507683204680000,1552507683205033000,1552507683205033000
Conv2D,tower_0/v/cg/conv4/conv2d/Conv2D,/device:GPU:0/stream:all,71000,1552507683129980000,1552507683129980000,1552507683130051000,1552507683130051000
Conv2D,tower_0/v/cg/conv4/conv2d/Conv2D,/device:GPU:0/stream:all,968000,1552507683130079000,1552507683130079000,1552507683131047000,1552507683131047000
Conv2D,tower_0/v/cg/conv4/conv2d/Conv2D,/device:GPU:0/stream:all,112000,1552507683131060000,1552507683131060000,1552507683131172000,1552507683131172000
Conv2D,tower_0/v/cg/conv4/conv2d/Conv2D,/device:GPU:0/stream:all,4228000,1552507683131190000,1552507683131190000,1552507683135418000,1552507683135418000
Conv2D,tower_0/v/cg/conv4/conv2d/Conv2D,/device:GPU:0/stream:all,579000,1552507683135434000,1552507683135434000,1552507683136013000,1552507683136013000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,907000,1552507683190375000,1552507683190375000,1552507683191282000,1552507683191282000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,905000,1552507683191294000,1552507683191294000,1552507683192199000,1552507683192199000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,5939000,1552507683192213000,1552507683192213000,1552507683198152000,1552507683198152000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,247000,1552507683198164000,1552507683198164000,1552507683198411000,1552507683198411000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,271000,1552507683198426000,1552507683198426000,1552507683198697000,1552507683198697000
L2Loss,tower_0/v/l2_loss/L2Loss_12,/device:GPU:0/stream:all,411000,1552507683087582000,1552507683087582000,1552507683087993000,1552507683087993000
L2Loss,tower_0/v/l2_loss/L2Loss_12,/device:GPU:0/stream:all,3000,1552507683088010000,1552507683088010000,1552507683088013000,1552507683088013000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,3000,1552507683228403000,1552507683228403000,1552507683228406000,1552507683228406000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,2000,1552507683228419000,1552507683228419000,1552507683228421000,1552507683228421000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,2000,1552507683228437000,1552507683228437000,1552507683228439000,1552507683228439000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,6727000,1552507683228453000,1552507683228453000,1552507683235180000,1552507683235180000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,4000,1552507683235198000,1552507683235198000,1552507683235202000,1552507683235202000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,476000,1552507683205582000,1552507683205582000,1552507683206058000,1552507683206058000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,903000,1552507683206072000,1552507683206072000,1552507683206975000,1552507683206975000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,3847000,1552507683206987000,1552507683206987000,1552507683210834000,1552507683210834000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,136000,1552507683210847000,1552507683210847000,1552507683210983000,1552507683210983000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,51000,1552507683210998000,1552507683210998000,1552507683211049000,1552507683211049000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,114000,1552507683181567000,1552507683181567000,1552507683181681000,1552507683181681000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,973000,1552507683181707000,1552507683181707000,1552507683182680000,1552507683182680000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,165000,1552507683182692000,1552507683182692000,1552507683182857000,1552507683182857000
Conv2DBackpropInput,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropInput,/device:GPU:0/stream:all,6206000,1552507683182870000,1552507683182870000,1552507683189076000,1552507683189076000
