Time rank,Op,Compute utilization % (=100%*(ops/time)/(peak GOps/sec)),Bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),Time for 1 occ (ns),Analytical memory time (ns; for peak GB/sec bandwidth),Num ops per 1 occ (MAC=2ops),Achieved GOps/sec,Num bytes (if 32b data),Achieved bandwidth GB/sec,Op config,Device,GPU time for 1 occ,CPU time for 1 occ,Time for 1 occ,Occurence,GPU time for all occ,CPU time for all occ,Time for all occ,GPU time for all occ (as % of GPU batch time),CPU time for all occ (as % of CPU batch time),Time for all occ (as % of batch time),Cumulative GPU time (as % of GPU batch time),Cumulative CPU time (as % of CPU batch time),Cumulative time (as % of batch time),GPU GOps computed,CPU GOps computed,Total GOps computed,GPU op memory for all occ (% total for GPU),CPU op memory for all occ (% total for CPU),Op memory for all occ (% total),Cumulative GPU op memory (%),Cumulative CPU op memory (%),Cumulative total op memory (%),GPU bytes,CPU bytes,Total bytes,Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Layer in TensorFlow model,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
59,BiasAddGrad,0.756,71.697,257473.684,184601.600,8306304,32.261,33228288,129.055, 0:(128x384x13x13)->(384) -t f32 -data_format NHWC,GPU-0,257473.684,0.000,257473.684,1.00,257473.68421052632,0.0,257473.68421052632,0.178018,0.000000,0.177992,97.505310,0.000000,97.490862,8306304.000000,0,8306304.000000,0.462211,0.000000,0.462211,94.574376,0.000000,94.574375,33228288.000000,0,33228288.000000,0.041477,0.167746,0.041477,tower_0/v/gradients/tower_0/v/cg/conv2/BiasAdd_grad/BiasAddGrad,3000,6.015317957204802,38.06173897726136,45931,264571,218640,310503,257000.0,257000.0,258000.0,257000;256000;260000;255000;257000;257000;257000;258000;257000;257000,115359192,115360192,115617192,115619192,569006192;569006192;569262192;569264192;896462192;896463192;896723192;896725192;1224238192;1224239192;1224494192;1224497192;1551063192;1551063192;1551320192;1551322192;1877515192;1877516192;1877773192;1877776192;2204846192;2204846192;2205103192;2205106192;2531950192;2531951192;2532209192;2532212192;2911853192;2911854192;2912111192;2912113192;3239958192;3239958192;3240215192;3240218192;3567628192;3567628192;3567891192;3567893192;3895218192;3895219192;3895475192;3895477192;4223748192;4223749192;4224007192;4224010192;4551472192;4551473192;4551730192;4551733192;4879803192;4879804192;4880061192;4880064192;5208454192;5208455192;5208715192;5208717192;5533744192;5533745192;5534004192;5534006192;5858974192;5858974192;5859233192;5859236192;6184035192;6184036192;6184293192;6184296192;6510914192;6510914192;6511172192;6511175192
60,SparseSoftmaxCrossEntropyWithLogits,0.244,2.317,246026.316,5700.267,2565122,10.426,1026048,4.170, 0:(128x1001) 1:(128)->(128)(128x1001) -t f32 -Tlabels i32,GPU-0,246026.316,0.000,246026.316,1.00,246026.31578947368,0.0,246026.31578947368,0.170103,0.000000,0.170078,97.675413,0.000000,97.660940,2565122.560000,0,2565122.560000,0.014272,0.000000,0.014272,99.961654,0.000000,99.961653,1026048.000000,0,1026048.000000,0.157633,0.161159,0.157633,tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy,4000,5.6240344378442915,34.98995616232412,36958,251190,214232,288149,237500.0,247500.0,252000.0,241000;240000;257000;253000;251000;252000;255000;253000;480000;252000,58235192,58235192,58476192,58480192,511621192;511621192;511861192;511865192;838534192;838534192;838791192;838795192;1166163192;1166163192;1166416192;1166420192;1493221192;1493221192;1493472192;1493476192;1819371192;1819371192;1819623192;1819626192;2146633192;2146633192;2146888192;2146891192;2473723192;2473724192;2473977192;2473981192;2853756192;2853756192;2854236192;2854239192;3181902192;3181903192;3182155192;3182158192;3509019192;3509019192;3509269192;3509272192;3837257192;3837257192;3837509192;3837513192;4164881192;4164882192;4165134192;4165138192;4493219192;4493219192;4493472192;4493476192;4822230192;4822231192;4822481192;4822484192;5149606192;5149606192;5149862192;5149865192;5476547192;5476547192;5476793192;5476797192;5801251192;5801252192;5801488192;5801491192;6126626192;6126626192;6126862192;6126865192;6452422192;6452423192;6452660192;6452664192
61,Mul,0.436,82.682,220394.737,182226.511,4100096,18.603,32800772,148.827, 0:(4096x1001) 1:(1)->(4096x1001) -t f32,GPU-0,220394.737,0.000,220394.737,1.00,220394.73684210525,0.0,220394.73684210525,0.152382,0.000000,0.152359,97.827794,0.000000,97.813299,4100096.000000,0,4100096.000000,0.456264,0.000000,0.456264,95.030640,0.000000,95.030640,32800772.000000,0,32800772.000000,0.018768,0.144077,0.018768,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_14_grad/mul,2000,2.992723328559087,16.281696154377354,1273,220524,219250,221797,220000.0,220000.0,221000.0,221000;220000;222000;221000;220000;221000;221000;221000;221000;220000,1191192,1191192,1412192,1414192,456297192;456297192;456517192;456519192;779241192;779242192;779464192;779466192;1107963192;1107963192;1108184192;1108186192;1435577192;1435578192;1435798192;1435800192;1762013192;1762013192;1762234192;1762236192;2088727192;2088728192;2088949192;2088951192;2415684192;2415684192;2415905192;2415907192;2795136192;2795136192;2795357192;2795359192;3123778192;3123779192;3123999192;3124002192;3451732192;3451733192;3451953192;3451955192;3779663192;3779663192;3779883192;3779885192;4106916192;4106916192;4107136192;4107139192;4435342192;4435342192;4435563192;4435565192;4764351192;4764351192;4764571192;4764573192;5091133192;5091134192;5091355192;5091357192;5419634192;5419634192;5419855192;5419857192;5746261192;5746262192;5746482192;5746484192;6071245192;6071245192;6071465192;6071467192;6397262192;6397262192;6397482192;6397484192
62,BiasAddGrad,0.685,64.970,189421.053,123067.733,5537536,29.234,22152192,116.947, 0:(128x256x13x13)->(256) -t f32 -data_format NHWC,GPU-0,189421.053,0.000,189421.053,1.00,189421.05263157896,0.0,189421.05263157896,0.130966,0.000000,0.130947,97.958761,0.000000,97.944246,5537536.000000,0,5537536.000000,0.308141,0.000000,0.308141,95.712544,0.000000,95.712543,22152192.000000,0,22152192.000000,0.039323,0.123503,0.039323,tower_0/v/gradients/tower_0/v/cg/conv4/BiasAdd_grad/BiasAddGrad,4000,0.6112700932443826,3.5533190719677203,1502,189500,187998,191002,188250.0,189000.0,190000.0,188000;188000;191000;190000;189000;189000;190000;190000;193000;191000,84305192,84306192,84494192,84497192,537892192;537893192;538081192;538084192;865724192;865725192;865916192;865918192;1193034192;1193034192;1193224192;1193226192;1519898192;1519899192;1520088192;1520091192;1846182192;1846183192;1846372192;1846374192;2173490192;2173491192;2173681192;2173683192;2500565192;2500565192;2500755192;2500757192;2881207192;2881208192;2881401192;2881404192;3208744192;3208744192;3208935192;3208937192;3535591192;3535592192;3535781192;3535783192;3863977192;3863978192;3864167192;3864170192;4192523192;4192524192;4192714192;4192717192;4520091192;4520092192;4520283192;4520286192;4848831192;4848832192;4849023192;4849025192;5176664192;5176664192;5176855192;5176857192;5502904192;5502904192;5503092192;5503094192;5827456192;5827457192;5827646192;5827649192;6152868192;6152869192;6153059192;6153062192;6478751192;6478752192;6478940192;6478943192
63,L2Loss,2.060,65.167,139815.789,91113.267,12300287,87.975,16400388,117.300, 0:(4096x1001)->(1) -t f32,GPU-0,139815.789,0.000,139815.789,1.00,139815.7894736842,0.0,139815.7894736842,0.096669,0.000000,0.096655,98.055430,0.000000,98.040900,12300287.000000,0,12300287.000000,0.228132,0.000000,0.228132,96.733975,0.000000,96.733974,16400388.000000,0,16400388.000000,0.028835,0.089831,0.028835,tower_0/v/l2_loss/L2Loss_14,3000,3.3420566024142753,15.522875146570673,1845,140095,138250,141941,139000.0,140000.0,140000.0,138000;140000;140000;141000;140000;139000;149000;140000;140000;140000,1049192,1050192,1188192,1190192,456152192;456153192;456293192;456295192;779098192;779098192;779238192;779240192;1107818192;1107818192;1107959192;1107961192;1435434192;1435434192;1435574192;1435576192;1761869192;1761870192;1762009192;1762012192;2088574192;2088574192;2088723192;2088726192;2415540192;2415540192;2415680192;2415682192;2794992192;2794993192;2795133192;2795135192;3123635192;3123635192;3123775192;3123777192;3451588192;3451589192;3451729192;3451731192;3779519192;3779519192;3779660192;3779662192;4106772192;4106773192;4106912192;4106914192;4435198192;4435198192;4435339192;4435341192;4764207192;4764207192;4764347192;4764349192;5090990192;5090990192;5091130192;5091132192;5419491192;5419491192;5419630192;5419632192;5746118192;5746119192;5746258192;5746260192;6071102192;6071102192;6071241192;6071243192;6397118192;6397118192;6397258192;6397260192
64,AddN,0.280,79.630,111105.263,88473.600,1327104,11.945,15925248,143.335, 0:(3x3x384x384) 1:(3x3x384x384)->(3x3x384x384) -N i: 2 -t f32,GPU-0,111105.263,0.000,111105.263,1.00,111105.26315789472,0.0,111105.26315789472,0.076818,0.000000,0.076807,98.132248,0.000000,98.117708,1327104.000000,0,1327104.000000,0.221523,0.000000,0.221523,97.177020,0.000000,97.177020,15925248.000000,0,15925248.000000,0.011805,0.072752,0.011805,tower_0/v/gradients/AddN_9,4000,1.1372390751283086,5.441738764184105,794,111167,110373,111960,111000.0,111000.0,111000.0,111000;111000;111000;112000;111000;113000;111000;112000;111000;111000,110169192,110170192,110281192,110284192,563895192;563896192;564007192;564010192;891381192;891381192;891492192;891495192;1219135192;1219135192;1219247192;1219249192;1545905192;1545905192;1546016192;1546019192;1872328192;1872328192;1872441192;1872443192;2199666192;2199666192;2199777192;2199780192;2526760192;2526760192;2526872192;2526874192;2906757192;2906758192;2906869192;2906872192;3234862192;3234862192;3234973192;3234976192;3562141192;3562142192;3562253192;3562256192;3890053192;3890053192;3890165192;3890167192;4218587192;4218588192;4218699192;4218702192;4546285192;4546286192;4546397192;4546399192;4874689192;4874690192;4874800192;4874803192;5203236192;5203236192;5203347192;5203350192;5528600192;5528601192;5528715192;5528718192;5853769192;5853770192;5853881192;5853884192;6178877192;6178877192;6178989192;6178992192;6505633192;6505634192;6505746192;6505749192
65,ApplyGradientDescent,0.000,82.060,107815.789,88473.622,1,0.000,15925252,147.708, 0:(3x3x384x384) 1:(1) 2:(3x3x384x384)->(3x3x384x384) -t f32 -use_locking 0,GPU-0,107815.789,0.000,107815.789,1.00,107815.78947368421,0.0,107815.78947368421,0.074544,0.000000,0.074533,98.206792,0.000000,98.192241,1.000000,0,1.000000,0.221523,0.000000,0.221523,96.955497,0.000000,96.955497,15925252.000000,0,15925252.000000,0.009645,0.000000,0.009645,append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent,3000,0.17522206541732377,2.1901403324890145,660,107833,107174,108493,107000.0,108000.0,108000.0,109000;107000;108000;107000;107000;108000;107000;108000;108000;108000,121509192,121509192,121618192,121621192,575039192;575040192;575147192;575150192;902500192;902500192;902608192;902611192;1230257192;1230257192;1230364192;1230368192;1557110192;1557111192;1557218192;1557221192;1883625192;1883625192;1883733192;1883737192;2210962192;2210963192;2211070192;2211073192;2538061192;2538061192;2538169192;2538172192;2917886192;2917887192;2917995192;2917998192;3245936192;3245936192;3246044192;3246047192;3573616192;3573617192;3573724192;3573728192;3901299192;3901300192;3901407192;3901410192;4229820192;4229821192;4229928192;4229931192;4557572192;4557572192;4557680192;4557683192;4885834192;4885835192;4885943192;4885946192;5214641192;5214641192;5214750192;5214753192;5539776192;5539776192;5539884192;5539887192;5865134192;5865135192;5865242192;5865246192;6190105192;6190105192;6190213192;6190216192;6517209192;6517209192;6517318192;6517321192
66,RandomUniformInt,0.000,0.003,89973.684,2.911,1,0.000,524,0.006, 0:(1) 1:(1) 2:(1)->(128) -t i32 -Tout i32 -seed i: 123 -seed2 i: 16,GPU-0,89973.684,0.000,89973.684,1.00,89973.68421052632,0.0,89973.68421052632,0.062208,0.000000,0.062199,98.269000,0.000000,98.254439,1.000000,0,1.000000,0.000007,0.000000,0.000007,99.999980,0.000000,99.999980,524.000000,0,524.000000,0.059087,0.000000,0.059087,tower_0/v/alexnet_synthetic_labels,3000,-4.692363820541938,28.083784143247563,8540,89000,80460,97540,87250.0,90000.0,92000.0,39000;96000;93000;89000;91000;91000;93000;91000;92000;92000,844192,844192,883192,886192,455891192;455891192;455987192;455990192;778834192;778835192;778928192;778931192;1107562192;1107563192;1107652192;1107654192;1435175192;1435175192;1435266192;1435269192;1761612192;1761612192;1761703192;1761706192;2088313192;2088314192;2088407192;2088410192;2415281192;2415281192;2415372192;2415375192;2794731192;2794731192;2794823192;2794826192;3123374192;3123375192;3123467192;3123470192;3451330192;3451331192;3451421192;3451424192;3779258192;3779258192;3779351192;3779354192;4106511192;4106511192;4106603192;4106607192;4434937192;4434938192;4435029192;4435032192;4763941192;4763941192;4764041192;4764044192;5090730192;5090730192;5090824192;5090827192;5419234192;5419235192;5419325192;5419328192;5745867192;5745867192;5745954192;5745957192;6070849192;6070849192;6070937192;6070940192;6396867192;6396868192;6396955192;6396959192
67,Transpose,0.000,59.189,88578.947,52428.889,1,0.000,9437200,106.540, 0:(128x6x6x256) 1:(4)->(128x256x6x6),GPU-0,88578.947,0.000,88578.947,1.00,88578.94736842105,0.0,88578.94736842105,0.061244,0.000000,0.061235,98.330244,0.000000,98.315674,1.000000,0,1.000000,0.131273,0.000000,0.131273,97.751339,0.000000,97.751339,9437200.000000,0,9437200.000000,0.021929,0.000000,0.021929,tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad-2-TransposeNHWCToNCHW-LayoutOptimizer,5000,0.2614229192779907,2.509939690363833,1766,88619,86853,90385,87000.0,88000.0,90000.0,87000;86000;91000;91000;88000;90000;91000;89000;92000;93000,76712192,76713192,76800192,76804192,530319192;530320192;530406192;530409192;857901192;857901192;857992192;857995192;1185314192;1185315192;1185406192;1185408192;1512252192;1512252192;1512340192;1512343192;1838471192;1838472192;1838562192;1838565192;2165770192;2165771192;2165862192;2165864192;2492868192;2492869192;2492958192;2492961192;2873461192;2873461192;2873553192;2873555192;3201037192;3201037192;3201130192;3201133192;3527985192;3527985192;3528073192;3528075192;3856320192;3856321192;3856409192;3856411192;4184827192;4184827192;4184917192;4184920192;4512362192;4512362192;4512453192;4512456192;4841218192;4841218192;4841306192;4841309192;5168870192;5168871192;5168961192;5168964192;5495363192;5495363192;5495453192;5495456192;5819848192;5819848192;5819936192;5819939192;6145246192;6145247192;6145335192;6145338192;6471118192;6471118192;6471207192;6471210192
68,Transpose,0.000,59.667,87868.421,52428.889,1,0.000,9437200,107.401, 0:(128x256x6x6) 1:(4)->(128x6x6x256),GPU-0,87868.421,0.000,87868.421,1.00,87868.42105263157,0.0,87868.42105263157,0.060752,0.000000,0.060743,98.390997,0.000000,98.376418,1.000000,0,1.000000,0.131273,0.000000,0.131273,97.882612,0.000000,97.882612,9437200.000000,0,9437200.000000,0.021462,0.000000,0.021462,tower_0/v/cg/mpool2/MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer,3000,-0.16020939188605762,1.4830395554787654,3167,87857,84690,91024,84250.0,89000.0,90750.0,86000;85000;92000;92000;90000;90000;92000;91000;91000;91000,53071192,53072192,53158192,53160192,506504192;506505192;506590192;506592192;832897192;832898192;832990192;832993192;1160644192;1160644192;1160736192;1160738192;1487760192;1487761192;1487851192;1487853192;1813926192;1813927192;1814017192;1814019192;2141122192;2141122192;2141214192;2141216192;2468212192;2468212192;2468303192;2468306192;2847599192;2847599192;2847690192;2847692192;3176354192;3176355192;3176446192;3176448192;3503612192;3503613192;3503702192;3503704192;3831792192;3831792192;3831882192;3831884192;4159169192;4159170192;4159259192;4159261192;4487713192;4487714192;4487804192;4487806192;4816847192;4816848192;4816938192;4816941192;5144026192;5144026192;5144119192;5144121192;5471210192;5471210192;5471299192;5471301192;5796200192;5796201192;5796285192;5796287192;6121557192;6121557192;6121642192;6121644192;6447377192;6447378192;6447462192;6447464192
69,AddN,0.268,76.184,77421.053,58982.400,884736,11.428,10616832,137.131, 0:(3x3x384x256) 1:(3x3x384x256)->(3x3x384x256) -N i: 2 -t f32,GPU-0,77421.053,0.000,77421.053,1.00,77421.05263157895,0.0,77421.05263157895,0.053529,0.000000,0.053521,98.444526,0.000000,98.429939,884736.000000,0,884736.000000,0.147682,0.000000,0.147682,97.620066,0.000000,97.620066,10616832.000000,0,10616832.000000,0.010071,0.050702,0.010071,tower_0/v/gradients/AddN_7,3000,0.5965621288937774,4.739364878101121,737,77429,76691,78166,77000.0,77000.0,78000.0,78000;77000;78000;77000;78000;78000;78000;77000;78000;76000,91234192,91234192,91312192,91315192,544817192;544818192;544895192;544897192;872818192;872818192;872896192;872898192;1200034192;1200035192;1200112192;1200114192;1526865192;1526866192;1526944192;1526946192;1853183192;1853183192;1853261192;1853263192;2180486192;2180486192;2180564192;2180566192;2507574192;2507575192;2507652192;2507655192;2888214192;2888214192;2888292192;2888294192;3215761192;3215762192;3215838192;3215841192;3542506192;3542506192;3542584192;3542587192;3870962192;3870962192;3871039192;3871043192;4199498192;4199498192;4199576192;4199579192;4527106192;4527106192;4527184192;4527187192;4855757192;4855757192;4855834192;4855837192;5183731192;5183732192;5183809192;5183812192;5509783192;5509784192;5509860192;5509863192;5834456192;5834456192;5834534192;5834536192;6159820192;6159820192;6159897192;6159900192;6485933192;6485934192;6486012192;6486015192
70,Mul,0.416,78.976,74684.211,58982.422,1327104,17.770,10616836,142.156, 0:(3x3x384x384) 1:(1)->(3x3x384x384) -t f32,GPU-0,74684.211,0.000,74684.211,1.00,74684.21052631579,0.0,74684.21052631579,0.051637,0.000000,0.051629,98.496163,0.000000,98.481568,1327104.000000,0,1327104.000000,0.147682,0.000000,0.147682,97.324702,0.000000,97.324702,10616836.000000,0,10616836.000000,0.008273,0.048833,0.008273,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_6_grad/mul,2000,0.16512381481541416,2.3114755706204093,596,74714,74118,75310,74000.0,75000.0,75000.0,75000;76000;76000;75000;75000;75000;75000;75000;75000;75000,8015192,8015192,8090192,8092192,463231192;463231192;463307192;463309192;786151192;786151192;786227192;786229192;1114819192;1114819192;1114894192;1114897192;1442400192;1442400192;1442475192;1442477192;1768833192;1768833192;1768908192;1768910192;2095573192;2095573192;2095648192;2095651192;2422536192;2422536192;2422611192;2422613192;2801981192;2801981192;2802056192;2802058192;3130627192;3130628192;3130703192;3130705192;3458534192;3458534192;3458609192;3458611192;3786490192;3786490192;3786565192;3786567192;4113755192;4113755192;4113830192;4113832192;4442188192;4442188192;4442263192;4442265192;4771481192;4771482192;4771557192;4771559192;5098015192;5098016192;5098090192;5098092192;5426400192;5426401192;5426476192;5426478192;5752917192;5752918192;5752992192;5752994192;6077937192;6077937192;6078012192;6078014192;6403945192;6403946192;6404020192;6404022192
71,ApplyGradientDescent,0.000,79.876,73842.105,58982.422,1,0.000,10616836,143.778, 0:(3x3x384x256) 1:(1) 2:(3x3x384x256)->(3x3x384x256) -t f32 -use_locking 0,GPU-0,73842.105,0.000,73842.105,1.00,73842.1052631579,0.0,73842.1052631579,0.051055,0.000000,0.051047,98.547217,0.000000,98.532615,1.000000,0,1.000000,0.147682,0.000000,0.147682,97.472384,0.000000,97.472384,10616836.000000,0,10616836.000000,0.007720,0.000000,0.007720,append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent,4000,-0.03212750350968923,2.8345244525031177,566,73857,73291,74423,74000.0,74000.0,74000.0,74000;75000;73000;74000;74000;73000;74000;74000;73000;74000,109419192,109420192,109494192,109497192,563147192;563148192;563223192;563226192;890634192;890635192;890708192;890711192;1218385192;1218385192;1218459192;1218462192;1545152192;1545153192;1545227192;1545230192;1871579192;1871580192;1871653192;1871656192;2198912192;2198913192;2198987192;2198990192;2526005192;2526006192;2526080192;2526084192;2906008192;2906009192;2906082192;2906086192;3234110192;3234111192;3234185192;3234189192;3561387192;3561388192;3561463192;3561466192;3889305192;3889305192;3889379192;3889383192;4217834192;4217835192;4217908192;4217911192;4545535192;4545536192;4545610192;4545613192;4873939192;4873939192;4874013192;4874017192;5202479192;5202480192;5202554192;5202557192;5527840192;5527841192;5527915192;5527918192;5853016192;5853016192;5853091192;5853094192;6178121192;6178122192;6178196192;6178201192;6504879192;6504880192;6504954192;6504958192
72,L2Loss,1.517,47.994,61447.368,29491.222,3981311,64.792,5308420,86.390, 0:(3x3x384x384)->(1) -t f32,GPU-0,61447.368,0.000,61447.368,1.00,61447.36842105264,0.0,61447.36842105264,0.042485,0.000000,0.042479,98.589702,0.000000,98.575094,3981311.000000,0,3981311.000000,0.073841,0.000000,0.073841,98.801522,0.000000,98.801522,5308420.000000,0,5308420.000000,0.019967,0.039710,0.019967,tower_0/v/l2_loss/L2Loss_6,3000,-0.22513426903938513,2.5447616058141986,668,61429,60761,62096,61000.0,61000.0,62000.0,61000;62000;61000;62000;62000;61000;62000;62000;61000;62000,7949192,7950192,8011192,8013192,463166192;463166192;463228192;463230192;786086192;786087192;786148192;786150192;1114754192;1114754192;1114816192;1114818192;1442335192;1442335192;1442397192;1442399192;1768768192;1768768192;1768829192;1768831192;2095508192;2095508192;2095570192;2095572192;2422471192;2422471192;2422533192;2422535192;2801916192;2801917192;2801978192;2801980192;3130562192;3130562192;3130624192;3130626192;3458469192;3458469192;3458531192;3458532192;3786425192;3786425192;3786487192;3786488192;4113689192;4113689192;4113752192;4113753192;4442124192;4442124192;4442185192;4442187192;4771417192;4771418192;4771478192;4771480192;5097950192;5097950192;5098012192;5098014192;5426336192;5426336192;5426397192;5426399192;5752852192;5752852192;5752914192;5752915192;6077873192;6077873192;6077934192;6077936192;6403881192;6403881192;6403942192;6403944192
73,ApplyGradientDescent,0.000,72.928,60657.895,44236.822,1,0.000,7962628,131.271, 0:(3x3x192x384) 1:(1) 2:(3x3x192x384)->(3x3x192x384) -t f32 -use_locking 0,GPU-0,60657.895,0.000,60657.895,1.00,60657.89473684211,0.0,60657.89473684211,0.041939,0.000000,0.041933,98.631641,0.000000,98.617026,1.000000,0,1.000000,0.110761,0.000000,0.110761,97.993374,0.000000,97.993373,7962628.000000,0,7962628.000000,0.009255,0.000000,0.009255,append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent,3000,-0.1820318956399092,2.008115010710163,526,60667,60141,61192,60000.0,61000.0,61000.0,60000;61000;61000;60000;61000;61000;60000;61000;61000;60000,124431192,124432192,124492192,124494192,577966192;577966192;578027192;578030192;905395192;905395192;905456192;905459192;1233140192;1233140192;1233200192;1233203192;1559981192;1559981192;1560042192;1560045192;1886537192;1886537192;1886598192;1886600192;2213872192;2213873192;2213933192;2213936192;2540974192;2540975192;2541036192;2541039192;2920761192;2920761192;2920822192;2920825192;3248801192;3248802192;3248862192;3248865192;3576484192;3576484192;3576545192;3576547192;3904189192;3904190192;3904250192;3904253192;4232708192;4232709192;4232769192;4232772192;4560472192;4560473192;4560534192;4560537192;4888741192;4888741192;4888802192;4888805192;5217568192;5217569192;5217630192;5217632192;5542644192;5542644192;5542705192;5542708192;5868045192;5868046192;5868107192;5868110192;6193003192;6193003192;6193064192;6193067192;6520174192;6520174192;6520236192;6520239192
74,AddN,0.257,73.214,60421.053,44236.800,663552,10.982,7962624,131.786, 0:(3x3x192x384) 1:(3x3x192x384)->(3x3x192x384) -N i: 2 -t f32,GPU-0,60421.053,0.000,60421.053,1.00,60421.052631578954,0.0,60421.052631578954,0.041775,0.000000,0.041769,98.673416,0.000000,98.658796,663552.000000,0,663552.000000,0.110761,0.000000,0.110761,98.104135,0.000000,98.104135,7962624.000000,0,7962624.000000,0.009100,0.039573,0.009100,tower_0/v/gradients/AddN_11,4000,0.278426922097029,1.0323601662887396,501,60429,59928,60929,60000.0,60000.0,61000.0,61000;60000;60000;61000;60000;60000;61000;61000;61000;61000,122953192,122954192,123015192,123018192,576483192;576484192;576544192;576547192;903916192;903916192;903976192;903979192;1231667192;1231667192;1231728192;1231731192;1558506192;1558507192;1558567192;1558570192;1885060192;1885060192;1885120192;1885123192;2212390192;2212390192;2212451192;2212454192;2539500192;2539500192;2539561192;2539564192;2919284192;2919284192;2919345192;2919348192;3247320192;3247320192;3247381192;3247384192;3575007192;3575007192;3575068192;3575071192;3902709192;3902709192;3902770192;3902773192;4231234192;4231235192;4231296192;4231299192;4558994192;4558994192;4559054192;4559058192;4887264192;4887264192;4887325192;4887329192;5216087192;5216087192;5216148192;5216151192;5541171192;5541172192;5541232192;5541235192;5866567192;5866567192;5866628192;5866631192;6191521192;6191522192;6191582192;6191585192;6518686192;6518686192;6518747192;6518750192
75,Mul,0.234,66.643,52447.368,34952.533,524288,9.996,6291456,119.958, 0:(128x4096) 1:(128x4096)->(128x4096) -t f32,GPU-0,52447.368,0.000,52447.368,1.00,52447.36842105264,0.0,52447.36842105264,0.036262,0.000000,0.036257,98.709679,0.000000,98.695052,524288.000000,0,524288.000000,0.087515,0.000000,0.087515,98.290105,0.000000,98.290105,6291456.000000,0,6291456.000000,0.010281,0.034359,0.010281,tower_0/v/cg/dropout0/dropout/dropout/mul,3000,1.8429244004395173,7.41986904387082,993,52548,51555,53540,52000.0,52000.0,53000.0,53000;53000;52000;53000;52000;52000;53000;54000;56000;53000,56260192,56260192,56313192,56316192,509673192;509673192;509726192;509730192;836392192;836393192;836445192;836449192;1164065192;1164065192;1164118192;1164122192;1491145192;1491145192;1491197192;1491201192;1817311192;1817311192;1817363192;1817367192;2144557192;2144558192;2144611192;2144615192;2471640192;2471640192;2471694192;2471698192;2851187192;2851188192;2851244192;2851249192;3179814192;3179814192;3179867192;3179871192;3506962192;3506962192;3507015192;3507019192;3835186192;3835186192;3835239192;3835243192;4162562192;4162562192;4162614192;4162618192;4491130192;4491131192;4491183192;4491187192;4820198192;4820198192;4820250192;4820254192;5147495192;5147495192;5147548192;5147551192;5474527192;5474528192;5474579192;5474583192;5799323192;5799323192;5799376192;5799380192;6124693192;6124694192;6124746192;6124750192;6450501192;6450501192;6450554192;6450558192
76,Mul,0.402,76.236,51578.947,39321.622,884736,17.153,7077892,137.224, 0:(3x3x384x256) 1:(1)->(3x3x384x256) -t f32,GPU-0,51578.947,0.000,51578.947,1.00,51578.947368421046,0.0,51578.947368421046,0.035662,0.000000,0.035657,98.745341,0.000000,98.730709,884736.000000,0,884736.000000,0.098455,0.000000,0.098455,98.202590,0.000000,98.202589,7077892.000000,0,7077892.000000,0.006691,0.033730,0.006691,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_8_grad/mul,2000,2.0496241788165466,9.755875432620645,979,51667,50687,52646,51000.0,51500.0,52000.0,53000;52000;51000;52000;51000;53000;52000;52000;52000;51000,8265192,8265192,8318192,8320192,463394192;463394192;463446192;463448192;786315192;786316192;786367192;786369192;1114981192;1114982192;1115034192;1115036192;1442561192;1442562192;1442613192;1442615192;1768994192;1768994192;1769047192;1769049192;2095734192;2095734192;2095786192;2095788192;2422697192;2422697192;2422749192;2422751192;2802144192;2802144192;2802196192;2802198192;3130789192;3130790192;3130841192;3130843192;3458695192;3458695192;3458746192;3458748192;3786651192;3786651192;3786704192;3786706192;4113916192;4113916192;4113968192;4113970192;4442350192;4442351192;4442402192;4442405192;4771643192;4771644192;4771695192;4771697192;5098176192;5098177192;5098228192;5098231192;5426562192;5426562192;5426613192;5426615192;5753076192;5753076192;5753127192;5753130192;6078097192;6078097192;6078149192;6078152192;6404105192;6404106192;6404157192;6404159192
