v/cg/conv0/biases/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(64)'], ['(64)', ' -t f32'], 200, 700, 1000, [1552507291911826000, 1552507291911826200, 1552507291911826700, 1552507291911827000], 1]}
tower_0/v/l2_loss/L2Loss	L2Loss	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(11x11x3x64)'], ['(1)', ' -t f32'], 1000, 34000, 36000, [1552507291918492000, 1552507291918493000, 1552507291918526000, 1552507291918528000], 1]}
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_5_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(384)', ' 1:', '(1)'], ['(384)', ' -t f32'], 0, 10000, 12000, [1552507291918776000, 1552507291918776000, 1552507291918786000, 1552507291918788000], 1]}
_retval_inc_global_step/AssignAdd_0_1	_Retval	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:', '(1)'], ['(none)'], 0, 1000, 2000, [1552507292057707000, 1552507292057707000, 1552507292057708000, 1552507292057709000], 1]}
ConstantFolding/tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/ShapeN-matshapes-1	ShapeN-matshapes-1	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(11x11x3x64)', ' 1:', '(128x227x227x3)'], ['(4)'], 0, 1000, 2000, [1552507291918546000, 1552507291918546000, 1552507291918547000, 1552507291918548000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(9216x4096)', ' 1:', '(1)', ' 2:', '(9216x4096)'], ['(9216x4096)', ' -t f32 -use_locking 0'], 0, 2882000, 2885000, [1552507291984665000, 1552507291984665000, 1552507291987547000, 1552507291987550000], 1]}
inc_global_step/AssignAdd	AssignAdd	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(1)', ' -t i64 -use_locking 0'], 0, 4000, 5000, [1552507292057700000, 1552507292057700000, 1552507292057704000, 1552507292057705000], 1]}
v/cg/conv3/conv2d/kernel/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)'], ['(3x3x384x384)', ' -t f32'], 200, 700, 2000, [1552507291911840000, 1552507291911840200, 1552507291911840700, 1552507291911842000], 1]}
tower_0/v/gradients/tower_0/v/cg/affine1/affine1_grad/ReluGrad	ReluGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(128x4096)'], ['(128x4096)', ' -t f32'], 0, 52000, 55000, [1552507291970884000, 1552507291970884000, 1552507291970936000, 1552507291970939000], 1]}
tower_0/v/gradients/AddN_15	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(11x11x3x64)', ' 1:', '(11x11x3x64)'], ['(11x11x3x64)', ' -N i: 2 -t f32'], 0, 11000, 14000, [1552507292057558000, 1552507292057558000, 1552507292057569000, 1552507292057572000], 1]}
tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad-2-TransposeNHWCToNCHW-LayoutOptimizer	Transpose	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x6x6x256)', ' 1:', '(4)'], ['(128x256x6x6)'], 1000, 88000, 92000, [1552507291987552000, 1552507291987553000, 1552507291987640000, 1552507291987644000], 1]}
tower_0/v/l2_loss/L2Loss_6	L2Loss	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)'], ['(1)', ' -t f32'], 1000, 62000, 64000, [1552507291918789000, 1552507291918790000, 1552507291918851000, 1552507291918853000], 1]}
tower_0/v/cg/conv3/BiasAdd	BiasAdd	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x384x13x13)', ' 1:', '(384)'], ['(128x384x13x13)', ' -t f32 -data_format NHWC'], 1000, 542000, 544000, [1552507291955930000, 1552507291955931000, 1552507291956472000, 1552507291956474000], 1]}
tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b_grad/BiasAddGrad	BiasAddGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)'], ['(4096)', ' -t f32 -data_format NHWC'], 0, 36000, 39000, [1552507291976300000, 1552507291976300000, 1552507291976336000, 1552507291976339000], 1]}
tower_0/v/gpu_cached_inputs	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(128x227x227x3)', ' -t f32'], 0, 2000, 3000, [1552507291911637000, 1552507291911637000, 1552507291911639000, 1552507291911640000], 1]}
tower_0/v/l2_loss/L2Loss_1	L2Loss	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(64)'], ['(1)', ' -t f32'], 1000, 11000, 12000, [1552507291918549000, 1552507291918550000, 1552507291918560000, 1552507291918561000], 1]}
tower_0/v/gradients/AddN_7	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x256)', ' 1:', '(3x3x384x256)'], ['(3x3x384x256)', ' -N i: 2 -t f32'], 0, 78000, 81000, [1552507292002074000, 1552507292002074000, 1552507292002152000, 1552507292002155000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv1/Relu_grad/ReluGrad	ReluGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x192x27x27)', ' 1:', '(128x192x27x27)'], ['(128x192x27x27)', ' -t f32'], 0, 1390000, 1393000, [1552507292033860000, 1552507292033860000, 1552507292035250000, 1552507292035253000], 1]}
tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b/MatMul_grad/MatMul_1	MatMul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x9216)', ' 1:', '(128x4096)'], ['(9216x4096)', ' -t f32 -tr_a 1 -tr_b 0'], 1000, 2667000, 2670000, [1552507291976340000, 1552507291976341000, 1552507291979007000, 1552507291979010000], 1]}
average_loss/Mean	Mean	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(1)', ' -t f32 -Tidx i32 -keep_dims b: 0'], 0, 2000, 4000, [1552507291976295000, 1552507291976295000, 1552507291976297000, 1552507291976299000], 1]}
tower_0/v/cg/dropout0_1/dropout/dropout/random_uniform/mul	Snapshot	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)'], ['(128x4096)', ' -t f32'], 0, 2000, 3000, [1552507291912259000, 1552507291912259000, 1552507291912261000, 1552507291912262000], 1]}
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/value	Select	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)', ' 2:', '(1)'], ['(1)', ' -t f32'], 1000, 15000, 16000, [1552507291970519000, 1552507291970520000, 1552507291970534000, 1552507291970535000], 1]}
tower_0/v/cg/affine1/xw_plus_b/MatMul	MatMul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(4096x4096)'], ['(128x4096)', ' -t f32 -tr_a 0 -tr_b 0'], 0, 1323000, 1326000, [1552507291967158000, 1552507291967158000, 1552507291968481000, 1552507291968484000], 1]}
