Node	Time
0.008306688	GPU-0	ReluGrad	128x384x13x13 	128x384x13x13	128x384x13x13	0.6ms 0TOps 150GBs
0.000524288	GPU-0	Mul	128x4096 	128x4096	128x4096	0.1ms 0TOps 120GBs
1e-09	GPU-0	ApplyGradientDescent	384 -use_locking 0	384	1 384	0.0ms 0TOps 0GBs
0.050331647	GPU-0	L2Loss	1 	4096x4096	-	0.4ms 0TOps 150GBs
6.9695e-05	GPU-0	L2Loss	1 	11x11x3x64	-	0.0ms 0TOps 0GBs
0.000128128	GPU-0	Mul	128x1001 	128	128x1001	0.0ms 0TOps 60GBs
0.000884736	GPU-0	Mul	3x3x384x256 	3x3x384x256	1	0.1ms 0TOps 140GBs
1e-09	GPU-0	Const	1 i32	none	-	0.0ms 0TOps 0GBs
0.000127127	GPU-0	BiasAddGrad	1001 	128x1001	-	0.0ms 0TOps 20GBs
1e-09	GPU-0	Identity	4096 	4096	-	0.0ms 0TOps 0GBs
0.024780736	GPU-0	BiasAddGrad	64 	128x64x55x55	-	0.7ms 0TOps 150GBs
0.000524288	GPU-0	BiasAdd	128x4096 	128x4096	4096	0.0ms 0TOps 100GBs
1e-09	GPU-0	Transpose	128x6x6x256 	128x256x6x6	4	0.1ms 0TOps 110GBs
0.0247808	GPU-0	BiasAdd	128x64x55x55 	128x64x55x55	64	1.6ms 0TOps 120GBs
1.049624576	GPU-0	MatMul	128x1001 	128x4096	4096x1001	0.4ms 3TOps 50GBs
1e-09	GPU-0	Const	1 	none	-	0.0ms 0TOps 0GBs
1.151e-06	GPU-0	L2Loss	1 	384	-	0.0ms 0TOps 0GBs
0.000524288	GPU-0	ReluGrad	128x4096 	128x4096	128x4096	0.1ms 0TOps 120GBs
1e-09	GPU-0	Identity	192 	192	-	0.0ms 0TOps 0GBs
2.3232e-05	GPU-0	AddN	11x11x3x64 -N i: 2 	11x11x3x64	11x11x3x64	0.0ms 0TOps 30GBs
1e-09	GPU-0	Const	1 i32	none	-	0.0ms 0TOps 0GBs
0.001327104	GPU-0	AddN	3x3x384x384 -N i: 2 	3x3x384x384	3x3x384x384	0.1ms 0TOps 140GBs
1e-09	GPU-0	VariableV2	4096x1001 	none	-	0.0ms 0TOps 0GBs
0.000524288	GPU-0	Mul	128x4096 	1	128x4096	0.0ms 0TOps 110GBs
0.017915904	GPU-0	ReluGrad	128x192x27x27 	128x192x27x27	128x192x27x27	1.4ms 0TOps 150GBs
9.663676416	GPU-0	MatMul	9216x4096 A'	128x9216	128x4096	2.8ms 3TOps 60GBs
0.0247808	GPU-0	Relu	128x64x55x55 	128x64x55x55	-	1.3ms 0TOps 150GBs
0.05971968	GPU-0	MaxPoolGrad	128x64x55x55 ksize1331  str1221	128x64x55x55	128x64x27x27 128x64x27x27	2.1ms 0TOps 100GBs
3.84e-07	GPU-0	AddN	384 -N i: 2 	384	384	0.0ms 0TOps 0GBs
1e-09	GPU-0	ApplyGradientDescent	3x3x384x256 -use_locking 0	3x3x384x256	1 3x3x384x256	0.1ms 0TOps 140GBs
0.000524288	GPU-0	Add	128x4096 	1	128x4096	0.0ms 0TOps 100GBs
1e-09	GPU-0	VariableV2	256 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	4 	none	-	0.0ms 0TOps 0GBs
6.4e-08	GPU-0	AddN	64 -N i: 2 	64	64	0.0ms 0TOps 0GBs
17.9908608	GPU-0	Conv2D	128x64x55x55 str1441 lib	128x3x227x227	11x11x3x64	6.5ms 3TOps 30GBs
1e-09	GPU-0	Select	1 	1	1 1	0.0ms 0TOps 0GBs
1e-09	GPU-0	Mul	1 	1	1	0.0ms 0TOps 0GBs
1e-09	GPU-0	VariableV2	128x227x227x3 	none	-	0.0ms 0TOps 0GBs
0.000663552	GPU-0	Mul	3x3x192x384 	3x3x192x384	1	0.0ms 0TOps 130GBs
1e-09	GPU-0	VariableV2	9216x4096 	none	-	0.0ms 0TOps 0GBs
9.663676416	GPU-0	MatMul	128x9216 B'	128x4096	9216x4096	2.8ms 3TOps 60GBs
2.56e-07	GPU-0	Mul	256 	256	1	0.0ms 0TOps 0GBs
1.92e-07	GPU-0	AddN	192 -N i: 2 	192	192	0.0ms 0TOps 0GBs
0.000524288	GPU-0	Relu	128x4096 	128x4096	-	0.0ms 0TOps 110GBs
1e-09	CPU-0	Identity	1 	none	-	0.0ms 0TOps 0GBs
0.000524288	GPU-0	BiasAdd	128x4096 	128x4096	4096	0.0ms 0TOps 110GBs
1e-09	GPU-0	Const	1 	none	-	0.0ms 0TOps 0GBs
0.04153344	GPU-0	MaxPoolGrad	128x192x27x27 ksize1331  str1221	128x192x27x27	128x192x13x13 128x192x13x13	1.3ms 0TOps 130GBs
1e-09	GPU-0	Const	2 i32	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	RandomUniformInt	128 i32 -Tout i32 -seed i: 123 -seed2 i: 16	1	1 1	0.1ms 0TOps 0GBs
3.84e-07	GPU-0	Mul	384 	384	1	0.0ms 0TOps 0GBs
4.096e-06	GPU-0	AddN	4096 -N i: 2 	4096	4096	0.0ms 0TOps 0GBs
57.415827456	GPU-0	Conv2DBackpropInput	128x384x13x13 same_pad lib	3x3x384x384	128x384x13x13	9.1ms 6TOps 10GBs
1e-09	GPU-0	Mean	1 -Tidx i32 -keep_dims b: 0	1	1	0.0ms 0TOps 0GBs
0.0003072	GPU-0	AddN	5x5x64x192 -N i: 2 	5x5x64x192	5x5x64x192	0.0ms 0TOps 110GBs
38.277218304	GPU-0	Conv2D	128x256x13x13 same_pad lib	128x384x13x13	3x3x384x256	6.2ms 6TOps 10GBs
0.003981311	GPU-0	L2Loss	1 	3x3x384x384	-	0.1ms 0TOps 90GBs
0.005537792	GPU-0	ReluGrad	128x256x13x13 	128x256x13x13	128x256x13x13	0.4ms 0TOps 150GBs
1e-09	GPU-0	Identity	4096x1001 	4096x1001	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Identity	4096 	4096	-	0.0ms 0TOps 0GBs
3.002e-06	GPU-0	L2Loss	1 	1001	-	0.0ms 0TOps 0GBs
1.27e-07	GPU-0	Sum	1 -Tidx i32 -keep_dims b: 0	128	1	0.0ms 0TOps 0GBs
1e-09	GPU-0	ApplyGradientDescent	11x11x3x64 -use_locking 0	11x11x3x64	1 11x11x3x64	0.0ms 0TOps 30GBs
1e-09	GPU-0	VariableV2	5x5x64x192 	none	-	0.0ms 0TOps 0GBs
0.005537536	GPU-0	BiasAddGrad	256 	128x256x13x13	-	0.2ms 0TOps 120GBs
1e-09	GPU-0	Transpose	128x3x227x227 	128x227x227x3	4	1.9ms 0TOps 90GBs
1e-09	GPU-0	Const	4 	none	-	0.0ms 0TOps 0GBs
1e-09	CPU-0	_Retval	none 	1	-	0.0ms 0TOps 0GBs
2.3232e-05	GPU-0	Mul	11x11x3x64 	11x11x3x64	1	0.0ms 0TOps 20GBs
0.002654207	GPU-0	L2Loss	1 	3x3x384x256	-	0.1ms 0TOps 70GBs
1e-09	GPU-0	ApplyGradientDescent	4096 -use_locking 0	4096	1 4096	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	1 i32	none	-	0.0ms 0TOps 0GBs
0.000524288	GPU-0	Mul	128x4096 	128x4096	128x4096	0.1ms 0TOps 120GBs
1e-09	GPU-0	Identity	1001 	1001	-	0.0ms 0TOps 0GBs
0.017915712	GPU-0	BiasAddGrad	192 	128x192x27x27	-	0.5ms 0TOps 150GBs
1e-09	GPU-0	Const	1 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	RandomUniform	128x4096 i32 -t  -seed i: 123 -seed2 i: 172	2	-	0.0ms 0TOps 70GBs
1e-09	GPU-0	Identity	64 	64	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	NoOp	none 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	VariableV2	3x3x192x384 	none	-	0.0ms 0TOps 0GBs
0.000524288	GPU-0	Mul	128x4096 	128x4096	128x4096	0.1ms 0TOps 120GBs
1e-09	GPU-0	NoOp	none 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	ApplyGradientDescent	3x3x192x384 -use_locking 0	3x3x192x384	1 3x3x192x384	0.1ms 0TOps 130GBs
1e-09	GPU-0	Identity	256 	256	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	1 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	4 	none	-	0.0ms 0TOps 0GBs
0.008306688	GPU-0	BiasAdd	128x384x13x13 	128x384x13x13	384	0.6ms 0TOps 120GBs
1.049624576	GPU-0	MatMul	128x4096 B'	128x1001	4096x1001	0.4ms 3TOps 50GBs
0.000524288	GPU-0	Mul	128x4096 	1	128x4096	0.0ms 0TOps 100GBs
0.008306304	GPU-0	BiasAddGrad	384 	128x384x13x13	-	0.3ms 0TOps 130GBs
0.012300287	GPU-0	L2Loss	1 	4096x1001	-	0.1ms 0TOps 120GBs
3.84e-07	GPU-0	AddN	384 -N i: 2 	384	384	0.0ms 0TOps 0GBs
1e-09	GPU-0	VariableV2	64 	none	-	0.0ms 0TOps 0GBs
0.000884736	GPU-0	AddN	3x3x384x256 -N i: 2 	3x3x384x256	3x3x384x256	0.1ms 0TOps 140GBs
0.000524288	GPU-0	ReluGrad	128x4096 	128x4096	128x4096	0.1ms 0TOps 120GBs
0.004100096	GPU-0	AddN	4096x1001 -N i: 2 	4096x1001	4096x1001	0.3ms 0TOps 150GBs
1e-09	GPU-0	Identity	5x5x64x192 	5x5x64x192	-	0.0ms 0TOps 0GBs
3.84e-07	GPU-0	Mul	384 	384	1	0.0ms 0TOps 0GBs
0.0247808	GPU-0	ReluGrad	128x64x55x55 	128x64x55x55	128x64x55x55	1.9ms 0TOps 150GBs
0.016777216	GPU-0	AddN	4096x4096 -N i: 2 	4096x4096	4096x4096	1.3ms 0TOps 160GBs
1e-09	CPU-0	VariableV2	1 i64	none	-	0.0ms 0TOps 0GBs
0.005537792	GPU-0	Relu	128x256x13x13 	128x256x13x13	-	0.3ms 0TOps 150GBs
1e-09	GPU-0	ApplyGradientDescent	4096 -use_locking 0	4096	1 4096	0.0ms 0TOps 0GBs
0.037748736	GPU-0	AddN	9216x4096 -N i: 2 	9216x4096	9216x4096	2.9ms 0TOps 160GBs
1.049624576	GPU-0	MatMul	4096x1001 A'	128x4096	128x1001	0.3ms 3TOps 60GBs
57.3308928	GPU-0	Conv2DBackpropFilter	5x5x64x192 same_pad lib	128x64x27x27	128x192x27x27	5.1ms 11TOps 20GBs
4.294967296	GPU-0	MatMul	128x4096 	128x4096	4096x4096	1.4ms 3TOps 50GBs
9.663676416	GPU-0	MatMul	128x4096 	128x9216	9216x4096	3.0ms 3TOps 50GBs
1e-09	GPU-0	Transpose	128x256x6x6 	128x6x6x256	4	0.1ms 0TOps 110GBs
1e-09	GPU-0	Const	2 i32	none	-	0.0ms 0TOps 0GBs
4.294967296	GPU-0	MatMul	128x4096 B'	128x4096	4096x4096	1.4ms 3TOps 50GBs
0.017915904	GPU-0	Relu	128x192x27x27 	128x192x27x27	-	1.5ms 0TOps 90GBs
1.2287e-05	GPU-0	L2Loss	1 	4096	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	RandomUniform	128x4096 i32 -t  -seed i: 123 -seed2 i: 144	2	-	0.0ms 0TOps 80GBs
0.004100096	GPU-0	Mul	4096x1001 	4096x1001	1	0.2ms 0TOps 150GBs
57.415827456	GPU-0	Conv2DBackpropFilter	3x3x384x384 same_pad lib	128x384x13x13	128x384x13x13	8.8ms 7TOps 10GBs
4.096e-06	GPU-0	Mul	4096 	4096	1	0.0ms 0TOps 0GBs
1e-09	GPU-0	VariableV2	3x3x384x384 	none	-	0.0ms 0TOps 0GBs
57.3308928	GPU-0	Conv2DBackpropInput	128x64x27x27 same_pad lib	5x5x64x192	128x192x27x27	4.5ms 13TOps 20GBs
1e-09	GPU-0	Add	1 	1	1	0.0ms 0TOps 0GBs
1e-09	GPU-0	Identity	3x3x384x256 	3x3x384x256	-	0.0ms 0TOps 0GBs
0.000524288	GPU-0	Mul	128x4096 	128x4096	128x4096	0.1ms 0TOps 120GBs
0.000921599	GPU-0	L2Loss	1 	5x5x64x192	-	0.0ms 0TOps 40GBs
1e-09	GPU-0	ApplyGradientDescent	9216x4096 -use_locking 0	9216x4096	1 9216x4096	2.9ms 0TOps 160GBs
7.67e-07	GPU-0	L2Loss	1 	256	-	0.0ms 0TOps 0GBs
38.277218304	GPU-0	Conv2DBackpropInput	128x384x13x13 same_pad lib	3x3x384x256	128x256x13x13	6.3ms 6TOps 10GBs
2.56e-07	GPU-0	AddN	256 -N i: 2 	256	256	0.0ms 0TOps 0GBs
1e-09	GPU-0	VariableV2	4096 	none	-	0.0ms 0TOps 0GBs
0.010616832	GPU-0	MaxPool	128x256x6x6 ksize1331  str1221	128x256x13x13	-	0.3ms 0TOps 90GBs
1e-09	GPU-0	ApplyGradientDescent	4096x1001 -use_locking 0	4096x1001	1 4096x1001	0.3ms 0TOps 150GBs
1.001e-06	GPU-0	AddN	1001 -N i: 2 	1001	1001	0.0ms 0TOps 0GBs
1e-09	GPU-0	Identity	11x11x3x64 	11x11x3x64	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	NoOp	none 	none	-	0.0ms 0TOps 0GBs
4.294967296	GPU-0	MatMul	4096x4096 A'	128x4096	128x4096	1.3ms 3TOps 60GBs
1.151e-06	GPU-0	L2Loss	1 	384	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Identity	384 	384	-	0.0ms 0TOps 0GBs
1e-09	CPU-0	Const	1 i64	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Identity	4096x4096 	4096x4096	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	VariableV2	384 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	4 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	ApplyGradientDescent	5x5x64x192 -use_locking 0	5x5x64x192	1 5x5x64x192	0.0ms 0TOps 110GBs
1e-09	GPU-0	ApplyGradientDescent	3x3x384x384 -use_locking 0	3x3x384x384	1 3x3x384x384	0.1ms 0TOps 150GBs
0.000663552	GPU-0	AddN	3x3x192x384 -N i: 2 	3x3x192x384	3x3x192x384	0.1ms 0TOps 130GBs
0.0003072	GPU-0	Mul	5x5x64x192 	5x5x64x192	1	0.0ms 0TOps 130GBs
1e-09	GPU-0	VariableV2	1001 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	4 i32	none	-	0.0ms 0TOps 0GBs
0.01179648	GPU-0	MaxPoolGrad	128x256x13x13 ksize1331  str1221	128x256x13x13	128x256x6x6 128x256x6x6	0.8ms 0TOps 60GBs
1.2287e-05	GPU-0	L2Loss	1 	4096	-	0.0ms 0TOps 0GBs
4.096e-06	GPU-0	AddN	4096 -N i: 2 	4096	4096	0.0ms 0TOps 0GBs
0.016777216	GPU-0	Mul	4096x4096 	4096x4096	1	0.9ms 0TOps 150GBs
0.037748736	GPU-0	Mul	9216x4096 	9216x4096	1	2.0ms 0TOps 150GBs
1e-09	GPU-0	Identity	9216x4096 	9216x4096	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	VariableV2	384 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	ApplyGradientDescent	4096x4096 -use_locking 0	4096x4096	1 4096x4096	1.3ms 0TOps 160GBs
1e-09	GPU-0	Const	128 -Tdim i32	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	1 i32	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	4 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Const	1 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Identity	128x227x227x3 	128x227x227x3	-	0.0ms 0TOps 0GBs
19.153947648	GPU-0	Conv2DBackpropFilter	11x11x3x64 str1441 lib	128x3x227x227	128x64x55x55	7.1ms 3TOps 30GBs
1e-09	GPU-0	Const	1 	none	-	0.0ms 0TOps 0GBs
28.707913728	GPU-0	Conv2D	128x384x13x13 same_pad lib	128x192x13x13	3x3x192x384	6.1ms 5TOps 10GBs
1e-09	GPU-0	VariableV2	11x11x3x64 	none	-	0.0ms 0TOps 0GBs
0.008306688	GPU-0	ReluGrad	128x384x13x13 	128x384x13x13	128x384x13x13	0.6ms 0TOps 150GBs
1e-09	GPU-0	VariableV2	4096 	none	-	0.0ms 0TOps 0GBs
38.277218304	GPU-0	Conv2DBackpropFilter	3x3x384x256 same_pad lib	128x384x13x13	128x256x13x13	6.1ms 6TOps 10GBs
1e-09	CPU-0	NoOp	none 	none	-	0.0ms 0TOps 0GBs
1e-09	GPU-0	Floor	128x4096 	128x4096	-	0.0ms 0TOps 110GBs
0.008306688	GPU-0	Relu	128x384x13x13 	128x384x13x13	-	0.4ms 0TOps 150GBs
28.707913728	GPU-0	Conv2DBackpropInput	128x192x13x13 same_pad lib	3x3x192x384	128x384x13x13	5.0ms 6TOps 10GBs
1e-09	GPU-0	VariableV2	192 	none	-	0.0ms 0TOps 0GBs
28.707913728	GPU-0	Conv2DBackpropFilter	3x3x192x384 same_pad lib	128x192x13x13	128x384x13x13	5.8ms 5TOps 10GBs
1e-09	GPU-0	ApplyGradientDescent	384 -use_locking 0	384	1 384	0.0ms 0TOps 0GBs
0.008306304	GPU-0	BiasAddGrad	384 	128x384x13x13	-	0.3ms 0TOps 130GBs
