sys1 op optimization potential (100%*op_diff/total_diff),sys1 op is slower than sys2 op by X1%=100%*(sys1-sys2)/sys2,sys2 op is faster than sys1 op by X2%=100%*(sys1-sys2)/sys1,op,device,input tensors -> output tensors,full path,sys1 total time (ns),sys2 total time (ns),sys1-sys2 (ns),abs(sys1-sys2) (ns),sys1/sys2,(1+abs(1-sys1/sys2))*abs(sys1-sys2),sys1 time per occ (ns),sys1 occurences,sys2 time per occ (ns),sys2 occurences,(sys1 occ)/(sys2 occ)
0.00,-1.958,-1.998,MaxPoolGrad,GPU-0,0:(128x256x13x13) 1:(128x256x6x6) 2:(128x256x6x6)->(128x256x13x13) -t fX -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,aggregated,820736.842,837131.579,-16394.737,16394.737,0.980,16715.818,820736.842,1.000,837131.579,1.000,1.000
0.00,-3.704,-3.846,Identity,GPU-0,0:(3x3x384x384)->(3x3x384x384) -t fX,aggregated,684.211,710.526,-26.315,26.315,0.963,27.290,684.211,1.000,710.526,1.000,1.000
0.00,-8.434,-9.211,Mean,GPU-0,0:(1) 1:(1)->(1) -t fX -Tidx i32 -keep_dims b: 0,aggregated,2000.000,2184.211,-184.211,184.211,0.916,199.747,2000.000,1.000,2184.211,1.000,1.000
0.00,-69.225,-224.935,Mul,GPU-0,0:(384) 1:(1)->(384) -t fX,aggregated,20263.158,65842.105,-45578.947,45578.947,0.308,77130.800,10131.579,2.000,16460.526,4.000,0.500
0.00,-56.239,-128.513,Mul,GPU-0,0:(4096x1001) 1:(1)->(4096x1001) -t fX,aggregated,220394.737,503631.579,-283236.842,283236.842,0.438,442526.116,220394.737,1.000,251815.789,2.000,0.500
0.00,-1.099,-1.111,AddN,GPU-0,0:(9216x4096) 1:(9216x4096)->(9216x4096) -N i: 2 -t fX,aggregated,2882973.684,2915000.000,-32026.316,32026.316,0.989,32378.180,2882973.684,1.000,2915000.000,1.000,1.000
0.00,-31.573,-46.140,BiasAddGrad,GPU-0,0:(128x4096)->(4096) -t fX -data_format NHWC,aggregated,74657.895,109105.263,-34447.368,34447.368,0.684,45323.298,37328.947,2.000,54552.632,2.000,1.000
0.00,-73.387,-275.758,Mul,GPU-0,0:(1001) 1:(1)->(1001) -t fX,aggregated,16500.000,62000.000,-45500.000,45500.000,0.266,78891.129,16500.000,1.000,31000.000,2.000,0.500
0.00,-8.645,-9.463,L2Loss,GPU-0,0:(256)->(1) -t fX,aggregated,10289.474,11263.158,-973.684,973.684,0.914,1057.858,10289.474,1.000,11263.158,1.000,1.000
0.00,-5.263,-5.556,Identity,GPU-0,0:(256)->(256) -t fX,aggregated,710.526,750.000,-39.474,39.474,0.947,41.552,710.526,1.000,750.000,1.000,1.000
0.00,-18.891,-23.291,L2Loss,GPU-0,0:(192)->(1) -t fX,aggregated,10394.737,12815.789,-2421.052,2421.052,0.811,2878.417,10394.737,1.000,12815.789,1.000,1.000
0.00,-24.793,-32.966,BiasAdd,GPU-0,0:(128x192x27x27) 1:(192)->(128x192x27x27) -t fX -data_format NHWC,aggregated,1262631.579,1678868.421,-416236.842,416236.842,0.752,519433.201,1262631.579,1.000,1678868.421,1.000,1.000
0.00,-27.386,-37.715,BiasAddGrad,GPU-0,0:(128x64x55x55)->(64) -t fX -data_format NHWC,aggregated,650447.368,895763.158,-245315.790,245315.790,0.726,312498.545,650447.368,1.000,895763.158,1.000,1.000
0.00,-6.452,-6.896,Identity,GPU-0,0:(9216x4096)->(9216x4096) -t fX,aggregated,763.158,815.789,-52.631,52.631,0.935,56.027,763.158,1.000,815.789,1.000,1.000
0.00,-58.667,-141.939,Mul,GPU-0,0:(3x3x384x256) 1:(1)->(3x3x384x256) -t fX,aggregated,51578.947,124789.474,-73210.527,73210.527,0.413,116161.115,51578.947,1.000,62394.737,2.000,0.500
0.00,-16.364,-19.566,BiasAddGrad,GPU-0,0:(128x384x13x13)->(384) -t fX -data_format NHWC,aggregated,515394.737,616236.842,-100842.105,100842.105,0.836,117344.088,257697.368,2.000,308118.421,2.000,1.000
0.00,-76.874,-332.410,Mul,GPU-0,0:(5x5x64x192) 1:(1)->(5x5x64x192) -t fX,aggregated,19000.000,82157.895,-63157.895,63157.895,0.231,111709.768,19000.000,1.000,41078.947,2.000,0.500
0.00,-2.776,-2.856,ApplyGradientDescent,GPU-0,0:(3x3x384x384) 1:(1) 2:(3x3x384x384)->(3x3x384x384) -t fX -use_locking 0,aggregated,107815.789,110894.737,-3078.948,3078.948,0.972,3164.434,107815.789,1.000,110894.737,1.000,1.000
0.00,-36.198,-56.735,Const,GPU-0,0:(none)->(1) -t i32,aggregated,3223.684,5052.632,-1828.948,1828.948,0.638,2490.989,805.921,4.000,842.105,6.000,0.667
0.00,-0.518,-0.521,ApplyGradientDescent,GPU-0,0:(3x3x192x384) 1:(1) 2:(3x3x192x384)->(3x3x192x384) -t fX -use_locking 0,aggregated,60657.895,60973.684,-315.789,315.789,0.995,317.425,60657.895,1.000,60973.684,1.000,1.000
0.00,-2.905,-2.991,AddN,GPU-0,0:(1001) 1:(1001)->(1001) -N i: 2 -t fX,aggregated,12315.789,12684.211,-368.422,368.422,0.971,379.123,12315.789,1.000,12684.211,1.000,1.000
0.00,-9.652,-10.683,L2Loss,GPU-0,0:(9216x4096)->(1) -t fX,aggregated,939000.000,1039315.789,-100315.789,100315.789,0.903,109998.368,939000.000,1.000,1039315.789,1.000,1.000
0.00,-24.183,-31.897,VariableV2,GPU-0,0:(none)->(4096) -t fX,aggregated,3052.632,4026.316,-973.684,973.684,0.758,1209.150,1526.316,2.000,2013.158,2.000,1.000
0.00,-39.032,-64.022,L2Loss,GPU-0,0:(11x11x3x64)->(1) -t fX,aggregated,24210.526,39710.526,-15500.000,15500.000,0.610,21550.033,24210.526,1.000,39710.526,1.000,1.000
0.00,-12.198,-13.893,BiasAddGrad,GPU-0,0:(128x256x13x13)->(256) -t fX -data_format NHWC,aggregated,189421.053,215736.842,-26315.789,26315.789,0.878,29525.814,189421.053,1.000,215736.842,1.000,1.000
0.00,-0.692,-0.697,AddN,GPU-0,0:(4096x4096) 1:(4096x4096)->(4096x4096) -N i: 2 -t fX,aggregated,1284105.263,1293052.632,-8947.369,8947.369,0.993,9009.281,1284105.263,1.000,1293052.632,1.000,1.000
0.00,-7.078,-7.617,NoOp,GPU-0,0:(none)->(none),aggregated,6736.842,7250.000,-513.158,513.158,0.929,549.480,1347.368,5.000,1450.000,5.000,1.000
0.00,-15.737,-18.676,BiasAdd,GPU-0,0:(128x1001) 1:(1001)->(128x1001) -t fX -data_format NHWC,aggregated,15500.000,18394.737,-2894.737,2894.737,0.843,3350.275,15500.000,1.000,18394.737,1.000,1.000
0.00,-32.269,-47.644,L2Loss,GPU-0,0:(64)->(1) -t fX,aggregated,10052.632,14842.105,-4789.473,4789.473,0.677,6335.012,10052.632,1.000,14842.105,1.000,1.000
0.00,-0.222,-0.223,AddN,GPU-0,0:(384) 1:(384)->(384) -N i: 2 -t fX,aggregated,23605.263,23657.895,-52.632,52.632,0.998,52.749,11802.632,2.000,11828.947,2.000,1.000
0.00,-10.294,-11.475,VariableV2,GPU-0,0:(none)->(3x3x192x384) -t fX,aggregated,1605.263,1789.474,-184.211,184.211,0.897,203.174,1605.263,1.000,1789.474,1.000,1.000
0.00,-15.789,-18.750,VariableV2,GPU-0,0:(none)->(5x5x64x192) -t fX,aggregated,1684.211,2000.000,-315.789,315.789,0.842,365.650,1684.211,1.000,2000.000,1.000,1.000
0.00,-54.545,-120.000,VariableV2,GPU-0,0:(none)->(4096x4096) -t fX,aggregated,1447.368,3184.211,-1736.843,1736.843,0.455,2684.212,1447.368,1.000,3184.211,1.000,1.000
0.00,-6.849,-7.353,VariableV2,GPU-0,0:(none)->(4096x1001) -t fX,aggregated,1789.474,1921.053,-131.579,131.579,0.932,140.591,1789.474,1.000,1921.053,1.000,1.000
0.00,-0.384,-0.385,L2Loss,GPU-0,0:(3x3x384x384)->(1) -t fX,aggregated,61447.368,61684.211,-236.843,236.843,0.996,237.752,61447.368,1.000,61684.211,1.000,1.000
0.00,-6.840,-7.342,Const,GPU-0,0:(none)->(1),aggregated,5197.368,5578.947,-381.579,381.579,0.932,407.678,1299.342,4.000,1394.737,4.000,1.000
0.00,-2.326,-2.381,AssignAdd,CPU-0,0:(1) 1:(1)->(1) -t i64 -use_locking 0,aggregated,3315.789,3394.737,-78.948,78.948,0.977,80.784,3315.789,1.000,3394.737,1.000,1.000
0.00,-16.832,-20.238,VariableV2,GPU-0,0:(none)->(384) -t fX,aggregated,2210.526,2657.895,-447.369,447.369,0.832,522.669,1105.263,2.000,1328.947,2.000,1.000
0.00,-0.384,-0.386,AddN,GPU-0,0:(4096x1001) 1:(4096x1001)->(4096x1001) -N i: 2 -t fX,aggregated,320657.895,321894.737,-1236.842,1236.842,0.996,1241.594,320657.895,1.000,321894.737,1.000,1.000
0.00,-4.590,-4.811,ApplyGradientDescent,GPU-0,0:(3x3x384x256) 1:(1) 2:(3x3x384x256)->(3x3x384x256) -t fX -use_locking 0,aggregated,73842.105,77394.737,-3552.632,3552.632,0.954,3715.708,73842.105,1.000,77394.737,1.000,1.000
0.00,-72.772,-267.275,Mul,GPU-0,0:(3x3x192x384) 1:(1)->(3x3x192x384) -t fX,aggregated,40368.421,148263.158,-107894.737,107894.737,0.272,186412.384,40368.421,1.000,74131.579,2.000,0.500
0.00,-1.786,-1.818,Identity,GPU-0,0:(384)->(384) -t fX,aggregated,1447.368,1473.684,-26.316,26.316,0.982,26.786,723.684,2.000,736.842,2.000,1.000
0.00,-1.818,-1.852,Identity,GPU-0,0:(3x3x384x256)->(3x3x384x256) -t fX,aggregated,710.526,723.684,-13.158,13.158,0.982,13.397,710.526,1.000,723.684,1.000,1.000
0.00,-8.238,-8.978,AddN,GPU-0,0:(11x11x3x64) 1:(11x11x3x64)->(11x11x3x64) -N i: 2 -t fX,aggregated,10552.632,11500.000,-947.368,947.368,0.918,1025.412,10552.632,1.000,11500.000,1.000,1.000
0.00,-75.305,-304.934,Select,GPU-0,0:(1) 1:(1) 2:(1)->(1) -t fX,aggregated,13868.421,56157.895,-42289.474,42289.474,0.247,74135.390,13868.421,1.000,28078.947,2.000,0.500
0.00,-6.349,-6.780,Const,GPU-0,0:(none)->(4) -t i32,aggregated,776.316,828.947,-52.631,52.631,0.937,55.973,776.316,1.000,828.947,1.000,1.000
0.00,-12.183,-13.873,ApplyGradientDescent,GPU-0,0:(1001) 1:(1) 2:(1001)->(1001) -t fX -use_locking 0,aggregated,13657.895,15552.632,-1894.737,1894.737,0.878,2125.568,13657.895,1.000,15552.632,1.000,1.000
0.00,-34.173,-51.914,BiasAddGrad,GPU-0,0:(128x1001)->(1001) -t fX -data_format NHWC,aggregated,23368.421,35500.000,-12131.579,12131.579,0.658,16277.360,23368.421,1.000,35500.000,1.000,1.000
0.00,-58.679,-142.010,Mul,GPU-0,0:(256) 1:(1)->(256) -t fX,aggregated,10210.526,24710.526,-14500.000,14500.000,0.413,23008.520,10210.526,1.000,12355.263,2.000,0.500
0.00,-12.727,-14.583,VariableV2,GPU-0,0:(none)->(192) -t fX,aggregated,1263.158,1447.368,-184.210,184.210,0.873,207.655,1263.158,1.000,1447.368,1.000,1.000
0.00,-46.733,-87.735,L2Loss,GPU-0,0:(4096x4096)->(1) -t fX,aggregated,432973.684,812842.105,-379868.421,379868.421,0.533,557393.695,432973.684,1.000,812842.105,1.000,1.000
0.00,-88.714,-786.050,L2Loss,GPU-0,0:(1001)->(1) -t fX,aggregated,15657.895,138736.842,-123078.947,123078.947,0.113,232267.155,15657.895,1.000,138736.842,1.000,1.000
0.00,-51.355,-105.571,Mul,GPU-0,0:(4096x4096) 1:(1)->(4096x4096) -t fX,aggregated,880526.316,1810105.263,-929578.947,929578.947,0.486,1406963.902,880526.316,1.000,905052.632,2.000,0.500
0.00,-11.765,-13.333,VariableV2,GPU-0,0:(none)->(3x3x384x384) -t fX,aggregated,1578.947,1789.474,-210.527,210.527,0.882,235.295,1578.947,1.000,1789.474,1.000,1.000
0.00,-9.082,-9.989,L2Loss,GPU-0,0:(3x3x192x384)->(1) -t fX,aggregated,46631.579,51289.474,-4657.895,4657.895,0.909,5080.905,46631.579,1.000,51289.474,1.000,1.000
0.00,-3.526,-3.654,MatMul,GPU-0,0:(128x4096) 1:(128x4096)->(4096x4096) -t fX -tr_a 1 -tr_b 0,aggregated,1254421.053,1300263.158,-45842.105,45842.105,0.965,47458.315,1254421.053,1.000,1300263.158,1.000,1.000

Summary of sys1 vs sys2 comparison:
sys1: 32b_ops.csv
sys2: 16b_ops.csv


*** CONCLUSION 1: sys1 will take about 3% more hours to train than sys2***
*** CONCLUSION 2: sys2 will take about 3% less hours to train than sys1***


sys1: 0.145 seconds
sys2: 0.140 seconds

sys1 ops > 100.0 ns: 144505328.944 ns (100.00% of all ops)
sys2 ops > 100.0 ns: 140295539.477 ns (100.00% of all ops)

sys1 lag vs sys2 (sum of diff_i=(sys1_op_i - sys2_op_i) if diff_i > 0):
11883921.05 ns (0.08% of sys2)

sys1 lag coverage after discarding sys1 ops < 100.0 ns:
100.00% of total sys1 lag (11883921.05 ns)

Pearson correlation coefficient: 0.988891
Op time difference min: -89.844% max: 509.375% avg abs: 25.042%

