rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
65,75763.158,75763.158,0.000,1.000,75763.158,75763.158,0.000,0.053,0.053,0.000,141197921.053,99.220,141197921.053,99.236,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,9437200.000,9437200.000,124.5618617575547,180.000,52.429,75710.729,69.201,0.000,0.014,0.051,0.014,Transpose,GPU-0, 0:(128x6x6x256) 1:(4)->(128x256x6x6),tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad-2-TransposeNHWCToNCHW-LayoutOptimizer,4000,0.7439046538281143,5.19175479071093,1452,75810,74357,77262,75000.0,76000.0,76750.0,77000;77000;76000;76000;75000;76000;75000;78000;78000;76000,80200880,80201880,80303880,80306880,570355880;570355880;570455880;570458880;910416880;910417880;910515880;910518880;1253667880;1253668880;1253771880;1253775880;1649231880;1649232880;1649337880;1649340880;1997297880;1997297880;1997401880;1997404880;2343120880;2343120880;2343219880;2343222880;2683804880;2683805880;2683909880;2683913880;3026959880;3026960880;3027065880;3027069880;3364388880;3364389880;3364487880;3364491880;3707796880;3707796880;3707900880;3707903880;4054000880;4054000880;4054366880;4054370880;4412099880;4412100880;4412205880;4412209880;4758803880;4758804880;4758905880;4758909880;5097158880;5097158880;5097255880;5097258880;5442420880;5442421880;5442518880;5442521880;5782052880;5782052880;5782150880;5782153880;6138349880;6138350880;6138516880;6138520880;6516296880;6516297880;6516400880;6516403880;6877342880;6877342880;6877448880;6877451880
66,73263.158,73263.158,0.000,1.000,73263.158,73263.158,0.000,0.051,0.051,0.000,141271184.211,99.272,141271184.211,99.288,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,9437200.000,9437200.000,128.8123563218391,180.000,52.429,73210.729,71.562,0.000,0.012,0.049,0.012,Transpose,GPU-0, 0:(128x256x6x6) 1:(4)->(128x6x6x256),tower_0/v/cg/mpool2/MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer,3000,-0.1913107667424454,1.9891687523251176,2346,73238,70892,75584,72000.0,74000.0,75000.0,76000;78000;75000;76000;75000;72000;71000;73000;72000;70000,54982880,54983880,55083880,55085880,544864880;544865880;544967880;544969880;885203880;885204880;885304880;885307880;1228339880;1228339880;1228441880;1228444880;1623929880;1623929880;1624029880;1624032880;1971493880;1971494880;1971591880;1971594880;2316945880;2316945880;2317041880;2317044880;2658970880;2658971880;2659067880;2659070880;3001464880;3001464880;3001561880;3001564880;3339202880;3339203880;3339298880;3339300880;3680944880;3680945880;3681041880;3681044880;4027756880;4027757880;4027850880;4027853880;4385479880;4385480880;4385575880;4385578880;4733253880;4733254880;4733350880;4733353880;5072140880;5072141880;5072240880;5072243880;5417813880;5417813880;5417910880;5417913880;5756846880;5756846880;5756946880;5756949880;6109130880;6109131880;6109233880;6109236880;6489715880;6489716880;6489813880;6489816880;6848551880;6848552880;6848652880;6848655880
67,69289.474,69289.474,0.000,1.000,69289.474,69289.474,0.000,0.049,0.049,0.000,141340473.684,99.321,141340473.684,99.336,0.000,0.000,0.0008847360000,0.0008847360000,0.000,12.769,12.769,10616832.000,10616832.000,153.2243129510065,180.000,58.982,69230.491,85.125,0.299,0.005,0.046,0.005,AddN,GPU-0, 0:(3x3x384x256) 1:(3x3x384x256)->(3x3x384x256) -N i: 2 -t f32,tower_0/v/gradients/AddN_7,4000,6.022106128216794,38.11646221954959,25265,73190,47926,98455,69000.0,69000.0,70000.0,69000;69000;70000;69000;69000;69000;70000;70000;70000;70000,95133880,95134880,95219880,95222880,585492880;585492880;585578880;585581880;925309880;925310880;925396880;925400880;1268769880;1268769880;1268854880;1268857880;1664065880;1664065880;1664151880;1664154880;2013134880;2013135880;2013220880;2013223880;2358134880;2358134880;2358222880;2358227880;2699077880;2699078880;2699165880;2699169880;3042435880;3042436880;3042522880;3042525880;3379883880;3379884880;3379969880;3379972880;3723737880;3723737880;3723822880;3723825880;4070367880;4070367880;4070453880;4070456880;4429170880;4429171880;4429256880;4429260880;4773828880;4773828880;4773914880;4773917880;5111954880;5111954880;5112040880;5112043880;5456981880;5456982880;5457231880;5457234880;5796947880;5796947880;5797033880;5797036880;6154317880;6154317880;6154403880;6154407880;6532124880;6532125880;6532210880;6532213880;6893893880;6893893880;6893980880;6893983880
68,65842.105,65842.105,0.000,1.000,65842.105,65842.105,0.000,0.046,0.046,0.000,141406315.789,99.367,141406315.789,99.383,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,10616836.000,10616836.000,161.2469096722622,180.000,58.982,65783.123,89.582,0.000,0.003,0.044,0.003,ApplyGradientDescent,GPU-0, 0:(3x3x384x256) 1:(1) 2:(3x3x384x256)->(3x3x384x256) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent,4000,1.8444072602185098,10.47079403445794,692,65905,65213,66597,66000.0,66000.0,66000.0,66000;66000;66000;66000;66000;65000;66000;66000;66000;66000,113316880,113316880,113398880,113402880,603922880;603923880;604006880;604010880;944404880;944405880;944488880;944492880;1287143880;1287143880;1287226880;1287230880;1682292880;1682293880;1682376880;1682380880;2032359880;2032359880;2032441880;2032445880;2377526880;2377527880;2377610880;2377614880;2718089880;2718089880;2718172880;2718176880;3061237880;3061238880;3061321880;3061325880;3399824880;3399825880;3399908880;3399912880;3743149880;3743150880;3743232880;3743235880;4089965880;4089966880;4090048880;4090052880;4450052880;4450053880;4450136880;4450140880;4792133880;4792134880;4792216880;4792221880;5130050880;5130051880;5130134880;5130138880;5475130880;5475131880;5475212880;5475216880;5815115880;5815116880;5815198880;5815203880;6173945880;6173946880;6174103880;6174107880;6551546880;6551547880;6551630880;6551634880;6914566880;6914567880;6914650880;6914654880
69,65342.105,65342.105,0.000,1.000,65342.105,65342.105,0.000,0.046,0.046,0.000,141471657.895,99.413,141471657.895,99.429,0.000,0.000,0.0013271040000,0.0013271040000,0.000,20.310,20.310,10616836.000,10616836.000,162.4807764800644,180.000,58.982,65283.123,90.267,0.476,0.002,0.043,0.002,Mul,GPU-0, 0:(3x3x384x384) 1:(1)->(3x3x384x384) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_6_grad/mul,3000,2.370816342789128,11.931847859421186,767,65405,64638,66172,65000.0,65000.0,66000.0,65000;66000;65000;66000;65000;65000;65000;64000;65000;65000,9178880,9178880,9262880,9265880,498668880;498669880;498751880;498754880;838845880;838845880;838929880;838932880;1182056880;1182056880;1182139880;1182142880;1578087880;1578087880;1578171880;1578173880;1926753880;1926754880;1926837880;1926839880;2271398880;2271399880;2271481880;2271484880;2615263880;2615264880;2615346880;2615349880;2957283880;2957284880;2957366880;2957369880;3294258880;3294258880;3294341880;3294344880;3636520880;3636520880;3636604880;3636606880;3983125880;3983126880;3983208880;3983211880;4339137880;4339137880;4339219880;4339222880;4688277880;4688277880;4688360880;4688362880;5026504880;5026505880;5026587880;5026590880;5372939880;5372940880;5373023880;5373025880;5711085880;5711086880;5711169880;5711171880;6061808880;6061809880;6061892880;6061894880;6443702880;6443702880;6443785880;6443787880;6803482880;6803482880;6803569880;6803572880
70,30342.105,30342.105,0.000,2.000,60684.211,60684.211,0.000,0.043,0.043,0.000,141532342.105,99.455,141532342.105,99.471,0.000,0.000,0.0005242880000,0.0010485760000,0.000,17.279,17.279,4210688.000,8421376.000,138.7737588898526,180.000,46.785,60637.425,77.097,0.405,0.008,0.040,0.008,BiasAdd,GPU-0, 0:(128x4096) 1:(4096)->(128x4096) -t f32 -data_format NHWC,tower_0/v/cg/affine1/xw_plus_b;tower_0/v/cg/affine0/xw_plus_b,3000,-0.03109390436746837,2.344188778307079,814,30345,29531,31159,30000.0,30000.0,31000.0,31000;31000;30000;31000;31000;30000;30000;29000;29000;30000,59980880,59980880,60027880,60030880,549953880;549954880;550001880;550004880;890198880;890199880;890251880;890253880;1233347880;1233348880;1233395880;1233398880;1628931880;1628932880;1628980880;1628982880;1976230880;1976230880;1976277880;1976279880;2321645880;2321646880;2321692880;2321694880;2663703880;2663703880;2663749880;2663751880;3006200880;3006200880;3006252880;3006254880;3343949880;3343949880;3343997880;3343999880;3685850880;3685851880;3686032880;3686035880;4032638880;4032638880;4032685880;4032688880;4390117880;4390117880;4390165880;4390167880;4738239880;4738239880;4738287880;4738289880;5077083880;5077083880;5077130880;5077133880;5422621880;5422621880;5422668880;5422671880;5761839880;5761840880;5761887880;5761889880;6114165880;6114166880;6114217880;6114221880;6494539880;6494540880;6494587880;6494589880;6853819880;6853820880;6853867880;6853869880
71,29223.684,29223.684,0.000,2.000,58447.368,58447.368,0.000,0.041,0.041,0.000,141590789.474,99.496,141590789.474,99.512,0.000,0.000,0.0000000010000,0.0000000020000,0.000,0.000,0.000,4194304.000,8388608.000,143.5241350742909,180.000,46.603,58400.765,79.736,0.000,0.006,0.039,0.006,Floor,GPU-0, 0:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0/dropout/dropout/Floor;tower_0/v/cg/dropout0_1/dropout/dropout/Floor,2000,8.831741426897288,79.96890079567353,28465,32298,3832,60763,29000.0,29000.0,30000.0,30000;30000;29000;30000;30000;29000;29000;29000;290000;30000,16115880,16115880,16160880,16162880,507364880;507364880;507409880;507412880;846159880;846160880;846211880;846213880;1189659880;1189660880;1189705880;1189708880;1585389880;1585390880;1585435880;1585437880;1933727880;1933728880;1933772880;1933775880;2278493880;2278493880;2278538880;2278541880;2622088880;2622088880;2622134880;2622136880;2963688880;2963688880;2963994880;2963997880;3301157880;3301157880;3301202880;3301205880;3643551880;3643551880;3643597880;3643600880;3989899880;3989899880;3989943880;3989946880;4347590880;4347591880;4347636880;4347638880;4694509880;4694509880;4694554880;4694557880;5033718880;5033719880;5033764880;5033766880;5380123880;5380124880;5380169880;5380172880;5718443880;5718443880;5718488880;5718490880;6069387880;6069387880;6069433880;6069435880;6451014880;6451015880;6451059880;6451061880;6809723880;6809724880;6809768880;6809771880
72,28881.579,28881.579,0.000,2.000,57763.158,57763.158,0.000,0.041,0.041,0.000,141648552.632,99.537,141648552.632,99.553,0.000,0.000,0.0005242880000,0.0010485760000,0.000,18.153,18.153,4194304.000,8388608.000,145.2241931662870,180.000,46.603,57716.555,80.680,0.425,0.006,0.038,0.006,Relu,GPU-0, 0:(128x4096)->(128x4096) -t f32,tower_0/v/cg/affine0/affine0;tower_0/v/cg/affine1/affine1,3000,8.834303017544098,79.99892876504421,23586,31452,7866,55038,29000.0,29000.0,29000.0,29000;29000;29000;30000;29000;29000;29000;28000;29000;29000,58357880,58358880,58403880,58405880,548304880;548305880;548351880;548353880;888575880;888575880;888621880;888623880;1231729880;1231730880;1231775880;1231777880;1627312880;1627313880;1627359880;1627362880;1974692880;1974692880;1974738880;1974740880;2320118880;2320119880;2320164880;2320166880;2662165880;2662166880;2662212880;2662214880;3004661880;3004662880;3004707880;3004709880;3342331880;3342332880;3342377880;3342379880;3684157880;3684158880;3684203880;3684205880;4031047880;4031047880;4031093880;4031096880;4388608880;4388609880;4388653880;4388655880;4736709880;4736710880;4736755880;4736758880;5075482880;5075482880;5075528880;5075530880;5421063880;5421064880;5421110880;5421112880;5760227880;5760227880;5760273880;5760275880;6112538880;6112538880;6112584880;6112586880;6492974880;6492974880;6493019880;6493022880;6852199880;6852200880;6852246880;6852249880
73,28500.000,28500.000,0.000,2.000,57000.000,57000.000,0.000,0.040,0.040,0.000,141705552.632,99.577,141705552.632,99.593,0.000,0.000,0.0005242880000,0.0010485760000,0.000,18.396,18.396,4194308.000,8388616.000,147.1687017543859,180.000,46.603,56953.397,81.760,0.431,0.005,0.038,0.005,Add,GPU-0, 0:(1) 1:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0/dropout/dropout/add;tower_0/v/cg/dropout0_1/dropout/dropout/add,3000,0.0,2.462307485419851,591,28500,27909,29091,28000.0,28500.0,29000.0,28000;28000;28000;29000;29000;29000;29000;28000;29000;28000,9549880,9550880,9595880,9597880,499040880;499041880;499085880;499088880;839216880;839216880;839262880;839264880;1182434880;1182435880;1182479880;1182481880;1578468880;1578468880;1578513880;1578515880;1927123880;1927124880;1927169880;1927171880;2271766880;2271766880;2271810880;2271813880;2615631880;2615632880;2615676880;2615678880;2957654880;2957654880;2957699880;2957702880;3294629880;3294629880;3294674880;3294676880;3636887880;3636887880;3636931880;3636933880;3983492880;3983492880;3983536880;3983539880;4339511880;4339511880;4339556880;4339558880;4688675880;4688676880;4688725880;4688728880;5026872880;5026872880;5026916880;5026919880;5373339880;5373340880;5373394880;5373398880;5711454880;5711455880;5711500880;5711502880;6062227880;6062228880;6062278880;6062282880;6444068880;6444069880;6444113880;6444115880;6803861880;6803862880;6803908880;6803911880
74,52921.053,52921.053,0.000,1.000,52921.053,52921.053,0.000,0.037,0.037,0.000,141758473.684,99.614,141758473.684,99.630,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,7962628.000,7962628.000,150.4623888612630,180.000,44.237,52876.816,83.590,0.000,0.004,0.035,0.004,ApplyGradientDescent,GPU-0, 0:(3x3x192x384) 1:(1) 2:(3x3x192x384)->(3x3x192x384) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent,5000,6.022024255923364,38.11580112044786,28099,57262,29163,85361,53000.0,53000.0,53000.0,53000;53000;53000;53000;235000;53000;52000;53000;53000;53000,128638880,128639880,128707880,128711880,619345880;619346880;619421880;619426880;960001880;960002880;960071880;960074880;1303937880;1303938880;1304023880;1304029880;1698257880;1698257880;1698508880;1698512880;2048461880;2048461880;2048530880;2048533880;2393637880;2393638880;2393707880;2393710880;2733710880;2733711880;2733783880;2733788880;3076616880;3076617880;3076686880;3076690880;3415562880;3415562880;3415632880;3415635880;3759503880;3759503880;3759573880;3759576880;4106267880;4106267880;4106337880;4106340880;4466220880;4466221880;4466291880;4466294880;4807413880;4807414880;4807483880;4807487880;5145309880;5145309880;5145379880;5145382880;5490290880;5490291880;5490360880;5490363880;5830313880;5830314880;5830383880;5830386880;6190605880;6190606880;6190676880;6190681880;6567704880;6567704880;6567773880;6567776880;6931371880;6931372880;6931629880;6931633880
75,52500.000,52500.000,0.000,1.000,52500.000,52500.000,0.000,0.037,0.037,0.000,141810973.684,99.651,141810973.684,99.667,0.000,0.000,0.0006635520000,0.0006635520000,0.000,12.639,12.639,7962624.000,7962624.000,151.6690285714286,180.000,44.237,52455.763,84.261,0.296,0.004,0.035,0.004,AddN,GPU-0, 0:(3x3x192x384) 1:(3x3x192x384)->(3x3x192x384) -N i: 2 -t f32,tower_0/v/gradients/AddN_11,5000,0.33450163865895766,1.8919576979442723,552,52524,51972,53075,52000.0,52500.0,53000.0,52000;53000;53000;52000;52000;52000;53000;53000;52000;53000,127129880,127130880,127198880,127202880,617819880;617820880;617889880;617892880;958501880;958501880;958570880;958574880;1300954880;1300955880;1301024880;1301027880;1696753880;1696753880;1696821880;1696825880;2046957880;2046957880;2047026880;2047029880;2392123880;2392123880;2392192880;2392195880;2732208880;2732209880;2732278880;2732282880;3075103880;3075103880;3075172880;3075176880;3413838880;3413839880;3413908880;3413912880;3757993880;3757994880;3758062880;3758066880;4104445880;4104445880;4104514880;4104517880;4464706880;4464707880;4464776880;4464780880;4805900880;4805901880;4805970880;4805974880;5143799880;5143799880;5143867880;5143871880;5488779880;5488779880;5488848880;5488851880;5828811880;5828812880;5828880880;5828884880;6188913880;6188914880;6188982880;6188986880;6566024880;6566025880;6566094880;6566097880;6929566880;6929567880;6929642880;6929647880
76,23460.526,23460.526,0.000,2.000,46921.053,46921.053,0.000,0.033,0.033,0.000,141857894.737,99.684,141857894.737,99.700,0.000,0.000,0.0005201920000,0.0010403840000,0.000,22.173,22.173,2113536.000,4227072.000,90.0890274817723,180.000,23.484,46897.569,50.049,0.519,0.015,0.031,0.015,BiasAddGrad,GPU-0, 0:(128x4096)->(4096) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b_grad/BiasAddGrad;tower_0/v/gradients/tower_0/v/cg/affine1/xw_plus_b_grad/BiasAddGrad,2000,-0.5849838179518907,5.323755440959277,881,23417,22536,24298,23000.0,23000.0,24000.0,24000;25000;24000;24000;24000;24000;23000;24000;23000;24000,68419880,68419880,68467880,68469880,558473880;558473880;558522880;558524880;898640880;898640880;898689880;898691880;1241806880;1241806880;1241854880;1241856880;1637391880;1637391880;1637440880;1637442880;1984931880;1984932880;1984980880;1984983880;2331096880;2331096880;2331150880;2331154880;2671939880;2671939880;2671987880;2671989880;3014626880;3014627880;3014675880;3014677880;3352614880;3352614880;3352662880;3352664880;3694801880;3694801880;3694849880;3694852880;4041914880;4041914880;4041963880;4041966880;4400318880;4400318880;4400368880;4400371880;4746614880;4746614880;4746663880;4746666880;5085458880;5085459880;5085507880;5085509880;5430872880;5430873880;5430920880;5430923880;5770284880;5770284880;5770331880;5770334880;6125489880;6125489880;6125551880;6125554880;6503627880;6503627880;6503680880;6503682880;6862251880;6862252880;6862301880;6862303880
77,42157.895,42157.895,0.000,1.000,42157.895,42157.895,0.000,0.030,0.030,0.000,141900052.632,99.714,141900052.632,99.730,0.000,0.000,0.0039813110000,0.0039813110000,0.000,94.438,94.438,5308420.000,5308420.000,125.9175780274657,180.000,29.491,42128.404,69.954,2.212,0.007,0.027,0.007,L2Loss,GPU-0, 0:(3x3x384x384)->(1) -t f32,tower_0/v/l2_loss/L2Loss_6,2000,0.18519503125164768,3.219723194997917,521,42143,41622,42664,42000.0,42000.0,42000.0,42000;43000;43000;43000;42000;42000;42000;42000;42000;42000,9094880,9094880,9174880,9176880,498584880;498585880;498664880;498666880;838760880;838761880;838841880;838843880;1181972880;1181973880;1182052880;1182054880;1578003880;1578003880;1578083880;1578085880;1926670880;1926670880;1926750880;1926752880;2271315880;2271315880;2271395880;2271397880;2615178880;2615179880;2615259880;2615261880;2957199880;2957199880;2957279880;2957281880;3294173880;3294173880;3294254880;3294256880;3636436880;3636437880;3636516880;3636518880;3983042880;3983042880;3983121880;3983124880;4339053880;4339054880;4339133880;4339135880;4688193880;4688193880;4688273880;4688275880;5026420880;5026420880;5026501880;5026503880;5372857880;5372857880;5372936880;5372938880;5711001880;5711002880;5711082880;5711084880;6061725880;6061726880;6061805880;6061807880;6443619880;6443619880;6443698880;6443700880;6803395880;6803396880;6803478880;6803480880
78,42131.579,42131.579,0.000,1.000,42131.579,42131.579,0.000,0.030,0.030,0.000,141942184.211,99.743,141942184.211,99.759,0.000,0.000,0.0008847360000,0.0008847360000,0.000,20.999,20.999,7077892.000,7077892.000,167.9949381636477,180.000,39.322,42092.257,93.331,0.492,0.000,0.028,0.000,Mul,GPU-0, 0:(3x3x384x256) 1:(1)->(3x3x384x256) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_8_grad/mul,4000,-0.12501521501156224,1.3058162739761592,977,42143,41166,43120,41000.0,42500.0,43000.0,41000;43000;43000;43000;43000;41000;43000;43000;41000;43000,9385880,9386880,9446880,9449880,498874880;498875880;498935880;498938880;839052880;839052880;839112880;839115880;1182269880;1182270880;1182330880;1182333880;1578301880;1578302880;1578361880;1578364880;1926960880;1926961880;1927020880;1927022880;2271603880;2271604880;2271663880;2271666880;2615468880;2615469880;2615529880;2615531880;2957490880;2957490880;2957550880;2957552880;3294464880;3294464880;3294525880;3294528880;3636725880;3636726880;3636785880;3636788880;3983330880;3983331880;3983390880;3983392880;4339348880;4339349880;4339408880;4339411880;4688486880;4688487880;4688553880;4688557880;5026709880;5026710880;5026769880;5026771880;5373145880;5373145880;5373206880;5373209880;5711291880;5711291880;5711351880;5711354880;6062023880;6062024880;6062091880;6062095880;6443906880;6443906880;6443966880;6443968880;6803694880;6803695880;6803757880;6803760880
79,31315.789,31315.789,0.000,1.000,31315.789,31315.789,0.000,0.022,0.022,0.000,141973500.000,99.765,141973500.000,99.781,0.000,0.000,0.0026542070000,0.0026542070000,0.000,84.756,84.756,3538948.000,3538948.000,113.0084235294118,180.000,19.661,31296.129,62.782,1.985,0.007,0.020,0.007,L2Loss,GPU-0, 0:(3x3x384x256)->(1) -t f32,tower_0/v/l2_loss/L2Loss_8,2000,-0.16512381481539615,2.3114755706204058,596,31286,30690,31882,31000.0,31000.0,32000.0,32000;31000;31000;31000;30000;30000;31000;31000;32000;31000,9313880,9313880,9382880,9384880,498802880;498802880;498870880;498873880;838979880;838979880;839048880;839050880;1182189880;1182190880;1182265880;1182268880;1578227880;1578227880;1578297880;1578300880;1926888880;1926888880;1926957880;1926959880;2271532880;2271532880;2271600880;2271602880;2615396880;2615396880;2615465880;2615467880;2957417880;2957417880;2957486880;2957488880;3294391880;3294392880;3294460880;3294462880;3636653880;3636654880;3636721880;3636724880;3983258880;3983259880;3983327880;3983329880;4339276880;4339276880;4339345880;4339347880;4688411880;4688411880;4688481880;4688484880;5026637880;5026637880;5026706880;5026708880;5373071880;5373072880;5373141880;5373143880;5711219880;5711219880;5711287880;5711289880;6061941880;6061942880;6062017880;6062020880;6443834880;6443834880;6443902880;6443904880;6803621880;6803621880;6803691880;6803693880
80,30789.474,30789.474,0.000,1.000,30789.474,30789.474,0.000,0.022,0.022,0.000,142004289.474,99.787,142004289.474,99.803,0.000,0.000,0.0006635520000,0.0006635520000,0.000,21.551,21.551,5308420.000,5308420.000,172.4102222222223,180.000,29.491,30759.982,95.783,0.505,0.000,0.020,0.000,Mul,GPU-0, 0:(3x3x192x384) 1:(1)->(3x3x192x384) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_4_grad/mul,3000,-0.08233886490066827,2.77354967976352,552,30810,30258,31361,30250.0,31000.0,31000.0,31000;30000;31000;31000;31000;31000;31000;31000;31000;31000,8992880,8992880,9042880,9045880,498485880;498486880;498534880;498536880;838661880;838661880;838710880;838713880;1181873880;1181873880;1181922880;1181925880;1577904880;1577905880;1577954880;1577956880;1926569880;1926570880;1926619880;1926621880;2271216880;2271217880;2271265880;2271267880;2615078880;2615079880;2615127880;2615130880;2957098880;2957099880;2957147880;2957150880;3294074880;3294074880;3294123880;3294125880;3636337880;3636337880;3636387880;3636389880;3982944880;3982944880;3982992880;3982994880;4338954880;4338955880;4339003880;4339006880;4688091880;4688092880;4688141880;4688144880;5026321880;5026321880;5026369880;5026372880;5372758880;5372758880;5372807880;5372810880;5710903880;5710904880;5710952880;5710954880;6061627880;6061627880;6061675880;6061678880;6443520880;6443521880;6443569880;6443571880;6803290880;6803291880;6803342880;6803344880
81,26921.053,26921.053,0.000,1.000,26921.053,26921.053,0.000,0.019,0.019,0.000,142031210.526,99.806,142031210.526,99.822,0.000,0.000,0.0019906550000,0.0019906550000,0.000,73.944,73.944,2654212.000,2654212.000,98.5924301075269,180.000,14.746,26906.307,54.774,1.732,0.008,0.018,0.008,L2Loss,GPU-0, 0:(3x3x192x384)->(1) -t f32,tower_0/v/l2_loss/L2Loss_4,2000,0.09692046321842542,1.9252402594225788,712,26929,26217,27641,26000.0,27000.0,27000.0,28000;28000;26000;27000;27000;27000;27000;27000;26000;26000,8918880,8918880,8988880,8990880,498415880;498416880;498481880;498484880;838591880;838592880;838657880;838659880;1181803880;1181804880;1181869880;1181871880;1577835880;1577836880;1577901880;1577903880;1926500880;1926501880;1926566880;1926568880;2271147880;2271147880;2271213880;2271215880;2615009880;2615009880;2615074880;2615077880;2957027880;2957028880;2957094880;2957096880;3294005880;3294005880;3294070880;3294072880;3636268880;3636269880;3636333880;3636336880;3982874880;3982875880;3982940880;3982942880;4338886880;4338886880;4338950880;4338952880;4688019880;4688019880;4688087880;4688089880;5026250880;5026251880;5026317880;5026319880;5372690880;5372690880;5372754880;5372756880;5710835880;5710835880;5710900880;5710902880;6061558880;6061558880;6061623880;6061625880;6443451880;6443452880;6443516880;6443518880;6803018880;6803019880;6803285880;6803288880
82,25131.579,25131.579,0.000,1.000,25131.579,25131.579,0.000,0.018,0.018,0.000,142056342.105,99.824,142056342.105,99.840,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,3686404.000,3686404.000,146.6841382198953,180.000,20.480,25111.099,81.491,0.000,0.002,0.017,0.002,ApplyGradientDescent,GPU-0, 0:(5x5x64x192) 1:(1) 2:(5x5x64x192)->(5x5x64x192) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent,4000,0.4944458185043975,4.169549275303219,453,25119,24666,25572,25000.0,25000.0,25000.0,25000;26000;25000;24000;25000;25000;26000;25000;25000;25000,143226880,143227880,143268880,143271880,633985880;633986880;634029880;634032880;974547880;974548880;974590880;974593880;1321587880;1321588880;1321630880;1321633880;1713781880;1713782880;1713824880;1713828880;2063851880;2063852880;2063893880;2063896880;2409084880;2409085880;2409127880;2409131880;2748324880;2748325880;2748366880;2748370880;3091231880;3091232880;3091274880;3091277880;3430291880;3430292880;3430334880;3430338880;3775114880;3775115880;3775157880;3775160880;4121676880;4121677880;4121718880;4121722880;4481662880;4481662880;4481704880;4481707880;4821963880;4821964880;4822006880;4822009880;5160633880;5160634880;5160675880;5160678880;5504764880;5504765880;5504807880;5504810880;5844831880;5844832880;5844874880;5844877880;6206117880;6206117880;6206159880;6206162880;6582937880;6582938880;6582979880;6582982880;6947065880;6947066880;6947111880;6947115880
