Op_key, op_path, op_type, op_device, io_shapes, stream_all_time ,sum_stream_n_times, replica_gpu_compute_time, replica_cpu_compute_time,memcpy_time, total_time, stream_all_calls, sum_stream_n_calls,replica_gpu_compute_calls, replica_cpu_compute_calls, memcpy_calls, total_calls, all_start
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_11_grad/mul@GPU-0@ 0:(4096) 1:(1)->(4096) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_11_grad/mul,Mul,GPU-0, 0:(4096) 1:(1)->(4096) -t f32,2000,0,18000,0,0,0,1,0,1,0,0,0,[1552507415064352000, 1552507415064353000, 1552507415064371000, 1552507415064373000]
_retval_average_loss/Mean_0_0@CPU-0@ 0:(1)->(none),_retval_average_loss/Mean_0_0,_Retval,CPU-0, 0:(1)->(none),0,0,0,2000,0,0,0,0,0,1,0,0,[1552507415135558000, 1552507415135559000, 1552507415135561000, 1552507415135563000]
tower_0/v/l2_loss/L2Loss_10@GPU-0@ 0:(9216x4096)->(1) -t f32,tower_0/v/l2_loss/L2Loss_10,L2Loss,GPU-0, 0:(9216x4096)->(1) -t f32,920000,0,957000,0,0,0,1,0,1,0,0,0,[1552507415064374000, 1552507415064375000, 1552507415065332000, 1552507415065335000]
ConstantFolding/tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/ShapeN-matshapes-1@GPU-0@ 0:(11x11x3x64) 1:(128x227x227x3)->(4),ConstantFolding/tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/ShapeN-matshapes-1,ShapeN-matshapes-1,GPU-0, 0:(11x11x3x64) 1:(128x227x227x3)->(4),0,0,2000,0,0,0,0,0,1,0,0,0,[1552507415069956000, 1552507415069956000, 1552507415069958000, 1552507415069960000]
tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad@GPU-0@ 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f32,tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad,ReluGrad,GPU-0, 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f32,641000,0,657000,0,0,0,1,0,1,0,0,0,[1552507415174626000, 1552507415174626000, 1552507415175283000, 1552507415175287000]
v/cg/conv4/conv2d/kernel/read@GPU-0@ 0:(3x3x384x256)->(3x3x384x256) -t f32,v/cg/conv4/conv2d/kernel/read,Identity,GPU-0, 0:(3x3x384x256)->(3x3x384x256) -t f32,0,0,1000,0,0,0,0,0,1,0,0,0,[1552507415062438000, 1552507415062439000, 1552507415062440000, 1552507415062441000]
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_1_grad/mul@GPU-0@ 0:(64) 1:(1)->(64) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_1_grad/mul,Mul,GPU-0, 0:(64) 1:(1)->(64) -t f32,1000,0,19000,0,0,0,1,0,1,0,0,0,[1552507415069984000, 1552507415069984000, 1552507415070003000, 1552507415070006000]
tower_0/v/cg/dropout0/dropout/dropout/random_uniform/RandomUniform@GPU-0@ 0:(2)->(128x4096) -t i32 -t f32 -seed i: 123 -seed2 i: 144,tower_0/v/cg/dropout0/dropout/dropout/random_uniform/RandomUniform,RandomUniform,GPU-0, 0:(2)->(128x4096) -t i32 -t f32 -seed i: 123 -seed2 i: 144,19000,0,37000,0,0,0,1,0,1,0,0,0,[1552507415062351000, 1552507415062351000, 1552507415062388000, 1552507415062390000]
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy@GPU-0@ 0:(128x1001) 1:(128)->(128)(128x1001 slot 1 slot ) -t f32 -Tlabels i32,tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy,SparseSoftmaxCrossEntropyWithLogits,GPU-0, 0:(128x1001) 1:(128)->(128)(128x1001 slot 1 slot ) -t f32 -Tlabels i32,195000,0,311000,0,0,0,1,0,1,0,0,0,[1552507415121861000, 1552507415121861000, 1552507415122172000, 1552507415122176000]
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_5_grad/mul@GPU-0@ 0:(384) 1:(1)->(384) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_5_grad/mul,Mul,GPU-0, 0:(384) 1:(1)->(384) -t f32,1000,0,18000,0,0,0,1,0,1,0,0,0,[1552507415070293000, 1552507415070293000, 1552507415070311000, 1552507415070314000]
