Op,Node name in TensorFlow model graph,RunMetadata Device,Total time for all kernel launches (microseconds),t0,t1,t2,t3
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,699000,1552507422352306000,1552507422352306000,1552507422353005000,1552507422353005000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,2194000,1552507422353017000,1552507422353017000,1552507422355211000,1552507422355211000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,1994000,1552507422355226000,1552507422355226000,1552507422357220000,1552507422357220000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,127000,1552507422357233000,1552507422357233000,1552507422357360000,1552507422357360000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,39000,1552507422357377000,1552507422357377000,1552507422357416000,1552507422357416000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,2000,1552507422362410000,1552507422362410000,1552507422362412000,1552507422362412000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,2000,1552507422362431000,1552507422362431000,1552507422362433000,1552507422362433000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,2000,1552507422362448000,1552507422362448000,1552507422362450000,1552507422362450000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,7195000,1552507422362465000,1552507422362465000,1552507422369660000,1552507422369660000
Conv2DBackpropFilter,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,/device:GPU:0/stream:all,5000,1552507422369678000,1552507422369678000,1552507422369683000,1552507422369683000
