sys1 op optimization potential (100%*op_diff/total_diff),sys1 op is slower than sys2 op by X1%=100%*(sys1-sys2)/sys2,sys2 op is faster than sys1 op by X2%=100%*(sys1-sys2)/sys1,op,device,input tensors -> output tensors,full path,sys1 total time (ns),sys2 total time (ns),sys1-sys2 (ns),abs(sys1-sys2) (ns),sys1/sys2,(1+abs(1-sys1/sys2))*abs(sys1-sys2),sys1 time per occ (ns),sys1 occurences,sys2 time per occ (ns),sys2 occurences,(sys1 occ)/(sys2 occ)
1.16,866.495,89.653,AddN,GPU-0,0:(16x1)->(1) -N i: 16 -t f32,aggregated,49342.105,5105.263,44236.842,44236.842,9.665,427546.809,49342.105,1.000,5105.263,1.000,1.000
0.97,22.094,18.096,Mul,GPU-0,0:(128x4096) 1:(128x4096)->(128x4096) -t f32,aggregated,205921.053,168657.895,37263.158,37263.158,1.221,45496.054,51480.263,4.000,42164.474,4.000,1.000
0.97,6.072,5.725,BiasAddGrad,GPU-0,0:(128x64x55x55)->(64) -t f32 -data_format NHWC,aggregated,650447.368,613210.526,37236.842,37236.842,1.061,39498.027,650447.368,1.000,613210.526,1.000,1.000
0.91,22.498,18.366,BiasAddGrad,GPU-0,0:(128x256x13x13)->(256) -t f32 -data_format NHWC,aggregated,189421.053,154631.579,34789.474,34789.474,1.225,42616.514,189421.053,1.000,154631.579,1.000,1.000
0.88,7.488,6.966,BiasAddGrad,GPU-0,0:(128x192x27x27)->(192) -t f32 -data_format NHWC,aggregated,484684.211,450921.053,33763.158,33763.158,1.075,36291.208,484684.211,1.000,450921.053,1.000,1.000
0.77,26.862,21.174,L2Loss,GPU-0,0:(4096x1001)->(1) -t f32,aggregated,139815.789,110210.526,29605.263,29605.263,1.269,37557.966,139815.789,1.000,110210.526,1.000,1.000
0.72,59.114,37.152,BiasAddGrad,GPU-0,0:(128x4096)->(4096) -t f32 -data_format NHWC,aggregated,74657.895,46921.053,27736.842,27736.842,1.591,44133.158,37328.947,2.000,23460.526,2.000,1.000
0.68,516.062,83.768,AddN,GPU-0,0:(4096) 1:(4096)->(4096) -N i: 2 -t f32,aggregated,31289.474,5078.947,26210.527,26210.527,6.161,161473.156,15644.737,2.000,2539.474,2.000,1.000
0.57,1.982,1.944,BiasAdd,GPU-0,0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f32 -data_format NHWC,aggregated,1122236.842,1100421.053,21815.789,21815.789,1.020,22248.286,561118.421,2.000,550210.526,2.000,1.000
0.56,6.047,5.702,MatMul,GPU-0,0:(128x4096) 1:(4096x1001)->(128x1001) -t f32 -tr_a 0 -tr_b 0,aggregated,376605.263,355131.579,21473.684,21473.684,1.060,22772.130,376605.263,1.000,355131.579,1.000,1.000
0.55,499.379,83.316,Mul,GPU-0,0:(1) 1:(1)->(1) -t f32,aggregated,25394.737,4236.842,21157.895,21157.895,5.994,126815.958,12697.368,2.000,2118.421,2.000,1.000
0.53,33.608,25.154,BiasAdd,GPU-0,0:(128x4096) 1:(4096)->(128x4096) -t f32 -data_format NHWC,aggregated,81078.947,60684.211,20394.736,20394.736,1.336,27248.994,40539.474,2.000,30342.105,2.000,1.000
0.53,2.197,2.150,L2Loss,GPU-0,0:(9216x4096)->(1) -t f32,aggregated,939000.000,918815.789,20184.211,20184.211,1.022,20627.610,939000.000,1.000,918815.789,1.000,1.000
0.53,35.319,26.100,Add,GPU-0,0:(1) 1:(128x4096)->(128x4096) -t f32,aggregated,77131.579,57000.000,20131.579,20131.579,1.353,27241.763,38565.789,2.000,28500.000,2.000,1.000
0.51,73.216,42.269,L2Loss,GPU-0,0:(3x3x192x384)->(1) -t f32,aggregated,46631.579,26921.053,19710.526,19710.526,1.732,34141.790,46631.579,1.000,26921.053,1.000,1.000
0.51,327.074,76.585,ApplyGradientDescent,GPU-0,0:(4096) 1:(1) 2:(4096)->(4096) -t f32 -use_locking 0,aggregated,25736.842,6026.316,19710.526,19710.526,4.271,84178.575,12868.421,2.000,3013.158,2.000,1.000
0.50,45.755,31.392,L2Loss,GPU-0,0:(3x3x384x384)->(1) -t f32,aggregated,61447.368,42157.895,19289.473,19289.473,1.458,28115.430,61447.368,1.000,42157.895,1.000,1.000
0.50,4.643,4.437,L2Loss,GPU-0,0:(4096x4096)->(1) -t f32,aggregated,432973.684,413763.158,19210.526,19210.526,1.046,20102.448,432973.684,1.000,413763.158,1.000,1.000
0.50,430.769,81.159,AddN,GPU-0,0:(384) 1:(384)->(384) -N i: 2 -t f32,aggregated,23605.263,4447.368,19157.895,19157.895,5.308,101684.221,11802.632,2.000,2223.684,2.000,1.000
0.50,398.352,79.934,ApplyGradientDescent,GPU-0,0:(384) 1:(1) 2:(384)->(384) -t f32 -use_locking 0,aggregated,23868.421,4789.474,19078.947,19078.947,4.984,95080.240,11934.211,2.000,2394.737,2.000,1.000
0.50,32.553,24.558,Floor,GPU-0,0:(128x4096)->(128x4096) -t f32,aggregated,77473.684,58447.368,19026.316,19026.316,1.326,25219.935,38736.842,2.000,29223.684,2.000,1.000
0.50,60.588,37.729,L2Loss,GPU-0,0:(3x3x384x256)->(1) -t f32,aggregated,50289.474,31315.789,18973.685,18973.685,1.606,30469.507,50289.474,1.000,31315.789,1.000,1.000
0.49,22.573,18.416,ReluGrad,GPU-0,0:(128x4096) 1:(128x4096)->(128x4096) -t f32,aggregated,102315.789,83473.684,18842.105,18842.105,1.226,23095.241,51157.895,2.000,41736.842,2.000,1.000
0.49,333.962,76.957,L2Loss,GPU-0,0:(11x11x3x64)->(1) -t f32,aggregated,24210.526,5578.947,18631.579,18631.579,4.340,80854.026,24210.526,1.000,5578.947,1.000,1.000
0.47,6.656,6.240,MaxPool,GPU-0,0:(128x256x13x13)->(128x256x6x6) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,aggregated,288868.421,270842.105,18026.316,18026.316,1.067,19226.085,288868.421,1.000,270842.105,1.000,1.000
0.47,326.923,76.577,BiasAddGrad,GPU-0,0:(128x1001)->(1001) -t f32 -data_format NHWC,aggregated,23368.421,5473.684,17894.737,17894.737,4.269,76396.765,23368.421,1.000,5473.684,1.000,1.000
0.47,1.397,1.378,ReluGrad,GPU-0,0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f32,aggregated,1294789.474,1276947.368,17842.106,17842.106,1.014,18091.404,647394.737,2.000,638473.684,2.000,1.000
0.46,133.136,57.107,L2Loss,GPU-0,0:(4096)->(1) -t f32,aggregated,31105.263,13342.105,17763.158,17763.158,2.331,41412.333,15552.632,2.000,6671.053,2.000,1.000
0.45,563.793,84.935,Mul,GPU-0,0:(384) 1:(1)->(384) -t f32,aggregated,20263.158,3052.632,17210.526,17210.526,6.638,114242.269,10131.579,2.000,1526.316,2.000,1.000
0.45,469.784,82.449,Mul,GPU-0,0:(4096) 1:(1)->(4096) -t f32,aggregated,20842.105,3657.895,17184.210,17184.210,5.698,97912.900,10421.053,2.000,1828.947,2.000,1.000
0.44,28.884,22.411,Relu,GPU-0,0:(128x4096)->(128x4096) -t f32,aggregated,74447.368,57763.158,16684.210,16684.210,1.289,21503.248,37223.684,2.000,28881.579,2.000,1.000
0.43,330.000,76.744,L2Loss,GPU-0,0:(384)->(1) -t f32,aggregated,21500.000,5000.000,16500.000,16500.000,4.300,70950.000,10750.000,2.000,2500.000,2.000,1.000
0.42,2.002,1.962,MaxPoolGrad,GPU-0,0:(128x256x13x13) 1:(128x256x6x6) 2:(128x256x6x6)->(128x256x13x13) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,aggregated,820736.842,804631.579,16105.263,16105.263,1.020,16427.621,820736.842,1.000,804631.579,1.000,1.000
