sys1 op optimization potential (100%*op_diff/total_diff),sys1 op is slower than sys2 op by X1%=100%*(sys1-sys2)/sys2,sys2 op is faster than sys1 op by X2%=100%*(sys1-sys2)/sys1,op,device,input tensors -> output tensors,full path,sys1 total time (ns),sys2 total time (ns),sys1-sys2 (ns),abs(sys1-sys2) (ns),sys1/sys2,(1+abs(1-sys1/sys2))*abs(sys1-sys2),sys1 time per occ (ns),sys1 occurences,sys2 time per occ (ns),sys2 occurences,(sys1 occ)/(sys2 occ)
0.13,390.789,79.625,ApplyGradientDescent,GPU-0,0:(64) 1:(1) 2:(64)->(64) -t f32 -use_locking 0,aggregated,9815.789,2000.000,7815.789,7815.789,4.908,38359.068,9815.789,1.000,2000.000,1.000,1.000
0.13,14.533,12.689,ApplyGradientDescent,GPU-0,0:(3x3x192x384) 1:(1) 2:(3x3x192x384)->(3x3x192x384) -t f32 -use_locking 0,aggregated,60973.684,53236.842,7736.842,7736.842,1.145,8861.227,60973.684,1.000,53236.842,1.000,1.000
0.13,14.694,12.812,AddN,GPU-0,0:(3x3x192x384) 1:(3x3x192x384)->(3x3x192x384) -N i: 2 -t f32,aggregated,60184.211,52473.684,7710.527,7710.527,1.147,8843.518,60184.211,1.000,52473.684,1.000,1.000
0.13,7.473,6.953,ApplyGradientDescent,GPU-0,0:(3x3x384x384) 1:(1) 2:(3x3x384x384)->(3x3x384x384) -t f32 -use_locking 0,aggregated,110894.737,103184.211,7710.526,7710.526,1.075,8286.701,110894.737,1.000,103184.211,1.000,1.000
0.13,11.736,10.504,AddN,GPU-0,0:(3x3x384x256) 1:(3x3x384x256)->(3x3x384x256) -N i: 2 -t f32,aggregated,73157.895,65473.684,7684.211,7684.211,1.117,8586.056,73157.895,1.000,65473.684,1.000,1.000
0.12,265.741,72.658,ApplyGradientDescent,GPU-0,0:(11x11x3x64) 1:(1) 2:(11x11x3x64)->(11x11x3x64) -t f32 -use_locking 0,aggregated,10394.737,2842.105,7552.632,7552.632,3.657,27623.055,10394.737,1.000,2842.105,1.000,1.000
0.12,75.871,43.140,Cast,GPU-0,0:(5x5x64x192)->(5x5x64x192) -DstT f16 -SrcT f32,aggregated,17263.158,9815.789,7447.369,7447.369,1.759,13097.786,17263.158,1.000,9815.789,1.000,1.000
0.12,7.373,6.867,AddN,GPU-0,0:(3x3x384x384) 1:(3x3x384x384)->(3x3x384x384) -N i: 2 -t f32,aggregated,107684.211,100289.474,7394.737,7394.737,1.074,7939.980,107684.211,1.000,100289.474,1.000,1.000
0.04,0.714,0.709,BiasAdd,GPU-0,0:(128x256x13x13) 1:(256)->(128x256x13x13) -t f16 -data_format NHWC,aggregated,352763.158,350263.158,2500.000,2500.000,1.007,2517.844,352763.158,1.000,350263.158,1.000,1.000
0.03,0.488,0.486,MatMul,GPU-0,0:(128x4096) 1:(128x1001)->(4096x1001) -t f16 -tr_a 1 -tr_b 0,aggregated,341421.053,339763.158,1657.895,1657.895,1.005,1665.985,341421.053,1.000,339763.158,1.000,1.000
0.00,2.047,2.006,VariableV2,CPU-0,0:(none)->(1) -t f32,aggregated,9184.211,9000.000,184.211,184.211,1.020,187.981,9184.211,1.000,9000.000,1.000,1.000
0.00,4.717,4.505,Const,CPU-0,0:(none)->(1) -t i64,aggregated,2921.053,2789.474,131.579,131.579,1.047,137.786,2921.053,1.000,2789.474,1.000,1.000
0.00,0.545,0.542,VariableV2,CPU-0,0:(none)->(1) -t i64,aggregated,9710.526,9657.895,52.631,52.631,1.005,52.918,9710.526,1.000,9657.895,1.000,1.000
0.00,-2.877,-2.962,Transpose,GPU-0,0:(128x227x227x3) 1:(4)->(128x3x227x227),aggregated,1841815.789,1896368.421,-54552.632,54552.632,0.971,56121.942,1841815.789,1.000,1896368.421,1.000,1.000
0.00,-2.244,-2.295,MatMul,GPU-0,0:(128x4096) 1:(128x4096)->(4096x4096) -t f16 -tr_a 1 -tr_b 0,aggregated,1300263.158,1330105.263,-29842.105,29842.105,0.978,30511.639,1300263.158,1.000,1330105.263,1.000,1.000
0.00,-0.006,-0.006,BiasAddGrad,GPU-0,0:(128x64x55x55)->(64) -t f16 -data_format NHWC,aggregated,895763.158,895815.789,-52.631,52.631,1.000,52.634,895763.158,1.000,895815.789,1.000,1.000
0.00,-1.796,-1.829,Conv2DBackpropFilter,GPU-0,0:(128x384x13x13) 1:(4) 2:(128x384x13x13)->(3x3x384x384) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,8113526.316,8261947.368,-148421.052,148421.052,0.982,151087.349,8113526.316,1.000,8261947.368,1.000,1.000
0.00,-3.082,-3.180,ReluGrad,GPU-0,0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f16,aggregated,1046947.368,1080236.842,-33289.474,33289.474,0.969,34315.350,523473.684,2.000,540118.421,2.000,1.000
0.00,-0.035,-0.035,Conv2DBackpropInput,GPU-0,0:(4) 1:(3x3x192x384) 2:(128x384x13x13)->(128x192x13x13) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,4844894.737,4846605.263,-1710.526,1710.526,1.000,1711.130,4844894.737,1.000,4846605.263,1.000,1.000
0.00,-5.852,-6.216,Conv2D,GPU-0,0:(128x64x27x27) 1:(5x5x64x192)->(128x192x27x27) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,5064131.579,5378921.053,-314789.474,314789.474,0.941,333211.833,5064131.579,1.000,5378921.053,1.000,1.000
0.00,-3.718,-3.861,ReluGrad,GPU-0,0:(128x64x55x55) 1:(128x64x55x55)->(128x64x55x55) -t f16,aggregated,1544947.368,1604605.263,-59657.895,59657.895,0.963,61875.926,1544947.368,1.000,1604605.263,1.000,1.000
0.00,-2.467,-2.530,Conv2DBackpropFilter,GPU-0,0:(128x192x13x13) 1:(4) 2:(128x384x13x13)->(3x3x192x384) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,5339710.526,5474789.474,-135078.948,135078.948,0.975,138411.738,5339710.526,1.000,5474789.474,1.000,1.000
0.00,-4.337,-4.534,MatMul,GPU-0,0:(128x9216) 1:(128x4096)->(9216x4096) -t f16 -tr_a 1 -tr_b 0,aggregated,2895026.316,3026289.474,-131263.158,131263.158,0.957,136956.604,2895026.316,1.000,3026289.474,1.000,1.000
0.00,-2.204,-2.253,MatMul,GPU-0,0:(128x9216) 1:(9216x4096)->(128x4096) -t f16 -tr_a 0 -tr_b 0,aggregated,2469026.316,2524657.895,-55631.579,55631.579,0.978,56857.437,2469026.316,1.000,2524657.895,1.000,1.000
0.00,-1.826,-1.860,ReluGrad,GPU-0,0:(128x256x13x13) 1:(128x256x13x13)->(128x256x13x13) -t f16,aggregated,355078.947,361684.211,-6605.264,6605.264,0.982,6725.893,355078.947,1.000,361684.211,1.000,1.000
0.00,-1.726,-1.757,Conv2DBackpropFilter,GPU-0,0:(128x384x13x13) 1:(4) 2:(128x256x13x13)->(3x3x384x256) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,5662315.789,5761789.474,-99473.685,99473.685,0.983,101191.036,5662315.789,1.000,5761789.474,1.000,1.000
0.00,-1.414,-1.434,MatMul,GPU-0,0:(128x4096) 1:(4096x4096)->(128x4096) -t f16 -tr_a 0 -tr_b 1,aggregated,1229131.579,1246763.158,-17631.579,17631.579,0.986,17880.923,1229131.579,1.000,1246763.158,1.000,1.000
0.00,-2.163,-2.211,MaxPoolGrad,GPU-0,0:(128x192x27x27) 1:(128x192x13x13) 2:(128x192x13x13)->(128x192x27x27) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,aggregated,1223684.211,1250736.842,-27052.631,27052.631,0.978,27637.762,1223684.211,1.000,1250736.842,1.000,1.000
0.00,-0.167,-0.168,MatMul,GPU-0,0:(128x4096) 1:(4096x1001)->(128x1001) -t f16 -tr_a 0 -tr_b 0,aggregated,329894.737,330447.368,-552.631,552.631,0.998,553.555,329894.737,1.000,330447.368,1.000,1.000
0.00,-1.496,-1.519,Conv2DBackpropFilter,GPU-0,0:(128x3x227x227) 1:(4) 2:(128x64x55x55)->(11x11x3x64) -t f16 -data_format NHWC -strides list { i: 1 i: 4 i: 4 i: 1} -cudnn 1,aggregated,6753421.053,6856000.000,-102578.947,102578.947,0.985,104113.725,6753421.053,1.000,6856000.000,1.000,1.000
0.00,-3.863,-4.018,ReluGrad,GPU-0,0:(128x192x27x27) 1:(128x192x27x27)->(128x192x27x27) -t f16,aggregated,1113315.789,1158052.632,-44736.843,44736.843,0.961,46465.076,1113315.789,1.000,1158052.632,1.000,1.000
0.00,-0.206,-0.206,MatMul,GPU-0,0:(128x1001) 1:(4096x1001)->(128x4096) -t f16 -tr_a 0 -tr_b 1,aggregated,331710.526,332394.737,-684.211,684.211,0.998,685.619,331710.526,1.000,332394.737,1.000,1.000
0.00,-1.045,-1.056,BiasAdd,GPU-0,0:(128x64x55x55) 1:(64)->(128x64x55x55) -t f16 -data_format NHWC,aggregated,1627289.474,1644473.684,-17184.210,17184.210,0.990,17363.779,1627289.474,1.000,1644473.684,1.000,1.000
0.00,-16.981,-20.455,Identity,CPU-0,0:(none)->(1),aggregated,1157.895,1394.737,-236.842,236.842,0.830,277.060,1157.895,1.000,1394.737,1.000,1.000
0.00,-0.294,-0.294,BiasAddGrad,GPU-0,0:(128x192x27x27)->(192) -t f16 -data_format NHWC,aggregated,607894.737,609684.211,-1789.474,1789.474,0.997,1794.726,607894.737,1.000,609684.211,1.000,1.000
0.00,-2.816,-2.898,MaxPoolGrad,GPU-0,0:(128x64x55x55) 1:(128x64x27x27) 2:(128x64x27x27)->(128x64x55x55) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,aggregated,1402078.947,1442710.526,-40631.579,40631.579,0.972,41775.901,1402078.947,1.000,1442710.526,1.000,1.000
0.00,-13.426,-15.508,_Retval,CPU-0,0:(1)->(none),aggregated,2460.526,2842.105,-381.579,381.579,0.866,432.810,1230.263,2.000,1421.053,2.000,1.000
0.00,-1.344,-1.363,MaxPool,GPU-0,0:(128x64x55x55)->(128x64x27x27) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,aggregated,1143289.474,1158868.421,-15578.947,15578.947,0.987,15788.379,1143289.474,1.000,1158868.421,1.000,1.000
0.00,-1.642,-1.669,Conv2DBackpropInput,GPU-0,0:(4) 1:(3x3x384x384) 2:(128x384x13x13)->(128x384x13x13) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,8293473.684,8431894.737,-138421.053,138421.053,0.984,140693.423,8293473.684,1.000,8431894.737,1.000,1.000
0.00,-1.029,-1.040,Conv2DBackpropInput,GPU-0,0:(4) 1:(3x3x384x256) 2:(128x256x13x13)->(128x384x13x13) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,5968789.474,6030842.105,-62052.631,62052.631,0.990,62691.104,5968789.474,1.000,6030842.105,1.000,1.000
0.00,-7.534,-8.148,Conv2D,GPU-0,0:(128x384x13x13) 1:(3x3x384x384)->(128x384x13x13) -t f16 -data_format NHWC -p s -cudnn 1,aggregated,8366684.211,9048394.737,-681710.526,681710.526,0.925,733070.934,8366684.211,1.000,9048394.737,1.000,1.000
0.00,-2.582,-2.650,MatMul,GPU-0,0:(128x4096) 1:(4096x4096)->(128x4096) -t f16 -tr_a 0 -tr_b 0,aggregated,1110157.895,1139578.947,-29421.052,29421.052,0.974,30180.629,1110157.895,1.000,1139578.947,1.000,1.000
0.00,-4.850,-5.097,MatMul,GPU-0,0:(128x4096) 1:(9216x4096)->(128x9216) -t f16 -tr_a 0 -tr_b 1,aggregated,2669394.737,2805447.368,-136052.631,136052.631,0.952,142650.623,2669394.737,1.000,2805447.368,1.000,1.000
0.00,-2.273,-2.326,AssignAdd,CPU-0,0:(1) 1:(1)->(1) -t i64 -use_locking 0,aggregated,3394.737,3473.684,-78.947,78.947,0.977,80.741,3394.737,1.000,3473.684,1.000,1.000
0.00,-24.468,-32.394,NoOp,CPU-0,0:(none)->(none),aggregated,934.211,1236.842,-302.631,302.631,0.755,376.679,934.211,1.000,1236.842,1.000,1.000
0.00,-0.081,-0.081,Cast,GPU-0,0:(9216x4096)->(9216x4096) -DstT f16 -SrcT f32,aggregated,1527921.053,1529157.895,-1236.842,1236.842,0.999,1237.842,1527921.053,1.000,1529157.895,1.000,1.000
0.00,-13.462,-15.556,Identity,CPU-0,0:(1)->(1) -t f32,aggregated,1184.211,1368.421,-184.210,184.210,0.865,209.007,1184.211,1.000,1368.421,1.000,1.000

Summary of sys1 vs sys2 comparison:
sys1: /home/ndr/work_february/TensorScope_test_git/characterization_scripts/../all_results/alexnet/tf_cnn_benchmarks/GPU_4270_180/software/blocking/xla_off/fp16/128/NHWC/extra_param1/extra_param2/stats_tensorflow_ops.csv
sys2: /home/ndr/work_february/TensorScope_test_git/characterization_scripts/../all_results/alexnet/tf_cnn_benchmarks/GPU_4270_180/hardware/blocking/xla_off/fp16/128/NHWC/extra_param1/extra_param2/stats_tensorflow_ops.csv


*** CONCLUSION 1: sys1 will take about 3% more hours to train than sys2***
*** CONCLUSION 2: sys2 will take about 3% less hours to train than sys1***


sys1: 0.146 seconds
sys2: 0.143 seconds

sys1 ops > 100.0 ns: 146392421.056 ns (100.00% of all ops)
sys2 ops > 100.0 ns: 142641157.897 ns (100.00% of all ops)

sys1 lag vs sys2 (sum of diff_i=(sys1_op_i - sys2_op_i) if diff_i > 0):
6140131.58 ns (0.04% of sys2)

sys1 lag coverage after discarding sys1 ops < 100.0 ns:
100.00% of total sys1 lag (6140131.58 ns)

Pearson correlation coefficient: 0.997232
Op time difference min: -24.468% max: 6492.782% avg abs: 302.514%

