sys1 op optimization potential (100%*op_diff/total_diff),sys1 op is slower than sys2 op by X1%=100%*(sys1-sys2)/sys2,sys2 op is faster than sys1 op by X2%=100%*(sys1-sys2)/sys1,op,device,input tensors -> output tensors,full path,sys1 total time (ns),sys2 total time (ns),sys1-sys2 (ns),abs(sys1-sys2) (ns),sys1/sys2,(1+abs(1-sys1/sys2))*abs(sys1-sys2),sys1 time per occ (ns),sys1 occurences,sys2 time per occ (ns),sys2 occurences,(sys1 occ)/(sys2 occ)
0.22,33.927,25.332,ApplyGradientDescent,GPU-0,0:(5x5x64x192) 1:(1) 2:(5x5x64x192)->(5x5x64x192) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent,33657.895,25131.579,8526.316,8526.316,1.339,11419.014,33657.895,1.000,25131.579,1.000,1.000
0.22,514.286,83.721,Mul,GPU-0,0:(192) 1:(1)->(192) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_3_grad/mul,10184.211,1657.895,8526.316,8526.316,6.143,52375.940,10184.211,1.000,1657.895,1.000,1.000
0.22,469.565,82.443,Mul,GPU-0,0:(4096) 1:(1)->(4096) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_13_grad/mul,10342.105,1815.789,8526.316,8526.316,5.696,48562.929,10342.105,1.000,1815.789,1.000,1.000
0.22,29.508,22.785,Relu,GPU-0,0:(128x4096)->(128x4096) -t f32,tower_0/v/cg/affine0/affine0,37421.053,28894.737,8526.316,8526.316,1.295,11042.278,37421.053,1.000,28894.737,1.000,1.000
0.22,20.087,16.727,Mul,GPU-0,0:(128x4096) 1:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0_1/dropout/dropout/mul,50973.684,42447.368,8526.316,8526.316,1.201,10238.979,50973.684,1.000,42447.368,1.000,1.000
0.22,2.334,2.280,BiasAdd,GPU-0,0:(128x256x13x13) 1:(256)->(128x256x13x13) -t f32 -data_format NHWC,tower_0/v/cg/conv4/BiasAdd,372736.842,364236.842,8500.000,8500.000,1.023,8698.360,372736.842,1.000,364236.842,1.000,1.000
0.22,487.879,82.990,Mul,GPU-0,0:(256) 1:(1)->(256) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_9_grad/mul,10210.526,1736.842,8473.684,8473.684,5.879,49814.992,10210.526,1.000,1736.842,1.000,1.000
0.22,426.667,81.013,L2Loss,GPU-0,0:(192)->(1) -t f32,tower_0/v/l2_loss/L2Loss_3,10394.737,1973.684,8421.053,8421.053,5.267,44350.877,10394.737,1.000,1973.684,1.000,1.000
0.22,323.711,76.399,L2Loss,GPU-0,0:(384)->(1) -t f32,tower_0/v/l2_loss/L2Loss_7,10815.789,2552.632,8263.158,8263.158,4.237,35011.937,10815.789,1.000,2552.632,1.000,1.000
0.21,336.559,77.094,L2Loss,GPU-0,0:(384)->(1) -t f32,tower_0/v/l2_loss/L2Loss_5,10684.211,2447.368,8236.842,8236.842,4.366,35958.687,10684.211,1.000,2447.368,1.000,1.000
0.21,27.946,21.842,Floor,GPU-0,0:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0/dropout/dropout/Floor,37710.526,29473.684,8236.842,8236.842,1.279,10538.745,37710.526,1.000,29473.684,1.000,1.000
0.21,28.259,22.033,Relu,GPU-0,0:(128x4096)->(128x4096) -t f32,tower_0/v/cg/affine1/affine1,37026.316,28868.421,8157.895,8157.895,1.283,10463.225,37026.316,1.000,28868.421,1.000,1.000
0.21,430.556,81.152,L2Loss,GPU-0,0:(64)->(1) -t f32,tower_0/v/l2_loss/L2Loss_1,10052.632,1894.737,8157.895,8157.895,5.306,43282.164,10052.632,1.000,1894.737,1.000,1.000
0.21,2.439,2.381,MatMul,GPU-0,0:(128x4096) 1:(128x1001)->(4096x1001) -t f32 -tr_a 1 -tr_b 0,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul_1,342657.895,334500.000,8157.895,8157.895,1.024,8356.852,342657.895,1.000,334500.000,1.000,1.000
0.21,11.736,10.503,AddN,GPU-0,0:(3x3x384x256) 1:(3x3x384x256)->(3x3x384x256) -N i: 2 -t f32,tower_0/v/gradients/AddN_7,77421.053,69289.474,8131.579,8131.579,1.117,9085.874,77421.053,1.000,69289.474,1.000,1.000
0.21,286.916,74.155,ApplyGradientDescent,GPU-0,0:(11x11x3x64) 1:(1) 2:(11x11x3x64)->(11x11x3x64) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/conv2d/kernel/ApplyGradientDescent,10894.737,2815.789,8078.947,8078.947,3.869,31258.731,10894.737,1.000,2815.789,1.000,1.000
0.21,0.435,0.433,Transpose,GPU-0,0:(128x227x227x3) 1:(4)->(128x3x227x227),tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter-0-TransposeNHWCToNCHW-LayoutOptimizer,1860947.368,1852894.737,8052.632,8052.632,1.004,8087.628,1860947.368,1.000,1852894.737,1.000,1.000
0.21,12.150,10.834,ApplyGradientDescent,GPU-0,0:(3x3x384x256) 1:(1) 2:(3x3x384x256)->(3x3x384x256) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent,73842.105,65842.105,8000.000,8000.000,1.122,8972.022,73842.105,1.000,65842.105,1.000,1.000
0.21,8.015,7.420,ApplyGradientDescent,GPU-0,0:(3x3x384x384) 1:(1) 2:(3x3x384x384)->(3x3x384x384) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent,107815.789,99815.789,8000.000,8000.000,1.080,8641.181,107815.789,1.000,99815.789,1.000,1.000
0.21,15.088,13.110,AddN,GPU-0,0:(3x3x192x384) 1:(3x3x192x384)->(3x3x192x384) -N i: 2 -t f32,tower_0/v/gradients/AddN_11,60421.053,52500.000,7921.053,7921.053,1.151,9116.159,60421.053,1.000,52500.000,1.000,1.000
0.20,2.503,2.442,ApplyGradientDescent,GPU-0,0:(4096x1001) 1:(1) 2:(4096x1001)->(4096x1001) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent,322210.526,314342.105,7868.421,7868.421,1.025,8065.379,322210.526,1.000,314342.105,1.000,1.000
0.20,7.594,7.058,AddN,GPU-0,0:(3x3x384x384) 1:(3x3x384x384)->(3x3x384x384) -N i: 2 -t f32,tower_0/v/gradients/AddN_9,111105.263,103263.158,7842.105,7842.105,1.076,8437.658,111105.263,1.000,103263.158,1.000,1.000
0.20,285.577,74.065,AddN,GPU-0,0:(11x11x3x64) 1:(11x11x3x64)->(11x11x3x64) -N i: 2 -t f32,tower_0/v/gradients/AddN_15,10552.632,2736.842,7815.789,7815.789,3.856,30135.881,10552.632,1.000,2736.842,1.000,1.000
0.20,303.093,75.192,L2Loss,GPU-0,0:(256)->(1) -t f32,tower_0/v/l2_loss/L2Loss_9,10289.474,2552.632,7736.842,7736.842,4.031,31186.652,10289.474,1.000,2552.632,1.000,1.000
0.20,14.620,12.755,ApplyGradientDescent,GPU-0,0:(3x3x192x384) 1:(1) 2:(3x3x192x384)->(3x3x192x384) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/conv2/conv2d/kernel/ApplyGradientDescent,60657.895,52921.053,7736.842,7736.842,1.146,8867.937,60657.895,1.000,52921.053,1.000,1.000
0.20,2.455,2.396,AddN,GPU-0,0:(4096x1001) 1:(4096x1001)->(4096x1001) -N i: 2 -t f32,tower_0/v/gradients/AddN_1,320657.895,312973.684,7684.211,7684.211,1.025,7872.875,320657.895,1.000,312973.684,1.000,1.000
0.20,1.191,1.177,ReluGrad,GPU-0,0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f32,tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad,648552.632,640921.053,7631.579,7631.579,1.012,7722.450,648552.632,1.000,640921.053,1.000,1.000
0.17,0.350,0.348,ReluGrad,GPU-0,0:(128x64x55x55) 1:(128x64x55x55)->(128x64x55x55) -t f32,tower_0/v/gradients/tower_0/v/cg/conv0/Relu_grad/ReluGrad,1918631.579,1911947.368,6684.211,6684.211,1.003,6707.579,1918631.579,1.000,1911947.368,1.000,1.000
0.17,1.714,1.685,MatMul,GPU-0,0:(128x1001) 1:(4096x1001)->(128x4096) -t f32 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul,376315.789,369973.684,6342.105,6342.105,1.017,6450.822,376315.789,1.000,369973.684,1.000,1.000
0.13,0.396,0.394,MaxPoolGrad,GPU-0,0:(128x192x27x27) 1:(128x192x13x13) 2:(128x192x13x13)->(128x192x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/gradients/tower_0/v/cg/mpool1/MaxPool_grad/MaxPoolGrad,1267842.105,1262842.105,5000.000,5000.000,1.004,5019.797,1267842.105,1.000,1262842.105,1.000,1.000
0.10,0.298,0.297,AddN,GPU-0,0:(4096x4096) 1:(4096x4096)->(4096x4096) -N i: 2 -t f32,tower_0/v/gradients/AddN_3,1284105.263,1280289.474,3815.789,3815.789,1.003,3827.162,1284105.263,1.000,1280289.474,1.000,1.000
0.00,-1.733,-1.764,MaxPoolGrad,GPU-0,0:(128x64x55x55) 1:(128x64x27x27) 2:(128x64x27x27)->(128x64x55x55) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/gradients/tower_0/v/cg/mpool0/MaxPool_grad/MaxPoolGrad,2115815.789,2153131.579,-37315.789,37315.789,0.983,37962.507,2115815.789,1.000,2153131.579,1.000,1.000
0.00,-1.289,-1.306,Conv2DBackpropInput,GPU-0,0:(4) 1:(3x3x384x256) 2:(128x256x13x13)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,6253631.579,6335289.474,-81657.895,81657.895,0.987,82710.414,6253631.579,1.000,6335289.474,1.000,1.000
0.00,-0.769,-0.775,Conv2DBackpropFilter,GPU-0,0:(128x384x13x13) 1:(4) 2:(128x256x13x13)->(3x3x384x256) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter,6082526.316,6129684.211,-47157.895,47157.895,0.992,47520.698,6082526.316,1.000,6129684.211,1.000,1.000
0.00,-0.627,-0.631,MatMul,GPU-0,0:(128x4096) 1:(4096x4096)->(128x4096) -t f32 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine1/xw_plus_b/MatMul_grad/MatMul,1388631.579,1397394.737,-8763.158,8763.158,0.994,8818.112,1388631.579,1.000,1397394.737,1.000,1.000
0.00,-1.277,-1.293,MatMul,GPU-0,0:(128x4096) 1:(9216x4096)->(128x9216) -t f32 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b/MatMul_grad/MatMul,2793763.158,2829894.737,-36131.579,36131.579,0.987,36592.900,2793763.158,1.000,2829894.737,1.000,1.000
0.00,-0.658,-0.662,Conv2D,GPU-0,0:(128x384x13x13) 1:(3x3x384x256)->(128x256x13x13) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/cg/conv4/conv2d/Conv2D,6164973.684,6205815.789,-40842.105,40842.105,0.993,41110.898,6164973.684,1.000,6205815.789,1.000,1.000
0.00,-5.835,-6.196,Relu,GPU-0,0:(128x384x13x13)->(128x384x13x13) -t f32,tower_0/v/cg/conv2/Relu,444236.842,471763.158,-27526.316,27526.316,0.942,29132.414,444236.842,1.000,471763.158,1.000,1.000
0.00,-2.180,-2.229,Relu,GPU-0,0:(128x64x55x55)->(128x64x55x55) -t f32,tower_0/v/cg/conv0/Relu,1303526.316,1332578.947,-29052.632,29052.632,0.978,29686.032,1303526.316,1.000,1332578.947,1.000,1.000
0.00,-5.721,-6.069,VariableV2,CPU-0,0:(none)->(1) -t i64,global_step,9973.684,10578.947,-605.263,605.263,0.943,639.893,9973.684,1.000,10578.947,1.000,1.000
0.00,-2.067,-2.110,Conv2DBackpropFilter,GPU-0,0:(128x384x13x13) 1:(4) 2:(128x384x13x13)->(3x3x384x384) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropFilter,8768868.421,8953921.053,-185052.632,185052.632,0.979,188877.155,8768868.421,1.000,8953921.053,1.000,1.000
0.00,-0.011,-0.011,BiasAdd,GPU-0,0:(128x64x55x55) 1:(64)->(128x64x55x55) -t f32 -data_format NHWC,tower_0/v/cg/conv0/BiasAdd,1627684.211,1627868.421,-184.211,184.211,1.000,184.231,1627684.211,1.000,1627868.421,1.000,1.000
0.00,-0.962,-0.972,MatMul,GPU-0,0:(128x9216) 1:(9216x4096)->(128x4096) -t f32 -tr_a 0 -tr_b 0,tower_0/v/cg/affine0/xw_plus_b/MatMul,3044263.158,3073842.105,-29578.947,29578.947,0.990,29863.579,3044263.158,1.000,3073842.105,1.000,1.000
0.00,-33.454,-50.273,BiasAdd,GPU-0,0:(128x192x27x27) 1:(192)->(128x192x27x27) -t f32 -data_format NHWC,tower_0/v/cg/conv1/BiasAdd,1262631.579,1897394.737,-634763.158,634763.158,0.665,847119.743,1262631.579,1.000,1897394.737,1.000,1.000
0.00,-1.545,-1.569,Conv2DBackpropFilter,GPU-0,0:(128x3x227x227) 1:(4) 2:(128x64x55x55)->(11x11x3x64) -t f32 -data_format NHWC -strides list { i: 1 i: 4 i: 4 i: 1} -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter,7122000.000,7233763.158,-111763.158,111763.158,0.985,113489.922,7122000.000,1.000,7233763.158,1.000,1.000
0.00,-0.877,-0.885,Const,CPU-0,0:(none)->(1) -t i64,inc_global_step/AssignAdd/value,2973.684,3000.000,-26.316,26.316,0.991,26.547,2973.684,1.000,3000.000,1.000,1.000
0.00,-0.484,-0.486,Conv2DBackpropInput,GPU-0,0:(4) 1:(3x3x192x384) 2:(128x384x13x13)->(128x192x13x13) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropInput,5014578.947,5038947.368,-24368.421,24368.421,0.995,24486.267,5014578.947,1.000,5038947.368,1.000,1.000
0.00,-0.165,-0.166,ApplyGradientDescent,GPU-0,0:(4096x4096) 1:(1) 2:(4096x4096)->(4096x4096) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/affine1/weights/ApplyGradientDescent,1286789.474,1288921.053,-2131.579,2131.579,0.998,2135.104,1286789.474,1.000,1288921.053,1.000,1.000
0.00,-1.297,-1.314,MatMul,GPU-0,0:(128x9216) 1:(128x4096)->(9216x4096) -t f32 -tr_a 1 -tr_b 0,tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b/MatMul_grad/MatMul_1,2799684.211,2836473.684,-36789.474,36789.474,0.987,37266.638,2799684.211,1.000,2836473.684,1.000,1.000
0.00,-22.727,-29.412,Identity,CPU-0,0:(none)->(1),main_fetch_group/_41,1342.105,1736.842,-394.737,394.737,0.773,484.450,1342.105,1.000,1736.842,1.000,1.000
0.00,-8.861,-9.722,_Retval,CPU-0,0:(1)->(none),_retval_average_loss/Mean_0_0,1894.737,2078.947,-184.211,184.211,0.911,200.533,1894.737,1.000,2078.947,1.000,1.000
0.00,-1.011,-1.022,MatMul,GPU-0,0:(128x4096) 1:(128x4096)->(4096x4096) -t f32 -tr_a 1 -tr_b 0,tower_0/v/gradients/tower_0/v/cg/affine1/xw_plus_b/MatMul_grad/MatMul_1,1254421.053,1267236.842,-12815.789,12815.789,0.990,12945.398,1254421.053,1.000,1267236.842,1.000,1.000
0.00,-2.775,-2.854,MaxPool,GPU-0,0:(128x64x55x55)->(128x64x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool0/MaxPool,1232894.737,1268078.947,-35184.211,35184.211,0.972,36160.434,1232894.737,1.000,1268078.947,1.000,1.000
0.00,-0.688,-0.693,AddN,GPU-0,0:(9216x4096) 1:(9216x4096)->(9216x4096) -N i: 2 -t f32,tower_0/v/gradients/AddN_5,2882973.684,2902947.368,-19973.684,19973.684,0.993,20111.113,2882973.684,1.000,2902947.368,1.000,1.000
0.00,-0.485,-0.488,BiasAdd,GPU-0,0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f32 -data_format NHWC,tower_0/v/cg/conv2/BiasAdd,555631.579,558342.105,-2710.526,2710.526,0.995,2723.685,555631.579,1.000,558342.105,1.000,1.000
0.00,-0.842,-0.850,MatMul,GPU-0,0:(128x4096) 1:(4096x4096)->(128x4096) -t f32 -tr_a 0 -tr_b 0,tower_0/v/cg/affine1/xw_plus_b/MatMul,1366078.947,1377684.211,-11605.263,11605.263,0.992,11703.023,1366078.947,1.000,1377684.211,1.000,1.000
0.00,-1.429,-1.449,Conv2DBackpropFilter,GPU-0,0:(128x192x13x13) 1:(4) 2:(128x384x13x13)->(3x3x192x384) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv2/conv2d/Conv2D_grad/Conv2DBackpropFilter,5761447.368,5844947.368,-83500.000,83500.000,0.986,84692.868,5761447.368,1.000,5844947.368,1.000,1.000
0.00,-2.703,-2.778,_Retval,CPU-0,0:(1)->(none),_retval_inc_global_step/AssignAdd_0_1,947.368,973.684,-26.316,26.316,0.973,27.027,947.368,1.000,973.684,1.000,1.000
0.00,-0.693,-0.697,ApplyGradientDescent,GPU-0,0:(9216x4096) 1:(1) 2:(9216x4096)->(9216x4096) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/affine0/weights/ApplyGradientDescent,2883157.895,2903263.158,-20105.263,20105.263,0.993,20244.493,2883157.895,1.000,2903263.158,1.000,1.000
0.00,-0.123,-0.123,ReluGrad,GPU-0,0:(128x192x27x27) 1:(128x192x27x27)->(128x192x27x27) -t f32,tower_0/v/gradients/tower_0/v/cg/conv1/Relu_grad/ReluGrad,1389578.947,1391289.474,-1710.526,1710.526,0.999,1712.629,1389578.947,1.000,1391289.474,1.000,1.000
0.00,-0.275,-0.276,Conv2DBackpropFilter,GPU-0,0:(128x64x27x27) 1:(4) 2:(128x192x27x27)->(5x5x64x192) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropFilter,5069289.474,5083289.474,-14000.000,14000.000,0.997,14038.558,5069289.474,1.000,5083289.474,1.000,1.000
0.00,-3.817,-3.968,AssignAdd,CPU-0,0:(1) 1:(1)->(1) -t i64 -use_locking 0,inc_global_step/AssignAdd,3315.789,3447.368,-131.579,131.579,0.962,136.601,3315.789,1.000,3447.368,1.000,1.000
0.00,-0.666,-0.671,Conv2D,GPU-0,0:(128x64x27x27) 1:(5x5x64x192)->(128x192x27x27) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/cg/conv1/conv2d/Conv2D,4721526.316,4753184.211,-31657.895,31657.895,0.993,31868.748,4721526.316,1.000,4753184.211,1.000,1.000

Summary of sys1 vs sys2 comparison:
sys1: /home/ndr/work_february/TensorScope_test_git/characterization_scripts/../all_results/alexnet/tf_cnn_benchmarks/GPU_4270_180/software/blocking/xla_off/fp32/128/NHWC/extra_param1/extra_param2/stats_tensorflow_layers.csv
sys2: /home/ndr/work_february/TensorScope_test_git/characterization_scripts/../all_results/alexnet/tf_cnn_benchmarks/GPU_4270_180/hardware/blocking/xla_off/fp32/128/NHWC/extra_param1/extra_param2/stats_tensorflow_layers.csv


*** CONCLUSION 1: sys1 will take about 2% more hours to train than sys2***
*** CONCLUSION 2: sys2 will take about 2% less hours to train than sys1***


sys1: 0.145 seconds
sys2: 0.142 seconds

sys1 ops > 100.0 ns: 144579526.316 ns (100.00% of all ops)
sys2 ops > 100.0 ns: 142305394.737 ns (100.00% of all ops)

sys1 lag vs sys2 (sum of diff_i=(sys1_op_i - sys2_op_i) if diff_i > 0):
3841842.11 ns (0.03% of sys2)

sys1 lag coverage after discarding sys1 ops < 100.0 ns:
100.00% of total sys1 lag (3841842.11 ns)

Pearson correlation coefficient: 0.998342
Op time difference min: -33.454% max: 1002.903% avg abs: 141.021%

