rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
43,650447.368,650447.368,0.000,1.000,650447.368,650447.368,0.000,0.450,0.450,0.000,136455368.421,94.332,136455368.421,94.346,0.000,0.000,0.0247807360000,0.0247807360000,0.000,38.098,38.098,99123456.000,99123456.000,152.3927389246268,180.000,550.686,649896.683,84.663,0.892,0.046,0.423,0.046,BiasAddGrad,GPU-0, 0:(128x64x55x55)->(64) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv0/BiasAdd_grad/BiasAddGrad,3000,5.112712701879495,30.805975635370714,3669,651000,647331,654669,650000.0,650000.0,651000.0,651000;652000;651000;649000;650000;650000;650000;650000;650000;649000,138807192,138807192,139458192,139461192,592436192;592437192;593089192;593092192;919641192;919641192;920292192;920295192;1247406192;1247407192;1248056192;1248059192;1574212192;1574213192;1574863192;1574866192;1900881192;1900882192;1901532192;1901535192;2228209192;2228209192;2228859192;2228862192;2555292192;2555292192;2555942192;2555945192;2934990192;2934991192;2935641192;2935644192;3263020192;3263021192;3263670192;3263673192;3590757192;3590757192;3591407192;3591409192;3918539192;3918540192;3919191192;3919194192;4246994192;4246995192;4247645192;4247648192;4574823192;4574824192;4575475192;4575477192;4903195192;4903195192;4903846192;4903848192;5231936192;5231937192;5232590192;5232593192;5556913192;5556913192;5557564192;5557567192;5882434192;5882434192;5883084192;5883087192;6207336192;6207336192;6207986192;6207989192;6534806192;6534807192;6535457192;6535460192
44,257697.368,257697.368,0.000,2.000,515394.737,515394.737,0.000,0.356,0.356,0.000,136970763.158,94.688,136970763.158,94.702,0.000,0.000,0.0083063040000,0.0166126080000,0.000,32.233,32.233,33228288.000,66456576.000,128.9430629563441,180.000,369.203,515025.534,71.635,0.755,0.083,0.336,0.083,BiasAddGrad,GPU-0, 0:(128x384x13x13)->(384) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv2/BiasAdd_grad/BiasAddGrad;tower_0/v/gradients/tower_0/v/cg/conv3/BiasAdd_grad/BiasAddGrad,3000,8.794097577023503,79.52082717964922,32484,261333,228850,293817,257000.0,258000.0,259000.0,257000;256000;260000;255000;257000;257000;257000;258000;257000;257000,115359192,115360192,115617192,115619192,569006192;569006192;569262192;569264192;896462192;896463192;896723192;896725192;1224238192;1224239192;1224494192;1224497192;1551063192;1551063192;1551320192;1551322192;1877515192;1877516192;1877773192;1877776192;2204846192;2204846192;2205103192;2205106192;2531950192;2531951192;2532209192;2532212192;2911853192;2911854192;2912111192;2912113192;3239958192;3239958192;3240215192;3240218192;3567628192;3567628192;3567891192;3567893192;3895218192;3895219192;3895475192;3895477192;4223748192;4223749192;4224007192;4224010192;4551472192;4551473192;4551730192;4551733192;4879803192;4879804192;4880061192;4880064192;5208454192;5208455192;5208715192;5208717192;5533744192;5533745192;5534004192;5534006192;5858974192;5858974192;5859233192;5859236192;6184035192;6184036192;6184293192;6184296192;6510914192;6510914192;6511172192;6511175192
45,484684.211,484684.211,0.000,1.000,484684.211,484684.211,0.000,0.335,0.335,0.000,137455447.368,95.023,137455447.368,95.037,0.000,0.000,0.0179157120000,0.0179157120000,0.000,36.964,36.964,71664384.000,71664384.000,147.8578885872516,180.000,398.135,484286.075,82.143,0.866,0.043,0.315,0.043,BiasAddGrad,GPU-0, 0:(128x192x27x27)->(192) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv1/BiasAdd_grad/BiasAddGrad,2000,6.006774362255207,37.99183071979076,43899,491548,447649,535447,484000.0,485000.0,485000.0,485000;485000;485000;485000;485000;484000;484000;483000;483000;485000,129035192,129035192,129520192,129522192,582598192;582598192;583083192;583086192;909947192;909948192;910433192;910435192;1237680192;1237681192;1238166192;1238168192;1564504192;1564505192;1564990192;1564992192;1891118192;1891118192;1891602192;1891604192;2218460192;2218461192;2218945192;2218947192;2545551192;2545552192;2546035192;2546038192;2925309192;2925310192;2925793192;2925795192;3253327192;3253327192;3253812192;3253814192;3581040192;3581041192;3581526192;3581528192;3908757192;3908758192;3909242192;3909245192;4237283192;4237284192;4237767192;4237769192;4565060192;4565061192;4565544192;4565547192;4893382192;4893383192;4893868192;4893871192;5222180192;5222181192;5222665192;5222667192;5547196192;5547196192;5547681192;5547684192;5872649192;5872650192;5873134192;5873137192;6197564192;6197565192;6198049192;6198051192;6524851192;6524852192;6525339192;6525342192
46,438157.895,438157.895,0.000,1.000,438157.895,438157.895,0.000,0.303,0.303,0.000,137893605.263,95.326,137893605.263,95.340,0.000,0.000,0.0055377920000,0.0055377920000,0.000,12.639,12.639,66453504.000,66453504.000,151.6656547747748,180.000,369.186,437788.709,84.259,0.296,0.033,0.287,0.033,ReluGrad,GPU-0, 0:(128x256x13x13) 1:(128x256x13x13)->(128x256x13x13) -t f32,tower_0/v/gradients/tower_0/v/cg/conv4/Relu_grad/ReluGrad,4000,0.034342721856027776,1.8997659505757367,2215,438143,435928,440358,436000.0,438000.0,440000.0,436000;437000;441000;438000;436000;440000;441000;441000;436000;435000,77637192,77638192,78074192,78077192,531228192;531228192;531665192;531669192;858857192;858857192;859298192;859302192;1186261192;1186262192;1186700192;1186703192;1513188192;1513189192;1513625192;1513628192;1839417192;1839417192;1839857192;1839860192;2166716192;2166717192;2167158192;2167161192;2493804192;2493805192;2494246192;2494250192;2874408192;2874409192;2874845192;2874849192;3201977192;3201978192;3202413192;3202416192;3528906192;3528906192;3529347192;3529350192;3857256192;3857256192;3857697192;3857700192;4185768192;4185768192;4186210192;4186213192;4513312192;4513312192;4513751192;4513756192;4842144192;4842144192;4842578192;4842581192;5169827192;5169827192;5170267192;5170271192;5496280192;5496281192;5496717192;5496721192;5820779192;5820780192;5821219192;5821223192;6146175192;6146176192;6146614192;6146618192;6472046192;6472047192;6472485192;6472488192
47,432973.684,432973.684,0.000,1.000,432973.684,432973.684,0.000,0.299,0.299,0.000,138326578.947,95.625,138326578.947,95.639,0.000,0.000,0.0503316470000,0.0503316470000,0.000,116.246,116.246,67108868.000,67108868.000,154.9952582507750,180.000,372.827,432600.857,86.108,2.722,0.027,0.276,0.027,L2Loss,GPU-0, 0:(4096x4096)->(1) -t f32,tower_0/v/l2_loss/L2Loss_12,2000,0.8758276975925386,4.334898714651133,1011,433048,432037,434059,432000.0,433000.0,433750.0,432000;436000;434000;436000;433000;433000;434000;433000;434000;433000,1459192,1459192,1891192,1893192,456564192;456565192;457001192;457003192;779511192;779512192;779946192;779948192;1108230192;1108230192;1108666192;1108668192;1435844192;1435844192;1436277192;1436279192;1762281192;1762281192;1762714192;1762716192;2088996192;2088996192;2089430192;2089432192;2415953192;2415954192;2416387192;2416389192;2795404192;2795404192;2795838192;2795840192;3124045192;3124045192;3124478192;3124480192;3452000192;3452000192;3452432192;3452434192;3779930192;3779931192;3780363192;3780365192;4107188192;4107188192;4107621192;4107623192;4435611192;4435611192;4436045192;4436047192;4764630192;4764631192;4765064192;4765066192;5091402192;5091402192;5091836192;5091838192;5419901192;5419901192;5420334192;5420336192;5746528192;5746528192;5746960192;5746962192;6071511192;6071512192;6071944192;6071946192;6397529192;6397530192;6397962192;6397964192
48,376605.263,376605.263,0.000,1.000,376605.263,376605.263,0.000,0.260,0.260,0.000,138703184.211,95.886,138703184.211,95.900,0.000,0.000,1.0496245760000,1.0496245760000,0.000,2787.068,2787.068,19010048.000,19010048.000,50.4773827125987,180.000,105.611,376499.652,28.043,65.271,0.174,0.077,0.077,MatMul,GPU-0, 0:(128x4096) 1:(4096x1001)->(128x1001) -t f32 -tr_a 0 -tr_b 0,tower_0/v/cg/affine2/xw_plus_b/MatMul,2000,-0.21884145848091266,1.5746894400333338,12909,376500,363591,389409,363250.0,379000.0,387500.0,369000;367000;397000;391000;389000;373000;378000;386000;393000;392000,57841192,57841192,58210192,58212192,511229192;511229192;511596192;511598192;838111192;838111192;838508192;838511192;1165745192;1165746192;1166137192;1166140192;1492807192;1492807192;1493196192;1493199192;1818973192;1818973192;1819346192;1819348192;2146230192;2146230192;2146608192;2146610192;2473311192;2473312192;2473698192;2473701192;2853015192;2853015192;2853408192;2853410192;3181485192;3181486192;3181878192;3181880192;3508609192;3508609192;3508993192;3508995192;3836846192;3836846192;3837232192;3837235192;4164355192;4164355192;4164743192;4164746192;4492801192;4492801192;4493193192;4493195192;4821838192;4821838192;4822206192;4822209192;5149186192;5149186192;5149580192;5149582192;5476145192;5476146192;5476522192;5476524192;5800863192;5800863192;5801227192;5801229192;6126238192;6126239192;6126601192;6126603192;6452038192;6452038192;6452397192;6452399192
49,376315.789,376315.789,0.000,1.000,376315.789,376315.789,0.000,0.260,0.260,0.000,139079500.000,96.146,139079500.000,96.160,0.000,0.000,1.0496245760000,1.0496245760000,0.000,2789.212,2789.212,19010048.000,19010048.000,50.5162114685315,180.000,105.611,376210.178,28.065,65.321,0.174,0.077,0.077,MatMul,GPU-0, 0:(128x1001) 1:(4096x1001)->(128x4096) -t f32 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul,3000,5.213321088544902,31.868132508496956,48484,382810,334325,431294,359500.0,381500.0,388000.0,365000;370000;398000;388000;385000;384000;389000;388000;390000;390000,58893192,58893192,59258192,59261192,512275192;512276192;512646192;512650192;839237192;839238192;839636192;839639192;1166857192;1166857192;1167245192;1167248192;1493909192;1493909192;1494294192;1494297192;1820061192;1820062192;1820446192;1820449192;2147328192;2147329192;2147718192;2147721192;2474431192;2474432192;2474820192;2474822192;2855016192;2855017192;2855407192;2855409192;3182593192;3182593192;3182983192;3182986192;3509714192;3509715192;3510098192;3510102192;3837947192;3837947192;3838335192;3838338192;4165589192;4165589192;4166265192;4166268192;4493915192;4493915192;4494306192;4494308192;4822915192;4822916192;4823297192;4823300192;5150312192;5150312192;5150706192;5150709192;5477224192;5477225192;5477601192;5477604192;5801898192;5801899192;5802258192;5802261192;6127277192;6127278192;6127637192;6127640192;6453068192;6453069192;6453424192;6453427192
50,372736.842,372736.842,0.000,1.000,372736.842,372736.842,0.000,0.258,0.258,0.000,139452236.842,96.403,139452236.842,96.418,0.000,0.000,0.0055377920000,0.0055377920000,0.000,14.857,14.857,44303360.000,44303360.000,118.8596215758260,180.000,246.130,372490.712,66.033,0.348,0.075,0.244,0.075,BiasAdd,GPU-0, 0:(128x256x13x13) 1:(256)->(128x256x13x13) -t f32 -data_format NHWC,tower_0/v/cg/conv4/BiasAdd,3000,-0.1514354557125644,1.5036423140623798,8426,372714,364289,381140,364250.0,373000.0,379750.0,367000;371000;384000;385000;376000;385000;381000;381000;384000;379000,52107192,52108192,52475192,52477192,505536192;505536192;505907192;505909192;831900192;831901192;832285192;832288192;1159654192;1159655192;1160040192;1160042192;1486785192;1486785192;1487161192;1487163192;1812938192;1812938192;1813323192;1813325192;2140136192;2140136192;2140517192;2140520192;2467222192;2467223192;2467604192;2467606192;2846615192;2846615192;2846999192;2847001192;3175373192;3175374192;3175753192;3175756192;3502630192;3502630192;3503009192;3503011192;3830808192;3830809192;3831188192;3831191192;4158186192;4158187192;4158566192;4158568192;4486729192;4486730192;4487111192;4487113192;4815867192;4815867192;4816245192;4816247192;5143037192;5143037192;5143421192;5143424192;5470236192;5470236192;5470607192;5470609192;5795234192;5795235192;5795597192;5795600192;6120591192;6120592192;6120957192;6120959192;6446413192;6446413192;6446775192;6446779192
51,342657.895,342657.895,0.000,1.000,342657.895,342657.895,0.000,0.237,0.237,0.000,139794894.737,96.640,139794894.737,96.655,0.000,0.000,1.0496245760000,1.0496245760000,0.000,3063.185,3063.185,19010048.000,19010048.000,55.4782139620613,180.000,105.611,342552.283,30.821,71.737,0.152,0.055,0.055,MatMul,GPU-0, 0:(128x4096) 1:(128x1001)->(4096x1001) -t f32 -tr_a 1 -tr_b 0,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul_1,3000,-0.558235028943894,2.2380659211228,12499,342333,329834,354832,337250.0,345000.0,351000.0,329000;325000;358000;353000;348000;351000;351000;353000;361000;350000,58556192,58557192,58886192,58888192,511942192;511943192;512268192;512271192;838871192;838872192;839230192;839233192;1166497192;1166497192;1166850192;1166852192;1493553192;1493554192;1493902192;1493904192;1819703192;1819704192;1820055192;1820057192;2146969192;2146970192;2147321192;2147324192;2474072192;2474072192;2474425192;2474427192;2854648192;2854648192;2855009192;2855012192;3182235192;3182236192;3182586192;3182588192;3509361192;3509362192;3509707192;3509710192;3837590192;3837591192;3837940192;3837942192;4165218192;4165219192;4165581192;4165583192;4493554192;4493554192;4493908192;4493910192;4822562192;4822563192;4822908192;4822911192;5149943192;5149944192;5150305192;5150307192;5476877192;5476877192;5477217192;5477220192;5801567192;5801568192;5801892192;5801894192;6126942192;6126943192;6127270192;6127273192;6452740192;6452740192;6453061192;6453064192
52,322210.526,322210.526,0.000,1.000,322210.526,322210.526,0.000,0.223,0.223,0.000,140117105.263,96.863,140117105.263,96.877,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,49201156.000,49201156.000,152.6987853642601,180.000,273.340,321937.187,84.833,0.000,0.023,0.000,0.023,ApplyGradientDescent,GPU-0, 0:(4096x1001) 1:(1) 2:(4096x1001)->(4096x1001) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent,4000,0.3403188265756245,2.124091889599896,958,322238,321280,323196,322000.0,322000.0,323000.0,322000;321000;324000;322000;323000;322000;324000;323000;322000;323000,59717192,59717192,60039192,60043192,513109192;513109192;513430192;513433192;840096192;840096192;840420192;840423192;1167704192;1167705192;1168027192;1168030192;1494753192;1494753192;1495076192;1495079192;1820906192;1820907192;1821229192;1821232192;2148177192;2148177192;2148501192;2148504192;2475279192;2475280192;2475603192;2475606192;2855865192;2855866192;2856188192;2856191192;3183442192;3183442192;3183765192;3183768192;3510561192;3510562192;3510883192;3510886192;3838793192;3838793192;3839115192;3839118192;4166726192;4166726192;4167049192;4167052192;4494763192;4494764192;4495086192;4495089192;4823758192;4823759192;4824080192;4824083192;5151164192;5151165192;5151488192;5151491192;5478059192;5478059192;5478381192;5478384192;5802714192;5802715192;5803037192;5803039192;6128093192;6128094192;6128415192;6128418192;6453879192;6453880192;6454201192;6454204192
53,320657.895,320657.895,0.000,1.000,320657.895,320657.895,0.000,0.222,0.222,0.000,140437763.158,97.085,140437763.158,97.099,0.000,0.000,0.0041000960000,0.0041000960000,0.000,12.787,12.787,49201152.000,49201152.000,153.4381432909315,180.000,273.340,320384.555,85.243,0.299,0.022,0.210,0.022,AddN,GPU-0, 0:(4096x1001) 1:(4096x1001)->(4096x1001) -N i: 2 -t f32,tower_0/v/gradients/AddN_1,2000,6.016200620467861,38.06898944353407,23364,324262,300898,347625,320000.0,321000.0,321000.0,322000;320000;322000;323000;320000;321000;321000;321000;321000;321000,59298192,59298192,59620192,59622192,512690192;512691192;513011192;513013192;839676192;839676192;839998192;840000192;1167285192;1167285192;1167608192;1167610192;1494335192;1494336192;1494656192;1494658192;1820486192;1820487192;1820808192;1820811192;2147758192;2147758192;2148079192;2148082192;2474860192;2474860192;2475181192;2475184192;2855446192;2855447192;2855768192;2855770192;3183023192;3183024192;3183345192;3183347192;3510141192;3510141192;3510462192;3510464192;3838375192;3838375192;3838696192;3838698192;4166306192;4166306192;4166627192;4166629192;4494345192;4494346192;4494667192;4494669192;4823337192;4823337192;4823658192;4823660192;5150746192;5150746192;5151067192;5151070192;5477642192;5477642192;5477963192;5477965192;5802297192;5802298192;5802619192;5802621192;6127677192;6127677192;6127997192;6127999192;6453462192;6453463192;6453784192;6453786192
54,298710.526,298710.526,0.000,1.000,298710.526,298710.526,0.000,0.206,0.207,0.000,140736473.684,97.291,140736473.684,97.306,0.000,0.000,0.0055377920000,0.0055377920000,0.000,18.539,18.539,44302336.000,44302336.000,148.3119344551141,180.000,246.124,298464.402,82.396,0.434,0.026,0.195,0.026,Relu,GPU-0, 0:(128x256x13x13)->(128x256x13x13) -t f32,tower_0/v/cg/conv4/Relu,2000,0.40753884449068584,3.0020507251991764,1106,298738,297632,299844,298000.0,299000.0,299750.0,299000;298000;302000;300000;299000;298000;300000;300000;300000;299000,52478192,52478192,52777192,52779192,505910192;505911192;506209192;506212192;832289192;832290192;832592192;832594192;1160044192;1160044192;1160344192;1160346192;1487165192;1487165192;1487464192;1487467192;1813327192;1813327192;1813625192;1813627192;2140521192;2140521192;2140821192;2140823192;2467608192;2467608192;2467908192;2467910192;2847003192;2847003192;2847303192;2847305192;3175757192;3175757192;3176056192;3176058192;3503012192;3503012192;3503311192;3503313192;3831192192;3831192192;3831490192;3831493192;4158570192;4158570192;4158869192;4158871192;4487114192;4487114192;4487414192;4487416192;4816248192;4816249192;4816547192;4816549192;5143425192;5143425192;5143725192;5143727192;5470610192;5470610192;5470908192;5470910192;5795602192;5795603192;5795903192;5795905192;6120961192;6120961192;6121260192;6121262192;6446781192;6446782192;6447082192;6447084192
55,288868.421,288868.421,0.000,1.000,288868.421,288868.421,0.000,0.200,0.200,0.000,141025342.105,97.491,141025342.105,97.505,0.000,0.000,0.0106168320000,0.0106168320000,0.000,36.753,36.753,26869760.000,26869760.000,93.0172979866995,180.000,149.276,288719.145,51.676,0.861,0.087,0.188,0.087,MaxPool,GPU-0, 0:(128x256x13x13)->(128x256x6x6) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool2/MaxPool,4000,0.1669371260227014,1.979494028082055,3316,288929,285613,292244,286000.0,288500.0,291750.0,285000;286000;296000;291000;287000;292000;292000;295000;287000;290000,52780192,52781192,53066192,53069192,506213192;506213192;506499192;506501192;832595192;832596192;832892192;832894192;1160347192;1160347192;1160638192;1160641192;1487468192;1487468192;1487755192;1487758192;1813628192;1813629192;1813921192;1813923192;2140825192;2140825192;2141117192;2141119192;2467911192;2467912192;2468207192;2468209192;2847307192;2847307192;2847594192;2847596192;3176059192;3176059192;3176349192;3176351192;3503314192;3503314192;3503607192;3503610192;3831494192;3831494192;3831787192;3831789192;4158872192;4158873192;4159164192;4159166192;4487417192;4487418192;4487708192;4487710192;4816551192;4816551192;4816842192;4816844192;5143729192;5143729192;5144021192;5144023192;5470911192;5470912192;5471204192;5471207192;5795906192;5795907192;5796195192;5796197192;6121263192;6121263192;6121551192;6121553192;6447086192;6447086192;6447372192;6447374192
56,246026.316,246026.316,0.000,1.000,246026.316,246026.316,0.000,0.170,0.170,0.000,141271368.421,97.661,141271368.421,97.675,0.000,0.000,0.0025651220000,0.0025651220000,0.000,10.426,10.426,1026048.000,1026048.000,4.1704806931223,180.000,5.700,246020.616,2.317,0.244,0.158,0.161,0.158,SparseSoftmaxCrossEntropyWithLogits,GPU-0, 0:(128x1001) 1:(128)->(128)(128x1001) -t f32 -Tlabels i32,tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy,4000,5.6240344378442915,34.98995616232412,36958,251190,214232,288149,237500.0,247500.0,252000.0,241000;240000;257000;253000;251000;252000;255000;253000;480000;252000,58235192,58235192,58476192,58480192,511621192;511621192;511861192;511865192;838534192;838534192;838791192;838795192;1166163192;1166163192;1166416192;1166420192;1493221192;1493221192;1493472192;1493476192;1819371192;1819371192;1819623192;1819626192;2146633192;2146633192;2146888192;2146891192;2473723192;2473724192;2473977192;2473981192;2853756192;2853756192;2854236192;2854239192;3181902192;3181903192;3182155192;3182158192;3509019192;3509019192;3509269192;3509272192;3837257192;3837257192;3837509192;3837513192;4164881192;4164882192;4165134192;4165138192;4493219192;4493219192;4493472192;4493476192;4822230192;4822231192;4822481192;4822484192;5149606192;5149606192;5149862192;5149865192;5476547192;5476547192;5476793192;5476797192;5801251192;5801252192;5801488192;5801491192;6126626192;6126626192;6126862192;6126865192;6452422192;6452423192;6452660192;6452664192
57,220394.737,220394.737,0.000,1.000,220394.737,220394.737,0.000,0.152,0.152,0.000,141491763.158,97.813,141491763.158,97.828,0.000,0.000,0.0041000960000,0.0041000960000,0.000,18.603,18.603,32800772.000,32800772.000,148.8273834029851,180.000,182.227,220212.510,82.682,0.436,0.019,0.144,0.019,Mul,GPU-0, 0:(4096x1001) 1:(1)->(4096x1001) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_14_grad/mul,2000,2.992723328559087,16.281696154377354,1273,220524,219250,221797,220000.0,220000.0,221000.0,221000;220000;222000;221000;220000;221000;221000;221000;221000;220000,1191192,1191192,1412192,1414192,456297192;456297192;456517192;456519192;779241192;779242192;779464192;779466192;1107963192;1107963192;1108184192;1108186192;1435577192;1435578192;1435798192;1435800192;1762013192;1762013192;1762234192;1762236192;2088727192;2088728192;2088949192;2088951192;2415684192;2415684192;2415905192;2415907192;2795136192;2795136192;2795357192;2795359192;3123778192;3123779192;3123999192;3124002192;3451732192;3451733192;3451953192;3451955192;3779663192;3779663192;3779883192;3779885192;4106916192;4106916192;4107136192;4107139192;4435342192;4435342192;4435563192;4435565192;4764351192;4764351192;4764571192;4764573192;5091133192;5091134192;5091355192;5091357192;5419634192;5419634192;5419855192;5419857192;5746261192;5746262192;5746482192;5746484192;6071245192;6071245192;6071465192;6071467192;6397262192;6397262192;6397482192;6397484192
58,51480.263,51480.263,0.000,4.000,205921.053,205921.053,0.000,0.142,0.142,0.000,141697684.211,97.956,141697684.211,97.970,0.000,0.000,0.0005242880000,0.0020971520000,0.000,10.184,10.184,6291456.000,25165824.000,122.2110302875399,180.000,139.810,205781.242,67.895,0.239,0.039,0.135,0.039,Mul,GPU-0, 0:(128x4096) 1:(128x4096)->(128x4096) -t f32,tower_0/v/gradients/tower_0/v/cg/dropout0_1/dropout/dropout/div_grad/RealDiv;tower_0/v/cg/dropout0_1/dropout/dropout/mul;tower_0/v/cg/dropout0/dropout/dropout/mul;tower_0/v/gradients/tower_0/v/cg/dropout0/dropout/dropout/div_grad/RealDiv,3000,1.3808078511530895,5.71842025054146,1132,51530,50398,52661,51000.0,51000.0,52000.0,51000;51000;52000;51000;51000;52000;51000;51000;52000;51000,59623192,59624192,59675192,59677192,513015192;513016192;513067192;513069192;840002192;840002192;840054192;840057192;1167612192;1167612192;1167663192;1167665192;1494660192;1494661192;1494712192;1494715192;1820813192;1820813192;1820865192;1820868192;2148084192;2148084192;2148135192;2148138192;2475186192;2475186192;2475237192;2475240192;2855772192;2855772192;2855824192;2855826192;3183349192;3183349192;3183400192;3183403192;3510466192;3510466192;3510517192;3510520192;3838700192;3838701192;3838751192;3838753192;4166631192;4166632192;4166683192;4166685192;4494671192;4494671192;4494721192;4494724192;4823662192;4823662192;4823714192;4823717192;5151071192;5151072192;5151123192;5151125192;5477967192;5477967192;5478018192;5478020192;5802623192;5802623192;5802674192;5802676192;6128001192;6128001192;6128052192;6128055192;6453788192;6453788192;6453839192;6453841192
59,189421.053,189421.053,0.000,1.000,189421.053,189421.053,0.000,0.131,0.131,0.000,141887105.263,98.087,141887105.263,98.101,0.000,0.000,0.0055375360000,0.0055375360000,0.000,29.234,29.234,22152192.000,22152192.000,116.9468318977494,180.000,123.068,189297.985,64.970,0.685,0.039,0.124,0.039,BiasAddGrad,GPU-0, 0:(128x256x13x13)->(256) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv4/BiasAdd_grad/BiasAddGrad,4000,0.6112700932443826,3.5533190719677203,1502,189500,187998,191002,188250.0,189000.0,190000.0,188000;188000;191000;190000;189000;189000;190000;190000;193000;191000,84305192,84306192,84494192,84497192,537892192;537893192;538081192;538084192;865724192;865725192;865916192;865918192;1193034192;1193034192;1193224192;1193226192;1519898192;1519899192;1520088192;1520091192;1846182192;1846183192;1846372192;1846374192;2173490192;2173491192;2173681192;2173683192;2500565192;2500565192;2500755192;2500757192;2881207192;2881208192;2881401192;2881404192;3208744192;3208744192;3208935192;3208937192;3535591192;3535592192;3535781192;3535783192;3863977192;3863978192;3864167192;3864170192;4192523192;4192524192;4192714192;4192717192;4520091192;4520092192;4520283192;4520286192;4848831192;4848832192;4849023192;4849025192;5176664192;5176664192;5176855192;5176857192;5502904192;5502904192;5503092192;5503094192;5827456192;5827457192;5827646192;5827649192;6152868192;6152869192;6153059192;6153062192;6478751192;6478752192;6478940192;6478943192
60,40401.316,40401.316,0.000,4.000,161605.263,161605.263,0.000,0.112,0.112,0.000,142048710.526,98.198,142048710.526,98.213,0.000,0.000,0.0005242880000,0.0020971520000,0.000,12.977,12.977,4194308.000,16777232.000,103.8161237583455,180.000,93.207,161512.056,57.676,0.304,0.042,0.106,0.042,Mul,GPU-0, 0:(1) 1:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0/dropout/dropout/div;tower_0/v/gradients/tower_0/v/cg/dropout0/dropout/dropout/mul_grad/Mul;tower_0/v/cg/dropout0_1/dropout/dropout/div;tower_0/v/gradients/tower_0/v/cg/dropout0_1/dropout/dropout/mul_grad/Mul,3000,12.231103632613296,155.59905896557078,10758,41208,30450,51966,39000.0,40000.0,42000.0,41000;43000;42000;42000;42000;42000;43000;43000;178000;43000,56213192,56214192,56255192,56257192,509624192;509625192;509668192;509670192;836344192;836345192;836387192;836389192;1164017192;1164018192;1164060192;1164062192;1491097192;1491098192;1491140192;1491141192;1817264192;1817264192;1817306192;1817307192;2144508192;2144509192;2144552192;2144554192;2471591192;2471591192;2471634192;2471636192;2851000192;2851000192;2851178192;2851182192;3179765192;3179765192;3179808192;3179811192;3506914192;3506914192;3506957192;3506959192;3835139192;3835139192;3835181192;3835182192;4162514192;4162514192;4162556192;4162558192;4491083192;4491084192;4491125192;4491127192;4820150192;4820150192;4820192192;4820194192;5147445192;5147446192;5147490192;5147492192;5474477192;5474478192;5474522192;5474524192;5799275192;5799275192;5799317192;5799319192;6124646192;6124646192;6124688192;6124690192;6450455192;6450455192;6450496192;6450498192
