tower_0/v/cg/conv0/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(64)'], ['(64)', ' -DstT f16 -SrcT f32'], 1000, 11000, 13000, [1552507523176445000, 1552507523176446000, 1552507523176456000, 1552507523176458000], 1]}
tower_0/v/cg/affine0/xw_plus_b/MatMul	MatMul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x9216)', ' 1:', '(9216x4096)'], ['(128x4096)', ' -t f16 -tr_a 0 -tr_b 0'], 0, 2670000, 2672000, [1552507523219404000, 1552507523219404000, 1552507523222074000, 1552507523222076000], 1]}
v/cg/affine0/weights	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(9216x4096)', ' -t f32'], 0, 1000, 2000, [1552507523166708000, 1552507523166708000, 1552507523166709000, 1552507523166710000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4)', ' 1:', '(5x5x64x192)', ' 2:', '(128x192x27x27)'], ['(128x64x27x27)', ' -t f16 -data_format NHWC -p s -cudnn 1'], 1000, 4161000, 4166000, [1552507523292965000, 1552507523292966000, 1552507523297126000, 1552507523297131000], 1]}
tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b_grad/BiasAddGrad	BiasAddGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x1001)'], ['(1001)', ' -t f16 -data_format NHWC'], 0, 37000, 39000, [1552507523224268000, 1552507523224268000, 1552507523224305000, 1552507523224307000], 1]}
v/cg/conv1/biases	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(192)', ' -t f32'], 1000, 2000, 4000, [1552507523166732000, 1552507523166733000, 1552507523166734000, 1552507523166736000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/conv1/conv2d/kernel/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(5x5x64x192)', ' 1:', '(1)', ' 2:', '(5x5x64x192)'], ['(5x5x64x192)', ' -t f32 -use_locking 0'], 0, 31000, 34000, [1552507523313962000, 1552507523313962000, 1552507523313993000, 1552507523313996000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropInput-0-LayoutOptimizer	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(4)'], 0, 1000, 2000, [1552507523203303000, 1552507523203303000, 1552507523203304000, 1552507523203305000], 1]}
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/div	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(1)', ' -t f32'], 0, 12000, 14000, [1552507523224252000, 1552507523224252000, 1552507523224264000, 1552507523224266000], 1]}
ConstantFolding/average_loss/Mean/input_const_axis	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)'], 200, 700, 3000, [1552507523225702000, 1552507523225702200, 1552507523225702700, 1552507523225705000], 1]}
tower_0/v/mul_14	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x4096)', ' 1:', '(1)'], ['(4096x4096)', ' -t f32'], 1000, 881000, 883000, [1552507523231240000, 1552507523231241000, 1552507523232121000, 1552507523232123000], 1]}
Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(11x11x3x64)'], ['(11x11x3x64)', ' -DstT f16 -SrcT f32'], 0, 13000, 15000, [1552507523175521000, 1552507523175521000, 1552507523175534000, 1552507523175536000], 1]}
tower_0/v/gradients/tower_0/v/cg/affine1/xw_plus_b/MatMul_grad/MatMul_1	MatMul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(128x4096)'], ['(4096x4096)', ' -t f16 -tr_a 1 -tr_b 0'], 1000, 1353000, 1355000, [1552507523226007000, 1552507523226008000, 1552507523227360000, 1552507523227362000], 1]}
loss_scale	VariableV2	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:(none)'], ['(1)', ' -t f32'], 1000, 7000, 9000, [1552507523166572000, 1552507523166573000, 1552507523166579000, 1552507523166581000], 1]}
tower_0/v/alexnet_synthetic_labels/max	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)', ' -t i32'], 200, 700, 1000, [1552507523166677000, 1552507523166677200, 1552507523166677700, 1552507523166678000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv4/BiasAdd_grad/BiasAddGrad	BiasAddGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x256x13x13)'], ['(256)', ' -t f16 -data_format NHWC'], 1000, 221000, 223000, [1552507523256165000, 1552507523256166000, 1552507523256386000, 1552507523256388000], 1]}
_SOURCE	NoOp	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(none)'], 2000, 4000, 124000, [1552507523166505000, 1552507523166507000, 1552507523166509000, 1552507523166629000], 1], '/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:(none)'], ['(none)'], 1000, 2000, 4000, [1552507523166545000, 1552507523166546000, 1552507523166547000, 1552507523166549000], 1]}
