Time rank,Op,Compute utilization % (=100%*(ops/time)/(peak GOps/sec)),Bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),Time for 1 occ (ns),Analytical memory time (ns; for peak GB/sec bandwidth),Num ops per 1 occ (MAC=2ops),Achieved GOps/sec,Num bytes (if 32b data),Achieved bandwidth GB/sec,Op config,Device,GPU time for 1 occ,CPU time for 1 occ,Time for 1 occ,Occurence,GPU time for all occ,CPU time for all occ,Time for all occ,GPU time for all occ (as % of GPU batch time),CPU time for all occ (as % of CPU batch time),Time for all occ (as % of batch time),Cumulative GPU time (as % of GPU batch time),Cumulative CPU time (as % of CPU batch time),Cumulative time (as % of batch time),GPU GOps computed,CPU GOps computed,Total GOps computed,GPU op memory for all occ (% total for GPU),CPU op memory for all occ (% total for CPU),Op memory for all occ (% total),Cumulative GPU op memory (%),Cumulative CPU op memory (%),Cumulative total op memory (%),GPU bytes,CPU bytes,Total bytes,Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Layer in TensorFlow model,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
66,Relu,0.822,156.000,236657.895,369186.133,8306688,35.100,66453504,280.800, 0:(128x384x13x13)->(128x384x13x13) -t f16,GPU-0,236657.895,0.000,236657.895,1.00,236657.8947368421,0.0,236657.8947368421,0.161606,0.000000,0.161572,96.113260,0.000000,96.092953,8306688.000000,0,8306688.000000,0.766012,0.000000,0.766012,85.350697,0.000000,85.350696,66453504.000000,0,66453504.000000,0.000000,0.152166,0.000000,tower_0/v/cg/conv3/Relu,2000,4.621081467055283,24.94448892735194,104852,257310,152458,362161,231000.0,232000.0,233750.0,233000;231000;232000;234000;234000;231000;231000;235000;231000;233000,46430288,46430288,46663288,46665288,567248288;567249288;567480288;567482288;928437288;928437288;928669288;928672288;1286147288;1286148288;1286382288;1286384288;1693435288;1693435288;1693669288;1693672288;2051333288;2051334288;2051565288;2051568288;2409079288;2409080288;2409311288;2409313288;2767344288;2767345288;2767580288;2767585288;3124055288;3124055288;3124286288;3124288288;3481274288;3481275288;3481508288;3481510288;3838232288;3838232288;3838464288;3838466288;4207091288;4207092288;4207325288;4207327288;4560738288;4560738288;4560972288;4560974288;4918008288;4918009288;4918238288;4918240288;5275895288;5275896288;5276126288;5276129288;5628120288;5628120288;5628354288;5628357288;5992982288;5992982288;5993214288;5993216288;6346346288;6346347288;6346578288;6346581288;6703339288;6703339288;6703570288;6703573288;7057478288;7057479288;7057712288;7057714288
67,Relu,0.831,157.683,234131.579,369186.133,8306688,35.479,66453504,283.830, 0:(128x384x13x13)->(128x384x13x13) -t f16,GPU-0,234131.579,0.000,234131.579,1.00,234131.57894736843,0.0,234131.57894736843,0.159881,0.000000,0.159848,96.273141,0.000000,96.252800,8306688.000000,0,8306688.000000,0.766012,0.000000,0.766012,86.116709,0.000000,86.116709,66453504.000000,0,66453504.000000,0.000000,0.150527,0.000000,tower_0/v/cg/conv2/Relu,2000,4.069405160582686,18.070770950644,54013,245810,191797,299822,232000.0,233000.0,235000.0,230000;236000;234000;233000;231000;234000;230000;232000;234000;240000,37193288,37193288,37423288,37425288,557957288;557957288;558193288;558195288;919437288;919438288;919672288;919675288;1277369288;1277370288;1277603288;1277606288;1684759288;1684760288;1684991288;1684994288;2041812288;2041813288;2042047288;2042049288;2399713288;2399713288;2399943288;2399945288;2758278288;2758278288;2758510288;2758513288;3115277288;3115278288;3115512288;3115514288;3472118288;3472119288;3472359288;3472363288;3829289288;3829290288;3829521288;3829524288;4198083288;4198083288;4198317288;4198319288;4551441288;4551441288;4551672288;4551674288;4908610288;4908611288;4908843288;4908845288;5266619288;5266619288;5266854288;5266856288;5619197288;5619197288;5619429288;5619431288;5983888288;5983888288;5984119288;5984121288;6337383288;6337383288;6337614288;6337617288;6694289288;6694289288;6694521288;6694523288;7048489288;7048490288;7048727288;7048729288
68,Mul,0.432,81.890,222526.316,182226.511,4100096,18.425,32800772,147.402, 0:(4096x1001) 1:(1)->(4096x1001) -t f32,GPU-0,222526.316,0.000,222526.316,1.00,222526.31578947368,0.0,222526.31578947368,0.151956,0.000000,0.151924,96.425098,0.000000,96.404724,4100096.000000,0,4100096.000000,0.378096,0.000000,0.378096,94.212389,0.000000,94.212388,32800772.000000,0,32800772.000000,0.019917,0.143672,0.019917,tower_0/v/mul_16,2000,1.7900155080459652,7.460286563110255,825,222619,221794,223444,222000.0,222000.0,223000.0,222000;223000;223000;223000;222000;222000;222000;223000;222000;224000,59846288,59846288,60068288,60070288,580760288;580760288;580983288;580985288;941126288;941127288;941350288;941352288;1298761288;1298762288;1298985288;1298987288;1706356288;1706356288;1706578288;1706580288;2064731288;2064732288;2064954288;2064956288;2422126288;2422127288;2422349288;2422351288;2780441288;2780441288;2780664288;2780666288;3137095288;3137095288;3137317288;3137319288;3494131288;3494131288;3494355288;3494357288;3850752288;3850753288;3850975288;3850977288;4219585288;4219585288;4219809288;4219810288;4573790288;4573791288;4574014288;4574015288;4931117288;4931118288;4931340288;4931342288;5288808288;5288809288;5289031288;5289033288;5640635288;5640635288;5640858288;5640860288;6005593288;6005593288;6005816288;6005818288;6359036288;6359036288;6359259288;6359261288;6715932288;6715932288;6716155288;6716157288;7070104288;7070104288;7070327288;7070329288
69,BiasAddGrad,0.601,57.045,215736.842,123067.733,5537536,25.668,22152192,102.682, 0:(128x256x13x13)->(256) -t f16 -data_format NHWC,GPU-0,215736.842,0.000,215736.842,1.00,215736.84210526315,0.0,215736.84210526315,0.147320,0.000000,0.147289,96.572418,0.000000,96.552013,5537536.000000,0,5537536.000000,0.255349,0.000000,0.255349,95.533658,0.000000,95.533658,22152192.000000,0,22152192.000000,0.055904,0.139039,0.055904,tower_0/v/gradients/tower_0/v/cg/conv4/BiasAdd_grad/BiasAddGrad,3000,5.9274341576413265,37.350610535443465,45483,222762,177279,268245,212000.0,215000.0,218750.0,220000;217000;221000;215000;216000;218000;218000;227000;214000;212000,90289288,90290288,90510288,90512288,611335288;611336288;611553288;611556288;971194288;971195288;971416288;971418288;1328623288;1328624288;1328839288;1328842288;1736159288;1736160288;1736376288;1736378288;2095162288;2095163288;2095381288;2095383288;2452338288;2452340288;2452558288;2452561288;2810723288;2810725288;2810952288;2810956288;3166902288;3166903288;3167117288;3167119288;3524005288;3524006288;3524218288;3524220288;3880633288;3880634288;3880849288;3880852288;4249387288;4249387288;4249599288;4249601288;4603935288;4603935288;4604148288;4604151288;4961279288;4961280288;4961492288;4961494288;5318666288;5318667288;5318875288;5318877288;5670429288;5670430288;5670648288;5670650288;6035393288;6035394288;6035607288;6035609288;6389037288;6389038288;6389257288;6389259288;6745744288;6745745288;6745956288;6745958288;7099765288;7099766288;7099976288;7099978288
70,Cast,0.000,100.942,180526.316,182226.489,1,0.000,32800768,181.695, 0:(4096x1001)->(4096x1001) -DstT f32 -SrcT f16,GPU-0,180526.316,0.000,180526.316,1.00,180526.31578947368,0.0,180526.31578947368,0.123276,0.000000,0.123250,96.695694,0.000000,96.675263,1.000000,0,1.000000,0.378096,0.000000,0.378096,94.590484,0.000000,94.590484,32800768.000000,0,32800768.000000,0.000000,0.000000,0.000000,tower_0/v/gradients/tower_0/v/cg/affine2/Cast_grad/Cast,3000,2.5353210859217685,12.557577954532775,2384,180786,178401,183170,179250.0,181000.0,181000.0,179000;179000;181000;181000;180000;181000;181000;180000;181000;186000,59191288,59192288,59371288,59373288,580105288;580106288;580285288;580287288;940472288;940472288;940653288;940656288;1298106288;1298106288;1298287288;1298289288;1705704288;1705705288;1705885288;1705887288;2064076288;2064076288;2064257288;2064259288;2421469288;2421470288;2421651288;2421653288;2779787288;2779788288;2779968288;2779970288;3136440288;3136440288;3136621288;3136624288;3493403288;3493403288;3493589288;3493625288;3850100288;3850101288;3850281288;3850283288;4218935288;4218936288;4219116288;4219118288;4573134288;4573134288;4573315288;4573317288;4930461288;4930462288;4930644288;4930646288;5288155288;5288155288;5288335288;5288337288;5639980288;5639980288;5640163288;5640165288;6004941288;6004941288;6005123288;6005125288;6358386288;6358386288;6358563288;6358565288;6715280288;6715280288;6715460288;6715462288;7069451288;7069451288;7069630288;7069633288
71,Cast,0.000,105.542,172657.895,182226.489,1,0.000,32800768,189.975, 0:(4096x1001)->(4096x1001) -DstT f16 -SrcT f32,GPU-0,172657.895,0.000,172657.895,1.00,172657.8947368421,0.0,172657.8947368421,0.117903,0.000000,0.117878,96.813597,0.000000,96.793141,1.000000,0,1.000000,0.378096,0.000000,0.378096,94.968580,0.000000,94.968580,32800768.000000,0,32800768.000000,0.000000,0.000000,0.000000,tower_0/v/cg/affine2/Cast,2000,4.912038183530496,27.208198340564483,339972,242357,-97615,582329,170000.0,171000.0,173000.0,170000;171000;170000;174000;172000;171000;171000;171000;170000;173000,1294288,1294288,1464288,1466288,526599288;526600288;526771288;526773288;886184288;886185288;886355288;886357288;1246708288;1246709288;1246883288;1246886288;1654686288;1654686288;1654858288;1654860288;2006769288;2006770288;2006941288;2006944288;2365346288;2365348288;2365519288;2365521288;2726857288;2726859288;2727030288;2727033288;3082077288;3082078288;3082248288;3082250288;3442710288;3442711288;3442884288;3442886288;3796937288;3796938288;3799141288;3799147288;4165814288;4165815288;4165984288;4165986288;4520807288;4520808288;4520977288;4520979288;4873773288;4873774288;4873943288;4873945288;5234403288;5234404288;5234574288;5234576288;5589569288;5589570288;5589742288;5589744288;5950350288;5950351288;5950521288;5950523288;6304623288;6304623288;6304792288;6304794288;6664348288;6664350288;6664521288;6664525288;7015122288;7015123288;7015293288;7015295288
72,Reciprocal,0.000,0.000,168289.474,0.044,1,0.000,8,0.000, 0:(1)->(1) -t f32,GPU-0,168289.474,0.000,168289.474,1.00,168289.47368421053,0.0,168289.47368421053,0.114920,0.000000,0.114895,96.928516,0.000000,96.908037,1.000000,0,1.000000,0.000000,0.000000,0.000000,100.000000,42.857143,100.000000,8.000000,0,8.000000,0.000000,0.000000,0.000000,tower_0/v/truediv_11,4000,2.11829044588464,6.120067036770668,345532,209357,-136175,554889,22500.0,83500.0,157500.0,38000;13000;83000;1178000;37000;98000;100000;13000;13000;93000,11758288,11759288,11797288,11800288,526413288;526413288;526426288;526429288;885863288;885865288;885948288;885955288;1247300288;1247300288;1248478288;1248486288;1651181288;1651183288;1651220288;1651230288;2006394288;2006396288;2006494288;2006501288;2364976288;2364979288;2365079288;2365088288;2728659288;2728659288;2728672288;2728675288;3081875288;3081875288;3081888288;3081891288;3438852288;3438855288;3438948288;3438955288;3801943288;3801943288;3801956288;3801959288;4164558288;4164560288;4164592288;4164598288;4520646288;4520646288;4520662288;4520665288;4873442288;4873444288;4873542288;4873549288;5235833288;5235834288;5237020288;5237027288;5585759288;5585761288;5585804288;5585811288;5954151288;5954152288;5955338288;5955345288;6304354288;6304356288;6304440288;6304447288;6664204288;6664204288;6664586288;6664594288;7025054288;7025054288;7025076288;7025080288
73,Relu,0.818,155.180,158605.263,246124.089,5537792,34.916,44302336,279.325, 0:(128x256x13x13)->(128x256x13x13) -t f16,GPU-0,158605.263,0.000,158605.263,1.00,158605.26315789475,0.0,158605.26315789475,0.108307,0.000000,0.108284,97.036823,0.000000,97.016320,5537792.000000,0,5537792.000000,0.510675,0.000000,0.510675,92.690149,0.000000,92.690149,44302336.000000,0,44302336.000000,0.000000,0.101984,0.000000,tower_0/v/cg/conv4/Relu,2000,6.022054439060825,38.11599100756716,150663,182000,31337,332663,157000.0,158000.0,160000.0,157000;159000;158000;158000;159000;158000;156000;159000;164000;156000,52997288,52997288,53154288,53156288,573890288;573890288;574049288;574051288;934663288;934663288;934821288;934823288;1292388288;1292388288;1292546288;1292549288;1700002288;1700003288;1700162288;1700164288;2057903288;2057904288;2058062288;2058064288;2415525288;2415526288;2415682288;2415684288;2773834288;2773834288;2773993288;2773995288;3130658288;3130658288;3130822288;3130826288;3487545288;3487546288;3487702288;3487705288;3844456288;3844457288;3844614288;3844616288;4213306288;4213307288;4213466288;4213468288;4567176288;4567177288;4567334288;4567336288;4924467288;4924467288;4924625288;4924627288;5282293288;5282294288;5282450288;5282452288;5634343288;5634344288;5634501288;5634503288;5999234288;5999234288;5999391288;5999393288;6352527288;6352528288;6352684288;6352686288;6709585288;6709586288;6709742288;6709744288;7063748288;7063748288;7063908288;7063910288
74,L2Loss,0.001,0.016,138736.842,22.267,3002,0.022,4008,0.029, 0:(1001)->(1) -t f32,GPU-0,138736.842,0.000,138736.842,1.00,138736.84210526315,0.0,138736.84210526315,0.094739,0.000000,0.094719,97.131562,0.000000,97.111040,3002.000000,0,3002.000000,0.000046,0.000000,0.000046,99.999306,0.000000,99.999306,4008.000000,0,4008.000000,0.089968,0.089982,0.089968,tower_0/v/l2_loss/L2Loss_15,3000,2.046407832166389,5.499557047370547,347575,182643,-164932,530218,28250.0,35000.0,81750.0,28000;29000;33000;85000;17000;35000;29000;34000;35000;16000,1089288,1090288,1118288,1120288,522764288;522764288;522793288;522796288;885935288;885936288;885969288;885980288;1243240288;1243240288;1243325288;1243332288;1651261288;1651261288;1651278288;1651280288;2006478288;2006478288;2006513288;2006516288;2365065288;2365065288;2365094288;2365097288;2723426288;2723426288;2723460288;2723463288;3081791288;3081791288;3081826288;3081834288;3438942288;3438942288;3438958288;3438960288;3796670288;3796670288;3796687288;3796689288;4164734288;4164735288;4164755288;4164757288;4517004288;4517005288;4517029288;4517031288;4873521288;4873522288;4873597288;4873602288;5232237288;5232237288;5232256288;5232258288;5585824288;5585824288;5585863288;5585866288;5950089288;5950090288;5950176288;5950182288;6304423288;6304424288;6304453288;6304456288;6660489288;6660490288;6660571288;6660577288;7014886288;7014886288;7014928288;7014930288
75,ApplyGradientDescent,0.000,79.782,110894.737,88473.622,1,0.000,15925252,143.607, 0:(3x3x384x384) 1:(1) 2:(3x3x384x384)->(3x3x384x384) -t f32 -use_locking 0,GPU-0,110894.737,0.000,110894.737,1.00,110894.73684210528,0.0,110894.73684210528,0.075727,0.000000,0.075711,97.207289,0.000000,97.186750,1.000000,0,1.000000,0.183571,0.000000,0.183571,96.563666,0.000000,96.563666,15925252.000000,0,15925252.000000,0.011522,0.000000,0.011522,append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent,3000,1.7912127081348144,8.304259799157757,1012,111000,109988,112012,111000.0,111000.0,111000.0,111000;111000;111000;112000;111000;111000;111000;111000;111000;109000,126974288,126974288,127085288,127088288,648824288;648824288;648935288;648937288;1008910288;1008911288;1009022288;1009025288;1366586288;1366586288;1366698288;1366701288;1773574288;1773575288;1773686288;1773688288;2132058288;2132058288;2132169288;2132172288;2489650288;2489650288;2489761288;2489764288;2848128288;2848129288;2848240288;2848243288;3204119288;3204119288;3204230288;3204233288;3560763288;3560764288;3560873288;3560876288;3917953288;3917953288;3918064288;3918067288;4286171288;4286171288;4286282288;4286284288;4640886288;4640887288;4640999288;4641001288;4997755288;4997756288;4997867288;4997870288;5354870288;5354870288;5354981288;5354983288;5708073288;5708073288;5708184288;5708187288;6071954288;6071954288;6072065288;6072067288;6426711288;6426712288;6426822288;6426825288;6782391288;6782391288;6782502288;6782505288;7136333288;7136334288;7136444288;7136447288
76,AddN,0.289,82.160,107684.211,88473.600,1327104,12.324,15925248,147.888, 0:(3x3x384x384) 1:(3x3x384x384)->(3x3x384x384) -N i: 2 -t f32,GPU-0,107684.211,0.000,107684.211,1.00,107684.21052631579,0.0,107684.21052631579,0.073534,0.000000,0.073519,97.280823,0.000000,97.260269,1327104.000000,0,1327104.000000,0.183571,0.000000,0.183571,96.747237,0.000000,96.747237,15925248.000000,0,15925248.000000,0.009440,0.069630,0.009440,tower_0/v/gradients/AddN_9,3000,1.7119177001460304,8.593078288807702,759,107762,107003,108521,107000.0,108000.0,108000.0,108000;108000;108000;107000;107000;108000;111000;108000;108000;107000,124190288,124190288,124298288,124301288,645961288;645961288;646069288;646071288;1006026288;1006026288;1006134288;1006137288;1363762288;1363762288;1363869288;1363872288;1770721288;1770722288;1770829288;1770832288;2129276288;2129276288;2129384288;2129387288;2486723288;2486724288;2486835288;2486840288;2845264288;2845264288;2845372288;2845375288;3201142288;3201142288;3201250288;3201253288;3557965288;3557966288;3558073288;3558076288;3915113288;3915113288;3915221288;3915224288;4283377288;4283378288;4283485288;4283487288;4638120288;4638120288;4638227288;4638230288;4995013288;4995013288;4995121288;4995124288;5352107288;5352108288;5352215288;5352218288;5705195288;5705195288;5705304288;5705306288;6069169288;6069169288;6069277288;6069280288;6423839288;6423839288;6423947288;6423949288;6779621288;6779621288;6779729288;6779732288;7133560288;7133560288;7133668288;7133671288
77,Mul,0.149,28.186,104631.579,29491.222,663552,6.342,5308420,50.734, 0:(3x3x192x384) 1:(1)->(3x3x192x384) -t f32,GPU-0,104631.579,0.000,104631.579,1.00,104631.57894736843,0.0,104631.57894736843,0.071450,0.000000,0.071435,97.352273,0.000000,97.331704,663552.000000,0,663552.000000,0.061190,0.000000,0.061190,98.705328,0.000000,98.705328,5308420.000000,0,5308420.000000,0.047728,0.067756,0.047728,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_4_grad/mul,4000,4.503329016238001,24.402105924435503,773354,250000,-523354,1023354,46000.0,46500.0,48750.0,53000;46000;51000;46000;53000;47000;1833000;53000;44000;46000,11239288,11240288,11293288,11296288,526128288;526129288;526175288;526177288;895065288;895066288;895117288;895120288;1247015288;1247015288;1247061288;1247064288;1654985288;1654986288;1655039288;1655041288;2010244288;2010244288;2010291288;2010293288;2372555288;2372557288;2374390288;2374396288;2727126288;2727127288;2727180288;2727183288;3091258288;3091259288;3091303288;3091305288;3442288288;3442288288;3442334288;3442336288;3801660288;3801660288;3801706288;3801708288;4174094288;4174095288;4174139288;4174141288;4520355288;4520355288;4520401288;4520403288;4878490288;4878490288;4883093288;4883100288;5241713288;5241713288;5241758288;5241759288;5589154288;5589154288;5589200288;5589202288;5953869288;5953870288;5953916288;5953918288;6314011288;6314012288;6314060288;6314062288;6663921288;6663921288;6663967288;6663969288;7024613288;7024614288;7024697288;7024700288
78,Mul,0.001,0.204,89394.737,182.067,4096,0.046,32772,0.367, 0:(4096) 1:(1)->(4096) -t f32,GPU-0,89394.737,0.000,89394.737,1.00,89394.73684210527,0.0,89394.73684210527,0.061045,0.000000,0.061032,97.413318,0.000000,97.392736,4096.000000,0,4096.000000,0.000378,0.000000,0.000378,99.995379,0.000000,99.995379,32772.000000,0,32772.000000,0.057856,0.057980,0.057856,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_13_grad/mul,9000,3.4630937847100864,13.677765281543481,973643,283500,-690143,1257143,13000.0,16500.0,22750.0,2482000;14000;28000;12000;11000;21000;35000;13000;11000;12000,4676288,4677288,7159288,7167288,524872288;524873288;524887288;524889288;888367288;888369288;888397288;888400288;1245366288;1245366288;1245378288;1245381288;1653312288;1653313288;1653324288;1653326288;2008972288;2008973288;2008994288;2008997288;2368742288;2368745288;2368780288;2368785288;2725510288;2725510288;2725523288;2725525288;3082520288;3082520288;3082531288;3082533288;3441033288;3441034288;3441046288;3441048288;3798934288;3798936288;3798957288;3798959288;4164744288;4164746288;4164769288;4164772288;4519104288;4519105288;4519118288;4519120288;4876053288;4876054288;4876066288;4876068288;5234243288;5234243288;5234260288;5234262288;5587903288;5587903288;5587915288;5587918288;5952607288;5952607288;5952619288;5952621288;6312169288;6312171288;6312192288;6312194288;6662662288;6662663288;6662676288;6662678288;7018523288;7018524288;7022710288;7022717288
79,Mul,0.348,65.999,89368.421,58982.422,1327104,14.850,10616836,118.799, 0:(3x3x384x384) 1:(1)->(3x3x384x384) -t f32,GPU-0,89368.421,0.000,89368.421,1.00,89368.42105263157,0.0,89368.42105263157,0.061027,0.000000,0.061014,97.474345,0.000000,97.453750,1327104.000000,0,1327104.000000,0.122381,0.000000,0.122381,96.869618,0.000000,96.869617,10616836.000000,0,10616836.000000,0.017695,0.057751,0.017695,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_6_grad/mul,2000,5.9671420461412295,37.65852266598012,688184,202095,-486089,890280,80000.0,81000.0,82000.0,81000;82000;127000;81000;80000;80000;244000;87000;80000;81000,11317288,11317288,11398288,11400288,526194288;526194288;526276288;526278288;895147288;895147288;895274288;895278288;1247082288;1247082288;1247163288;1247165288;1655060288;1655061288;1655141288;1655144288;2010311288;2010311288;2010391288;2010393288;2374443288;2374444288;2374688288;2374694288;2728428288;2728429288;2728516288;2728519288;3091474288;3091474288;3091554288;3091557288;3442353288;3442353288;3442434288;3442436288;3801725288;3801726288;3801806288;3801808288;4174309288;4174310288;4174389288;4174391288;4520420288;4520420288;4520502288;4520503288;4883130288;4883131288;4883278288;4883284288;5241927288;5241928288;5242007288;5242009288;5589219288;5589219288;5589300288;5589302288;5953935288;5953936288;5954015288;5954017288;6314093288;6314093288;6314176288;6314178288;6663986288;6663987288;6664067288;6664069288;7024762288;7024763288;7024845288;7024847288
80,Transpose,0.000,60.611,86500.000,52428.889,1,0.000,9437200,109.101, 0:(128x6x6x256) 1:(4)->(128x256x6x6),GPU-0,86500.000,0.000,86500.000,1.00,86500.0,0.0,86500.0,0.059068,0.000000,0.059056,97.533413,0.000000,97.512805,1.000000,0,1.000000,0.108783,0.000000,0.108783,97.590304,0.000000,97.590304,9437200.000000,0,9437200.000000,0.020309,0.000000,0.020309,tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad-2-TransposeNHWCToNCHW-LayoutOptimizer,3000,4.0769018873004494,18.06930331072066,56655,98714,42059,155369,84000.0,86000.0,88000.0,86000;88000;86000;81000;86000;86000;84000;87000;94000;85000,78143288,78144288,78230288,78232288,599196288;599197288;599285288;599288288;958977288;958978288;959064288;959067288;1316529288;1316529288;1316610288;1316612288;1724050288;1724050288;1724136288;1724139288;2083035288;2083035288;2083121288;2083124288;2440217288;2440218288;2440302288;2440305288;2798576288;2798577288;2798664288;2798667288;3154810288;3154811288;3154905288;3154909288;3511974288;3511974288;3512059288;3512062288;3868531288;3868531288;3868615288;3868618288;4237370288;4237370288;4237451288;4237454288;4591880288;4591880288;4591965288;4591967288;4949272288;4949272288;4949356288;4949358288;5306759288;5306760288;5306843288;5306845288;5658238288;5658239288;5658326288;5658329288;6023449288;6023450288;6023532288;6023534288;6376848288;6376849288;6376936288;6376939288;6733801288;6733802288;6733884288;6733886288;7087808288;7087808288;7087893288;7087896288
81,Transpose,0.000,62.396,84026.316,52428.889,1,0.000,9437200,112.312, 0:(128x256x6x6) 1:(4)->(128x6x6x256),GPU-0,84026.316,0.000,84026.316,1.00,84026.31578947368,0.0,84026.31578947368,0.057379,0.000000,0.057367,97.590792,0.000000,97.570172,1.000000,0,1.000000,0.108783,0.000000,0.108783,97.699087,0.000000,97.699087,9437200.000000,0,9437200.000000,0.018704,0.000000,0.018704,tower_0/v/cg/mpool2/MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer,3000,0.5886172343508635,2.8184393748560623,3146,84167,81020,87313,82000.0,84000.0,86000.0,88000;89000;84000;81000;83000;88000;86000;86000;90000;82000,53429288,53430288,53518288,53520288,574327288;574327288;574416288;574418288;935092288;935092288;935176288;935178288;1292814288;1292814288;1292895288;1292897288;1700431288;1700431288;1700514288;1700516288;2058336288;2058336288;2058424288;2058426288;2415954288;2415954288;2416040288;2416042288;2774269288;2774269288;2774355288;2774357288;3131109288;3131110288;3131200288;3131203288;3487973288;3487973288;3488055288;3488057288;3844879288;3844879288;3844961288;3844963288;4213729288;4213730288;4213810288;4213812288;4567605288;4567605288;4567690288;4567692288;4924896288;4924897288;4924983288;4924985288;5282721288;5282722288;5282805288;5282807288;5634765288;5634766288;5634845288;5634847288;5999658288;5999658288;5999739288;5999741288;6352953288;6352954288;6353038288;6353040288;6710009288;6710010288;6710090288;6710092288;7064180288;7064180288;7064262288;7064264288
82,Mul,0.395,74.986,78657.895,58982.422,1327104,16.872,10616836,134.975, 0:(3x3x384x384) 1:(1)->(3x3x384x384) -t f32,GPU-0,78657.895,0.000,78657.895,1.00,78657.8947368421,0.0,78657.8947368421,0.053713,0.000000,0.053702,97.644505,0.000000,97.623874,1327104.000000,0,1327104.000000,0.122381,0.000000,0.122381,96.991999,0.000000,96.991998,10616836.000000,0,10616836.000000,0.010748,0.050805,0.010748,tower_0/v/mul_8,2000,1.092612124666015,4.304706521103667,767,78738,77971,79505,78000.0,79000.0,79000.0,78000;79000;79000;78000;79000;78000;81000;78000;79000;79000,125689288,125689288,125767288,125769288,647506288;647506288;647585288;647586288;1007577288;1007577288;1007656288;1007658288;1365279288;1365280288;1365358288;1365360288;1772252288;1772252288;1772331288;1772333288;2130779288;2130780288;2130858288;2130860288;2488306288;2488306288;2488387288;2488390288;2846811288;2846812288;2846890288;2846892288;3202658288;3202658288;3202737288;3202739288;3559463288;3559463288;3559542288;3559544288;3916635288;3916636288;3916714288;3916716288;4284875288;4284875288;4284953288;4284955288;4639617288;4639617288;4639697288;4639699288;4996484288;4996485288;4996563288;4996565288;5353591288;5353591288;5353670288;5353672288;5706737288;5706737288;5706816288;5706817288;6070658288;6070658288;6070736288;6070738288;6425378288;6425378288;6425457288;6425459288;6781107288;6781107288;6781186288;6781187288;7135048288;7135049288;7135127288;7135129288
83,ApplyGradientDescent,0.000,76.210,77394.737,58982.422,1,0.000,10616836,137.178, 0:(3x3x384x256) 1:(1) 2:(3x3x384x256)->(3x3x384x256) -t f32 -use_locking 0,GPU-0,77394.737,0.000,77394.737,1.00,77394.73684210527,0.0,77394.73684210527,0.052850,0.000000,0.052839,97.697355,0.000000,97.676713,1.000000,0,1.000000,0.122381,0.000000,0.122381,97.114379,0.000000,97.114379,10616836.000000,0,10616836.000000,0.009929,0.000000,0.009929,append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent,3000,6.016001491151705,38.066847161911035,30036,82071,52035,112107,77000.0,77000.0,78000.0,78000;77000;79000;78000;77000;77000;82000;77000;78000;78000,124319288,124319288,124397288,124400288,646089288;646090288;646167288;646170288;1006156288;1006156288;1006235288;1006237288;1363891288;1363891288;1363969288;1363972288;1770850288;1770851288;1770928288;1770931288;2129405288;2129406288;2129483288;2129486288;2486869288;2486870288;2486952288;2486956288;2845393288;2845393288;2845470288;2845473288;3201272288;3201273288;3201351288;3201354288;3558093288;3558094288;3558172288;3558174288;3915242288;3915243288;3915320288;3915323288;4283506288;4283506288;4283583288;4283586288;4638248288;4638248288;4638325288;4638328288;4995141288;4995141288;4995219288;4995221288;5352236288;5352237288;5352314288;5352317288;5705325288;5705326288;5705403288;5705406288;6069298288;6069298288;6069376288;6069379288;6423967288;6423968288;6424045288;6424048288;6779749288;6779750288;6779826288;6779829288;7133689288;7133689288;7133766288;7133770288
