rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
95,58210.526,58210.526,0.000,1.000,58210.526,58210.526,0.000,0.040,0.040,0.000,144815394.737,98.869,144815394.737,98.890,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,10616832.000,10616832.000,182.3868065099458,180.000,58.982,58151.544,101.326,0.000,0.000,0.038,0.000,Cast,GPU-0, 0:(3x3x384x384)->(3x3x384x384) -DstT f16 -SrcT f32,Cast_3,5000,5.985908583738315,37.81858476983187,43840,65238,21398,109078,57000.0,58000.0,58000.0,63000;57000;73000;58000;57000;57000;64000;58000;57000;58000,11495288,11496288,11559288,11563288,532634288;532635288;532692288;532694288;895506288;895507288;895580288;895582288;1253169288;1253169288;1253227288;1253229288;1661094288;1661094288;1661151288;1661153288;2016352288;2016352288;2016409288;2016412288;2375168288;2375169288;2375233288;2375238288;2733536288;2733536288;2733594288;2733597288;3091412288;3091413288;3091470288;3091472288;3448726288;3448726288;3448784288;3448786288;3806421288;3806421288;3806478288;3806480288;4174248288;4174248288;4174305288;4174307288;4526922288;4526923288;4526980288;4526982288;4883831288;4883831288;4883889288;4883891288;5241866288;5241866288;5241923288;5241925288;5595550288;5595550288;5595608288;5595610288;5960092288;5960092288;5960149288;5960151288;6313843288;6313843288;6313904288;6313907288;6670398288;6670398288;6670455288;6670457288;7024483288;7024484288;7024543288;7024545288
96,28289.474,28289.474,0.000,2.000,56578.947,56578.947,0.000,0.039,0.039,0.000,144871973.684,98.908,144871973.684,98.929,0.000,0.000,0.0005242880000,0.0010485760000,0.000,18.533,18.533,4194308.000,8388616.000,148.2639106976744,180.000,46.603,56532.344,82.369,0.434,0.005,0.037,0.005,Add,GPU-0, 0:(1) 1:(128x4096)->(128x4096) -t f16,tower_0/v/cg/dropout0_1/dropout/dropout/add;tower_0/v/cg/dropout0/dropout/dropout/add,3000,6.0591942982428915,48.229197578902635,6506,29155,22649,35661,26000.0,29000.0,31000.0,31000;31000;32000;31000;30000;31000;37000;32000;29000;30000,11828288,11829288,11860288,11862288,532846288;532847288;532878288;532880288;895849288;895849288;895881288;895883288;1253381288;1253381288;1253412288;1253414288;1661306288;1661306288;1661336288;1661338288;2016565288;2016566288;2016597288;2016599288;2375467288;2375468288;2375505288;2375509288;2733751288;2733751288;2733783288;2733785288;3091799288;3091800288;3091829288;3091831288;3448939288;3448939288;3448969288;3448971288;3806631288;3806632288;3806662288;3806664288;4174632288;4174633288;4174662288;4174664288;4527133288;4527134288;4527165288;4527167288;4884223288;4884224288;4884256288;4884258288;5242252288;5242252288;5242282288;5242283288;5595760288;5595761288;5595790288;5595792288;5960302288;5960303288;5960333288;5960334288;6314387288;6314387288;6314428288;6314431288;6670608288;6670609288;6670638288;6670641288;7024862288;7024863288;7024896288;7024898288
97,28157.895,28157.895,0.000,2.000,56315.789,56315.789,0.000,0.038,0.038,0.000,144928289.474,98.946,144928289.474,98.967,0.000,0.000,0.0000000010000,0.0000000020000,0.000,0.000,0.000,4194304.000,8388608.000,148.9565906542056,180.000,46.603,56269.186,82.754,0.000,0.005,0.037,0.005,Floor,GPU-0, 0:(128x4096)->(128x4096) -t f16,tower_0/v/cg/dropout0_1/dropout/dropout/Floor;tower_0/v/cg/dropout0/dropout/dropout/Floor,4000,0.9350451591975044,5.653845458297699,2175,28333,26158,30508,26000.0,29000.0,30000.0,30000;29000;29000;31000;29000;30000;30000;30000;29000;30000,17751288,17752288,17782288,17785288,538871288;538872288;538901288;538904288;901592288;901593288;901622288;901625288;1259348288;1259349288;1259380288;1259383288;1667166288;1667167288;1667196288;1667199288;2023400288;2023401288;2023431288;2023434288;2381736288;2381737288;2381767288;2381770288;2739988288;2739989288;2740019288;2740022288;3097714288;3097715288;3097744288;3097747288;3454735288;3454736288;3454766288;3454768288;3811983288;3811984288;3812013288;3812016288;4180553288;4180554288;4180584288;4180587288;4533399288;4533400288;4533431288;4533433288;4890422288;4890423288;4890453288;4890455288;5248431288;5248432288;5248462288;5248464288;5601624288;5601625288;5601655288;5601658288;5966273288;5966274288;5966304288;5966307288;6320149288;6320150288;6320180288;6320183288;6676576288;6676577288;6676607288;6676609288;7030928288;7030929288;7030960288;7030962288
98,28078.947,28078.947,0.000,2.000,56157.895,56157.895,0.000,0.038,0.038,0.000,144984447.368,98.985,144984447.368,99.005,0.000,0.000,0.0000000010000,0.0000000020000,0.000,0.000,0.000,16.000,32.000,0.0005698219306,180.000,0.000,56157.895,0.000,0.000,0.036,0.036,0.036,Select,GPU-0, 0:(1) 1:(1) 2:(1)->(1) -t f32,tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/value_grad/Select;tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/value,5000,4.6777059437543365,26.44091582504516,62237,35810,-26428,98047,15000.0,16000.0,22000.0,21000;15000;17000;36000;17000;15000;22000;21000;34000;16000,1128288,1130288,1151288,1154288,522828288;522829288;522844288;522846288;886008288;886009288;886026288;886029288;1243306288;1243307288;1243343288;1243346288;1651279288;1651279288;1651296288;1651298288;2006550288;2006550288;2006565288;2006567288;2365149288;2365150288;2365172288;2365175288;2723454288;2723456288;2723477288;2723479288;3081576288;3081577288;3081611288;3081614288;3439000288;3439001288;3439017288;3439020288;3796718288;3796719288;3796735288;3796738288;4164628288;4164629288;4164733288;4164739288;4517078288;4517079288;4517096288;4517098288;4874021288;4874023288;4874044288;4874047288;5232209288;5232210288;5232225288;5232227288;5585852288;5585852288;5585874288;5585877288;5950155288;5950155288;5950578288;5950584288;6304497288;6304498288;6304851288;6304863288;6660545288;6660546288;6660629288;6660635288;7014966288;7014967288;7014985288;7014987288
99,55763.158,55763.158,0.000,1.000,55763.158,55763.158,0.000,0.038,0.038,0.000,145040210.526,99.023,145040210.526,99.044,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,2097160.000,2097160.000,37.6083435582822,180.000,11.651,55751.507,20.894,0.000,0.028,0.036,0.028,RandomUniform,GPU-0, 0:(2)->(128x4096) -t i32 -t f16 -seed i: 123 -seed2 i: 191,tower_0/v/cg/dropout0_1/dropout/dropout/random_uniform/RandomUniform,2000,3.8691067886829007,20.351678150602297,10523,57381,46858,67904,53000.0,55000.0,57750.0,55000;56000;51000;53000;55000;57000;55000;57000;64000;50000,933288,933288,988288,990288,522603288;522603288;522659288;522661288;885784288;885784288;885835288;885837288;1243086288;1243086288;1243139288;1243141288;1651086288;1651086288;1651141288;1651143288;2006318288;2006318288;2006375288;2006377288;2364899288;2364900288;2364955288;2364957288;2723265288;2723265288;2723322288;2723324288;3081621288;3081621288;3081685288;3081688288;3438791288;3438791288;3438841288;3438843288;3796515288;3796516288;3796568288;3796570288;4164505288;4164505288;4164557288;4164559288;4516845288;4516846288;4516901288;4516903288;4873364288;4873364288;4873419288;4873421288;5232058288;5232058288;5232113288;5232115288;5585669288;5585669288;5585722288;5585724288;5949936288;5949936288;5949989288;5949991288;6304274288;6304274288;6304326288;6304328288;6660336288;6660336288;6660388288;6660390288;7014732288;7014732288;7014786288;7014788288
100,52394.737,52394.737,0.000,1.000,52394.737,52394.737,0.000,0.036,0.036,0.000,145092605.263,99.058,145092605.263,99.079,0.000,0.000,0.0026542070000,0.0026542070000,0.000,50.658,50.658,3538948.000,3538948.000,67.5439598191863,180.000,19.661,52375.076,37.524,1.186,0.021,0.034,0.021,L2Loss,GPU-0, 0:(3x3x384x256)->(1) -t f32,tower_0/v/l2_loss/L2Loss_8,2000,4.222957422832275,21.130446931306334,30468,58500,28032,88968,49000.0,50000.0,51000.0,68000;49000;60000;48000;48000;50000;65000;49000;50000;48000,11659288,11659288,11727288,11729288,532723288;532723288;532772288;532774288;895615288;895615288;895675288;895679288;1253257288;1253258288;1253306288;1253308288;1661182288;1661182288;1661230288;1661233288;2016441288;2016441288;2016491288;2016493288;2375291288;2375292288;2375357288;2375361288;2733627288;2733627288;2733676288;2733677288;3091599288;3091600288;3091650288;3091652288;3448814288;3448815288;3448863288;3448865288;3806508288;3806508288;3806556288;3806558288;4174433288;4174433288;4174483288;4174485288;4527010288;4527010288;4527059288;4527061288;4883922288;4883922288;4884143288;4884144288;5242051288;5242052288;5242101288;5242103288;5595638288;5595638288;5595687288;5595689288;5960179288;5960179288;5960228288;5960230288;6314079288;6314080288;6314229288;6314231288;6670486288;6670486288;6670535288;6670536288;7024576288;7024576288;7024654288;7024656288
101,52210.526,52210.526,0.000,1.000,52210.526,52210.526,0.000,0.036,0.036,0.000,145144815.789,99.094,145144815.789,99.115,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,2097160.000,2097160.000,40.1673790322581,180.000,11.651,52198.875,22.315,0.000,0.026,0.034,0.026,RandomUniform,GPU-0, 0:(2)->(128x4096) -t i32 -t f16 -seed i: 123 -seed2 i: 161,tower_0/v/cg/dropout0/dropout/dropout/random_uniform/RandomUniform,2000,3.355600850958086,13.863270881459174,13426,54738,41312,68164,49000.0,51000.0,53000.0,52000;53000;48000;50000;49000;52000;53000;51000;51000;49000,996288,996288,1048288,1050288,522669288;522669288;522722288;522724288;885845288;885845288;885893288;885895288;1243149288;1243149288;1243199288;1243201288;1651150288;1651151288;1651200288;1651202288;2006384288;2006385288;2006437288;2006439288;2364970288;2364970288;2365023288;2365025288;2723331288;2723332288;2723383288;2723386288;3081695288;3081695288;3081746288;3081748288;3438851288;3438851288;3438900288;3438902288;3796577288;3796578288;3796626288;3796628288;4164567288;4164567288;4164679288;4164685288;4516911288;4516911288;4516962288;4516964288;4873428288;4873429288;4873479288;4873482288;5232122288;5232123288;5232186288;5232189288;5585732288;5585732288;5585781288;5585783288;5949998288;5949998288;5950047288;5950049288;6304335288;6304335288;6304382288;6304384288;6660397288;6660398288;6660447288;6660449288;7014795288;7014795288;7014843288;7014846288
102,51289.474,51289.474,0.000,1.000,51289.474,51289.474,0.000,0.035,0.035,0.000,145196105.263,99.129,145196105.263,99.150,0.000,0.000,0.0019906550000,0.0019906550000,0.000,38.812,38.812,2654212.000,2654212.000,51.7496439199590,180.000,14.746,51274.728,28.750,0.909,0.023,0.033,0.023,L2Loss,GPU-0, 0:(3x3x192x384)->(1) -t f32,tower_0/v/l2_loss/L2Loss_4,5000,5.252195741686435,31.28402791204312,74049,64548,-9501,138596,45000.0,47000.0,50000.0,138000;44000;61000;46000;45000;47000;65000;46000;49000;45000,10985288,10985288,11123288,11128288,532461288;532462288;532506288;532508288;895132288;895132288;895193288;895195288;1252993288;1252994288;1253040288;1253042288;1660920288;1660921288;1660966288;1660968288;2016175288;2016176288;2016223288;2016225288;2374942288;2374942288;2375007288;2375011288;2733360288;2733360288;2733406288;2733408288;3091169288;3091169288;3091218288;3091220288;3448551288;3448551288;3448596288;3448598288;3806250288;3806250288;3806294288;3806296288;4174007288;4174007288;4174054288;4174056288;4526749288;4526750288;4526794288;4526796288;4883427288;4883428288;4883592288;4883597288;5241625288;5241626288;5241673288;5241675288;5595378288;5595378288;5595422288;5595424288;5959919288;5959919288;5959964288;5959966288;6313198288;6313198288;6313264288;6313266288;6670225288;6670226288;6670271288;6670272288;7023788288;7023789288;7024299288;7024304288
103,46342.105,46342.105,0.000,1.000,46342.105,46342.105,0.000,0.032,0.032,0.000,145242447.368,99.161,145242447.368,99.182,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,7077888.000,7077888.000,152.7312572402044,180.000,39.322,46302.784,84.851,0.000,0.003,0.030,0.003,Cast,GPU-0, 0:(3x3x384x256)->(3x3x384x256) -DstT f32 -SrcT f16,tower_0/v/gradients/Cast_4_grad/Cast,3000,1.2175752847006598,5.328795342913278,989,46405,45416,47394,46000.0,46000.0,47000.0,46000;47000;47000;47000;46000;45000;46000;47000;48000;46000,96706288,96706288,96752288,96755288,617772288;617772288;617819288;617822288;977699288;977699288;977746288;977748288;1335021288;1335022288;1335069288;1335071288;1742577288;1742577288;1742623288;1742626288;2101587288;2101587288;2101632288;2101635288;2458746288;2458746288;2458792288;2458795288;2817179288;2817180288;2817227288;2817230288;3173295288;3173295288;3173343288;3173346288;3530345288;3530345288;3530391288;3530394288;3887063288;3887063288;3887109288;3887112288;4255735288;4255735288;4255781288;4255784288;4610316288;4610317288;4610363288;4610366288;4967631288;4967631288;4967677288;4967680288;5324901288;5324901288;5324947288;5324949288;5676928288;5676928288;5676974288;5676976288;6041694288;6041694288;6041740288;6041743288;6395546288;6395547288;6395594288;6395596288;6752037288;6752038288;6752085288;6752087288;7106062288;7106063288;7106108288;7106111288
104,45447.368,45447.368,0.000,1.000,45447.368,45447.368,0.000,0.031,0.031,0.000,145287894.737,99.192,145287894.737,99.213,0.000,0.000,0.0009215990000,0.0009215990000,0.000,20.278,20.278,1228804.000,1228804.000,27.0379571511291,180.000,6.827,45440.542,15.021,0.475,0.025,0.029,0.025,L2Loss,GPU-0, 0:(5x5x64x192)->(1) -t f32,tower_0/v/l2_loss/L2Loss_2,6000,4.7736336135034625,26.90310071574865,147948,72643,-75305,220591,34000.0,34000.0,36500.0,332000;34000;50000;34000;32000;35000;52000;34000;42000;34000,10583288,10584288,10916288,10921288,532377288;532378288;532412288;532413288;894938288;894938288;894988288;894990288;1252909288;1252909288;1252943288;1252945288;1660836288;1660837288;1660869288;1660871288;2016090288;2016090288;2016125288;2016126288;2374811288;2374812288;2374864288;2374866288;2733274288;2733274288;2733308288;2733310288;3091027288;3091028288;3091070288;3091072288;3448466288;3448467288;3448501288;3448503288;3806167288;3806167288;3806200288;3806202288;4173797288;4173797288;4173832288;4173833288;4526666288;4526666288;4526700288;4526702288;4883194288;4883194288;4883359288;4883364288;5241490288;5241490288;5241525288;5241527288;5595295288;5595295288;5595328288;5595330288;5959835288;5959835288;5959868288;5959870288;6312216288;6312217288;6313145288;6313147288;6670142288;6670143288;6670176288;6670178288;7023652288;7023653288;7023704288;7023708288
105,43052.632,43052.632,0.000,1.000,43052.632,43052.632,0.000,0.029,0.029,0.000,145330947.368,99.221,145330947.368,99.242,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,524.000,524.000,0.0121711491443,180.000,0.003,43052.629,0.007,0.000,0.028,0.028,0.028,RandomUniformInt,GPU-0, 0:(1) 1:(1) 2:(1)->(128) -t i32 -Tout i32 -seed i: 123 -seed2 i: 21,tower_0/v/alexnet_synthetic_labels,3000,4.50220274569547,24.96320035493601,10838,44738,33900,55576,42000.0,43000.0,44000.0,32000;44000;42000;41000;42000;44000;43000;42000;106000;42000,887288,887288,919288,922288,522542288;522542288;522586288;522590288;885722288;885722288;885764288;885768288;1243026288;1243027288;1243068288;1243072288;1651025288;1651026288;1651068288;1651070288;2006256288;2006256288;2006300288;2006304288;2364836288;2364836288;2364879288;2364882288;2723207288;2723208288;2723250288;2723253288;3081489288;3081489288;3081595288;3081602288;3438735288;3438735288;3438777288;3438780288;3796446288;3796446288;3796488288;3796492288;4164447288;4164447288;4164490288;4164493288;4516785288;4516786288;4516828288;4516832288;4873303288;4873303288;4873345288;4873348288;5231998288;5231998288;5232041288;5232045288;5585606288;5585606288;5585649288;5585652288;5949875288;5949876288;5949916288;5949919288;6304213288;6304214288;6304255288;6304258288;6660276288;6660276288;6660320288;6660324288;7014673288;7014673288;7014712288;7014716288
106,42157.895,42157.895,0.000,1.000,42157.895,42157.895,0.000,0.029,0.029,0.000,145373105.263,99.250,145373105.263,99.271,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,7077888.000,7077888.000,167.8899775280899,180.000,39.322,42118.573,93.272,0.000,0.000,0.027,0.000,Cast,GPU-0, 0:(3x3x384x256)->(3x3x384x256) -DstT f16 -SrcT f32,Cast_4,3000,5.20892952673441,30.755035074534153,24445,46690,22246,71135,40000.0,41000.0,41000.0,52000;40000;47000;41000;41000;40000;47000;41000;41000;41000,11731288,11731288,11783288,11786288,532775288;532776288;532816288;532818288;895681288;895682288;895729288;895734288;1253310288;1253310288;1253351288;1253353288;1661234288;1661234288;1661275288;1661277288;2016494288;2016495288;2016535288;2016537288;2375363288;2375364288;2375411288;2375416288;2733679288;2733679288;2733720288;2733722288;3091653288;3091653288;3091694288;3091696288;3448866288;3448867288;3448908288;3448910288;3806559288;3806560288;3806600288;3806602288;4174486288;4174487288;4174527288;4174529288;4527062288;4527062288;4527103288;4527105288;4884146288;4884146288;4884191288;4884193288;5242105288;5242105288;5242146288;5242148288;5595690288;5595690288;5595730288;5595732288;5960231288;5960231288;5960272288;5960274288;6314233288;6314234288;6314286288;6314289288;6670537288;6670538288;6670579288;6670581288;7024658288;7024658288;7024746288;7024749288
107,39710.526,39710.526,0.000,1.000,39710.526,39710.526,0.000,0.027,0.027,0.000,145412815.789,99.277,145412815.789,99.298,0.000,0.000,0.0000696950000,0.0000696950000,0.000,1.755,1.755,92932.000,92932.000,2.3402359178264,180.000,0.516,39710.010,1.300,0.041,0.025,0.026,0.025,L2Loss,GPU-0, 0:(11x11x3x64)->(1) -t f32,tower_0/v/l2_loss/L2Loss,3000,3.3578019635397,13.451281353215851,92372,57333,-35039,149706,24000.0,30000.0,33000.0,462000;23000;257000;31000;31000;30000;68000;31000;39000;30000,9178288,9178288,9640288,9643288,532312288;532312288;532335288;532336288;894597288;894598288;894855288;894857288;1252831288;1252833288;1252864288;1252867288;1660759288;1660760288;1660791288;1660793288;2016013288;2016014288;2016044288;2016046288;2374355288;2374356288;2374424288;2374428288;2733197288;2733199288;2733230288;2733232288;3090791288;3090792288;3090831288;3090834288;3448390288;3448392288;3448422288;3448424288;3806099288;3806100288;3806124288;3806126288;4173697288;4173698288;4173724288;4173726288;4526600288;4526600288;4526624288;4526626288;4882999288;4883000288;4883033288;4883036288;5241315288;5241316288;5241338288;5241340288;5595228288;5595229288;5595252288;5595254288;5959768288;5959768288;5959792288;5959794288;6310129288;6310130288;6310152288;6310154288;6670075288;6670076288;6670100288;6670103288;7022660288;7022660288;7022683288;7022685288
108,36684.211,36684.211,0.000,1.000,36684.211,36684.211,0.000,0.025,0.025,0.000,145449500.000,99.302,145449500.000,99.323,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,520.000,520.000,0.0141750358680,180.000,0.003,36684.208,0.008,0.000,0.024,0.024,0.024,Tile,GPU-0, 0:(1) 1:(1)->(128) -t f32 -Tmultiples i32,tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Sum_grad/Tile,4000,1.9074283463917094,5.6787546641198725,48259,42571,-5688,90830,17000.0,18000.0,38500.0,58000;17000;70000;17000;16000;16000;45000;17000;24000;17000,11682288,11683288,11741288,11744288,526381288;526381288;526398288;526400288;895451288;895451288;895521288;895527288;1247267288;1247267288;1247284288;1247286288;1655246288;1655246288;1655262288;1655265288;2010494288;2010495288;2010511288;2010514288;2374838288;2374838288;2374883288;2374887288;2728627288;2728627288;2728644288;2728647288;3081824288;3081825288;3081849288;3081853288;3442539288;3442539288;3442556288;3442559288;3801909288;3801910288;3801927288;3801930288;4167494288;4167494288;4167512288;4167515288;4520605288;4520605288;4520622288;4520624288;4883543288;4883543288;4883663288;4883670288;5235799288;5235800288;5235817288;5235820288;5589404288;5589404288;5589421288;5589423288;5954120288;5954120288;5954136288;5954139288;6314381288;6314381288;6314399288;6314402288;6664171288;6664171288;6664188288;6664191288;7025008288;7025009288;7025032288;7025035288
109,36552.632,36552.632,0.000,1.000,36552.632,36552.632,0.000,0.025,0.025,0.000,145486052.632,99.327,145486052.632,99.348,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,5308416.000,5308416.000,145.2266436285097,180.000,29.491,36523.140,80.681,0.000,0.004,0.024,0.004,Cast,GPU-0, 0:(3x3x192x384)->(3x3x192x384) -DstT f32 -SrcT f16,tower_0/v/gradients/Cast_2_grad/Cast,3000,0.6310810602210332,2.2759883889009624,665,36595,35930,37260,36000.0,36500.0,37000.0,36000;37000;37000;36000;37000;36000;38000;37000;36000;37000,125632288,125633288,125669288,125671288,647448288;647448288;647485288;647487288;1007519288;1007519288;1007556288;1007558288;1365222288;1365223288;1365259288;1365261288;1772194288;1772194288;1772231288;1772233288;2130722288;2130723288;2130759288;2130761288;2488240288;2488241288;2488279288;2488283288;2846753288;2846754288;2846791288;2846793288;3202600288;3202601288;3202637288;3202639288;3559406288;3559406288;3559443288;3559446288;3916578288;3916579288;3916615288;3916617288;4284817288;4284818288;4284854288;4284857288;4639560288;4639560288;4639597288;4639600288;4996428288;4996428288;4996465288;4996467288;5353532288;5353532288;5353569288;5353572288;5706679288;5706679288;5706717288;5706719288;6070601288;6070602288;6070638288;6070640288;6425320288;6425321288;6425357288;6425360288;6781048288;6781049288;6781086288;6781088288;7134991288;7134992288;7135028288;7135030288
110,35500.000,35500.000,0.000,1.000,35500.000,35500.000,0.000,0.024,0.024,0.000,145521552.632,99.351,145521552.632,99.372,0.000,0.000,0.0001271270000,0.0001271270000,0.000,3.581,3.581,516516.000,516516.000,14.5497464788732,180.000,2.870,35497.130,8.083,0.084,0.021,0.023,0.021,BiasAddGrad,GPU-0, 0:(128x1001)->(1001) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b_grad/BiasAddGrad,2000,1.1466689179071727,5.419458109275305,942,35548,34605,36490,35000.0,35000.0,36000.0,37000;36000;35000;36000;35000;37000;36000;36000;35000;39000,58392288,58392288,58429288,58431288,579296288;579296288;579332288;579335288;939714288;939714288;939749288;939751288;1297349288;1297349288;1297385288;1297387288;1704954288;1704955288;1704990288;1704993288;2063278288;2063278288;2063315288;2063317288;2420691288;2420691288;2420727288;2420729288;2779007288;2779007288;2779043288;2779045288;3135692288;3135692288;3135727288;3135729288;3492619288;3492620288;3492659288;3492663288;3849360288;3849361288;3849395288;3849397288;4218195288;4218196288;4218231288;4218234288;4572348288;4572348288;4572385288;4572388288;4929676288;4929677288;4929712288;4929714288;5287387288;5287387288;5287423288;5287425288;5639244288;5639244288;5639279288;5639281288;6004198288;6004199288;6004233288;6004235288;6357632288;6357632288;6357668288;6357670288;6714537288;6714537288;6714574288;6714576288;7068707288;7068707288;7068742288;7068744288
111,16657.895,16657.895,0.000,2.000,33315.789,33315.789,0.000,0.023,0.023,0.000,145554868.421,99.374,145554868.421,99.395,0.000,0.000,0.0000000640000,0.0000001280000,0.000,0.004,0.004,516.000,1032.000,0.0309763033175,180.000,0.006,33315.784,0.017,0.000,0.022,0.022,0.022,Mul,GPU-0, 0:(64) 1:(1)->(64) -t f32,tower_0/v/mul_3;tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_1_grad/mul,2000,8.753971373109888,79.02228846998632,474724,71036,-403688,545759,10000.0,10000.0,11000.0,10000;10000;9000;10000;11000;9000;10000;10000;9000;10000,148153288,148154288,148164288,148165288,669612288;669613288;669623288;669625288;1029870288;1029871288;1029880288;1029882288;1387243288;1387243288;1387253288;1387255288;1794327288;1794327288;1794338288;1794340288;2152422288;2152422288;2152431288;2152433288;2510403288;2510403288;2510413288;2510414288;2869162288;2869162288;2869172288;2869174288;3225513288;3225514288;3225523288;3225525288;3581282288;3581282288;3581292288;3581294288;3938696288;3938696288;3938706288;3938708288;4306641288;4306641288;4306651288;4306652288;4661324288;4661325288;4661334288;4661336288;5019461288;5019462288;5019471288;5019473288;5375346288;5375347288;5375356288;5375358288;5729051288;5729052288;5729061288;5729063288;6092367288;6092367288;6092377288;6092379288;6447672288;6447672288;6447682288;6447684288;6802783288;6802783288;6802792288;6802794288;7156738288;7156739288;7156748288;7156750288
112,33157.895,33157.895,0.000,1.000,33157.895,33157.895,0.000,0.023,0.023,0.000,145588026.316,99.397,145588026.316,99.418,0.000,0.000,0.0003072000000,0.0003072000000,0.000,9.265,9.265,3686400.000,3686400.000,111.1771428571429,180.000,20.480,33137.415,61.765,0.217,0.008,0.021,0.008,AddN,GPU-0, 0:(5x5x64x192) 1:(5x5x64x192)->(5x5x64x192) -N i: 2 -t f32,tower_0/v/gradients/AddN_13,3000,6.015862010722473,38.06572464796598,30996,38000,7004,68996,33000.0,33000.0,34000.0,33000;34000;34000;33000;33000;34000;33000;33000;33000;32000,139917288,139917288,139950288,139953288,661800288;661800288;661834288;661836288;1021956288;1021957288;1021991288;1021993288;1379505288;1379506288;1379539288;1379542288;1786521288;1786522288;1786555288;1786558288;2144812288;2144812288;2144846288;2144849288;2502597288;2502597288;2502630288;2502633288;2861228288;2861229288;2861262288;2861264288;3217482288;3217482288;3217515288;3217518288;3573597288;3573597288;3573629288;3573632288;3930889288;3930889288;3930923288;3930925288;4299023288;4299023288;4299057288;4299060288;4653644288;4653645288;4653678288;4653680288;5011312288;5011313288;5011345288;5011348288;5367619288;5367619288;5367652288;5367655288;5721139288;5721139288;5721173288;5721175288;6084739288;6084739288;6084771288;6084774288;6439764288;6439764288;6439798288;6439800288;6795163288;6795163288;6795196288;6795199288;7149122288;7149123288;7149156288;7149159288
113,32368.421,32368.421,0.000,1.000,32368.421,32368.421,0.000,0.022,0.022,0.000,145620394.737,99.419,145620394.737,99.440,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,5308416.000,5308416.000,163.9998439024390,180.000,29.491,32338.930,91.111,0.000,0.001,0.021,0.001,Cast,GPU-0, 0:(3x3x192x384)->(3x3x192x384) -DstT f16 -SrcT f32,Cast_2,5000,5.7922452351853355,36.21918465420018,12745,34405,21659,47150,31000.0,32000.0,32000.0,38000;32000;114000;31000;32000;32000;39000;32000;31000;32000,11131288,11133288,11171288,11174288,532509288;532509288;532541288;532543288;895197288;895198288;895312288;895315288;1253043288;1253044288;1253075288;1253077288;1660969288;1660969288;1661001288;1661003288;2016226288;2016226288;2016258288;2016260288;2375014288;2375015288;2375054288;2375058288;2733409288;2733410288;2733442288;2733444288;3091221288;3091222288;3091253288;3091256288;3448599288;3448600288;3448632288;3448634288;3806297288;3806297288;3806329288;3806331288;4174057288;4174058288;4174090288;4174092288;4526797288;4526798288;4526830288;4526832288;4883600288;4883601288;4883639288;4883642288;5241676288;5241676288;5241708288;5241710288;5595425288;5595426288;5595457288;5595459288;5959967288;5959968288;5959999288;5960001288;6313267288;6313268288;6313299288;6313302288;6670273288;6670274288;6670305288;6670308288;7024307288;7024308288;7024345288;7024348288
