rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
47,681631.579,681631.579,0.000,1.000,681631.579,681631.579,0.000,0.465,0.465,0.000,135557526.316,92.549,135557526.316,92.568,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,134217728.000,134217728.000,196.9065579491931,180.000,745.654,680885.925,109.393,0.000,0.000,0.000,0.000,Cast,GPU-0, 0:(4096x4096)->(4096x4096) -DstT f16 -SrcT f32,tower_0/v/cg/affine1/Cast,3000,3.558693389264142,14.917748194446798,67118,693976,626858,761094,673000.0,677000.0,679750.0,677000;677000;681000;679000;682000;683000;678000;676000;681000;677000,1958288,1959288,2636288,2638288,527245288;527245288;527922288;527924288;888835288;888836288;889517288;889519288;1247741288;1247742288;1248421288;1248423288;1655719288;1655720288;1656402288;1656405288;2010966288;2010967288;2011650288;2011653288;2366013288;2366013288;2366691288;2366696288;2727681288;2727682288;2728358288;2728361288;3082971288;3082971288;3083652288;3083654288;3443360288;3443360288;3444037288;3444039288;3800590288;3800591288;3801262288;3801265288;4166477288;4166477288;4167156288;4167158288;4521452288;4521453288;4522125288;4522128288;4877707288;4877708288;4878386288;4878388288;5236278288;5236279288;5236964288;5236966288;5590217288;5590218288;5590897288;5590899288;5954599288;5954600288;5955279288;5955281288;6305296288;6305297288;6305976288;6305978288;6665022288;6665023288;6665697288;6665699288;7015784288;7015785288;7016465288;7016467288
48,308118.421,308118.421,0.000,2.000,616236.842,616236.842,0.000,0.421,0.421,0.000,136173763.158,92.969,136173763.158,92.989,0.000,0.000,0.0083063040000,0.0166126080000,0.000,26.958,26.958,33228288.000,66456576.000,107.8425882051501,180.000,369.203,615867.639,59.913,0.631,0.148,0.397,0.148,BiasAddGrad,GPU-0, 0:(128x384x13x13)->(384) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv2/BiasAdd_grad/BiasAddGrad;tower_0/v/gradients/tower_0/v/cg/conv3/BiasAdd_grad/BiasAddGrad,3000,5.728946555658228,37.06636693322038,59148,318298,259149,377446,304000.0,309000.0,312250.0,304000;312000;314000;311000;311000;300000;310000;313000;311000;305000,118581288,118581288,118885288,118888288,640253288;640253288;640565288;640567288;1000237288;1000237288;1000551288;1000553288;1358071288;1358071288;1358382288;1358385288;1765015288;1765015288;1765326288;1765329288;2123703288;2123704288;2124004288;2124007288;2481004288;2481005288;2481315288;2481317288;2839548288;2839549288;2839862288;2839864288;3195464288;3195465288;3195776288;3195779288;3552337288;3552338288;3552643288;3552645288;3909402288;3909403288;3909712288;3909715288;4277750288;4277751288;4278056288;4278058288;4632449288;4632449288;4632755288;4632757288;4989471288;4989472288;4989770288;4989773288;5346545288;5346545288;5346843288;5346845288;5699415288;5699416288;5699729288;5699731288;6063578288;6063578288;6063880288;6063883288;6418056288;6418057288;6418371288;6418374288;6774040288;6774040288;6774342288;6774345288;7127956288;7127958288;7128265288;7128268288
49,607894.737,607894.737,0.000,1.000,607894.737,607894.737,0.000,0.415,0.415,0.000,136781657.895,93.384,136781657.895,93.404,0.000,0.000,0.0179157120000,0.0179157120000,0.000,29.472,29.472,71664384.000,71664384.000,117.8894628571428,180.000,398.135,607496.601,65.494,0.690,0.122,0.391,0.122,BiasAddGrad,GPU-0, 0:(128x192x27x27)->(192) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv1/BiasAdd_grad/BiasAddGrad,4000,4.854241030843494,27.62582165122232,80867,622333,541466,703200,596250.0,607000.0,614750.0,596000;615000;618000;607000;614000;590000;613000;616000;610000;598000,131260288,131261288,131857288,131860288,653148288;653149288;653764288;653766288;1013261288;1013262288;1013880288;1013883288;1370897288;1370897288;1371504288;1371507288;1777910288;1777910288;1778524288;1778526288;2136319288;2136320288;2136910288;2136912288;2493974288;2493975288;2494588288;2494590288;2852481288;2852482288;2853098288;2853104288;3208830288;3208831288;3209441288;3209444288;3565057288;3565058288;3565656288;3565659288;3922277288;3922277288;3922889288;3922891288;4290471288;4290472288;4291075288;4291077288;4645137288;4645138288;4645726288;4645728288;5002013288;5002014288;5002603288;5002606288;5359124288;5359125288;5359721288;5359723288;5712428288;5712429288;5713048288;5713050288;6076224288;6076225288;6076821288;6076823288;6431055288;6431056288;6431671288;6431673288;6786653288;6786654288;6787250288;6787252288;7140611288;7140612288;7141208288;7141211288
50,597026.316,597026.316,0.000,1.000,597026.316,597026.316,0.000,0.408,0.408,0.000,137378684.211,93.792,137378684.211,93.812,0.000,0.000,0.0179159040000,0.0179159040000,0.000,30.009,30.009,143327232.000,143327232.000,240.0685333450875,180.000,796.262,596230.053,133.371,0.703,0.000,0.384,0.000,Relu,GPU-0, 0:(128x192x27x27)->(128x192x27x27) -t f16,tower_0/v/cg/conv1/Relu,4000,2.8034674721851727,11.05570290388384,264595,643071,378476,907667,499000.0,513500.0,687250.0,501000;499000;913000;704000;1714000;522000;604000;612000;499000;1626000,30023288,30024288,30525288,30528288,551069288;551070288;551569288;551572288;911826288;911826288;912739288;912742288;1269615288;1269615288;1270319288;1270321288;1676032288;1676033288;1677747288;1677749288;2034093288;2034094288;2034616288;2034619288;2392369288;2392370288;2392974288;2392978288;2750614288;2750615288;2751227288;2751232288;3107803288;3107804288;3108303288;3108308288;3463858288;3463858288;3465484288;3465488288;3821542288;3821543288;3822453288;3822457288;4190911288;4190911288;4191410288;4191412288;4544039288;4544040288;4544536288;4544539288;4901183288;4901184288;4901821288;4901824288;5259173288;5259174288;5259892288;5259894288;5611956288;5611956288;5612450288;5612453288;5976453288;5976453288;5977170288;5977172288;6330240288;6330240288;6330731288;6330733288;6686902288;6686903288;6687402288;6687404288;7041244288;7041244288;7041735288;7041738288
51,251815.789,251815.789,0.000,2.000,503631.579,503631.579,0.000,0.344,0.344,0.000,137882315.789,94.136,137882315.789,94.156,0.000,0.000,0.0041000960000,0.0082001920000,0.000,16.282,16.282,32800772.000,65601544.000,130.2570107639252,180.000,364.453,503267.126,72.365,0.381,0.078,0.325,0.078,Mul,GPU-0, 0:(4096x1001) 1:(1)->(4096x1001) -t f32,tower_0/v/mul_16;tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_14_grad/mul,2000,7.200705243809685,58.48172969969004,481293,312286,-169007,793579,222000.0,224500.0,226000.0,222000;223000;223000;223000;222000;222000;222000;223000;222000;224000,59846288,59846288,60068288,60070288,580760288;580760288;580983288;580985288;941126288;941127288;941350288;941352288;1298761288;1298762288;1298985288;1298987288;1706356288;1706356288;1706578288;1706580288;2064731288;2064732288;2064954288;2064956288;2422126288;2422127288;2422349288;2422351288;2780441288;2780441288;2780664288;2780666288;3137095288;3137095288;3137317288;3137319288;3494131288;3494131288;3494355288;3494357288;3850752288;3850753288;3850975288;3850977288;4219585288;4219585288;4219809288;4219810288;4573790288;4573791288;4574014288;4574015288;4931117288;4931118288;4931340288;4931342288;5288808288;5288809288;5289031288;5289033288;5640635288;5640635288;5640858288;5640860288;6005593288;6005593288;6005816288;6005818288;6359036288;6359036288;6359259288;6359261288;6715932288;6715932288;6716155288;6716157288;7070104288;7070104288;7070327288;7070329288
52,235394.737,235394.737,0.000,2.000,470789.474,470789.474,0.000,0.321,0.321,0.000,138353105.263,94.457,138353105.263,94.477,0.000,0.000,0.0083066880000,0.0166133760000,0.000,35.288,35.288,66453504.000,132907008.000,282.3066687534936,180.000,738.372,470051.101,156.837,0.826,0.000,0.303,0.000,Relu,GPU-0, 0:(128x384x13x13)->(128x384x13x13) -t f16,tower_0/v/cg/conv3/Relu;tower_0/v/cg/conv2/Relu,2000,5.318858472219325,34.385399805896284,83098,251560,168461,334658,231000.0,233000.0,234000.0,233000;231000;232000;234000;234000;231000;231000;235000;231000;233000,46430288,46430288,46663288,46665288,567248288;567249288;567480288;567482288;928437288;928437288;928669288;928672288;1286147288;1286148288;1286382288;1286384288;1693435288;1693435288;1693669288;1693672288;2051333288;2051334288;2051565288;2051568288;2409079288;2409080288;2409311288;2409313288;2767344288;2767345288;2767580288;2767585288;3124055288;3124055288;3124286288;3124288288;3481274288;3481275288;3481508288;3481510288;3838232288;3838232288;3838464288;3838466288;4207091288;4207092288;4207325288;4207327288;4560738288;4560738288;4560972288;4560974288;4918008288;4918009288;4918238288;4918240288;5275895288;5275896288;5276126288;5276129288;5628120288;5628120288;5628354288;5628357288;5992982288;5992982288;5993214288;5993216288;6346346288;6346347288;6346578288;6346581288;6703339288;6703339288;6703570288;6703573288;7057478288;7057479288;7057712288;7057714288
53,355078.947,355078.947,0.000,1.000,355078.947,355078.947,0.000,0.242,0.242,0.000,138708184.211,94.700,138708184.211,94.720,0.000,0.000,0.0055377920000,0.0055377920000,0.000,15.596,15.596,66453504.000,66453504.000,187.1513489957756,180.000,369.186,354709.761,103.973,0.365,0.000,0.229,0.000,ReluGrad,GPU-0, 0:(128x256x13x13) 1:(128x256x13x13)->(128x256x13x13) -t f16,tower_0/v/gradients/tower_0/v/cg/conv4/Relu_grad/ReluGrad,4000,4.116238452559345,21.188911588173557,21429,358833,337404,380263,350250.0,355500.0,359000.0,359000;360000;363000;357000;359000;359000;356000;359000;356000;352000,83977288,83978288,84337288,84340288,605029288;605029288;605389288;605392288;964820288;964821288;965184288;965188288;1322352288;1322352288;1322709288;1322713288;1729868288;1729868288;1730227288;1730230288;2088869288;2088869288;2089228288;2089231288;2446031288;2446032288;2446388288;2446395288;2804422288;2804423288;2804782288;2804786288;3160649288;3160649288;3161005288;3161008288;3517775288;3517776288;3518128288;3518132288;3874337288;3874337288;3874697288;3874701288;4243157288;4243157288;4243509288;4243512288;4597680288;4597681288;4598037288;4598041288;4955067288;4955067288;4955420288;4955423288;5312557288;5312558288;5312901288;5312904288;5664071288;5664072288;5664437288;5664440288;6029253288;6029253288;6029597288;6029600288;6382686288;6382687288;6383051288;6383054288;6739598288;6739598288;6739942288;6739945288;7093610288;7093611288;7093958288;7093962288
54,352763.158,352763.158,0.000,1.000,352763.158,352763.158,0.000,0.241,0.241,0.000,139060947.368,94.940,139060947.368,94.960,0.000,0.000,0.0055377920000,0.0055377920000,0.000,15.698,15.698,44303360.000,44303360.000,125.5895322640806,180.000,246.130,352517.028,69.772,0.368,0.061,0.228,0.061,BiasAdd,GPU-0, 0:(128x256x13x13) 1:(256)->(128x256x13x13) -t f16 -data_format NHWC,tower_0/v/cg/conv4/BiasAdd,4000,5.839558764454109,36.64817332963993,58510,361524,303014,420034,346000.0,352500.0,358000.0,365000;372000;359000;342000;346000;366000;358000;357000;353000;355000,52626288,52627288,52992288,52995288,573513288;573513288;573885288;573888288;934300288;934300288;934659288;934662288;1292040288;1292041288;1292383288;1292386288;1699652288;1699652288;1699998288;1700001288;2057532288;2057532288;2057898288;2057902288;2415161288;2415162288;2415520288;2415524288;2773470288;2773471288;2773828288;2773832288;3130295288;3130296288;3130649288;3130655288;3487184288;3487185288;3487540288;3487544288;3844103288;3844103288;3844452288;3844455288;4212962288;4212963288;4213302288;4213305288;4566814288;4566815288;4567172288;4567175288;4924100288;4924100288;4924463288;4924466288;5281933288;5281934288;5282289288;5282292288;5633994288;5633995288;5634339288;5634342288;5998885288;5998886288;5999229288;5999232288;6352171288;6352172288;6352523288;6352526288;6709227288;6709227288;6709580288;6709584288;7063391288;7063392288;7063743288;7063746288
55,341421.053,341421.053,0.000,1.000,341421.053,341421.053,0.000,0.233,0.233,0.000,139402368.421,95.174,139402368.421,95.194,0.000,0.000,1.0496245760000,1.0496245760000,0.000,3074.282,3074.282,19010048.000,19010048.000,55.6791909973794,180.000,105.611,341315.441,30.933,71.997,0.149,0.054,0.054,MatMul,GPU-0, 0:(128x4096) 1:(128x1001)->(4096x1001) -t f16 -tr_a 1 -tr_b 0,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul_1,2000,0.3330986779829703,2.3860142951300443,10009,341690,331682,351699,334000.0,340000.0,349750.0,361000;366000;341000;339000;334000;359000;351000;351000;335000;337000,58433288,58433288,58794288,58796288,579337288;579337288;579703288;579706288;939753288;939753288;940094288;940096288;1297389288;1297389288;1297728288;1297731288;1704994288;1704995288;1705329288;1705332288;2063318288;2063319288;2063678288;2063681288;2420730288;2420731288;2421082288;2421085288;2779047288;2779047288;2779398288;2779401288;3135731288;3135731288;3136066288;3136069288;3492665288;3492666288;3493003288;3493008288;3849399288;3849399288;3849732288;3849735288;4218235288;4218236288;4218565288;4218568288;4572393288;4572394288;4572747288;4572749288;4929716288;4929716288;4930070288;4930072288;5287427288;5287427288;5287773288;5287776288;5639282288;5639283288;5639613288;5639615288;6004236288;6004237288;6004570288;6004573288;6357672288;6357672288;6358011288;6358014288;6714577288;6714578288;6714910288;6714912288;7068746288;7068746288;7069080288;7069083288
56,331710.526,331710.526,0.000,1.000,331710.526,331710.526,0.000,0.226,0.227,0.000,139734078.947,95.400,139734078.947,95.420,0.000,0.000,1.0496245760000,1.0496245760000,0.000,3164.279,3164.279,19010048.000,19010048.000,57.3091490678302,180.000,105.611,331604.915,31.838,74.105,0.143,0.047,0.047,MatMul,GPU-0, 0:(128x1001) 1:(4096x1001)->(128x4096) -t f16 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul,5000,5.379092821448194,32.9770820942779,33202,336476,303274,369679,325000.0,329500.0,338750.0,350000;354000;330000;329000;325000;350000;339000;340000;327000;328000,58800288,58801288,59151288,59155288,579709288;579710288;580064288;580068288;940100288;940100288;940430288;940433288;1297735288;1297736288;1298065288;1298069288;1705336288;1705336288;1705661288;1705665288;2063684288;2063685288;2064035288;2064038288;2421089288;2421089288;2421428288;2421431288;2779405288;2779406288;2779746288;2779750288;3136073288;3136073288;3136400288;3136403288;3493014288;3493015288;3493343288;3493350288;3849739288;3849739288;3850060288;3850064288;4218572288;4218572288;4218896288;4218899288;4572753288;4572753288;4573093288;4573097288;4930076288;4930076288;4930419288;4930423288;5287779288;5287780288;5288115288;5288118288;5639619288;5639619288;5639939288;5639943288;6004577288;6004577288;6004901288;6004904288;6358017288;6358018288;6358346288;6358350288;6714916288;6714917288;6715239288;6715243288;7069087288;7069087288;7069410288;7069413288
57,329894.737,329894.737,0.000,1.000,329894.737,329894.737,0.000,0.225,0.225,0.000,140063973.684,95.625,140063973.684,95.645,0.000,0.000,1.0496245760000,1.0496245760000,0.000,3181.695,3181.695,19010048.000,19010048.000,57.6245871091257,180.000,105.611,329789.125,32.014,74.513,0.142,0.046,0.046,MatMul,GPU-0, 0:(128x4096) 1:(4096x1001)->(128x1001) -t f16 -tr_a 0 -tr_b 0,tower_0/v/cg/affine2/xw_plus_b/MatMul,2000,0.3316891396943772,2.321607797681149,9585,330143,320557,339728,321250.0,329000.0,337000.0,349000;353000;330000;327000;324000;347000;336000;337000;326000;321000,57659288,57659288,58008288,58010288,578557288;578558288;578911288;578913288;939009288;939009288;939339288;939342288;1296655288;1296655288;1296982288;1296983288;1704261288;1704261288;1704585288;1704587288;2062547288;2062548288;2062895288;2062897288;2419976288;2419977288;2420313288;2420315288;2778291288;2778291288;2778628288;2778631288;3134997288;3134997288;3135323288;3135325288;3491905288;3491906288;3492227288;3492229288;3848672288;3848673288;3848992288;3848994288;4217512288;4217513288;4217832288;4217834288;4571632288;4571633288;4571972288;4571974288;4928955288;4928955288;4929295288;4929297288;5286679288;5286680288;5287013288;5287015288;5638547288;5638547288;5638867288;5638869288;6003512288;6003512288;6003833288;6003835288;6356931288;6356931288;6357259288;6357261288;6713849288;6713850288;6714171288;6714173288;7068019288;7068020288;7068341288;7068343288
58,321894.737,321894.737,0.000,1.000,321894.737,321894.737,0.000,0.220,0.220,0.000,140385868.421,95.845,140385868.421,95.865,0.000,0.000,0.0041000960000,0.0041000960000,0.000,12.737,12.737,49201152.000,49201152.000,152.8485755395683,180.000,273.340,321621.397,84.916,0.298,0.022,0.208,0.022,AddN,GPU-0, 0:(4096x1001) 1:(4096x1001)->(4096x1001) -N i: 2 -t f32,tower_0/v/gradients/AddN_1,4000,0.1617726684291023,4.505302895055572,790,321905,321114,322695,322000.0,322000.0,322000.0,321000;322000;322000;322000;322000;321000;322000;322000;322000;322000,59448288,59449288,59770288,59773288,580363288;580363288;580685288;580688288;940731288;940731288;941053288;941056288;1298366288;1298367288;1298689288;1298691288;1705961288;1705962288;1706284288;1706286288;2064335288;2064335288;2064656288;2064659288;2421730288;2421731288;2422053288;2422055288;2780045288;2780045288;2780367288;2780370288;3136698288;3136699288;3137021288;3137024288;3493734288;3493734288;3494056288;3494059288;3850358288;3850359288;3850681288;3850683288;4219191288;4219191288;4219513288;4219515288;4573393288;4573393288;4573715288;4573718288;4930722288;4930722288;4931044288;4931046288;5288413288;5288413288;5288735288;5288738288;5640240288;5640240288;5640563288;5640565288;6005198288;6005199288;6005520288;6005522288;6358641288;6358641288;6358963288;6358966288;6715538288;6715538288;6715860288;6715863288;7069710288;7069711288;7070033288;7070035288
59,317868.421,317868.421,0.000,1.000,317868.421,317868.421,0.000,0.217,0.217,0.000,140703736.842,96.062,140703736.842,96.082,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,49201156.000,49201156.000,154.7846616441759,180.000,273.340,317595.081,85.991,0.000,0.020,0.000,0.020,ApplyGradientDescent,GPU-0, 0:(4096x1001) 1:(1) 2:(4096x1001)->(4096x1001) -t f32 -use_locking 0,append_apply_gradient_ops/GradientDescent/update_v/cg/affine2/weights/ApplyGradientDescent,2000,6.0093230503848,38.0128031182111,24875,321762,296887,346637,317000.0,318000.0,318000.0,318000;318000;317000;319000;318000;317000;318000;317000;318000;318000,62792288,62792288,63110288,63112288,583741288;583741288;584059288;584062288;943934288;943935288;944252288;944256288;1301542288;1301542288;1301861288;1301864288;1709111288;1709111288;1709429288;1709431288;2067678288;2067679288;2067996288;2067999288;2425018288;2425019288;2425337288;2425340288;2783304288;2783305288;2783622288;2783625288;3139863288;3139863288;3140181288;3140184288;3496948288;3496949288;3497267288;3497270288;3853484288;3853485288;3853803288;3853806288;4222379288;4222379288;4222697288;4222700288;4576658288;4576658288;4576975288;4576978288;4934010288;4934011288;4934328288;4934331288;5291661288;5291662288;5291979288;5291982288;5643360288;5643361288;5643678288;5643681288;6008339288;6008339288;6008657288;6008659288;6361834288;6361835288;6362153288;6362156288;6718678288;6718678288;6718995288;6718998288;7072861288;7072861288;7073179288;7073181288
60,263263.158,263263.158,0.000,1.000,263263.158,263263.158,0.000,0.180,0.180,0.000,140967000.000,96.242,140967000.000,96.262,0.000,0.000,0.0106168320000,0.0106168320000,0.000,40.328,40.328,26869760.000,26869760.000,102.0642622950820,180.000,149.276,263113.881,56.702,0.944,0.069,0.169,0.069,MaxPool,GPU-0, 0:(128x256x13x13)->(128x256x6x6) -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool2/MaxPool,2000,5.848557347609265,36.71797324466624,38292,269048,230756,307339,260000.0,263000.0,267500.0,268000;270000;262000;259000;260000;266000;263000;266000;269000;262000,53157288,53157288,53425288,53427288,574052288;574052288;574322288;574324288;934825288;934825288;935087288;935089288;1292550288;1292550288;1292809288;1292811288;1700165288;1700166288;1700426288;1700428288;2058065288;2058065288;2058331288;2058333288;2415685288;2415686288;2415949288;2415951288;2773996288;2773997288;2774263288;2774266288;3130829288;3130830288;3131099288;3131104288;3487706288;3487706288;3487968288;3487970288;3844617288;3844618288;3844874288;3844876288;4213469288;4213470288;4213724288;4213727288;4567337288;4567338288;4567601288;4567603288;4924628288;4924629288;4924892288;4924894288;5282453288;5282453288;5282716288;5282718288;5634504288;5634505288;5634761288;5634763288;5999394288;5999395288;5999653288;5999655288;6352687288;6352687288;6352949288;6352951288;6709745288;6709746288;6710004288;6710007288;7063912288;7063912288;7064175288;7064177288
61,238763.158,238763.158,0.000,1.000,238763.158,238763.158,0.000,0.163,0.163,0.000,141205763.158,96.405,141205763.158,96.425,0.000,0.000,0.0025651220000,0.0025651220000,0.000,10.743,10.743,1026048.000,1026048.000,4.2973464124325,180.000,5.700,238757.458,2.387,0.252,0.151,0.154,0.151,SparseSoftmaxCrossEntropyWithLogits,GPU-0, 0:(128x1001) 1:(128)->(128)(128x1001) -t f32 -Tlabels i32,tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy,3000,0.14556084598006483,1.897210387910783,5752,238810,233058,244561,233250.0,239000.0,243000.0,248000;250000;239000;236000;234000;248000;241000;243000;236000;233000,58056288,58056288,58304288,58307288,578957288;578958288;579208288;579212288;939388288;939388288;939627288;939630288;1297027288;1297027288;1297263288;1297267288;1704631288;1704632288;1704866288;1704870288;2062942288;2062943288;2063191288;2063195288;2420360288;2420361288;2420602288;2420606288;2778676288;2778676288;2778919288;2778923288;3135368288;3135369288;3135605288;3135609288;3492274288;3492274288;3492507288;3492510288;3849038288;3849039288;3849271288;3849274288;4217877288;4217878288;4218110288;4218113288;4572019288;4572019288;4572262288;4572266288;4929343288;4929343288;4929589288;4929593288;5287058288;5287059288;5287299288;5287302288;5638913288;5638914288;5639159288;5639162288;6003879288;6003880288;6004112288;6004116288;6357305288;6357305288;6357541288;6357544288;6714218288;6714218288;6714451288;6714455288;7068388288;7068388288;7068620288;7068624288
62,215736.842,215736.842,0.000,1.000,215736.842,215736.842,0.000,0.147,0.147,0.000,141421500.000,96.552,141421500.000,96.572,0.000,0.000,0.0055375360000,0.0055375360000,0.000,25.668,25.668,22152192.000,22152192.000,102.6815437911686,180.000,123.068,215613.774,57.045,0.601,0.056,0.139,0.056,BiasAddGrad,GPU-0, 0:(128x256x13x13)->(256) -t f16 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv4/BiasAdd_grad/BiasAddGrad,3000,5.9274341576413265,37.350610535443465,45483,222762,177279,268245,212000.0,215000.0,218750.0,220000;217000;221000;215000;216000;218000;218000;227000;214000;212000,90289288,90290288,90510288,90512288,611335288;611336288;611553288;611556288;971194288;971195288;971416288;971418288;1328623288;1328624288;1328839288;1328842288;1736159288;1736160288;1736376288;1736378288;2095162288;2095163288;2095381288;2095383288;2452338288;2452340288;2452558288;2452561288;2810723288;2810725288;2810952288;2810956288;3166902288;3166903288;3167117288;3167119288;3524005288;3524006288;3524218288;3524220288;3880633288;3880634288;3880849288;3880852288;4249387288;4249387288;4249599288;4249601288;4603935288;4603935288;4604148288;4604151288;4961279288;4961280288;4961492288;4961494288;5318666288;5318667288;5318875288;5318877288;5670429288;5670430288;5670648288;5670650288;6035393288;6035394288;6035607288;6035609288;6389037288;6389038288;6389257288;6389259288;6745744288;6745745288;6745956288;6745958288;7099765288;7099766288;7099976288;7099978288
63,180526.316,180526.316,0.000,1.000,180526.316,180526.316,0.000,0.123,0.123,0.000,141602026.316,96.675,141602026.316,96.696,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,32800768.000,32800768.000,181.6952163265306,180.000,182.226,180344.089,100.942,0.000,0.000,0.117,0.000,Cast,GPU-0, 0:(4096x1001)->(4096x1001) -DstT f32 -SrcT f16,tower_0/v/gradients/tower_0/v/cg/affine2/Cast_grad/Cast,3000,2.5353210859217685,12.557577954532775,2384,180786,178401,183170,179250.0,181000.0,181000.0,179000;179000;181000;181000;180000;181000;181000;180000;181000;186000,59191288,59192288,59371288,59373288,580105288;580106288;580285288;580287288;940472288;940472288;940653288;940656288;1298106288;1298106288;1298287288;1298289288;1705704288;1705705288;1705885288;1705887288;2064076288;2064076288;2064257288;2064259288;2421469288;2421470288;2421651288;2421653288;2779787288;2779788288;2779968288;2779970288;3136440288;3136440288;3136621288;3136624288;3493403288;3493403288;3493589288;3493625288;3850100288;3850101288;3850281288;3850283288;4218935288;4218936288;4219116288;4219118288;4573134288;4573134288;4573315288;4573317288;4930461288;4930462288;4930644288;4930646288;5288155288;5288155288;5288335288;5288337288;5639980288;5639980288;5640163288;5640165288;6004941288;6004941288;6005123288;6005125288;6358386288;6358386288;6358563288;6358565288;6715280288;6715280288;6715460288;6715462288;7069451288;7069451288;7069630288;7069633288
64,172657.895,172657.895,0.000,1.000,172657.895,172657.895,0.000,0.118,0.118,0.000,141774684.211,96.793,141774684.211,96.814,0.000,0.000,0.0000000010000,0.0000000010000,0.000,0.000,0.000,32800768.000,32800768.000,189.9754891022710,180.000,182.226,172475.668,105.542,0.000,0.000,0.112,0.000,Cast,GPU-0, 0:(4096x1001)->(4096x1001) -DstT f16 -SrcT f32,tower_0/v/cg/affine2/Cast,2000,4.912038183530496,27.208198340564483,339972,242357,-97615,582329,170000.0,171000.0,173000.0,170000;171000;170000;174000;172000;171000;171000;171000;170000;173000,1294288,1294288,1464288,1466288,526599288;526600288;526771288;526773288;886184288;886185288;886355288;886357288;1246708288;1246709288;1246883288;1246886288;1654686288;1654686288;1654858288;1654860288;2006769288;2006770288;2006941288;2006944288;2365346288;2365348288;2365519288;2365521288;2726857288;2726859288;2727030288;2727033288;3082077288;3082078288;3082248288;3082250288;3442710288;3442711288;3442884288;3442886288;3796937288;3796938288;3799141288;3799147288;4165814288;4165815288;4165984288;4165986288;4520807288;4520808288;4520977288;4520979288;4873773288;4873774288;4873943288;4873945288;5234403288;5234404288;5234574288;5234576288;5589569288;5589570288;5589742288;5589744288;5950350288;5950351288;5950521288;5950523288;6304623288;6304623288;6304792288;6304794288;6664348288;6664350288;6664521288;6664525288;7015122288;7015123288;7015293288;7015295288
