14774.999765807963	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	affine2	biases	ApplyGradientDescent	0.0ms 0TOps 1GBs 0:(1001) 1:(1) 2:(1001)->(1001)
1374.9997658079626	GPU-0	v	cg	affine0	weights	0.0ms 0TOps 0GBs 0:(none)->(9216x4096)
37708.67798594848	GPU-0	tower_0	v	l2_loss	L2Loss	0.0ms 0TOps 2GBs 0:(11x11x3x64)->(1)
20524.999765807966	GPU-0	tower_0	v	gradients	Cast_1_grad	Cast	0.0ms 0TOps 114GBs 0:(5x5x64x192)->(5x5x64x192) -DstT f32 -SrcT f16
44024.99976580796	GPU-0	tower_0	v	gradients	Cast_4_grad	Cast	0.0ms 0TOps 153GBs 0:(3x3x384x256)->(3x3x384x256) -DstT f32 -SrcT f16
99244.60140515224	GPU-0	tower_0	v	gradients	tower_0	v	l2_loss	L2Loss_4_grad	mul	0.1ms 0TOps 51GBs 0:(3x3x192x384) 1:(1)->(3x3x192x384)
226224.2687213115	GPU-0	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	xentropy	xentropy	0.2ms 0TOps 4GBs 0:(128x1001) 1:(128)->(128)(128x1001)
849.9997658079626	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv4	conv2d	Conv2D_grad	Conv2DBackpropInput-0-LayoutOptimizer	0.0ms 0TOps 0GBs 0:(none)->(4)
1074.9997658079626	GPU-0	v	cg	conv4	biases	0.0ms 0TOps 0GBs 0:(none)->(256)
3024.9997658079633	GPU-0	v	cg	affine1	weights	0.0ms 0TOps 0GBs 0:(none)->(4096x4096)
13344.55925058548	GPU-0	tower_0	v	gradients	tower_0	v	l2_loss	L2Loss_grad	mul	0.0ms 0TOps 13GBs 0:(11x11x3x64) 1:(1)->(11x11x3x64)
290479.7297423888	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv2	BiasAdd_grad	BiasAddGrad	0.3ms 0TOps 108GBs 0:(128x384x13x13)->(384)
2774.9997658079624	CPU-0	inc_global_step	AssignAdd	value	0.0ms 0TOps 0GBs 0:(none)->(1)
10499.999765807963	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv0	Cast_grad	Cast	0.0ms 0TOps 0GBs 0:(64)->(64) -DstT f32 -SrcT f16
496604.6398126464	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv3	Relu_grad	ReluGrad	0.5ms 0TOps 190GBs 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13)
1899.9997658079624	GPU-0	v	cg	conv1	conv2d	kernel	0.0ms 0TOps 0GBs 0:(none)->(5x5x64x192)
14624.999765807961	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	affine0	biases	ApplyGradientDescent	0.0ms 0TOps 3GBs 0:(4096) 1:(1) 2:(4096)->(4096)
2760409.5466042156	GPU-0	tower_0	v	gradients	AddN_5	2.9ms 0TOps 155GBs 0:(9216x4096) 1:(9216x4096)->(9216x4096) -N i: 2
272768.9306791569	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine0	xw_plus_b	MatMul_grad	MatMul	2.7ms 4TOps 59GBs 0:(128x4096) 1:(9216x4096)->(128x9216)
47999.76557377049	GPU-0	tower_0	v	gradients	tower_0	v	l2_loss	L2Loss_15_grad	mul	0.1ms 0TOps 0GBs 0:(1001) 1:(1)->(1001)
8724.999765807963	CPU-0	loss_scale	0.0ms 0TOps 0GBs 0:(none)->(1)
10624.999765807965	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine1	Cast_1_grad	Cast	0.0ms 0TOps 3GBs 0:(4096)->(4096) -DstT f32 -SrcT f16
58578.05620608899	GPU-0	tower_0	v	gradients	tower_0	v	l2_loss	L2Loss_2_grad	mul	0.1ms 0TOps 40GBs 0:(5x5x64x192) 1:(1)->(5x5x64x192)
222879.63981264638	GPU-0	tower_0	v	cg	conv3	Relu	0.2ms 0TOps 281GBs 0:(128x384x13x13)->(128x384x13x13)
11924.999765807963	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv4	biases	ApplyGradientDescent	0.0ms 0TOps 0GBs 0:(256) 1:(1) 2:(256)->(256)
48258.804449648705	GPU-0	tower_0	v	l2_loss	L2Loss_4	0.1ms 0TOps 52GBs 0:(3x3x192x384)->(1)
500779.6398126465	GPU-0	tower_0	v	cg	conv2	BiasAdd	0.5ms 0TOps 126GBs 0:(128x384x13x13) 1:(384)->(128x384x13x13)
1274.9997658079626	GPU-0	v	cg	conv0	biases	0.0ms 0TOps 0GBs 0:(none)->(64)
30852.215925058546	GPU-0	tower_0	v	gradients	tower_0	v	cg	dropout0	dropout	dropout	div_grad	RealDiv	0.0ms 0TOps 193GBs 0:(128x4096) 1:(128x4096)->(128x4096)
674.9997658079625	GPU-0	v	cg	affine1	weights	read	0.0ms 0TOps 0GBs 0:(4096x4096)->(4096x4096)
40027.21592505855	GPU-0	tower_0	v	cg	affine1	xw_plus_b	0.0ms 0TOps 100GBs 0:(128x4096) 1:(4096)->(128x4096)
67586.28196721314	GPU-0	tower_0	v	cg	affine2	xw_plus_b	MatMul	0.3ms 3TOps 58GBs 0:(128x4096) 1:(4096x1001)->(128x1001)
11899.04074941452	GPU-0	tower_0	v	mul_13	0.0ms 0TOps 3GBs 0:(4096) 1:(1)->(4096)
1674.9997658079628	GPU-0	tower_0	v	gpu_cached_inputs	0.0ms 0TOps 0GBs 0:(none)->(128x227x227x3)
937.4997658079626	CPU-0	_retval_inc_global_step	AssignAdd_0_1	0.0ms 0TOps 0GBs 0:(1)->(none)
52817.8018735363	GPU-0	tower_0	v	mul_10	0.1ms 0TOps 127GBs 0:(3x3x384x256) 1:(1)->(3x3x384x256)
159874.999765808	GPU-0	tower_0	v	truediv_11	0.2ms 0TOps 0GBs 0:(1)->(1)
30149.999765807963	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv1	conv2d	kernel	ApplyGradientDescent	0.0ms 0TOps 116GBs 0:(5x5x64x192) 1:(1) 2:(5x5x64x192)->(5x5x64x192)
9349.999765807963	GPU-0	tower_0	v	cg	conv4	Cast	0.0ms 0TOps 0GBs 0:(256)->(256) -DstT f16 -SrcT f32
73524.99976580797	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv4	conv2d	kernel	ApplyGradientDescent	0.1ms 0TOps 137GBs 0:(3x3x384x256) 1:(1) 2:(3x3x384x256)->(3x3x384x256)
10799.91007025761	GPU-0	tower_0	v	gradients	AddN_10	0.0ms 0TOps 0GBs 0:(384) 1:(384)->(384) -N i: 2
54799.99976580796	GPU-0	tower_0	v	gradients	tower_0	v	mul_grad	Mul_1	0.1ms 0TOps 0GBs 0:(1) 1:(1)->(1)
48802.85807962506	GPU-0	tower_0	v	cg	affine1	xw_plus_b	MatMul	1.1ms 4TOps 64GBs 0:(128x4096) 1:(4096x4096)->(128x4096)
29977.215925058546	GPU-0	tower_0	v	cg	dropout0	dropout	dropout	div	0.0ms 0TOps 132GBs 0:(1) 1:(128x4096)->(128x4096)
304839.79016393446	GPU-0	tower_0	v	gradients	AddN_1	0.3ms 0TOps 153GBs 0:(4096x1001) 1:(4096x1001)->(4096x1001) -N i: 2
61249.99976580797	GPU-0	tower_0	v	cg	affine2	Cast_1	0.1ms 0TOps 0GBs 0:(1001)->(1001) -DstT f16 -SrcT f32
799.9997658079626	GPU-0	v	cg	affine0	biases	read	0.0ms 0TOps 0GBs 0:(4096)->(4096)
14099.955269320842	GPU-0	tower_0	v	l2_loss	L2Loss_1	0.0ms 0TOps 0GBs 0:(64)->(1)
40899.99976580796	GPU-0	tower_0	v	alexnet_synthetic_labels	0.0ms 0TOps 0GBs 0:(1) 1:(1) 2:(1)->(128)
28349.999765807963	GPU-0	tower_0	v	cg	dropout0_1	dropout	dropout	Floor	0.0ms 0TOps 141GBs 0:(128x4096)->(128x4096)
14724.999765807963	GPU-0	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	value	0.0ms 0TOps 0GBs 0:(1) 1:(1) 2:(1)->(1)
812.4997658079626	GPU-0	gpu_compute_stage_ops_group	0.0ms 0TOps 0GBs 0:(none)->(none)
650371.5339578454	GPU-0	tower_0	v	cg	conv0	Relu	0.7ms 0TOps 287GBs 0:(128x64x55x55)->(128x64x55x55)
220479.63981264638	GPU-0	tower_0	v	cg	conv2	Relu	0.2ms 0TOps 284GBs 0:(128x384x13x13)->(128x384x13x13)
835695.9096018736	GPU-0	tower_0	v	mul_14	0.9ms 0TOps 152GBs 0:(4096x4096) 1:(1)->(4096x4096)
737.4997658079625	GPU-0	tower_0	v	cg	Reshape	shape	0.0ms 0TOps 0GBs 0:(none)->(2)
14949.999765807966	GPU-0	tower_0	v	cg	affine1	Cast_1	0.0ms 0TOps 2GBs 0:(4096)->(4096) -DstT f16 -SrcT f32
824.9997658079625	GPU-0	tower_0	v	cg	dropout0_1	dropout	dropout	Shape	0.0ms 0TOps 0GBs 0:(none)->(2)
1930047.9747072598	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv0	conv2d	Conv2D_grad	Conv2DBackpropFilter	6.8ms 3TOps 26GBs 0:(128x3x227x227) 1:(4) 2:(128x64x55x55)->(11x11x3x64)
10919.55925058548	GPU-0	tower_0	v	gradients	AddN_15	0.0ms 0TOps 24GBs 0:(11x11x3x64) 1:(11x11x3x64)->(11x11x3x64) -N i: 2
65572.1224824356	GPU-0	tower_0	v	l2_loss	L2Loss_13	0.1ms 0TOps 0GBs 0:(4096)->(1)
2777074.999765808	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	affine0	weights	ApplyGradientDescent	2.9ms 0TOps 155GBs 0:(9216x4096) 1:(1) 2:(9216x4096)->(9216x4096)
203653.1531615925	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv4	BiasAdd_grad	BiasAddGrad	0.2ms 0TOps 103GBs 0:(128x256x13x13)->(256)
11649.999765807963	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine0	Cast_1_grad	Cast	0.0ms 0TOps 3GBs 0:(4096)->(4096) -DstT f32 -SrcT f16
333828.0932084309	GPU-0	tower_0	v	cg	conv4	BiasAdd	0.4ms 0TOps 126GBs 0:(128x256x13x13) 1:(256)->(128x256x13x13)
2274.999765807963	GPU-0	main_fetch_group	_40	0.0ms 0TOps 0GBs 0:(none)->(1)
29627.215925058546	GPU-0	tower_0	v	cg	dropout0	dropout	dropout	mul	0.0ms 0TOps 201GBs 0:(128x4096) 1:(128x4096)->(128x4096)
12049.765573770494	GPU-0	tower_0	v	gradients	AddN	0.0ms 0TOps 1GBs 0:(1001) 1:(1001)->(1001) -N i: 2
49599.99976580797	GPU-0	tower_0	v	cg	dropout0	dropout	dropout	random_uniform	RandomUniform	0.1ms 0TOps 40GBs 0:(2)->(128x4096)
1024.9997658079626	GPU-0	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	Greater	0.0ms 0TOps 0GBs 0:(none)->(1)
1540121.5339578453	GPU-0	tower_0	v	cg	conv0	BiasAdd	1.6ms 0TOps 122GBs 0:(128x64x55x55) 1:(64)->(128x64x55x55)
291054.7297423887	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv3	BiasAdd_grad	BiasAddGrad	0.3ms 0TOps 108GBs 0:(128x384x13x13)->(384)
1574.9997658079624	GPU-0	v	cg	conv4	conv2d	kernel	0.0ms 0TOps 0GBs 0:(none)->(3x3x384x256)
229402.8580796253	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine1	xw_plus_b	MatMul_grad	MatMul_1	1.3ms 3TOps 55GBs 0:(128x4096) 1:(128x4096)->(4096x4096)
10749.999765807963	GPU-0	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	div	0.0ms 0TOps 0GBs 0:(1) 1:(1)->(1)
9144.559250585482	GPU-0	tower_0	v	mul_2	0.0ms 0TOps 19GBs 0:(11x11x3x64) 1:(1)->(11x11x3x64)
712.4997658079625	GPU-0	v	cg	conv4	biases	read	0.0ms 0TOps 0GBs 0:(256)->(256)
1219674.999765808	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	affine1	weights	ApplyGradientDescent	1.3ms 0TOps 157GBs 0:(4096x4096) 1:(1) 2:(4096x4096)->(4096x4096)
801095.8791569086	GPU-0	tower_0	v	cg	mpool1	MaxPool	0.9ms 0TOps 104GBs 0:(128x192x27x27)->(128x192x13x13)
1824.9997658079624	GPU-0	v	cg	affine2	weights	0.0ms 0TOps 0GBs 0:(none)->(4096x1001)
9324.999765807961	GPU-0	append_apply_gradient_ops	GradientDescent	update_v	cg	conv0	biases	ApplyGradientDescent	0.0ms 0TOps 0GBs 0:(64) 1:(1) 2:(64)->(64)
69292.8018735363	GPU-0	tower_0	v	gradients	AddN_7	0.1ms 0TOps 145GBs 0:(3x3x384x256) 1:(3x3x384x256)->(3x3x384x256) -N i: 2
9049.999765807965	GPU-0	tower_0	v	cg	conv2	Cast	0.0ms 0TOps 0GBs 0:(384)->(384) -DstT f16 -SrcT f32
55299.99976580797	GPU-0	tower_0	v	cg	affine0	Cast_1	0.1ms 0TOps 1GBs 0:(4096)->(4096) -DstT f16 -SrcT f32
30749.999765807963	GPU-0	Cast_2	0.0ms 0TOps 164GBs 0:(3x3x192x384)->(3x3x192x384) -DstT f16 -SrcT f32
28927.21592505855	GPU-0	tower_0	v	cg	dropout0_1	dropout	dropout	add	0.0ms 0TOps 137GBs 0:(1) 1:(128x4096)->(128x4096)
787.4997658079624	GPU-0	tower_0	v	gradients	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	Sum_grad	Const	0.0ms 0TOps 0GBs 0:(none)->(1)
1717799.999765808	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine0	Cast_grad	Cast	1.8ms 0TOps 167GBs 0:(9216x4096)->(9216x4096) -DstT f32 -SrcT f16
649.9997658079626	GPU-0	v	cg	conv0	conv2d	kernel	read	0.0ms 0TOps 0GBs 0:(11x11x3x64)->(11x11x3x64)
774.9997658079626	GPU-0	v	cg	affine0	weights	read	0.0ms 0TOps 0GBs 0:(9216x4096)->(9216x4096)
13174.999765807963	GPU-0	tower_0	v	cg	conv3	Cast	0.0ms 0TOps 0GBs 0:(384)->(384) -DstT f16 -SrcT f32
11949.999765807963	GPU-0	tower_0	v	cg	conv0	Cast	0.0ms 0TOps 0GBs 0:(64)->(64) -DstT f16 -SrcT f32
737.4997658079625	GPU-0	tower_0	v	alexnet_synthetic_labels	min	0.0ms 0TOps 0GBs 0:(none)->(1)
11174.999765807963	GPU-0	tower_0	v	add	0.0ms 0TOps 0GBs 0:(1) 1:(1)->(1)
33695.22786885246	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine2	xw_plus_b_grad	BiasAddGrad	0.0ms 0TOps 15GBs 0:(128x1001)->(1001)
760412.7290398125	GPU-0	tower_0	v	l2_loss	L2Loss_12	0.8ms 0TOps 83GBs 0:(4096x4096)->(1)
43127.215925058554	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine1	affine1_grad	ReluGrad	0.0ms 0TOps 138GBs 0:(128x4096) 1:(128x4096)->(128x4096)
787.4997658079624	GPU-0	tower_0	v	gradients	tower_0	v	cg	Reshape_grad	Shape	0.0ms 0TOps 0GBs 0:(none)->(4)
792512.3583138174	GPU-0	tower_0	v	gradients	tower_0	v	cg	mpool2	MaxPool_grad	MaxPoolGrad	0.8ms 0TOps 59GBs 0:(128x256x13x13) 1:(128x256x6x6) 2:(128x256x6x6)->(128x256x13x13)
11724.999765807961	GPU-0	tower_0	v	gradients	tower_0	v	Cast_grad	Cast	0.0ms 0TOps 83GBs 0:(128x1001)->(128x1001) -DstT f16 -SrcT f32
637.4997658079626	GPU-0	tower_0	v	alexnet_synthetic_labels	max	0.0ms 0TOps 0GBs 0:(none)->(1)
1324.9997658079626	GPU-0	v	cg	conv2	biases	0.0ms 0TOps 0GBs 0:(none)->(384)
699.9997658079626	GPU-0	v	cg	conv2	conv2d	kernel	read	0.0ms 0TOps 0GBs 0:(3x3x192x384)->(3x3x192x384)
1049.9997658079626	GPU-0	ConstantFolding	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	div_recip	0.0ms 0TOps 0GBs 0:(none)->(1)
12299.999765807963	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv1	Cast_grad	Cast	0.0ms 0TOps 0GBs 0:(192)->(192) -DstT f32 -SrcT f16
724.9997658079625	GPU-0	PermConstNHWCToNCHW-LayoutOptimizer	0.0ms 0TOps 0GBs 0:(none)->(4)
1374.9997658079626	GPU-0	v	cg	conv1	biases	0.0ms 0TOps 0GBs 0:(none)->(192)
10899.76557377049	GPU-0	tower_0	v	mul_17	0.0ms 0TOps 1GBs 0:(1001) 1:(1)->(1001)
15449.955035128802	GPU-0	tower_0	v	gradients	AddN_12	0.0ms 0TOps 0GBs 0:(192) 1:(192)->(192) -N i: 2
737.4997658079625	GPU-0	tower_0	v	gradients	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	xentropy	xentropy_grad	ExpandDims	dim	0.0ms 0TOps 0GBs 0:(none)->(1)
1317989.1264637003	GPU-0	tower_0	v	gradients	tower_0	v	cg	mpool0	MaxPool_grad	MaxPoolGrad	1.4ms 0TOps 158GBs 0:(128x64x55x55) 1:(128x64x27x27) 2:(128x64x27x27)->(128x64x55x55)
9574.999765807963	GPU-0	tower_0	v	cg	conv1	Cast	0.0ms 0TOps 0GBs 0:(192)->(192) -DstT f16 -SrcT f32
12577.215925058548	GPU-0	tower_0	v	cg	affine1	affine1	0.0ms 0TOps 314GBs 0:(128x4096)->(128x4096)
52974.99976580795	GPU-0	tower_0	v	cg	dropout0_1	dropout	dropout	random_uniform	RandomUniform	0.1ms 0TOps 38GBs 0:(2)->(128x4096)
1053454.2379391103	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv1	Relu_grad	ReluGrad	1.1ms 0TOps 193GBs 0:(128x192x27x27) 1:(128x192x27x27)->(128x192x27x27)
12174.865339578455	GPU-0	tower_0	v	l2_loss	L2Loss_3	0.0ms 0TOps 0GBs 0:(192)->(1)
57019.60140515222	GPU-0	tower_0	v	gradients	AddN_11	0.1ms 0TOps 132GBs 0:(3x3x192x384) 1:(3x3x192x384)->(3x3x192x384) -N i: 2
34849.99976580797	GPU-0	tower_0	v	gradients	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	Sum_grad	Tile	0.0ms 0TOps 0GBs 0:(1) 1:(1)->(128)
9224.999765807963	CPU-0	global_step	0.0ms 0TOps 0GBs 0:(none)->(1)
62074.99976580796	GPU-0	tower_0	v	gradients	Cast_3_grad	Cast	0.1ms 0TOps 162GBs 0:(3x3x384x384)->(3x3x384x384) -DstT f32 -SrcT f16
12124.040749414518	GPU-0	tower_0	v	gradients	AddN_4	0.0ms 0TOps 4GBs 0:(4096) 1:(4096)->(4096) -N i: 2
3224.999765807963	CPU-0	inc_global_step	AssignAdd	0.0ms 0TOps 0GBs 0:(1) 1:(1)->(1)
14849.04074941452	GPU-0	tower_0	v	mul_15	0.0ms 0TOps 2GBs 0:(4096) 1:(1)->(4096)
34724.99976580796	GPU-0	tower_0	v	gradients	Cast_2_grad	Cast	0.0ms 0TOps 145GBs 0:(3x3x192x384)->(3x3x192x384) -DstT f32 -SrcT f16
13299.999765807963	GPU-0	tower_0	v	gradients	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	div_grad	RealDiv	0.0ms 0TOps 0GBs 0:(1) 1:(1)->(1)
49153.40585480094	GPU-0	tower_0	v	l2_loss	L2Loss_8	0.1ms 0TOps 68GBs 0:(3x3x384x256)->(1)
12852.215925058548	GPU-0	tower_0	v	cg	affine0	affine0	0.0ms 0TOps 307GBs 0:(128x4096)->(128x4096)
724.9997658079625	GPU-0	PermConstNCHWToNHWC-LayoutOptimizer	0.0ms 0TOps 0GBs 0:(none)->(4)
1824.9997658079624	GPU-0	v	cg	affine0	biases	0.0ms 0TOps 0GBs 0:(none)->(4096)
10749.730444964871	GPU-0	tower_0	v	l2_loss	L2Loss_5	0.0ms 0TOps 0GBs 0:(384)->(1)
724.9997658079625	GPU-0	v	cg	affine1	biases	read	0.0ms 0TOps 0GBs 0:(4096)->(4096)
9624.999765807963	GPU-0	tower_0	v	gradients	Cast_grad	Cast	0.0ms 0TOps 18GBs 0:(11x11x3x64)->(11x11x3x64) -DstT f32 -SrcT f16
774.9997658079626	GPU-0	v	cg	conv2	biases	read	0.0ms 0TOps 0GBs 0:(384)->(384)
247613.6224824356	GPU-0	tower_0	v	cg	mpool2	MaxPool	0.3ms 0TOps 102GBs 0:(128x256x13x13)->(128x256x6x6)
24577.215925058546	GPU-0	tower_0	v	cg	dropout0	dropout	dropout	add	0.0ms 0TOps 161GBs 0:(1) 1:(128x4096)->(128x4096)
1152773.1990632317	GPU-0	tower_0	v	gradients	tower_0	v	cg	mpool1	MaxPool_grad	MaxPoolGrad	1.2ms 0TOps 131GBs 0:(128x192x27x27) 1:(128x192x13x13) 2:(128x192x13x13)->(128x192x27x27)
1451524.9997658078	GPU-0	tower_0	v	cg	affine0	Cast	1.5ms 0TOps 198GBs 0:(9216x4096)->(9216x4096) -DstT f16 -SrcT f32
10399.04074941452	GPU-0	tower_0	v	gradients	AddN_2	0.0ms 0TOps 4GBs 0:(4096) 1:(4096)->(4096) -N i: 2
1882084.5466042154	GPU-0	tower_0	v	mul_12	2.0ms 0TOps 152GBs 0:(9216x4096) 1:(1)->(9216x4096)
1149.9997658079626	GPU-0	tower_0	v	xentropy	sparse_softmax_cross_entropy_loss	Const_1	0.0ms 0TOps 0GBs 0:(none)->(1)
1099.9997658079626	CPU-0	main_fetch_group	_43	0.0ms 0TOps 0GBs 0:(none)->(1)
1124.9997658079624	CPU-0	loss_scale	read	0.0ms 0TOps 0GBs 0:(1)->(1)
74414.20281030446	GPU-0	tower_0	v	mul_8	0.1ms 0TOps 135GBs 0:(3x3x384x384) 1:(1)->(3x3x384x384)
624.9997658079626	GPU-0	train_ops_group	0.0ms 0TOps 0GBs 0:(none)->(none)
69311.28196721314	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine2	xw_plus_b	MatMul_grad	MatMul	0.3ms 3TOps 57GBs 0:(128x1001) 1:(4096x1001)->(128x4096)
624.9997658079626	GPU-0	v	cg	conv3	biases	read	0.0ms 0TOps 0GBs 0:(384)->(384)
1199.9997658079626	GPU-0	tower_0	v	cg	dropout0_1	dropout	dropout	keep_prob	0.0ms 0TOps 0GBs 0:(none)->(1)
26352.215925058546	GPU-0	tower_0	v	cg	dropout0_1	dropout	dropout	div	0.0ms 0TOps 151GBs 0:(1) 1:(128x4096)->(128x4096)
131799.2969555035	GPU-0	tower_0	v	l2_loss	L2Loss_15	0.1ms 0TOps 0GBs 0:(1001)->(1)
874.9997658079627	GPU-0	v	cg	affine2	weights	read	0.0ms 0TOps 0GBs 0:(4096x1001)->(4096x1001)
11249.999765807963	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv4	Cast_grad	Cast	0.0ms 0TOps 0GBs 0:(256)->(256) -DstT f32 -SrcT f16
41294.60140515222	GPU-0	tower_0	v	mul_6	0.0ms 0TOps 122GBs 0:(3x3x192x384) 1:(1)->(3x3x192x384)
12724.999765807961	GPU-0	tower_0	v	Cast	0.0ms 0TOps 77GBs 0:(128x1001)->(128x1001) -DstT f32 -SrcT f16
687.4997658079626	GPU-0	tower_0	v	gpu_cached_inputs	read	0.0ms 0TOps 0GBs 0:(128x227x227x3)->(128x227x227x3)
11299.999765807963	GPU-0	tower_0	v	gradients	tower_0	v	cg	conv3	Cast_grad	Cast	0.0ms 0TOps 0GBs 0:(384)->(384) -DstT f32 -SrcT f16
161827.8580796253	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine1	xw_plus_b	MatMul_grad	MatMul	1.2ms 3TOps 58GBs 0:(128x4096) 1:(4096x4096)->(128x4096)
10699.82037470726	GPU-0	tower_0	v	l2_loss	L2Loss_9	0.0ms 0TOps 0GBs 0:(256)->(1)
47727.21592505855	GPU-0	tower_0	v	gradients	tower_0	v	cg	affine0	affine0_grad	ReluGrad	0.1ms 0TOps 125GBs 0:(128x4096) 1:(128x4096)->(128x4096)
79824.99976580795	GPU-0	tower_0	v	cg	mpool2	MaxPool-1-0-TransposeNCHWToNHWC-LayoutOptimizer	0.1ms 0TOps 112GBs 0:(128x256x6x6) 1:(4)->(128x6x6x256)
874.9997658079627	GPU-0	append_apply_gradient_ops	GradientDescent	0.0ms 0TOps 0GBs 0:(none)->(none)
